RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
1,0,30911,Tommy Fleetwood,-.167
2,0,30163,Henrik Norlander,-.069
3,0,30692,Scott Stallings,-.063
4,0,33404,Chris Baker,-.053
5,1,46550,Brandon Hagy,-.033
5,1,27942,Rob Oppenheim,-.033
7,1,32448,James Hahn,E
7,-2,34363,Tyrrell Hatton,E
7,1,24361,Pat Perez,E
7,1,48081,Xander Schauffele,E
7,1,33449,Zack Sucher,E
12,0,33410,Andrew Landry,+.022
12,0,47347,Adam Schenk,+.022
14,1,29221,Webb Simpson,+.030
15,1,30110,Kyle Stanley,+.040
16,1,39997,Corey Conners,+.051
16,1,27129,Luke List,+.051
16,1,36699,Patrick Rodgers,+.051
16,1,23621,Rory Sabbatini,+.051
20,1,32640,Troy Merritt,+.053
21,1,23788,D.J. Trahan,+.056
22,1,37275,Sam Ryder,+.059
23,2,56278,Matthew Wolff,+.065
24,2,32662,Michael Gligic,+.067
24,-10,30925,Dustin Johnson,+.067
24,2,23325,Vaughn Taylor,+.067
27,-3,45486,Joaquin Niemann,+.071
28,1,52375,Doug Ghim,+.074
29,1,27556,Ted Potter Jr.,+.077
29,1,32150,Michael Thompson,+.077
31,1,29970,Dylan Frittelli,+.078
32,1,46402,Talor Gooch,+.081
33,-5,33448,Justin Thomas,+.083
33,1,25349,Tim Wilkinson,+.083
35,1,21209,Sergio Garcia,+.087
36,1,27095,Nick Watney,+.088
37,1,33667,Carlos Ortiz,+.090
38,1,37455,Si Woo Kim,+.091
39,1,24138,Ian Poulter,+.094
40,1,32791,K.H. Lee,+.096
41,3,21407,Arjun Atwal,+.100
41,3,46442,Maverick McNealy,+.100
41,5,48822,Sebastián Muñoz,+.100
44,3,39953,Chase Seiffert,+.103
45,3,49771,J.T. Poston,+.108
46,4,51766,Wyndham Clark,+.113
47,4,31646,Emiliano Grillo,+.114
48,4,19803,Ryan Armour,+.115
48,4,26758,David Hearn,+.115
50,5,40009,Dominic Bozzelli,+.120
51,5,33486,Roger Sloan,+.121
52,-9,35310,Lanto Griffin,+.123
53,4,22371,Aaron Baddeley,+.125
53,4,46435,Austin Cook,+.125
53,4,32618,Rhein Gibson,+.125
53,11,29478,Kevin Kisner,+.125
57,-22,47959,Bryson DeChambeau,+.128
57,4,29535,Brice Garnett,+.128
57,23,46970,Jon Rahm,+.128
57,4,33419,Cameron Tringale,+.128
57,4,37189,Harold Varner III,+.128
62,2,27936,Martin Laird,+.130
62,2,22405,Justin Rose,+.130
62,2,24502,Adam Scott,+.130
65,3,35461,Beau Hossler,+.132
66,3,28679,Fabián Gómez,+.133
67,3,10809,Jim Furyk,+.136
67,3,34098,Russell Henley,+.136
69,3,33122,Russell Knox,+.138
70,3,27649,Brandt Snedeker,+.139
71,3,27349,Alex Noren,+.140
