RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
1,0,29221,Webb Simpson,-.205
2,1,46970,Jon Rahm,-.189
3,-1,30925,Dustin Johnson,-.184
4,0,29484,Peter Uihlein,-.176
5,0,28252,Seamus Power,-.173
6,2,34363,Tyrrell Hatton,-.169
6,0,34360,Patrick Reed,-.169
8,3,28237,Rory McIlroy,-.165
9,-2,47959,Bryson DeChambeau,-.160
10,-1,32102,Rickie Fowler,-.159
11,-2,40026,Daniel Berger,-.158
12,-1,56762,Will Gordon,-.155
12,7,50525,Collin Morikawa,-.155
14,-1,29268,Bronson Burgoon,-.152
14,-1,45157,Cam Davis,-.152
14,-1,37189,Harold Varner III,-.152
17,0,28089,Jason Day,-.151
18,0,35450,Patrick Cantlay,-.150
19,-6,29725,Tony Finau,-.145
19,2,27644,Brian Harman,-.145
21,1,34563,Chesson Hadley,-.144
21,1,47347,Adam Schenk,-.144
23,-1,46717,Viktor Hovland,-.142
23,-4,33448,Justin Thomas,-.142
25,6,48081,Xander Schauffele,-.140
26,4,34099,Harris English,-.138
27,-1,31323,Gary Woodland,-.137
28,8,45526,Abraham Ancer,-.135
29,7,46046,Scottie Scheffler,-.134
29,-1,30692,Scott Stallings,-.134
31,-4,52372,Cameron Champ,-.133
31,-6,29420,Billy Horschel,-.133
33,-2,46402,Talor Gooch,-.129
33,-2,33399,Adam Hadwin,-.129
33,-2,26596,Ryan Moore,-.129
36,18,35506,Mackenzie Hughes,-.128
36,0,47128,Richy Werenski,-.128
38,2,32839,Hideki Matsuyama,-.127
38,6,48822,Sebastián Muñoz,-.127
40,-1,53165,Doc Redman,-.126
41,-1,47504,Sam Burns,-.124
41,-1,56278,Matthew Wolff,-.124
43,0,36801,Mark Hubbard,-.123
43,4,29478,Kevin Kisner,-.123
43,-14,25396,Kevin Na,-.123
46,-2,34098,Russell Henley,-.122
46,-2,34213,Grayson Murray,-.122
48,-1,49771,J.T. Poston,-.121
48,-1,34046,Jordan Spieth,-.121
50,0,29974,Branden Grace,-.120
50,0,37455,Si Woo Kim,-.120
50,0,47993,Denny McCarthy,-.120
53,0,49960,Sepp Straka,-.119
54,0,12716,Charley Hoffman,-.118
54,0,29518,Brendan Steele,-.118
56,1,40098,Matt Fitzpatrick,-.117
56,1,30944,Jason Kokrak,-.117
56,1,24138,Ian Poulter,-.117
59,2,21961,Charles Howell III,-.116
59,2,33419,Cameron Tringale,-.116
61,2,35449,Adam Long,-.113
61,-4,45486,Joaquin Niemann,-.113
63,1,22405,Justin Rose,-.112
63,1,24502,Adam Scott,-.112
65,4,39971,Sungjae Im,-.111
65,2,36699,Patrick Rodgers,-.111
67,1,39324,J.J. Spaun,-.110
68,3,34021,Bud Cauley,-.108
68,3,30110,Kyle Stanley,-.108
70,3,35658,Kris Ventura,-.107
71,-2,35310,Lanto Griffin,-.106
72,2,45609,Tyler Duncan,-.105
72,2,29535,Brice Garnett,-.105
72,2,48045,Michael Gellerman,-.105
72,2,46442,Maverick McNealy,-.105
72,2,26329,Louis Oosthuizen,-.105
72,-8,35891,Cameron Smith,-.105
72,2,27095,Nick Watney,-.105
79,1,46435,Austin Cook,-.104
79,1,22056,Cameron Percy,-.104
81,1,33204,Shane Lowry,-.103
82,1,24024,Zach Johnson,-.102
82,1,27936,Martin Laird,-.102
82,1,27649,Brandt Snedeker,-.102
85,2,39997,Corey Conners,-.101
85,-2,30927,Brendon Todd,-.101
85,2,25804,Bubba Watson,-.101
88,2,21209,Sergio Garcia,-.100
88,2,33122,Russell Knox,-.100
88,2,27129,Luke List,-.100
88,2,33667,Carlos Ortiz,-.100
92,2,32618,Rhein Gibson,-.099
93,2,19803,Ryan Armour,-.098
94,3,25900,Lucas Glover,-.097
94,3,32448,James Hahn,-.097
96,3,32366,Kevin Chappell,-.096
96,3,28679,Fabián Gómez,-.096
96,3,36689,Brooks Koepka,-.096
96,7,23320,Ryan Palmer,-.096
96,3,31560,Brian Stuard,-.096
101,2,34076,Joel Dahmen,-.095
101,2,32662,Michael Gligic,-.095
101,2,39977,Max Homa,-.095
104,3,34466,Peter Malnati,-.094
104,3,33413,Ben Martin,-.094
106,3,46550,Brandon Hagy,-.093
106,3,32757,Patton Kizzire,-.093
106,3,23621,Rory Sabbatini,-.093
109,3,33120,Mark Anderson,-.092
109,3,23108,Matt Kuchar,-.092
109,3,27349,Alex Noren,-.092
109,3,24361,Pat Perez,-.092
109,3,37275,Sam Ryder,-.092
109,3,27214,Kevin Streelman,-.092
115,3,33141,Keegan Bradley,-.091
115,3,33449,Zack Sucher,-.091
115,3,48119,Ben Taylor,-.091
115,3,27064,Jhonattan Vegas,-.091
119,3,35461,Beau Hossler,-.090
119,3,01810,Phil Mickelson,-.090
121,4,27554,Scott Harrington,-.089
121,4,32254,Xinjun Zhang,-.089
123,4,49964,Aaron Wise,-.088
124,4,26476,Chez Reavie,-.087
124,4,27963,Chris Stroud,-.087
126,4,35532,Tom Hoge,-.086
127,4,26499,Rafa Cabrera Bello,-.084
127,4,25364,Paul Casey,-.084
127,4,26300,Matt Jones,-.084
127,4,39953,Chase Seiffert,-.084
131,4,29926,Danny Lee,-.082
131,4,36871,Matthew NeSmith,-.082
131,4,25349,Tim Wilkinson,-.082
134,4,34255,Joseph Bramlett,-.081
134,4,28775,Nate Lashley,-.081
134,4,32791,K.H. Lee,-.081
137,4,25493,Nick Taylor,-.080
138,4,39546,Keith Mitchell,-.079
138,4,32150,Michael Thompson,-.079
140,4,33948,Byeong Hun An,-.078
141,4,29970,Dylan Frittelli,-.077
141,18,26851,Marc Leishman,-.077
143,3,23325,Vaughn Taylor,-.076
144,3,29479,Scott Brown,-.075
144,3,52375,Doug Ghim,-.075
144,3,32640,Troy Merritt,-.075
144,3,27330,Josh Teater,-.075
148,4,33404,Chris Baker,-.074
148,4,20229,Stewart Cink,-.074
148,4,49766,Hank Lebioda,-.074
148,4,32139,Danny Willett,-.074
152,4,33597,Harry Higgs,-.073
153,4,10809,Jim Furyk,-.072
154,4,46441,Robby Shelton,-.071
155,4,51894,Vince Whaley,-.069
156,5,40042,Tyler McCumber,-.068
156,5,33486,Roger Sloan,-.068
156,5,48887,Matt Wallace,-.068
159,5,22371,Aaron Baddeley,-.067
159,5,30163,Henrik Norlander,-.067
161,5,40009,Dominic Bozzelli,-.065
161,5,34314,Sebastian Cappelen,-.065
161,5,19846,Brian Gay,-.065
161,5,31646,Emiliano Grillo,-.065
165,5,27942,Rob Oppenheim,-.061
166,5,24924,Bill Haas,-.060
167,5,28420,Ryan Brehm,-.059
167,5,34431,Robert Streb,-.059
169,6,26758,David Hearn,-.057
170,6,30911,Tommy Fleetwood,-.056
170,6,27556,Ted Potter Jr.,-.056
172,6,51766,Wyndham Clark,-.055
172,6,27974,Sung Kang,-.055
172,6,25818,Scott Piercy,-.055
175,6,33490,Bo Hoag,-.054
175,6,31420,Anirban Lahiri,-.054
177,6,29908,C.T. Pan,-.053
178,6,34256,Andrew Putnam,-.052
178,6,23788,D.J. Trahan,-.052
180,6,33410,Andrew Landry,-.050
181,7,25686,Jason Dufner,-.046
182,7,25572,Graeme McDowell,-.044
183,7,49298,Kramer Hickok,-.037
183,7,35732,Wes Roach,-.037
185,7,35230,Nelson Ledesma,-.036
186,7,40058,Zac Blair,-.034
186,7,28307,Matt Every,-.034
188,7,25632,Jimmy Walker,-.033
189,7,31557,Jim Herman,-.026
190,7,21407,Arjun Atwal,-.022
191,7,32333,Kevin Tway,-.019
192,7,23623,Bo Van Pelt,+.002
193,7,35617,Martin Trainer,+.034
