RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,10809,Jim Furyk,18.89,95,503,+1.26
2,0,19803,Ryan Armour,20.35,128,629,+1.64
3,0,30110,Kyle Stanley,21.63,130,601,+1.31
4,0,49298,Kramer Hickok,22.27,112,503,+0.89
5,0,31560,Brian Stuard,22.35,200,895,+1.20
6,1,31557,Jim Herman,22.53,164,728,+2.50
6,1,26476,Chez Reavie,22.53,180,799,+0.78
8,-2,30927,Brendon Todd,22.65,238,1051,+1.68
9,0,45609,Tyler Duncan,22.79,224,983,+1.70
10,0,25349,Tim Wilkinson,22.82,102,447,+1.37
11,0,33404,Chris Baker,22.94,106,462,+1.89
12,0,53165,Doc Redman,23.57,231,980,+0.82
13,0,23325,Vaughn Taylor,23.78,146,614,+1.30
14,0,30163,Henrik Norlander,23.85,187,784,+0.16
15,0,26596,Ryan Moore,23.95,114,476,+1.49
16,0,46435,Austin Cook,24.10,161,668,+1.12
17,0,39997,Corey Conners,24.28,211,869,+1.47
18,0,32448,James Hahn,24.47,92,376,-0.33
19,0,32150,Michael Thompson,24.49,191,780,+0.79
20,0,29479,Scott Brown,24.57,171,696,+1.70
21,0,25900,Lucas Glover,24.64,172,698,+0.76
22,0,29221,Webb Simpson,24.72,176,712,+0.34
23,0,32640,Troy Merritt,24.90,191,767,+0.58
24,0,27330,Josh Teater,25.07,94,375,+1.06
25,0,27214,Kevin Streelman,25.16,200,795,+0.35
26,0,28679,Fabián Gómez,25.19,136,540,+0.81
27,1,39971,Sungjae Im,25.25,277,1097,+0.97
28,-1,23108,Matt Kuchar,25.33,174,687,+0.29
29,0,40098,Matt Fitzpatrick,25.65,157,612,+0.57
30,0,27936,Martin Laird,25.68,104,405,+1.15
31,1,33413,Ben Martin,25.73,79,307,+0.89
32,1,52375,Doug Ghim,25.83,101,391,+1.19
33,2,33122,Russell Knox,25.84,176,681,+0.91
34,2,34563,Chesson Hadley,25.86,165,638,+1.27
35,2,34098,Russell Henley,25.93,210,810,+0.33
36,2,33597,Harry Higgs,25.94,249,960,+0.32
37,2,36871,Matthew NeSmith,26.03,195,749,+0.21
38,2,35732,Wes Roach,26.06,80,307,+0.63
39,3,26758,David Hearn,26.19,132,504,+0.23
40,3,24924,Bill Haas,26.37,125,474,+1.20
41,3,46717,Viktor Hovland,26.42,214,810,+0.70
42,-11,40026,Daniel Berger,26.61,207,778,-0.10
43,4,32791,K.H. Lee,26.75,202,755,+0.74
44,4,27644,Brian Harman,26.81,266,992,+0.83
45,0,50525,Collin Morikawa,26.83,267,995,+0.97
46,3,33410,Andrew Landry,26.86,209,778,+1.29
47,3,33490,Bo Hoag,26.94,184,683,+0.87
48,3,23788,D.J. Trahan,26.96,124,460,+0.48
49,3,33399,Adam Hadwin,26.99,203,752,+1.48
50,3,31646,Emiliano Grillo,27.12,182,671,+0.88
51,3,48045,Michael Gellerman,27.23,113,415,+1.15
52,-11,29478,Kevin Kisner,27.41,216,788,+0.37
53,2,32102,Rickie Fowler,27.45,157,572,+1.66
54,2,37189,Harold Varner III,27.49,218,793,+1.38
55,-9,46970,Jon Rahm,27.57,220,798,+1.00
56,1,25686,Jason Dufner,27.60,215,779,+1.53
56,1,23621,Rory Sabbatini,27.60,191,692,+0.94
58,3,25364,Paul Casey,27.79,172,619,+0.64
59,4,34076,Joel Dahmen,27.90,245,878,+1.55
59,4,27554,Scott Harrington,27.90,209,749,+1.39
61,4,26300,Matt Jones,27.95,249,891,+0.60
62,4,47993,Denny McCarthy,27.96,253,905,+1.46
63,4,47347,Adam Schenk,27.97,214,765,+0.33
64,4,37275,Sam Ryder,28.04,217,774,+0.14
65,4,25493,Nick Taylor,28.12,196,697,+1.63
66,4,49771,J.T. Poston,28.15,248,881,+1.57
67,-8,23320,Ryan Palmer,28.23,234,829,+0.90
68,3,36801,Mark Hubbard,28.29,288,1018,+1.22
69,-8,45526,Abraham Ancer,28.35,222,783,+1.49
70,2,32662,Michael Gligic,28.36,133,469,+0.45
71,4,25396,Kevin Na,28.40,234,824,+1.03
72,1,49960,Sepp Straka,28.42,245,862,+1.06
73,1,29535,Brice Garnett,28.50,179,628,-0.34
74,3,27963,Chris Stroud,28.63,144,503,+1.11
75,3,34099,Harris English,28.66,272,949,+0.04
76,2,21407,Arjun Atwal,28.67,80,279,+0.13
76,2,39546,Keith Mitchell,28.67,201,701,+1.49
78,3,29908,C.T. Pan,28.69,171,596,+2.40
79,3,27064,Jhonattan Vegas,28.71,147,512,+0.68
80,3,22405,Justin Rose,28.73,131,456,+0.84
81,3,24024,Zach Johnson,28.78,217,754,+0.88
82,3,24361,Pat Perez,28.83,160,555,-0.31
83,3,33141,Keegan Bradley,28.95,229,791,+1.62
84,5,39953,Chase Seiffert,29.14,146,501,+0.75
85,-25,29420,Billy Horschel,29.15,239,820,+1.72
86,4,35449,Adam Long,29.16,289,991,+0.90
86,4,56278,Matthew Wolff,29.16,254,871,+0.71
88,4,37455,Si Woo Kim,29.17,243,833,+0.29
89,4,12716,Charley Hoffman,29.22,194,664,+0.46
89,4,46441,Robby Shelton,29.22,232,794,+1.12
91,4,29970,Dylan Frittelli,29.23,278,951,+0.43
92,-16,34363,Tyrrell Hatton,29.24,138,472,+0.51
93,3,19846,Brian Gay,29.31,204,696,+1.62
94,-6,46046,Scottie Scheffler,29.36,286,974,+0.03
94,3,49964,Aaron Wise,29.36,138,470,+1.38
96,2,24138,Ian Poulter,29.41,155,527,+0.90
96,2,27649,Brandt Snedeker,29.41,205,697,+0.20
98,3,40058,Zac Blair,29.50,205,695,+1.61
99,3,23623,Bo Van Pelt,29.53,127,430,+1.89
100,3,27942,Rob Oppenheim,29.55,185,626,+1.08
101,3,28775,Nate Lashley,29.59,187,632,+1.44
102,3,29268,Bronson Burgoon,29.62,186,628,+1.13
103,3,28307,Matt Every,29.63,168,567,+1.07
103,3,29926,Danny Lee,29.63,227,766,+1.06
105,-5,48081,Xander Schauffele,29.74,254,854,-0.43
106,4,30911,Tommy Fleetwood,29.97,116,387,+0.69
107,4,45157,Cam Davis,29.98,191,637,+0.68
107,4,26329,Louis Oosthuizen,29.98,167,557,+1.44
109,4,30692,Scott Stallings,29.99,221,737,+0.72
110,4,27556,Ted Potter Jr.,30.00,141,470,-0.07
111,4,34021,Bud Cauley,30.02,242,806,+0.62
112,4,20229,Stewart Cink,30.06,187,622,+0.05
113,12,48822,Sebastián Muñoz,30.36,330,1087,+0.52
114,4,25818,Scott Piercy,30.46,212,696,+1.51
115,4,33204,Shane Lowry,30.48,153,502,+0.85
116,4,31420,Anirban Lahiri,30.53,98,321,+0.92
117,4,32366,Kevin Chappell,30.54,135,442,+0.30
117,4,39324,J.J. Spaun,30.54,204,668,+0.83
119,4,35532,Tom Hoge,30.62,282,921,+0.64
120,4,35450,Patrick Cantlay,30.63,189,617,+0.21
121,5,27129,Luke List,30.67,249,812,+0.52
122,5,22371,Aaron Baddeley,30.74,158,514,-0.13
123,5,29518,Brendan Steele,30.76,239,777,+0.79
124,5,56762,Will Gordon,30.82,94,305,+1.06
125,5,28252,Seamus Power,30.90,89,288,-0.22
126,5,46402,Talor Gooch,30.97,323,1043,+1.21
127,5,25572,Graeme McDowell,31.02,161,519,+1.68
128,6,39977,Max Homa,31.20,249,798,+1.49
129,-20,30925,Dustin Johnson,31.35,206,657,+0.24
130,5,34431,Robert Streb,31.36,138,440,+1.45
131,5,33120,Mark Anderson,31.38,161,513,+1.24
132,5,51894,Vince Whaley,31.43,121,385,+0.33
133,6,25804,Bubba Watson,31.48,249,791,+0.48
134,6,31323,Gary Woodland,31.49,233,740,+0.64
135,6,33486,Roger Sloan,31.50,166,527,+0.42
136,6,26499,Rafa Cabrera Bello,31.62,172,544,+1.40
137,6,21209,Sergio Garcia,31.69,141,445,-0.21
138,-5,35506,Mackenzie Hughes,31.71,273,861,+0.73
138,6,49766,Hank Lebioda,31.71,182,574,+1.54
138,6,32254,Xinjun Zhang,31.71,261,823,+1.00
141,-3,35310,Lanto Griffin,31.90,355,1113,+0.11
142,4,35461,Beau Hossler,31.96,217,679,+1.29
142,4,22056,Cameron Percy,31.96,147,460,+0.41
144,5,34255,Joseph Bramlett,32.16,174,541,+0.80
145,5,30944,Jason Kokrak,32.30,229,709,+1.27
146,5,32757,Patton Kizzire,32.41,210,648,+0.43
147,6,48119,Ben Taylor,32.48,127,391,+1.81
148,8,46442,Maverick McNealy,32.55,262,805,+0.42
149,8,35658,Kris Ventura,32.56,126,387,+0.71
150,-2,32839,Hideki Matsuyama,32.58,275,844,-0.18
151,7,34466,Peter Malnati,32.72,213,651,+0.33
152,7,27349,Alex Noren,32.74,203,620,+0.20
153,2,33448,Justin Thomas,32.75,263,803,-0.68
154,-1,45486,Joaquin Niemann,33.00,301,912,+0.13
155,5,27974,Sung Kang,33.22,286,861,+1.26
156,6,47504,Sam Burns,33.38,256,767,+0.59
157,7,47128,Richy Werenski,33.53,229,683,+1.09
158,7,36689,Brooks Koepka,33.59,177,527,+0.79
158,15,34360,Patrick Reed,33.59,305,908,+0.59
160,8,32618,Rhein Gibson,33.84,156,461,+0.19
161,8,33948,Byeong Hun An,33.90,279,823,+1.25
162,4,35891,Cameron Smith,33.95,258,760,+0.70
163,7,33449,Zack Sucher,34.04,113,332,+1.24
164,-3,28237,Rory McIlroy,34.09,241,707,+0.91
165,6,47959,Bryson DeChambeau,34.27,292,852,-0.24
166,8,28089,Jason Day,34.66,192,554,+1.35
167,8,33667,Carlos Ortiz,34.73,315,907,+0.03
168,8,27095,Nick Watney,34.88,173,496,+0.64
169,3,26851,Marc Leishman,34.96,251,718,+1.79
170,7,32139,Danny Willett,35.08,154,439,+1.23
171,7,33419,Cameron Tringale,35.16,257,731,-0.97
172,8,34213,Grayson Murray,35.60,152,427,+0.86
173,9,32333,Kevin Tway,35.65,169,474,+0.83
174,9,34046,Jordan Spieth,35.68,233,653,+0.56
175,9,36699,Patrick Rodgers,35.75,370,1035,+0.41
176,5,29725,Tony Finau,35.78,292,816,-0.34
177,8,01810,Phil Mickelson,35.89,187,521,+0.70
177,8,34256,Andrew Putnam,35.89,159,443,+2.14
179,8,40009,Dominic Bozzelli,36.31,118,325,+0.68
180,8,24502,Adam Scott,36.47,151,414,-0.13
181,8,35230,Nelson Ledesma,36.67,121,330,+1.74
182,8,40042,Tyler McCumber,36.78,192,522,+1.09
183,8,28420,Ryan Brehm,37.10,164,442,-0.06
184,8,34314,Sebastian Cappelen,37.13,176,474,+0.91
185,9,52372,Cameron Champ,37.15,315,848,+1.17
186,7,35617,Martin Trainer,37.36,201,538,+2.04
187,8,21961,Charles Howell III,37.54,259,690,+1.00
188,8,51766,Wyndham Clark,37.76,236,625,+0.68
189,8,29974,Branden Grace,37.77,173,458,+0.75
190,8,48887,Matt Wallace,37.97,210,553,+0.76
191,8,29484,Peter Uihlein,38.72,175,452,+0.63
192,8,46550,Brandon Hagy,39.24,195,497,-0.21
193,8,25632,Jimmy Walker,39.32,219,557,+1.05
