RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,1,10809,Jim Furyk,1.39,7,503,+0.43
2,1,30927,Brendon Todd,1.43,15,1051,+0.60
3,1,31560,Brian Stuard,1.56,14,895,+0.57
4,1,49298,Kramer Hickok,1.59,8,503,+0.75
5,1,27942,Rob Oppenheim,1.60,10,626,+1.00
6,1,33404,Chris Baker,1.73,8,462,+0.50
7,2,36801,Mark Hubbard,1.87,19,1018,+0.11
8,0,29478,Kevin Kisner,1.90,15,788,+0.40
9,1,31557,Jim Herman,1.92,14,728,+0.21
10,1,25686,Jason Dufner,1.93,15,779,+0.33
11,1,26499,Rafa Cabrera Bello,2.02,11,544,+0.36
12,1,30163,Henrik Norlander,2.04,16,784,+0.56
13,1,39997,Corey Conners,2.07,18,869,+0.44
14,6,50525,Collin Morikawa,2.11,21,995,+0.14
15,0,24024,Zach Johnson,2.12,16,754,+0.75
16,0,25493,Nick Taylor,2.15,15,697,+0.80
17,0,40058,Zac Blair,2.16,15,695,+0.80
17,1,46046,Scottie Scheffler,2.16,21,974,+0.10
19,0,19803,Ryan Armour,2.23,14,629,+0.71
20,1,26476,Chez Reavie,2.25,18,799,+0.33
21,1,33399,Adam Hadwin,2.26,17,752,+0.59
22,1,33413,Ben Martin,2.28,7,307,+0.29
23,1,25818,Scott Piercy,2.30,16,696,+0.38
24,12,45526,Abraham Ancer,2.43,19,783,+0.32
25,0,45609,Tyler Duncan,2.44,24,983,+0.42
25,0,33410,Andrew Landry,2.44,19,778,+0.42
27,0,32102,Rickie Fowler,2.45,14,572,+0.50
27,0,29518,Brendan Steele,2.45,19,777,+0.47
29,0,30110,Kyle Stanley,2.50,15,601,+0.73
29,0,34431,Robert Streb,2.50,11,440,+1.18
31,1,21407,Arjun Atwal,2.51,7,279,+0.71
32,1,26596,Ryan Moore,2.52,12,476,+0.25
33,9,34360,Patrick Reed,2.53,23,908,+0.43
34,-5,39971,Sungjae Im,2.55,28,1097,+0.32
35,-1,33204,Shane Lowry,2.59,13,502,+0.62
35,-1,39953,Chase Seiffert,2.59,13,501,+0.92
37,0,56762,Will Gordon,2.62,8,305,+0.63
37,0,23108,Matt Kuchar,2.62,18,687,+0.28
39,0,27214,Kevin Streelman,2.64,21,795,+0.57
40,1,29908,C.T. Pan,2.68,16,596,+0.19
41,1,25572,Graeme McDowell,2.70,14,519,+1.00
42,8,52372,Cameron Champ,2.71,23,848,+0.26
43,1,34076,Joel Dahmen,2.73,24,878,+0.33
44,1,53165,Doc Redman,2.76,27,980,+0.59
45,1,34255,Joseph Bramlett,2.77,15,541,+1.07
46,1,40098,Matt Fitzpatrick,2.78,17,612,+0.59
47,1,35532,Tom Hoge,2.82,26,921,+0.35
48,1,29970,Dylan Frittelli,2.84,27,951,+0.22
49,2,33141,Keegan Bradley,2.91,23,791,+0.17
50,2,49766,Hank Lebioda,2.96,17,574,+0.59
51,27,34363,Tyrrell Hatton,2.97,14,472,-0.07
52,1,33449,Zack Sucher,3.01,10,332,+0.50
53,1,24361,Pat Perez,3.06,17,555,+0.71
53,1,49771,J.T. Poston,3.06,27,881,+0.26
55,1,25364,Paul Casey,3.07,19,619,+0.26
55,1,48119,Ben Taylor,3.07,12,391,+0.25
55,1,48887,Matt Wallace,3.07,17,553,+0.47
58,1,46442,Maverick McNealy,3.11,25,805,+0.44
59,1,46435,Austin Cook,3.14,21,668,+0.67
60,1,28679,Fabián Gómez,3.15,17,540,+0.47
60,1,46441,Robby Shelton,3.15,25,794,+0.36
62,1,26758,David Hearn,3.17,16,504,+0.44
63,1,32448,James Hahn,3.19,12,376,+0.42
64,10,26851,Marc Leishman,3.20,23,718,+0.61
65,0,26329,Louis Oosthuizen,3.23,18,557,+0.22
66,1,35732,Wes Roach,3.26,10,307,+1.30
66,1,23325,Vaughn Taylor,3.26,20,614,+0.45
68,-2,34099,Harris English,3.27,31,949,+0.16
69,-2,25396,Kevin Na,3.28,27,824,+0.30
70,0,29420,Billy Horschel,3.29,27,820,+0.59
71,0,29479,Scott Brown,3.30,23,696,+0.65
71,0,27649,Brandt Snedeker,3.30,23,697,+0.48
73,0,33120,Mark Anderson,3.31,17,513,+0.47
74,1,34098,Russell Henley,3.33,27,810,+0.33
75,1,36871,Matthew NeSmith,3.34,25,749,+0.60
76,1,35658,Kris Ventura,3.36,13,387,+0.54
77,2,34314,Sebastian Cappelen,3.38,16,474,+0.88
78,2,30944,Jason Kokrak,3.39,24,709,+0.04
79,10,48822,Sebastián Muñoz,3.40,37,1087,+0.43
79,2,37189,Harold Varner III,3.40,27,793,+0.26
79,2,32254,Xinjun Zhang,3.40,28,823,+0.54
82,1,32139,Danny Willett,3.42,15,439,+0.40
83,1,31646,Emiliano Grillo,3.43,23,671,+0.43
84,1,32150,Michael Thompson,3.46,27,780,+0.37
85,10,40026,Daniel Berger,3.47,27,778,+0.15
85,1,34021,Bud Cauley,3.47,28,806,+0.36
87,0,21961,Charles Howell III,3.48,24,690,+0.50
87,0,22056,Cameron Percy,3.48,16,460,+0.50
89,1,22371,Aaron Baddeley,3.50,18,514,+0.50
90,12,35891,Cameron Smith,3.55,27,760,+0.67
91,1,52375,Doug Ghim,3.58,14,391,+0.64
91,1,25900,Lucas Glover,3.58,25,698,+0.52
91,1,25349,Tim Wilkinson,3.58,16,447,+0.19
94,2,34256,Andrew Putnam,3.61,16,443,+0.25
95,2,32662,Michael Gligic,3.62,17,469,+0.35
96,11,46970,Jon Rahm,3.63,29,798,-0.10
97,1,46402,Talor Gooch,3.64,38,1043,+0.32
97,1,51894,Vince Whaley,3.64,14,385,+0.57
99,1,47504,Sam Burns,3.65,28,767,+0.36
100,1,33490,Bo Hoag,3.66,25,683,+0.32
101,7,35310,Lanto Griffin,3.68,41,1113,+0.41
102,25,46717,Viktor Hovland,3.70,30,810,+0.30
103,0,29974,Branden Grace,3.71,17,458,+0.12
104,0,27330,Josh Teater,3.73,14,375,+1.14
105,0,31420,Anirban Lahiri,3.74,12,321,+0.33
105,13,33448,Justin Thomas,3.74,30,803,+0.30
107,-1,34213,Grayson Murray,3.75,16,427,+0.75
108,1,28775,Nate Lashley,3.80,24,632,+0.25
108,1,33486,Roger Sloan,3.80,20,527,+0.45
110,2,27644,Brian Harman,3.83,38,992,+0.37
110,2,40042,Tyler McCumber,3.83,20,522,+0.70
112,3,33597,Harry Higgs,3.85,37,960,+0.49
113,3,48045,Michael Gellerman,3.86,16,415,+0.94
114,3,47993,Denny McCarthy,3.87,35,905,+0.40
115,3,37275,Sam Ryder,3.88,30,774,+0.63
116,4,34563,Chesson Hadley,3.92,25,638,+0.64
117,-6,29221,Webb Simpson,3.93,28,712,+0.25
118,17,45486,Joaquin Niemann,3.95,36,912,+0.25
118,3,47128,Richy Werenski,3.95,27,683,+0.59
120,2,33122,Russell Knox,3.96,27,681,+0.52
120,2,36699,Patrick Rodgers,3.96,41,1035,+0.41
122,2,28089,Jason Day,3.97,22,554,+0.36
122,2,32791,K.H. Lee,3.97,30,755,+0.50
122,2,33419,Cameron Tringale,3.97,29,731,+0.34
125,13,47959,Bryson DeChambeau,3.99,34,852,+0.53
126,2,33948,Byeong Hun An,4.01,33,823,+0.36
126,2,39977,Max Homa,4.01,32,798,+0.09
128,2,21209,Sergio Garcia,4.04,18,445,-0.22
