RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,29725,Tony Finau,-.098
2,4,33448,Justin Thomas,-.088
3,-1,28420,Ryan Brehm,-.085
4,-1,01810,Phil Mickelson,-.071
5,-1,24502,Adam Scott,-.068
6,-1,33204,Shane Lowry,-.064
7,1,22056,Cameron Percy,-.055
8,1,33419,Cameron Tringale,-.054
9,1,12716,Charley Hoffman,-.051
10,-4,47959,Bryson DeChambeau,-.037
11,3,32839,Hideki Matsuyama,-.032
12,4,40026,Daniel Berger,-.028
12,1,32757,Patton Kizzire,-.028
14,1,37275,Sam Ryder,-.025
15,-4,34099,Harris English,-.024
16,1,46550,Brandon Hagy,-.022
17,1,48081,Xander Schauffele,-.018
17,2,56278,Matthew Wolff,-.018
19,1,27129,Luke List,-.015
20,14,30925,Dustin Johnson,-.012
21,0,22371,Aaron Baddeley,-.011
22,0,32618,Rhein Gibson,E
22,0,29974,Branden Grace,E
22,0,31420,Anirban Lahiri,E
22,0,25804,Bubba Watson,E
26,4,34466,Peter Malnati,+.009
27,11,35310,Lanto Griffin,+.011
27,4,34213,Grayson Murray,+.011
27,4,30163,Henrik Norlander,+.011
30,3,28307,Matt Every,+.012
31,-2,45486,Joaquin Niemann,+.013
32,4,26300,Matt Jones,+.015
32,4,22405,Justin Rose,+.015
34,5,47504,Sam Burns,+.019
35,5,29970,Dylan Frittelli,+.021
36,5,33490,Bo Hoag,+.022
37,6,28252,Seamus Power,+.024
37,9,35891,Cameron Smith,+.024
39,5,26329,Louis Oosthuizen,+.025
39,5,24361,Pat Perez,+.025
41,5,25364,Paul Casey,+.026
42,6,20229,Stewart Cink,+.028
43,6,23108,Matt Kuchar,+.029
43,6,51894,Vince Whaley,+.029
45,6,27064,Jhonattan Vegas,+.032
46,6,31646,Emiliano Grillo,+.033
47,6,34098,Russell Henley,+.036
48,6,33667,Carlos Ortiz,+.037
48,6,33486,Roger Sloan,+.037
50,19,46717,Viktor Hovland,+.038
51,5,37455,Si Woo Kim,+.040
52,5,36689,Brooks Koepka,+.041
53,-31,28237,Rory McIlroy,+.043
54,4,40009,Dominic Bozzelli,+.045
55,-21,29478,Kevin Kisner,+.047
56,3,36699,Patrick Rodgers,+.049
56,3,27649,Brandt Snedeker,+.049
58,3,36871,Matthew NeSmith,+.050
59,4,33597,Harry Higgs,+.054
60,4,25349,Tim Wilkinson,+.055
61,4,34314,Sebastian Cappelen,+.056
61,4,32448,James Hahn,+.056
63,4,35449,Adam Long,+.057
64,4,35450,Patrick Cantlay,+.058
65,4,27644,Brian Harman,+.059
66,5,33120,Mark Anderson,+.060
66,5,32366,Kevin Chappell,+.060
68,5,46442,Maverick McNealy,+.065
68,5,27095,Nick Watney,+.065
70,6,40098,Matt Fitzpatrick,+.068
71,6,32791,K.H. Lee,+.069
72,6,56762,Will Gordon,+.071
72,6,26758,David Hearn,+.071
72,6,27974,Sung Kang,+.071
72,3,46046,Scottie Scheffler,+.071
76,5,51766,Wyndham Clark,+.072
77,5,29535,Brice Garnett,+.075
77,5,47347,Adam Schenk,+.075
77,5,27963,Chris Stroud,+.075
80,5,27349,Alex Noren,+.076
81,18,34360,Patrick Reed,+.077
81,5,32333,Kevin Tway,+.077
83,4,32662,Michael Gligic,+.078
84,4,52375,Doug Ghim,+.079
84,4,24924,Bill Haas,+.079
86,4,35532,Tom Hoge,+.080
86,4,24024,Zach Johnson,+.080
86,4,24138,Ian Poulter,+.080
89,5,34021,Bud Cauley,+.083
89,5,25900,Lucas Glover,+.083
89,5,27936,Martin Laird,+.083
89,5,40042,Tyler McCumber,+.083
93,5,48045,Michael Gellerman,+.085
94,5,35732,Wes Roach,+.086
95,-5,48822,Sebastián Muñoz,+.089
96,6,28679,Fabián Gómez,+.090
97,42,34363,Tyrrell Hatton,+.091
97,6,27556,Ted Potter Jr.,+.091
99,2,29221,Webb Simpson,+.094
100,4,21209,Sergio Garcia,+.098
101,-39,23320,Ryan Palmer,+.100
102,3,35461,Beau Hossler,+.101
103,3,27214,Kevin Streelman,+.102
104,3,34255,Joseph Bramlett,+.103
104,3,30911,Tommy Fleetwood,+.103
104,3,39324,J.J. Spaun,+.103
107,4,34046,Jordan Spieth,+.104
107,4,29518,Brendan Steele,+.104
109,4,10809,Jim Furyk,+.107
110,4,25572,Graeme McDowell,+.111
111,6,45157,Cam Davis,+.112
111,6,39977,Max Homa,+.112
113,14,35506,Mackenzie Hughes,+.113
113,6,23325,Vaughn Taylor,+.113
115,5,46435,Austin Cook,+.114
116,5,30944,Jason Kokrak,+.116
117,5,49771,J.T. Poston,+.117
118,5,33122,Russell Knox,+.118
119,6,32254,Xinjun Zhang,+.119
120,6,29926,Danny Lee,+.121
121,7,49964,Aaron Wise,+.123
122,7,47993,Denny McCarthy,+.124
123,7,34563,Chesson Hadley,+.125
124,7,33410,Andrew Landry,+.126
124,7,49960,Sepp Straka,+.126
126,8,48119,Ben Taylor,+.127
127,8,30692,Scott Stallings,+.128
127,8,47128,Richy Werenski,+.128
129,8,49298,Kramer Hickok,+.129
129,8,32150,Michael Thompson,+.129
131,8,29268,Bronson Burgoon,+.130
132,-9,50525,Collin Morikawa,+.131
