RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
122,5,26329,Louis Oosthuizen,6.6,37,155,+0.189
122,5,36699,Patrick Rodgers,6.6,68,290,+0.176
128,6,51766,Wyndham Clark,6.7,42,179,+0.143
128,-1,29725,Tony Finau,6.7,55,234,+0.091
128,6,22056,Cameron Percy,6.7,31,133,+0.097
131,7,29970,Dylan Frittelli,6.8,65,271,+0.277
131,7,30944,Jason Kokrak,6.8,48,209,+0.250
131,7,32791,K.H. Lee,6.8,51,213,+0.275
131,7,34213,Grayson Murray,6.8,29,120,+0.379
131,7,35732,Wes Roach,6.8,21,89,+0.190
131,7,27963,Chris Stroud,6.8,34,143,+0.294
137,15,35310,Lanto Griffin,6.9,77,330,+0.169
137,7,39971,Sungjae Im,6.9,76,323,+0.079
137,7,29484,Peter Uihlein,6.9,31,129,+0.161
140,6,32366,Kevin Chappell,7.0,31,130,+0.355
140,6,48045,Michael Gellerman,7.0,29,128,+0.103
140,6,46402,Talor Gooch,7.0,73,313,+0.137
140,6,21961,Charles Howell III,7.0,48,204,+0.104
140,6,23325,Vaughn Taylor,7.0,43,182,+0.186
145,7,35506,Mackenzie Hughes,7.1,61,257,+0.311
145,7,27974,Sung Kang,7.1,61,261,+0.148
147,8,56762,Will Gordon,7.2,22,91,+0.227
147,8,27554,Scott Harrington,7.2,54,229,+0.148
147,-13,23320,Ryan Palmer,7.2,60,255,+0.217
147,8,22405,Justin Rose,7.2,33,141,+0.182
151,9,32640,Troy Merritt,7.3,56,240,+0.286
151,9,25493,Nick Taylor,7.3,51,214,+0.314
151,9,51894,Vince Whaley,7.3,28,122,+0.321
154,9,24924,Bill Haas,7.4,35,148,+0.086
154,9,32448,James Hahn,7.4,28,121,+0.143
154,1,34363,Tyrrell Hatton,7.4,35,150,+0.143
154,9,24138,Ian Poulter,7.4,39,165,+0.154
154,9,34360,Patrick Reed,7.4,67,284,+0.134
154,9,49964,Aaron Wise,7.4,35,147,-0.057
160,8,33141,Keegan Bradley,7.5,59,250,+0.322
160,8,36871,Matthew NeSmith,7.5,56,236,+0.107
160,11,46046,Scottie Scheffler,7.5,73,304,+0.219
160,8,29518,Brendan Steele,7.5,58,249,+0.328
164,7,22371,Aaron Baddeley,7.6,39,164,+0.256
164,7,34255,Joseph Bramlett,7.6,41,179,+0.268
164,7,26300,Matt Jones,7.6,68,286,+0.176
164,7,26596,Ryan Moore,7.6,36,151,+0.111
168,8,33948,Byeong Hun An,7.7,63,265,+0.063
168,8,27556,Ted Potter Jr.,7.7,36,155,E
170,8,29268,Bronson Burgoon,7.8,49,211,+0.020
170,8,47504,Sam Burns,7.8,60,253,+0.250
170,8,34314,Sebastian Cappelen,7.8,37,154,+0.270
170,8,29926,Danny Lee,7.8,60,256,+0.083
170,13,35891,Cameron Smith,7.8,59,250,+0.186
170,8,32333,Kevin Tway,7.8,37,158,+0.270
176,7,19846,Brian Gay,7.9,55,232,+0.164
176,7,35230,Nelson Ledesma,7.9,26,112,+0.346
178,8,33597,Harry Higgs,8.0,77,322,+0.156
178,8,37455,Si Woo Kim,8.0,67,283,+0.224
178,8,36689,Brooks Koepka,8.0,42,182,+0.119
181,9,46717,Viktor Hovland,8.1,66,273,+0.303
181,5,26851,Marc Leishman,8.1,58,245,+0.172
181,9,25632,Jimmy Walker,8.1,45,193,+0.089
184,8,34021,Bud Cauley,8.2,66,277,+0.167
184,8,20229,Stewart Cink,8.2,51,219,+0.059
184,8,35461,Beau Hossler,8.2,56,240,+0.107
184,8,33122,Russell Knox,8.2,56,241,+0.161
184,8,48119,Ben Taylor,8.2,32,142,+0.063
189,8,46442,Maverick McNealy,8.3,67,287,+0.164
190,8,28420,Ryan Brehm,8.4,37,160,+0.135
191,8,32618,Rhein Gibson,8.7,40,170,+0.075
192,8,33449,Zack Sucher,9.3,31,131,+0.161
193,8,12716,Charley Hoffman,10.4,69,291,+0.130
