RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,26758,David Hearn,3.0,15,62,+0.333
2,0,34563,Chesson Hadley,3.1,20,85,+0.500
3,0,47959,Bryson DeChambeau,3.3,28,117,E
4,0,19803,Ryan Armour,3.7,23,94,+0.304
5,0,21407,Arjun Atwal,3.9,11,47,+0.364
5,0,25572,Graeme McDowell,3.9,20,83,+0.250
5,0,24502,Adam Scott,3.9,16,66,+0.313
5,3,29221,Webb Simpson,3.9,28,116,+0.143
9,-1,29535,Brice Garnett,4.0,25,105,+0.480
9,-1,27330,Josh Teater,4.0,15,64,+0.200
9,-1,23623,Bo Van Pelt,4.0,17,73,+0.294
12,3,52372,Cameron Champ,4.1,35,149,+0.429
12,1,30911,Tommy Fleetwood,4.1,16,65,E
12,-4,30927,Brendon Todd,4.1,43,179,+0.163
15,1,29479,Scott Brown,4.3,30,127,+0.200
16,1,25364,Paul Casey,4.4,27,111,+0.185
16,1,46550,Brandon Hagy,4.4,22,94,+0.273
16,1,35658,Kris Ventura,4.4,17,73,E
19,1,46435,Austin Cook,4.6,31,129,+0.387
19,1,34076,Joel Dahmen,4.6,40,168,+0.375
19,1,23788,D.J. Trahan,4.6,21,90,+0.238
19,1,27095,Nick Watney,4.6,23,97,-0.130
23,1,34256,Andrew Putnam,4.7,21,90,-0.190
23,1,25349,Tim Wilkinson,4.7,21,88,+0.333
25,3,33404,Chris Baker,4.8,22,93,+0.409
25,3,40042,Tyler McCumber,4.8,25,107,+0.240
25,3,27349,Alex Noren,4.8,30,126,+0.167
25,3,35617,Martin Trainer,4.8,26,109,+0.154
29,-5,40026,Daniel Berger,4.9,38,162,+0.158
29,3,25686,Jason Dufner,4.9,38,158,+0.211
29,3,21209,Sergio Garcia,4.9,22,94,+0.045
32,2,26499,Rafa Cabrera Bello,5.1,28,117,+0.250
32,2,32102,Rickie Fowler,5.1,29,119,+0.310
32,2,25396,Kevin Na,5.1,42,174,+0.167
32,2,30163,Henrik Norlander,5.1,40,172,+0.075
32,2,49771,J.T. Poston,5.1,45,186,+0.311
32,2,47347,Adam Schenk,5.1,39,172,+0.205
32,2,27064,Jhonattan Vegas,5.1,26,110,+0.038
39,2,31646,Emiliano Grillo,5.2,35,150,+0.114
39,2,33204,Shane Lowry,5.2,26,112,-0.038
39,2,33413,Ben Martin,5.2,16,68,+0.625
39,13,28237,Rory McIlroy,5.2,37,157,+0.189
39,2,24361,Pat Perez,5.2,29,122,+0.276
44,2,32662,Michael Gligic,5.3,25,108,+0.120
44,2,34098,Russell Henley,5.3,43,186,+0.209
44,18,29478,Kevin Kisner,5.3,42,181,+0.190
44,2,33410,Andrew Landry,5.3,41,174,+0.195
44,2,48822,Sebastián Muñoz,5.3,58,250,+0.086
44,8,45486,Joaquin Niemann,5.3,48,202,+0.438
50,2,28775,Nate Lashley,5.4,34,145,+0.176
50,2,47993,Denny McCarthy,5.4,49,205,+0.224
50,2,01810,Phil Mickelson,5.4,28,119,+0.036
50,2,26476,Chez Reavie,5.4,43,184,+0.116
54,4,33120,Mark Anderson,5.5,28,116,+0.071
54,4,45609,Tyler Duncan,5.5,54,224,+0.426
54,-13,30925,Dustin Johnson,5.5,36,148,+0.278
54,4,53165,Doc Redman,5.5,54,229,+0.241
58,4,27644,Brian Harman,5.6,56,230,+0.214
58,0,29420,Billy Horschel,5.6,46,195,+0.217
58,4,25818,Scott Piercy,5.6,39,164,-0.154
58,-12,46970,Jon Rahm,5.6,45,189,+0.111
58,4,27649,Brandt Snedeker,5.6,39,167,E
63,3,45157,Cam Davis,5.7,36,151,+0.139
63,3,40098,Matt Fitzpatrick,5.7,35,145,+0.029
63,3,24024,Zach Johnson,5.7,43,182,+0.256
63,3,27936,Martin Laird,5.7,23,102,+0.130
63,17,50525,Collin Morikawa,5.7,57,241,+0.175
63,3,34046,Jordan Spieth,5.7,37,156,+0.324
63,3,32139,Danny Willett,5.7,25,106,+0.160
70,2,28307,Matt Every,5.8,33,141,+0.273
70,2,10809,Jim Furyk,5.8,29,122,+0.103
70,2,33667,Carlos Ortiz,5.8,53,226,+0.151
70,2,39953,Chase Seiffert,5.8,29,121,E
70,2,39324,J.J. Spaun,5.8,39,165,+0.256
70,2,31560,Brian Stuard,5.8,52,220,+0.173
70,2,31323,Gary Woodland,5.8,43,182,+0.349
70,2,32254,Xinjun Zhang,5.8,48,207,+0.104
78,2,31420,Anirban Lahiri,5.9,19,82,+0.053
78,2,27942,Rob Oppenheim,5.9,37,158,+0.324
78,2,28252,Seamus Power,5.9,17,72,+0.294
78,2,37275,Sam Ryder,5.9,46,195,+0.217
78,2,49960,Sepp Straka,5.9,51,220,+0.196
78,2,56278,Matthew Wolff,5.9,51,217,+0.333
84,4,39997,Corey Conners,6.0,52,218,+0.250
84,4,32757,Patton Kizzire,6.0,39,169,E
84,4,23108,Matt Kuchar,6.0,41,173,+0.341
84,4,30110,Kyle Stanley,6.0,36,153,+0.444
84,-4,33448,Justin Thomas,6.0,48,200,+0.063
89,5,28089,Jason Day,6.1,34,143,+0.118
89,-1,34099,Harris English,6.1,58,248,+0.103
89,5,52375,Doug Ghim,6.1,24,103,+0.375
89,5,28679,Fabián Gómez,6.1,33,140,+0.121
89,5,29974,Branden Grace,6.1,28,120,+0.036
89,5,39546,Keith Mitchell,6.1,43,181,+0.279
89,5,23621,Rory Sabbatini,6.1,42,178,+0.214
89,5,33486,Roger Sloan,6.1,32,131,+0.219
89,5,34431,Robert Streb,6.1,27,116,+0.296
89,5,48887,Matt Wallace,6.1,34,144,+0.206
89,5,47128,Richy Werenski,6.1,42,178,+0.333
100,6,40058,Zac Blair,6.2,43,183,+0.256
100,6,40009,Dominic Bozzelli,6.2,20,86,+0.200
100,6,35450,Patrick Cantlay,6.2,38,158,+0.263
100,6,35449,Adam Long,6.2,61,255,+0.180
100,6,46441,Robby Shelton,6.2,49,205,+0.286
100,6,30692,Scott Stallings,6.2,46,197,+0.304
106,21,45526,Abraham Ancer,6.3,49,201,+0.306
106,6,33399,Adam Hadwin,6.3,47,197,+0.170
106,6,31557,Jim Herman,6.3,46,197,+0.174
106,6,48081,Xander Schauffele,6.3,54,228,+0.204
106,6,32150,Michael Thompson,6.3,49,206,+0.204
111,5,33490,Bo Hoag,6.4,44,188,+0.250
111,5,35532,Tom Hoge,6.4,59,245,+0.203
111,5,39977,Max Homa,6.4,51,217,+0.137
111,5,36801,Mark Hubbard,6.4,65,272,+0.169
111,5,49766,Hank Lebioda,6.4,37,155,+0.189
111,5,33419,Cameron Tringale,6.4,47,197,+0.298
111,5,37189,Harold Varner III,6.4,51,216,+0.157
111,5,25804,Bubba Watson,6.4,51,216,+0.157
119,5,27129,Luke List,6.5,53,229,+0.038
119,5,29908,C.T. Pan,6.5,39,162,+0.462
119,5,27214,Kevin Streelman,6.5,52,215,+0.154
122,5,25900,Lucas Glover,6.6,46,199,+0.326
122,5,49298,Kramer Hickok,6.6,33,142,+0.212
122,5,34466,Peter Malnati,6.6,43,183,+0.256
122,24,32839,Hideki Matsuyama,6.6,56,232,+0.214
