RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
101,6,31323,Gary Woodland,14.32,106,740,-0.04
102,6,34314,Sebastian Cappelen,14.35,68,474,+0.15
103,6,35461,Beau Hossler,14.43,98,679,+0.16
104,6,22405,Justin Rose,14.47,66,456,+0.15
105,7,27129,Luke List,14.53,118,812,+0.13
106,8,46402,Talor Gooch,14.57,152,1043,+0.04
107,8,49766,Hank Lebioda,14.63,84,574,+0.10
108,8,28307,Matt Every,14.64,83,567,+0.20
109,8,35732,Wes Roach,14.66,45,307,+0.04
110,8,27649,Brandt Snedeker,14.78,103,697,-0.01
110,8,25493,Nick Taylor,14.78,103,697,+0.15
112,1,35310,Lanto Griffin,14.82,165,1113,+0.01
113,-7,46046,Scottie Scheffler,14.89,145,974,-0.06
114,7,34256,Andrew Putnam,14.90,66,443,+0.32
115,7,31420,Anirban Lahiri,14.95,48,321,+0.19
116,7,32618,Rhein Gibson,14.97,69,461,+0.04
117,7,30911,Tommy Fleetwood,14.99,58,387,+0.03
117,7,36689,Brooks Koepka,14.99,79,527,+0.13
117,7,35658,Kris Ventura,14.99,58,387,-0.02
120,7,33120,Mark Anderson,15.01,77,513,+0.19
121,7,23623,Bo Van Pelt,15.12,65,430,+0.14
122,8,27974,Sung Kang,15.21,131,861,+0.19
122,8,34466,Peter Malnati,15.21,99,651,+0.06
124,4,34099,Harris English,15.28,145,949,+0.03
125,-7,35506,Mackenzie Hughes,15.33,132,861,+0.03
126,7,32366,Kevin Chappell,15.38,68,442,E
127,7,25572,Graeme McDowell,15.41,80,519,+0.23
128,7,23108,Matt Kuchar,15.43,106,687,+0.03
129,7,26329,Louis Oosthuizen,15.44,86,557,+0.26
130,14,26851,Marc Leishman,15.46,111,718,+0.13
131,6,25364,Paul Casey,15.51,96,619,+0.09
132,7,25804,Bubba Watson,15.55,123,791,+0.10
133,7,29926,Danny Lee,15.67,120,766,+0.09
134,3,33448,Justin Thomas,15.69,126,803,-0.05
135,6,33948,Byeong Hun An,15.80,130,823,+0.05
135,6,21961,Charles Howell III,15.80,109,690,+0.06
137,10,29725,Tony Finau,15.81,129,816,+0.05
138,17,48822,Sebastián Muñoz,15.92,173,1087,+0.02
139,10,46441,Robby Shelton,15.99,127,794,+0.06
140,10,40009,Dominic Bozzelli,16.00,52,325,+0.10
141,11,32757,Patton Kizzire,16.05,104,648,+0.12
142,11,34255,Joseph Bramlett,16.08,87,541,+0.06
143,11,40042,Tyler McCumber,16.09,84,522,+0.14
144,12,52375,Doug Ghim,16.11,63,391,+0.14
145,12,33486,Roger Sloan,16.13,85,527,+0.05
145,12,27095,Nick Watney,16.13,80,496,+0.06
147,12,28775,Nate Lashley,16.14,102,632,+0.13
148,12,56278,Matthew Wolff,16.19,141,871,+0.14
149,-3,45486,Joaquin Niemann,16.23,148,912,+0.01
150,11,29908,C.T. Pan,16.28,97,596,+0.21
151,-7,29420,Billy Horschel,16.34,134,820,+0.16
151,11,25632,Jimmy Walker,16.34,91,557,+0.07
153,10,47128,Richy Werenski,16.40,112,683,+0.09
154,10,27064,Jhonattan Vegas,16.41,84,512,+0.10
155,10,32333,Kevin Tway,16.46,78,474,+0.09
156,-8,29478,Kevin Kisner,16.50,130,788,+0.03
156,10,30944,Jason Kokrak,16.50,117,709,+0.14
158,-7,48081,Xander Schauffele,16.51,141,854,-0.06
159,8,34360,Patrick Reed,16.52,150,908,+0.04
160,7,35230,Nelson Ledesma,16.67,55,330,+0.16
160,7,28252,Seamus Power,16.67,48,288,-0.06
162,8,35450,Patrick Cantlay,16.69,103,617,-0.01
163,8,28089,Jason Day,16.79,93,554,+0.10
164,8,33667,Carlos Ortiz,16.98,154,907,-0.03
165,8,56762,Will Gordon,17.05,52,305,+0.13
166,8,24024,Zach Johnson,17.11,129,754,+0.09
167,9,39546,Keith Mitchell,17.40,122,701,+0.12
168,7,28237,Rory McIlroy,17.54,124,707,+0.14
169,9,21407,Arjun Atwal,17.56,49,279,-0.12
170,9,51766,Wyndham Clark,17.76,111,625,+0.06
170,7,35891,Cameron Smith,17.76,135,760,+0.11
172,8,32139,Danny Willett,17.77,78,439,+0.05
173,8,39977,Max Homa,17.79,142,798,+0.18
174,9,21209,Sergio Garcia,17.98,80,445,-0.11
175,9,36699,Patrick Rodgers,18.07,187,1035,+0.03
175,9,34046,Jordan Spieth,18.07,118,653,+0.01
177,9,48887,Matt Wallace,18.08,100,553,-0.06
178,11,52372,Cameron Champ,18.16,154,848,+0.09
179,3,30925,Dustin Johnson,18.26,120,657,+0.05
180,8,27556,Ted Potter Jr.,18.30,86,470,-0.07
181,6,47959,Bryson DeChambeau,18.31,156,852,-0.01
182,8,33449,Zack Sucher,18.37,61,332,+0.11
183,8,48119,Ben Taylor,18.41,72,391,+0.22
184,8,24502,Adam Scott,18.60,77,414,+0.04
185,8,33419,Cameron Tringale,19.84,145,731,-0.13
186,8,22056,Cameron Percy,20.00,92,460,+0.10
187,8,28420,Ryan Brehm,21.04,93,442,+0.05
188,8,33204,Shane Lowry,21.12,106,502,+0.15
189,8,46550,Brandon Hagy,21.13,105,497,-0.02
190,8,29484,Peter Uihlein,21.68,98,452,-0.02
191,8,01810,Phil Mickelson,22.46,117,521,+0.15
192,8,34431,Robert Streb,22.50,99,440,+0.13
193,8,35617,Martin Trainer,22.68,122,538,+0.17
