RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,30110,Kyle Stanley,7.49,45,601,-0.04
2,0,10809,Jim Furyk,7.75,39,503,+0.15
3,0,40026,Daniel Berger,8.48,66,778,+0.03
4,0,28679,Fabián Gómez,8.70,47,540,+0.06
5,0,33404,Chris Baker,9.31,43,462,+0.16
6,0,32640,Troy Merritt,9.39,72,767,-0.13
7,0,39997,Corey Conners,9.44,82,869,+0.15
8,0,27349,Alex Noren,9.52,59,620,-0.12
9,0,45609,Tyler Duncan,9.56,94,983,+0.19
10,0,49298,Kramer Hickok,9.94,50,503,+0.04
11,0,29268,Bronson Burgoon,10.03,63,628,+0.08
11,0,31557,Jim Herman,10.03,73,728,+0.19
13,0,32448,James Hahn,10.11,38,376,-0.16
14,0,27963,Chris Stroud,10.14,51,503,+0.18
15,0,19803,Ryan Armour,10.17,64,629,+0.16
16,0,24924,Bill Haas,10.34,49,474,+0.18
17,0,33413,Ben Martin,10.42,32,307,-0.06
18,0,25349,Tim Wilkinson,10.51,47,447,+0.23
19,0,33410,Andrew Landry,10.54,82,778,+0.13
20,0,33597,Harry Higgs,10.63,102,960,E
21,1,45526,Abraham Ancer,10.86,85,783,+0.12
21,0,27936,Martin Laird,10.86,44,405,+0.16
23,-1,33122,Russell Knox,10.87,74,681,+0.05
24,0,25900,Lucas Glover,10.89,76,698,+0.07
25,1,30927,Brendon Todd,11.04,116,1051,+0.16
26,-1,31560,Brian Stuard,11.17,100,895,+0.10
27,0,25818,Scott Piercy,11.35,79,696,+0.18
28,0,23621,Rory Sabbatini,11.42,79,692,+0.04
29,2,39971,Sungjae Im,11.49,126,1097,+0.04
30,0,35532,Tom Hoge,11.51,106,921,+0.04
31,2,12716,Charley Hoffman,11.60,77,664,+0.19
32,2,26476,Chez Reavie,11.64,93,799,E
33,2,40058,Zac Blair,11.65,81,695,+0.12
34,2,36801,Mark Hubbard,11.69,119,1018,+0.08
34,2,49771,J.T. Poston,11.69,103,881,+0.21
36,2,32102,Rickie Fowler,11.71,67,572,+0.10
37,2,53165,Doc Redman,11.73,115,980,+0.02
38,2,45157,Cam Davis,11.77,75,637,E
39,2,49960,Sepp Straka,11.83,102,862,+0.08
40,2,32662,Michael Gligic,11.94,56,469,E
41,2,26499,Rafa Cabrera Bello,11.95,65,544,+0.12
42,4,49964,Aaron Wise,12.13,57,470,+0.16
43,4,29479,Scott Brown,12.21,85,696,+0.16
43,4,23325,Vaughn Taylor,12.21,75,614,+0.15
45,4,34098,Russell Henley,12.22,99,810,+0.03
46,4,33399,Adam Hadwin,12.23,92,752,+0.15
47,-2,50525,Collin Morikawa,12.26,122,995,+0.06
48,3,37275,Sam Ryder,12.27,95,774,+0.06
48,3,27330,Josh Teater,12.27,46,375,-0.04
50,3,46435,Austin Cook,12.28,82,668,+0.11
51,3,26758,David Hearn,12.30,62,504,-0.03
52,3,30163,Henrik Norlander,12.37,97,784,+0.02
53,3,27554,Scott Harrington,12.55,94,749,+0.02
53,7,23320,Ryan Palmer,12.55,104,829,+0.08
55,3,36871,Matthew NeSmith,12.68,95,749,-0.01
56,1,29221,Webb Simpson,12.78,91,712,-0.02
57,2,26300,Matt Jones,12.79,114,891,+0.11
58,3,47993,Denny McCarthy,12.82,116,905,+0.17
59,3,20229,Stewart Cink,12.86,80,622,-0.03
60,3,24138,Ian Poulter,12.90,68,527,+0.10
61,-17,34363,Tyrrell Hatton,12.92,61,472,E
62,2,39953,Chase Seiffert,12.97,65,501,-0.02
63,2,34076,Joel Dahmen,12.98,114,878,+0.18
64,3,48045,Michael Gellerman,13.01,54,415,+0.15
65,3,39324,J.J. Spaun,13.02,87,668,+0.06
66,3,26596,Ryan Moore,13.03,62,476,+0.10
67,4,27644,Brian Harman,13.21,131,992,+0.11
68,4,22371,Aaron Baddeley,13.23,68,514,-0.01
69,4,32791,K.H. Lee,13.25,100,755,+0.08
70,4,47504,Sam Burns,13.30,102,767,+0.12
71,4,34563,Chesson Hadley,13.32,85,638,+0.13
71,4,35449,Adam Long,13.32,132,991,+0.13
73,-7,46717,Viktor Hovland,13.33,108,810,+0.10
74,4,37189,Harold Varner III,13.37,106,793,+0.07
74,4,32254,Xinjun Zhang,13.37,110,823,+0.07
76,4,46442,Maverick McNealy,13.42,108,805,+0.01
77,4,19846,Brian Gay,13.51,94,696,+0.14
77,4,29518,Brendan Steele,13.51,105,777,+0.05
79,-9,46970,Jon Rahm,13.53,108,798,+0.05
80,5,40098,Matt Fitzpatrick,13.56,83,612,+0.05
80,5,31646,Emiliano Grillo,13.56,91,671,+0.14
82,5,27942,Rob Oppenheim,13.58,85,626,+0.02
83,5,32150,Michael Thompson,13.59,106,780,+0.04
84,5,25686,Jason Dufner,13.61,106,779,+0.13
85,5,34021,Bud Cauley,13.65,110,806,+0.04
86,6,29535,Brice Garnett,13.69,86,628,-0.15
87,7,29974,Branden Grace,13.76,63,458,+0.21
87,7,33490,Bo Hoag,13.76,94,683,+0.15
89,7,51894,Vince Whaley,13.77,53,385,+0.04
90,-7,25396,Kevin Na,13.83,114,824,+0.04
91,6,33141,Keegan Bradley,13.91,110,791,+0.10
92,6,37455,Si Woo Kim,14.05,117,833,+0.02
92,6,34213,Grayson Murray,14.05,60,427,+0.20
94,6,27214,Kevin Streelman,14.09,112,795,-0.02
95,-4,32839,Hideki Matsuyama,14.10,119,844,E
96,5,30692,Scott Stallings,14.11,104,737,+0.01
97,5,47347,Adam Schenk,14.12,108,765,-0.01
98,5,23788,D.J. Trahan,14.13,65,460,-0.09
99,5,29970,Dylan Frittelli,14.20,135,951,+0.07
100,5,24361,Pat Perez,14.23,79,555,-0.09
