RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,1,27349,Alex Noren,32.0,80,250,+0.13
2,-1,40026,Daniel Berger,32.4,84,259,+0.95
3,0,25818,Scott Piercy,35.9,94,262,+1.49
4,0,45526,Abraham Ancer,36.4,100,275,+2.20
5,0,30110,Kyle Stanley,37.0,64,173,+2.03
6,0,47504,Sam Burns,37.2,123,331,+2.03
7,0,33404,Chris Baker,37.8,51,135,+2.55
8,0,29974,Branden Grace,38.0,79,208,+2.53
9,0,35532,Tom Hoge,38.2,136,356,+1.18
10,0,34314,Sebastian Cappelen,38.3,85,222,+1.76
11,0,10809,Jim Furyk,38.6,49,127,+1.43
12,1,29268,Bronson Burgoon,38.8,97,250,+1.44
12,1,12716,Charley Hoffman,38.8,109,281,+2.02
14,1,28679,Fabián Gómez,38.9,70,180,+1.71
15,1,32662,Michael Gligic,39.1,68,174,+0.29
16,1,33410,Andrew Landry,39.2,103,263,+1.65
16,1,46442,Maverick McNealy,39.2,136,347,+0.07
18,1,33122,Russell Knox,39.6,101,255,+1.09
19,2,32640,Troy Merritt,39.8,107,269,+0.56
19,2,27963,Chris Stroud,39.8,78,196,+2.05
21,2,39997,Corey Conners,39.9,105,263,+1.90
22,2,23621,Rory Sabbatini,40.0,102,255,+1.18
23,2,25632,Jimmy Walker,40.1,120,299,+1.08
24,2,33597,Harry Higgs,40.2,141,351,+1.35
24,2,33413,Ben Martin,40.2,41,102,+0.73
26,3,40058,Zac Blair,40.5,104,257,+1.92
27,3,22371,Aaron Baddeley,40.6,86,212,+0.47
28,3,45157,Cam Davis,40.8,102,250,+1.27
28,3,25900,Lucas Glover,40.8,95,233,+0.95
28,3,32254,Xinjun Zhang,40.8,135,331,+1.19
31,3,49964,Aaron Wise,40.9,74,181,+1.89
32,3,49771,J.T. Poston,41.0,126,307,+2.70
33,3,24924,Bill Haas,41.2,77,187,+2.21
34,9,23320,Ryan Palmer,41.3,133,322,+0.98
35,2,34256,Andrew Putnam,41.5,78,188,+2.82
36,2,26499,Rafa Cabrera Bello,41.6,84,202,+1.43
37,2,24138,Ian Poulter,42.3,88,208,+1.25
38,2,20229,Stewart Cink,42.4,112,264,+0.89
39,2,36801,Mark Hubbard,42.6,155,364,+0.97
40,4,21961,Charles Howell III,42.9,135,315,+1.19
40,4,34213,Grayson Murray,42.9,82,191,+3.17
42,4,40009,Dominic Bozzelli,43.2,67,155,+2.54
43,4,45609,Tyler Duncan,43.3,127,293,+2.52
43,4,49960,Sepp Straka,43.3,143,330,+1.82
45,4,34021,Bud Cauley,43.4,141,325,+0.78
45,4,26758,David Hearn,43.4,69,159,+0.58
47,6,49766,Hank Lebioda,43.7,100,229,+1.80
48,6,31557,Jim Herman,43.8,95,217,+1.58
49,6,19846,Brian Gay,43.9,126,287,+1.98
50,6,32448,James Hahn,44.0,55,125,-0.55
51,7,39971,Sungjae Im,44.1,161,365,+0.62
52,23,26851,Marc Leishman,44.2,142,321,+1.97
52,5,51894,Vince Whaley,44.2,72,163,+1.53
54,4,27942,Rob Oppenheim,44.3,102,230,+0.20
55,-4,32839,Hideki Matsuyama,44.4,154,347,+1.04
