RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
52,3,24024,Zach Johnson,63.40,478,754,-0.19
53,3,25396,Kevin Na,63.23,521,824,-0.18
54,-8,46970,Jon Rahm,63.16,504,798,-0.29
55,1,36871,Matthew NeSmith,63.15,473,749,-0.17
56,2,29535,Brice Garnett,63.06,396,628,-0.18
57,2,45526,Abraham Ancer,62.96,493,783,-0.22
57,3,33490,Bo Hoag,62.96,430,683,-0.13
59,2,27942,Rob Oppenheim,62.94,394,626,-0.14
60,2,24361,Pat Perez,62.88,349,555,-0.18
60,2,47347,Adam Schenk,62.88,481,765,-0.22
62,2,47993,Denny McCarthy,62.76,568,905,-0.24
63,2,32662,Michael Gligic,62.69,294,469,-0.18
64,2,37189,Harold Varner III,62.67,497,793,-0.28
65,2,32791,K.H. Lee,62.52,472,755,-0.16
66,2,39953,Chase Seiffert,62.48,313,501,-0.16
67,2,25572,Graeme McDowell,62.43,324,519,-0.11
68,2,25493,Nick Taylor,62.41,435,697,-0.21
69,2,33597,Harry Higgs,62.19,597,960,-0.17
70,2,40058,Zac Blair,62.16,432,695,-0.13
71,2,37275,Sam Ryder,62.14,481,774,-0.17
72,2,29908,C.T. Pan,62.08,370,596,-0.14
73,3,23621,Rory Sabbatini,61.99,429,692,-0.15
74,3,33122,Russell Knox,61.97,422,681,-0.21
75,0,34099,Harris English,61.96,588,949,-0.21
76,-23,29420,Billy Horschel,61.95,508,820,-0.26
77,1,48045,Michael Gellerman,61.93,257,415,-0.14
78,1,33204,Shane Lowry,61.75,310,502,-0.19
79,3,46717,Viktor Hovland,61.73,500,810,-0.22
80,0,27649,Brandt Snedeker,61.69,430,697,-0.20
81,0,25818,Scott Piercy,61.64,429,696,-0.16
82,1,46441,Robby Shelton,61.46,488,794,-0.17
83,1,28775,Nate Lashley,61.23,387,632,-0.18
84,1,26499,Rafa Cabrera Bello,61.21,333,544,-0.14
85,2,29970,Dylan Frittelli,61.09,581,951,-0.18
86,0,46046,Scottie Scheffler,60.99,594,974,-0.22
87,1,30911,Tommy Fleetwood,60.98,236,387,-0.15
88,1,27064,Jhonattan Vegas,60.94,312,512,-0.18
89,7,48822,Sebastián Muñoz,60.90,662,1087,-0.21
90,1,23623,Bo Van Pelt,60.70,261,430,-0.10
91,1,33141,Keegan Bradley,60.68,480,791,-0.17
92,1,56278,Matthew Wolff,60.62,528,871,-0.24
93,1,27554,Scott Harrington,60.61,454,749,-0.17
94,3,35449,Adam Long,60.44,599,991,-0.23
94,3,49960,Sepp Straka,60.44,521,862,-0.23
96,-6,34363,Tyrrell Hatton,60.38,285,472,-0.24
97,2,26300,Matt Jones,60.27,537,891,-0.18
98,3,35532,Tom Hoge,60.15,554,921,-0.18
99,3,26329,Louis Oosthuizen,60.14,335,557,-0.17
100,4,27963,Chris Stroud,60.04,302,503,-0.14
101,5,34431,Robert Streb,60.00,264,440,-0.14
102,5,33120,Mark Anderson,59.84,307,513,-0.15
103,5,45157,Cam Davis,59.81,381,637,-0.30
103,5,31420,Anirban Lahiri,59.81,192,321,-0.15
105,-10,23320,Ryan Palmer,59.71,495,829,-0.18
106,4,35658,Kris Ventura,59.69,231,387,-0.28
107,4,22405,Justin Rose,59.65,272,456,-0.17
108,-3,48081,Xander Schauffele,59.60,509,854,-0.27
109,3,24924,Bill Haas,59.49,282,474,-0.10
109,3,39546,Keith Mitchell,59.49,417,701,-0.19
111,3,56762,Will Gordon,59.34,181,305,-0.24
112,3,21209,Sergio Garcia,59.33,264,445,-0.17
112,3,29518,Brendan Steele,59.33,461,777,-0.24
114,4,49964,Aaron Wise,59.15,278,470,-0.14
115,4,32254,Xinjun Zhang,59.05,486,823,-0.22
116,4,28252,Seamus Power,59.03,170,288,-0.25
117,4,35450,Patrick Cantlay,59.00,364,617,-0.27
118,4,39324,J.J. Spaun,58.98,394,668,-0.15
119,4,49766,Hank Lebioda,58.89,338,574,-0.15
119,4,30692,Scott Stallings,58.89,434,737,-0.24
121,5,28307,Matt Every,58.73,333,567,-0.14
122,5,24138,Ian Poulter,58.63,309,527,-0.20
122,5,33486,Roger Sloan,58.63,309,527,-0.13
124,-21,30925,Dustin Johnson,58.60,385,657,-0.29
125,5,47959,Bryson DeChambeau,58.45,498,852,-0.28
126,3,29268,Bronson Burgoon,58.44,367,628,-0.21
127,4,39977,Max Homa,58.40,466,798,-0.20
128,4,46402,Talor Gooch,58.39,609,1043,-0.21
129,4,31323,Gary Woodland,58.38,432,740,-0.25
130,4,34021,Bud Cauley,58.31,470,806,-0.17
131,4,27556,Ted Potter Jr.,58.30,274,470,-0.09
132,4,27129,Luke List,58.25,473,812,-0.22
133,5,22371,Aaron Baddeley,58.17,299,514,-0.19
134,6,19846,Brian Gay,58.05,404,696,-0.20
135,6,27349,Alex Noren,57.90,359,620,-0.23
136,6,22056,Cameron Percy,57.83,266,460,-0.23
137,2,45486,Joaquin Niemann,57.79,527,912,-0.21
138,6,32366,Kevin Chappell,57.69,255,442,-0.20
139,6,51894,Vince Whaley,57.66,222,385,-0.15
140,7,25804,Bubba Watson,57.65,456,791,-0.25
141,7,37455,Si Woo Kim,57.62,480,833,-0.24
142,7,30944,Jason Kokrak,57.55,408,709,-0.19
143,0,33448,Justin Thomas,57.53,462,803,-0.27
144,1,35310,Lanto Griffin,57.50,640,1113,-0.21
145,5,34255,Joseph Bramlett,57.49,311,541,-0.19
146,5,20229,Stewart Cink,56.75,353,622,-0.14
147,6,29926,Danny Lee,56.66,434,766,-0.22
148,4,32839,Hideki Matsuyama,56.52,477,844,-0.24
149,18,34360,Patrick Reed,56.50,513,908,-0.29
150,6,47128,Richy Werenski,56.37,385,683,-0.22
151,8,48119,Ben Taylor,56.27,220,391,-0.16
152,2,35506,Mackenzie Hughes,56.10,483,861,-0.22
153,8,46442,Maverick McNealy,56.02,451,805,-0.20
154,11,52372,Cameron Champ,56.01,475,848,-0.29
155,7,12716,Charley Hoffman,55.87,371,664,-0.21
156,7,32139,Danny Willett,55.81,245,439,-0.19
157,7,34256,Andrew Putnam,55.76,247,443,-0.11
158,2,28237,Rory McIlroy,55.73,394,707,-0.31
159,7,34466,Peter Malnati,55.45,361,651,-0.20
160,8,27974,Sung Kang,55.28,476,861,-0.17
161,8,27095,Nick Watney,55.24,274,496,-0.23
162,8,28089,Jason Day,55.23,306,554,-0.24
163,8,47504,Sam Burns,55.15,423,767,-0.27
164,8,32757,Patton Kizzire,55.09,357,648,-0.21
165,8,33667,Carlos Ortiz,54.80,497,907,-0.21
166,8,35891,Cameron Smith,54.74,416,760,-0.23
167,8,40042,Tyler McCumber,54.60,285,522,-0.18
168,8,24502,Adam Scott,54.59,226,414,-0.22
169,8,35461,Beau Hossler,54.49,370,679,-0.19
170,8,33419,Cameron Tringale,54.45,398,731,-0.24
171,8,33948,Byeong Hun An,54.43,448,823,-0.20
172,9,34213,Grayson Murray,53.86,230,427,-0.18
173,7,26851,Marc Leishman,53.76,386,718,-0.17
174,8,36699,Patrick Rodgers,53.72,556,1035,-0.23
175,8,33449,Zack Sucher,53.61,178,332,-0.23
176,8,32618,Rhein Gibson,53.15,245,461,-0.16
177,8,34046,Jordan Spieth,52.99,346,653,-0.21
178,8,36689,Brooks Koepka,52.94,279,527,-0.20
179,8,48887,Matt Wallace,52.80,292,553,-0.19
180,9,29974,Branden Grace,52.40,240,458,-0.22
181,9,01810,Phil Mickelson,52.21,272,521,-0.22
182,9,21961,Charles Howell III,52.03,359,690,-0.26
183,5,29725,Tony Finau,51.96,424,816,-0.26
184,8,32333,Kevin Tway,51.90,246,474,-0.18
185,8,40009,Dominic Bozzelli,51.69,168,325,-0.23
185,8,34314,Sebastian Cappelen,51.69,245,474,-0.21
187,8,35230,Nelson Ledesma,51.21,169,330,-0.24
188,8,46550,Brandon Hagy,49.09,244,497,-0.18
189,8,51766,Wyndham Clark,48.96,306,625,-0.20
190,8,35617,Martin Trainer,48.70,262,538,-0.07
191,8,28420,Ryan Brehm,48.64,215,442,-0.20
192,8,29484,Peter Uihlein,47.35,214,452,-0.32
193,8,25632,Jimmy Walker,45.78,255,557,-0.18
