RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,1,34363,Tyrrell Hatton,20' 9",5779.000,279
2,-1,26329,Louis Oosthuizen,21' 5",7097.167,331
3,1,26596,Ryan Moore,21' 9",6752.833,311
3,1,27649,Brandt Snedeker,21' 9",9129.750,420
3,1,33449,Zack Sucher,21' 9",3825.250,176
6,1,33410,Andrew Landry,21' 11",10890.583,497
7,1,34314,Sebastian Cappelen,22' 0",5308.583,241
7,1,27214,Kevin Streelman,22' 0",11347.583,515
9,2,40026,Daniel Berger,22' 2",11035.917,498
10,1,19846,Brian Gay,22' 3",8796.083,395
10,1,29420,Billy Horschel,22' 3",11017.500,496
10,1,23325,Vaughn Taylor,22' 3",8893.750,400
13,2,51894,Vince Whaley,22' 4",4921.000,220
14,3,33141,Keegan Bradley,22' 6",10667.167,474
14,1,46717,Viktor Hovland,22' 6",11021.583,490
16,2,20229,Stewart Cink,22' 7",7847.833,348
17,2,34098,Russell Henley,22' 8",11810.583,522
17,2,46441,Robby Shelton,22' 8",10864.333,479
19,2,40098,Matt Fitzpatrick,22' 9",9069.000,398
19,2,33399,Adam Hadwin,22' 9",10857.167,477
19,2,35532,Tom Hoge,22' 9",12475.083,548
19,2,33204,Shane Lowry,22' 9",6903.750,304
19,2,30110,Kyle Stanley,22' 9",9375.583,412
24,2,34076,Joel Dahmen,22' 10",12711.000,557
24,2,36801,Mark Hubbard,22' 10",14542.250,636
24,2,35732,Wes Roach,22' 10",4426.750,194
24,2,49960,Sepp Straka,22' 10",11661.833,510
28,2,24024,Zach Johnson,22' 11",10688.500,467
28,2,24138,Ian Poulter,22' 11",7045.833,308
30,2,33597,Harry Higgs,23' 0",13513.417,588
30,14,50525,Collin Morikawa,23' 0",14539.333,633
30,2,27556,Ted Potter Jr.,23' 0",6275.417,273
33,26,39971,Sungjae Im,23' 1",16236.667,703
33,1,22056,Cameron Percy,23' 1",6086.333,264
33,1,27330,Josh Teater,23' 1",5754.667,249
33,1,47128,Richy Werenski,23' 1",8813.667,382
37,0,33948,Byeong Hun An,23' 2",10111.750,437
37,0,30911,Tommy Fleetwood,23' 2",5283.250,228
37,0,24924,Bill Haas,23' 2",6429.583,278
37,0,34466,Peter Malnati,23' 2",8215.417,355
37,18,29221,Webb Simpson,23' 2",11005.500,475
37,0,33486,Roger Sloan,23' 2",7049.833,304
43,-1,29535,Brice Garnett,23' 3",8997.833,387
43,-1,35230,Nelson Ledesma,23' 3",3817.917,164
43,7,46046,Scottie Scheffler,23' 3",13472.083,580
46,-2,45609,Tyler Duncan,23' 4",15615.583,669
46,-2,34563,Chesson Hadley,23' 4",9817.750,421
46,-2,27936,Martin Laird,23' 4",5858.833,251
46,-2,47993,Denny McCarthy,23' 4",12925.000,554
46,-2,29908,C.T. Pan,23' 4",8452.667,362
51,-1,22371,Aaron Baddeley,23' 5",6757.000,289
51,-1,28089,Jason Day,23' 5",7120.083,304
51,19,34099,Harris English,23' 5",13562.417,580
51,-1,37455,Si Woo Kim,23' 5",10926.167,467
55,0,29268,Bronson Burgoon,23' 6",8518.750,362
55,0,28679,Fabián Gómez,23' 6",8225.083,350
55,0,27644,Brian Harman,23' 6",14601.000,622
55,4,35891,Cameron Smith,23' 6",9549.250,406
59,0,40058,Zac Blair,23' 7",10180.083,432
59,0,25686,Jason Dufner,23' 7",11921.250,505
59,0,32662,Michael Gligic,23' 7",6876.333,292
59,0,29926,Danny Lee,23' 7",9902.667,420
59,24,45486,Joaquin Niemann,23' 7",12302.750,521
59,15,23320,Ryan Palmer,23' 7",11347.000,481
59,0,53165,Doc Redman,23' 7",15498.333,658
59,0,29518,Brendan Steele,23' 7",10588.250,449
59,0,31560,Brian Stuard,23' 7",14637.417,620
68,6,45526,Abraham Ancer,23' 8",11422.500,482
68,0,31646,Emiliano Grillo,23' 8",9953.000,421
68,0,33413,Ben Martin,23' 8",4857.583,205
68,2,46970,Jon Rahm,23' 8",11566.083,488
72,-2,46442,Maverick McNealy,23' 9",10554.583,445
72,-2,32254,Xinjun Zhang,23' 9",11241.000,473
74,0,33404,Chris Baker,23' 10",7676.250,322
