RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,01876,Greg Norman,11.29,128,1134
2,0,01783,Mark McCumber,11.62,159,1368
3,0,01320,Bob Estes,11.81,202,1710
4,0,02010,Loren Roberts,12.84,178,1386
5,0,01219,John Cook,13.26,191,1440
6,0,01690,Bruce Lietzke,13.28,141,1062
7,0,01201,Lennie Clements,13.29,201,1512
7,0,01226,Fred Couples,13.29,122,918
9,0,02214,Kirk Triplett,13.33,216,1620
10,0,01475,Donnie Hammond,13.39,200,1494
11,0,01677,Tom Lehman,13.44,196,1458
12,0,01928,Corey Pavin,13.48,165,1224
13,0,01837,Gil Morgan,13.59,159,1170
14,0,02321,Fuzzy Zoeller,13.77,181,1314
15,0,01418,Bill Glasson,13.78,186,1350
16,0,01968,Nick Price,14.07,152,1080
17,0,01306,David Edwards,14.09,208,1476
18,0,01527,Scott Hoch,14.13,239,1692
19,0,01457,Jay Haas,14.27,262,1836
20,0,01633,Tom Kite,14.32,201,1404
21,0,01569,Peter Jacobsen,14.46,177,1224
22,0,01060,Dave Barr,14.60,247,1692
23,0,01810,Phil Mickelson,14.62,171,1170
24,0,01701,Bob Lohr,14.65,232,1584
25,0,01549,Mike Hulbert,14.72,273,1854
26,0,01235,Ben Crenshaw,14.73,228,1548
27,0,01143,Brad Bryant,14.78,290,1962
28,0,01824,Yoshinori Mizumaki,14.94,164,1098
29,0,02159,Curtis Strange,14.99,224,1494
30,0,01381,Fred Funk,15.03,284,1890
31,0,02170,Hal Sutton,15.06,263,1746
32,0,01203,Russ Cochran,15.13,256,1692
33,0,02239,Scott Verplank,15.19,175,1152
34,0,01098,Jay Don Blake,15.20,238,1566
35,0,01553,John Huston,15.21,230,1512
36,0,01116,Michael Bradley,15.29,245,1602
37,0,02133,Craig Stadler,15.30,190,1242
38,0,01378,David Frost,15.31,215,1404
39,0,01559,Hale Irwin,15.32,204,1332
40,0,02256,Tom Watson,15.33,149,972
41,0,01196,Brian Claar,15.38,274,1782
42,0,06078,Esteban Toledo,15.46,217,1404
43,0,02101,Joey Sindelar,15.47,181,1170
44,0,01723,Andrew Magee,15.54,249,1602
45,0,10809,Jim Furyk,15.61,267,1710
46,0,01132,Mark Brooks,15.63,315,2016
47,0,01161,Mark Calcavecchia,15.67,237,1512
47,0,06577,John Wilson,15.67,237,1512
49,0,01926,Steve Pate,15.71,263,1674
50,0,07235,John Morse,15.72,215,1368
51,0,01266,Clark Dennis,15.76,278,1764
52,0,01823,Larry Mize,15.85,214,1350
53,0,06657,Steve Rintoul,15.90,229,1440
54,0,01331,Rick Fehr,15.95,221,1386
55,0,01891,David Ogrin,15.99,259,1620
56,0,06214,Guy Boros,16.01,268,1674
57,0,01724,Jeff Maggert,16.10,255,1584
57,0,01971,Dillard Pruitt,16.10,255,1584
59,0,06527,Steve Stricker,16.13,270,1674
