RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,08793,Tiger Woods,90.44,858,776
2,0,23778,Brad Adamonis,89.55,1110,994
2,0,21731,Freddie Jacobson,89.55,1311,1174
4,0,20766,Padraig Harrington,89.49,866,775
5,0,23983,Luke Donald,89.32,1077,962
6,0,19846,Brian Gay,89.30,1476,1318
7,0,23800,Bryce Molder,89.25,967,863
8,0,22621,Ben Curtis,89.23,845,754
9,0,21949,Joe Ogilvie,89.20,1389,1239
10,0,27466,Spencer Levin,89.17,1210,1079
11,0,20157,Retief Goosen,89.13,1021,910
12,0,21805,Harrison Frazar,89.11,1525,1359
12,0,26300,Matt Jones,89.11,817,728
14,0,28089,Jason Day,89.04,894,796
15,0,22371,Aaron Baddeley,89.02,1056,940
16,0,10809,Jim Furyk,89.00,1164,1036
17,0,23320,Ryan Palmer,88.86,1284,1141
18,0,27649,Brandt Snedeker,88.78,1168,1037
19,0,20848,Ángel Cabrera,88.71,691,613
20,0,24781,Hunter Mahan,88.62,1353,1199
21,0,20229,Stewart Cink,88.54,1073,950
22,0,06004,Stephen Ames,88.53,1020,903
23,0,08075,Jerry Kelly,88.44,1401,1239
24,0,30711,Colt Knost,88.43,1037,917
25,0,26420,Richard Johnson,88.40,1371,1212
26,0,06595,Kevin Sutherland,88.37,1350,1193
27,0,23718,Nathan Green,88.28,1698,1499
27,0,23108,Matt Kuchar,88.28,1271,1122
29,0,24490,George McNeill,88.23,1376,1214
30,0,24024,Zach Johnson,88.21,1433,1264
31,0,24138,Ian Poulter,88.15,768,677
32,0,20127,Chris Riley,88.11,1211,1067
33,0,23135,Tim Clark,88.04,1070,942
34,0,23048,Eric Axley,88.03,1086,956
35,0,10585,Scott McCarron,88.01,1493,1314
36,0,25345,Carl Pettersson,87.89,1346,1183
37,0,28158,Steve Marino,87.88,1551,1363
37,0,10423,Mike Weir,87.88,1229,1080
39,0,01329,Brad Faxon,87.84,946,831
39,0,24503,Jeff Klauk,87.84,1612,1416
39,0,20160,Charlie Wi,87.84,1447,1271
42,0,12705,Cliff Kresge,87.83,1257,1104
42,0,23325,Vaughn Taylor,87.83,1446,1270
44,0,01928,Corey Pavin,87.82,977,858
45,0,08845,Scott Sterling,87.80,738,648
45,0,02206,David Toms,87.80,1459,1281
47,0,24361,Pat Perez,87.78,1121,984
48,0,12652,Cameron Beckman,87.73,1386,1216
49,0,23541,Ben Crane,87.70,1463,1283
50,0,29718,Anthony Kim,87.66,1110,973
50,0,01948,Tim Petrovic,87.66,1596,1399
52,0,25632,Jimmy Walker,87.59,1209,1059
53,0,26596,Ryan Moore,87.55,1381,1209
54,0,06527,Steve Stricker,87.54,1140,998
55,0,20593,Greg Chalmers,87.44,1274,1114
55,0,22046,Geoff Ogilvy,87.44,1051,919
57,0,07223,Brian Bateman,87.42,898,785
58,0,23353,J.J. Henry,87.41,1557,1361
58,0,27060,John Mallinger,87.41,1311,1146
58,0,01945,Kenny Perry,87.41,1342,1173
61,0,27095,Nick Watney,87.40,1262,1103
62,0,26881,Jarrod Lyle,87.37,942,823
63,0,10117,Bob Heintz,87.33,939,820
63,0,21961,Charles Howell III,87.33,1563,1365
65,0,28620,Aron Price,87.31,1418,1238
66,0,12510,Chad Campbell,87.30,1315,1148
67,0,24663,Y.E. Yang,87.28,1305,1139
68,0,24357,K.J. Choi,87.27,943,823
68,0,01320,Bob Estes,87.27,1280,1117
68,0,10425,Jay Williamson,87.27,1084,946
71,0,25900,Lucas Glover,87.22,1463,1276
72,0,22913,John Rollins,87.21,1478,1289
73,0,28475,Jeff Overton,87.17,1418,1236
74,0,01473,Todd Hamilton,87.16,1184,1032
75,0,24507,Jason Bohn,87.15,1549,1350
75,0,27214,Kevin Streelman,87.15,1611,1404
77,0,01142,Bart Bryant,87.13,971,846
77,0,24924,Bill Haas,87.13,1539,1341
77,0,26301,James Nitties,87.13,1399,1219
77,0,25562,Andres Romero,87.13,816,711
81,0,25396,Kevin Na,87.12,1421,1238
81,0,26476,Chez Reavie,87.12,1312,1143
83,0,25686,Jason Dufner,87.10,1450,1263
84,0,12716,Charley Hoffman,87.08,1618,1409
85,0,25804,Bubba Watson,87.07,1052,916
86,0,30927,Brendon Todd,87.05,865,753
86,0,02239,Scott Verplank,87.05,1467,1277
88,0,24449,Parker McLachlin,87.04,1227,1068
89,0,27120,Troy Matteson,87.02,1626,1415
90,0,25818,Scott Piercy,87.01,1401,1219
91,0,26679,Kevin Stadler,87.00,1008,877
92,0,24358,Robert Garrigus,86.99,1353,1177
93,0,23548,Bill Lunde,86.98,1382,1202
94,0,26851,Marc Leishman,86.96,1557,1354
95,0,29221,Webb Simpson,86.93,1592,1384
96,0,20498,Briny Baird,86.91,1352,1175
96,0,21350,Ryuji Imada,86.91,1276,1109
98,0,10860,Justin Leonard,86.90,1382,1201
99,0,01161,Mark Calcavecchia,86.86,1164,1011
99,0,26951,Johnson Wagner,86.86,1377,1196
101,0,12782,Tim Herron,86.85,1506,1308
102,0,21878,Mark Wilson,86.83,1625,1411
103,0,01577,Lee Janzen,86.82,1108,962
104,0,21753,Brian Davis,86.80,1705,1480
105,0,06251,Chris DiMarco,86.79,1620,1406
105,0,01724,Jeff Maggert,86.79,1363,1183
107,0,07867,Woody Austin,86.78,1422,1234
107,0,27963,Chris Stroud,86.78,1415,1228
109,0,30925,Dustin Johnson,86.77,1164,1010
109,0,22405,Justin Rose,86.77,1051,912
111,0,27933,John Merrick,86.74,1267,1099
112,0,25190,Jeff Quinney,86.71,1309,1135
113,0,01313,Steve Elkington,86.69,1157,1003
114,0,20850,Daniel Chopra,86.68,1546,1340
114,0,26497,Casey Wittenberg,86.68,1021,885
116,0,23349,Charles Warren,86.67,990,858
117,0,01707,Steve Lowery,86.63,1436,1244
118,0,06643,Paul Goydos,86.58,1200,1039
118,0,22548,Patrick Sheehan,86.58,723,626
120,0,26668,Marc Turnesa,86.56,1317,1140
121,0,01941,Tom Pernice Jr.,86.54,1404,1215
122,0,23614,Rich Beem,86.51,1097,949
123,0,01706,Davis Love III,86.48,1457,1260
124,0,26695,Michael Letzig,86.45,1579,1365
124,0,22961,David Mathis,86.45,1277,1104
124,0,21959,Ted Purdy,86.45,1638,1416
124,0,07749,Brett Quigley,86.45,1424,1231
124,0,20645,John Senden,86.45,1719,1486
129,0,06197,Michael Allen,86.41,1089,941
129,0,07457,Steve Flesch,86.41,1199,1036
131,0,01035,Tommy Armour III,86.39,999,863
132,0,23623,Bo Van Pelt,86.37,1533,1324
133,0,27683,Leif Olson,86.30,810,699
134,0,21209,Sergio Garcia,86.29,824,711
135,0,20572,Rod Pampling,86.26,1179,1017
135,0,25919,Brian Vranesh,86.26,808,697
137,0,01810,Phil Mickelson,86.25,902,778
138,0,20574,Mathew Goggin,86.24,1141,984
139,0,12602,Dean Wilson,86.22,1277,1101
140,0,09011,David Duval,86.14,844,727
141,0,25240,D.A. Points,86.11,1605,1382
142,0,27770,Camilo Villegas,86.08,1056,909
142,0,31323,Gary Woodland,86.08,704,606
144,0,08931,Glen Day,86.03,1210,1041
145,0,01132,Mark Brooks,85.95,740,636
146,0,20098,Stuart Appleby,85.92,1243,1068
146,0,26498,Matt Weibring,85.92,1030,885
148,0,23497,Tag Ridings,85.90,766,658
149,0,22348,Nick O'Hern,85.88,1608,1381
150,0,01677,Tom Lehman,85.87,651,559
151,0,10885,Robert Allenby,85.85,1060,910
151,0,27936,Martin Laird,85.85,1159,995
153,0,23621,Rory Sabbatini,85.83,1270,1090
154,0,20104,Ken Duke,85.76,1355,1162
154,0,22293,Heath Slocum,85.76,1615,1385
156,0,10733,Kent Jones,85.70,1147,983
157,0,28780,Nicholas Thompson,85.67,1661,1423
158,0,01797,Rocco Mediate,85.57,1261,1079
159,0,20691,Greg Owen,85.44,1587,1356
160,0,24140,Sean O'Hair,85.43,1098,938
161,0,20472,Alex Cejka,85.36,1359,1160
162,0,06522,Ernie Els,85.32,1042,889
163,0,06012,Greg Kraft,85.26,787,671
164,0,28118,Peter Tomasulo,85.25,895,763
165,0,20634,Peter Lonard,85.23,1476,1258
166,0,26289,Boo Weekley,85.18,1248,1063
167,0,23638,Brendon de Jonge,85.16,1503,1280
168,0,06567,Vijay Singh,85.11,994,846
169,0,22295,Darron Stiles,85.08,811,690
170,0,23788,D.J. Trahan,85.02,1522,1294
171,0,06539,Rick Price,84.99,806,685
172,0,20070,Matt Bettencourt,84.92,1618,1374
173,0,22892,Jason Gore,84.86,1189,1009
174,0,24502,Adam Scott,84.79,815,691
175,0,28087,Kris Blanks,84.75,905,767
176,0,31416,Derek Fathauer,84.67,972,823
177,0,01766,Billy Mayfair,84.62,1352,1144
178,0,24925,Jonathan Byrd,84.07,1519,1277
179,0,01226,Fred Couples,83.99,812,682
180,0,24846,Ricky Barnes,83.91,1013,850
181,0,27141,J.B. Holmes,83.82,1205,1010
182,0,06621,Joe Durant,83.52,916,765
183,0,02214,Kirk Triplett,83.10,1071,890
184,0,24912,Will MacKenzie,82.95,1208,1002
