RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,23983,Luke Donald,7.8
2,0,22046,Geoff Ogilvy,7.1
3,0,24781,Hunter Mahan,6.8
3,0,01945,Kenny Perry,6.8
5,0,22621,Ben Curtis,6.7
6,0,23108,Matt Kuchar,6.6
7,0,24024,Zach Johnson,6.4
7,0,25396,Kevin Na,6.4
7,0,08793,Tiger Woods,6.4
10,0,06004,Stephen Ames,6.3
10,0,21209,Sergio Garcia,6.3
12,0,23135,Tim Clark,6.2
12,0,28089,Jason Day,6.2
12,0,10809,Jim Furyk,6.2
12,0,10860,Justin Leonard,6.2
16,0,24361,Pat Perez,6.1
16,0,22405,Justin Rose,6.1
16,0,02206,David Toms,6.1
19,0,20593,Greg Chalmers,6.0
19,0,19846,Brian Gay,6.0
19,0,20572,Rod Pampling,6.0
19,0,21959,Ted Purdy,6.0
19,0,06527,Steve Stricker,6.0
19,0,21878,Mark Wilson,6.0
25,0,20645,John Senden,5.9
25,0,02239,Scott Verplank,5.9
25,0,10423,Mike Weir,5.9
28,0,20070,Matt Bettencourt,5.8
28,0,30925,Dustin Johnson,5.8
28,0,08075,Jerry Kelly,5.8
28,0,27649,Brandt Snedeker,5.8
32,0,20157,Retief Goosen,5.7
32,0,26695,Michael Letzig,5.7
32,0,24490,George McNeill,5.7
32,0,20127,Chris Riley,5.7
36,0,20229,Stewart Cink,5.6
36,0,23541,Ben Crane,5.6
36,0,12716,Charley Hoffman,5.6
36,0,21350,Ryuji Imada,5.6
36,0,01577,Lee Janzen,5.6
36,0,23800,Bryce Molder,5.6
36,0,25240,D.A. Points,5.6
43,0,24925,Jonathan Byrd,5.5
43,0,12510,Chad Campbell,5.5
43,0,26851,Marc Leishman,5.5
43,0,01810,Phil Mickelson,5.5
43,0,28620,Aron Price,5.5
43,0,29221,Webb Simpson,5.5
49,0,25900,Lucas Glover,5.4
49,0,21731,Freddie Jacobson,5.4
49,0,29718,Anthony Kim,5.4
49,0,24503,Jeff Klauk,5.4
49,0,01677,Tom Lehman,5.4
49,0,25345,Carl Pettersson,5.4
49,0,27095,Nick Watney,5.4
49,0,26289,Boo Weekley,5.4
49,0,24663,Y.E. Yang,5.4
58,0,23353,J.J. Henry,5.3
58,0,26301,James Nitties,5.3
58,0,24140,Sean O'Hair,5.3
58,0,22348,Nick O'Hern,5.3
58,0,27214,Kevin Streelman,5.3
58,0,23623,Bo Van Pelt,5.3
58,0,27770,Camilo Villegas,5.3
65,0,27936,Martin Laird,5.2
65,0,24138,Ian Poulter,5.2
65,0,20160,Charlie Wi,5.2
68,0,07867,Woody Austin,5.1
68,0,01132,Mark Brooks,5.1
68,0,25686,Jason Dufner,5.1
68,0,06522,Ernie Els,5.1
68,0,21805,Harrison Frazar,5.1
68,0,23718,Nathan Green,5.1
68,0,10117,Bob Heintz,5.1
68,0,28158,Steve Marino,5.1
68,0,27120,Troy Matteson,5.1
68,0,06595,Kevin Sutherland,5.1
78,0,12652,Cameron Beckman,5.0
78,0,01142,Bart Bryant,5.0
78,0,01320,Bob Estes,5.0
78,0,06643,Paul Goydos,5.0
78,0,23548,Bill Lunde,5.0
78,0,10585,Scott McCarron,5.0
78,0,24449,Parker McLachlin,5.0
78,0,26596,Ryan Moore,5.0
86,0,10885,Robert Allenby,4.9
86,0,20848,Ángel Cabrera,4.9
86,0,20766,Padraig Harrington,4.9
86,0,26300,Matt Jones,4.9
86,0,27466,Spencer Levin,4.9
86,0,21949,Joe Ogilvie,4.9
86,0,23621,Rory Sabbatini,4.9
86,0,22548,Patrick Sheehan,4.9
86,0,27963,Chris Stroud,4.9
86,0,23325,Vaughn Taylor,4.9
86,0,23788,D.J. Trahan,4.9
86,0,12602,Dean Wilson,4.9
98,0,06251,Chris DiMarco,4.8
98,0,22961,David Mathis,4.8
98,0,01797,Rocco Mediate,4.8
98,0,22913,John Rollins,4.8
98,0,25804,Bubba Watson,4.8
103,0,06197,Michael Allen,4.7
103,0,21753,Brian Davis,4.7
103,0,01706,Davis Love III,4.7
103,0,27060,John Mallinger,4.7
103,0,27933,John Merrick,4.7
103,0,28475,Jeff Overton,4.7
103,0,01928,Corey Pavin,4.7
103,0,25818,Scott Piercy,4.7
103,0,25190,Jeff Quinney,4.7
103,0,23349,Charles Warren,4.7
113,0,22371,Aaron Baddeley,4.6
113,0,24507,Jason Bohn,4.6
113,0,20850,Daniel Chopra,4.6
113,0,23638,Brendon de Jonge,4.6
113,0,01707,Steve Lowery,4.6
113,0,01948,Tim Petrovic,4.6
113,0,23497,Tag Ridings,4.6
113,0,02214,Kirk Triplett,4.6
121,0,20098,Stuart Appleby,4.5
121,0,20498,Briny Baird,4.5
121,0,12782,Tim Herron,4.5
121,0,26420,Richard Johnson,4.5
121,0,10733,Kent Jones,4.5
121,0,01941,Tom Pernice Jr.,4.5
121,0,22293,Heath Slocum,4.5
121,0,08845,Scott Sterling,4.5
121,0,26668,Marc Turnesa,4.5
121,0,26951,Johnson Wagner,4.5
131,0,01226,Fred Couples,4.4
131,0,01313,Steve Elkington,4.4
131,0,24358,Robert Garrigus,4.4
131,0,21961,Charles Howell III,4.4
131,0,07749,Brett Quigley,4.4
131,0,26679,Kevin Stadler,4.4
131,0,26498,Matt Weibring,4.4
138,0,20472,Alex Cejka,4.3
138,0,22892,Jason Gore,4.3
138,0,24924,Bill Haas,4.3
138,0,01473,Todd Hamilton,4.3
142,0,08931,Glen Day,4.2
142,0,28780,Nicholas Thompson,4.2
144,0,28087,Kris Blanks,4.1
144,0,24357,K.J. Choi,4.1
144,0,06621,Joe Durant,4.1
144,0,01329,Brad Faxon,4.1
144,0,01724,Jeff Maggert,4.1
144,0,23320,Ryan Palmer,4.1
144,0,26476,Chez Reavie,4.1
144,0,30927,Brendon Todd,4.1
152,0,23614,Rich Beem,4.0
152,0,01161,Mark Calcavecchia,4.0
152,0,20104,Ken Duke,4.0
152,0,20634,Peter Lonard,4.0
156,0,23778,Brad Adamonis,3.9
156,0,24502,Adam Scott,3.9
156,0,06567,Vijay Singh,3.9
159,0,31416,Derek Fathauer,3.8
159,0,20574,Mathew Goggin,3.8
159,0,20691,Greg Owen,3.8
159,0,25562,Andres Romero,3.8
163,0,07457,Steve Flesch,3.7
163,0,30711,Colt Knost,3.7
163,0,24912,Will MacKenzie,3.7
163,0,25919,Brian Vranesh,3.7
163,0,25632,Jimmy Walker,3.7
168,0,27141,J.B. Holmes,3.6
168,0,12705,Cliff Kresge,3.6
170,0,01766,Billy Mayfair,3.5
171,0,01035,Tommy Armour III,3.4
171,0,06012,Greg Kraft,3.4
171,0,26881,Jarrod Lyle,3.4
171,0,26497,Casey Wittenberg,3.4
171,0,31323,Gary Woodland,3.4
176,0,23048,Eric Axley,3.3
176,0,10425,Jay Williamson,3.3
178,0,27683,Leif Olson,3.2
178,0,22295,Darron Stiles,3.2
180,0,24846,Ricky Barnes,3.1
180,0,07223,Brian Bateman,3.1
182,0,09011,David Duval,2.9
182,0,28118,Peter Tomasulo,2.9
184,0,06539,Rick Price,2.4
