RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,34255,Joseph Bramlett,9.8
2,0,45582,Jared Sawada,9.3
3,0,52372,Cameron Champ,8.8
3,0,27942,Rob Oppenheim,8.8
5,0,01948,Tim Petrovic,8.5
6,0,21407,Arjun Atwal,8.0
6,0,37157,Renato Paratore,8.0
8,0,40162,Justin Lower,7.8
9,0,08385,Omar Uresti,7.7
9,0,26951,Johnson Wagner,7.7
11,0,45486,Joaquin Niemann,7.6
11,0,29476,Kyle Reifers,7.6
11,0,21498,Hideto Tanihara,7.6
11,0,29939,Fabrizio Zanotti,7.6
15,0,28486,Michael Putnam,7.5
16,0,25632,Jimmy Walker,7.4
17,0,45988,Brett Coletta,7.3
17,0,29970,Dylan Frittelli,7.3
17,0,27644,Brian Harman,7.3
17,0,37454,Whee Kim,7.3
17,0,25396,Kevin Na,7.3
17,0,33293,Thomas Pieters,7.3
17,0,29221,Webb Simpson,7.3
17,0,06567,Vijay Singh,7.3
25,0,01116,Michael Bradley,7.2
25,0,28093,Miguel Angel Carballo,7.2
25,0,24511,Thongchai Jaidee,7.2
25,0,24912,Will MacKenzie,7.2
25,0,52144,Braden Thornberry,7.2
25,0,28132,Tyrone Van Aswegen,7.2
31,0,26499,Rafa Cabrera Bello,7.1
31,0,28307,Matt Every,7.1
31,0,25900,Lucas Glover,7.1
31,0,47989,Sam Horsfield,7.1
31,0,19904,Paul Lawrie,7.1
31,0,23800,Bryce Molder,7.1
31,0,29289,S.Y. Noh,7.1
31,0,22056,Cameron Percy,7.1
31,0,33448,Justin Thomas,7.1
40,0,19846,Brian Gay,7.0
40,0,39975,Michael Kim,7.0
40,0,23108,Matt Kuchar,7.0
40,0,32640,Troy Merritt,7.0
40,0,24140,Sean O'Hair,7.0
40,0,24361,Pat Perez,7.0
40,0,10213,Dicky Pride,7.0
40,0,34360,Patrick Reed,7.0
40,0,29223,Sam Saunders,7.0
40,0,26331,Charl Schwartzel,7.0
40,0,27963,Chris Stroud,7.0
40,0,51634,Sahith Theegala,7.0
40,0,24663,Y.E. Yang,7.0
53,0,23983,Luke Donald,6.9
53,0,29740,Brad Fritsch,6.9
53,0,28679,Fabián Gómez,6.9
53,0,28237,Rory McIlroy,6.9
53,0,26596,Ryan Moore,6.9
53,0,06527,Steve Stricker,6.9
53,0,25834,Daniel Summerhays,6.9
53,0,33419,Cameron Tringale,6.9
61,0,10885,Robert Allenby,6.8
61,0,28089,Jason Day,6.8
61,0,30911,Tommy Fleetwood,6.8
61,0,32102,Rickie Fowler,6.8
61,0,29974,Branden Grace,6.8
61,0,27974,Sung Kang,6.8
61,0,32839,Hideki Matsuyama,6.8
61,0,39546,Keith Mitchell,6.8
61,0,22046,Geoff Ogilvy,6.8
61,0,49771,J.T. Poston,6.8
61,0,24138,Ian Poulter,6.8
61,0,34358,Jonathan Randolph,6.8
61,0,46464,Jordan L Smith,6.8
61,0,27770,Camilo Villegas,6.8
75,0,21209,Sergio Garcia,6.7
75,0,29720,Andres Gonzales,6.7
75,0,34563,Chesson Hadley,6.7
75,0,20766,Padraig Harrington,6.7
75,0,49298,Kramer Hickok,6.7
75,0,12716,Charley Hoffman,6.7
75,0,35532,Tom Hoge,6.7
75,0,27747,Hiroshi Iwata,6.7
75,0,27408,Martin Kaymer,6.7
75,0,29926,Danny Lee,6.7
75,0,34409,David Lingmerth,6.7
75,0,27556,Ted Potter Jr.,6.7
75,0,46970,Jon Rahm,6.7
75,0,34046,Jordan Spieth,6.7
75,0,31560,Brian Stuard,6.7
75,0,02206,David Toms,6.7
75,0,25349,Tim Wilkinson,6.7
92,0,35545,Blayne Barber,6.6
92,0,10505,Shane Bertsch,6.6
92,0,48084,Wesley Bryan,6.6
92,0,10809,Jim Furyk,6.6
92,0,26758,David Hearn,6.6
92,0,33461,Morgan Hoffmann,6.6
92,0,30925,Dustin Johnson,6.6
92,0,29478,Kevin Kisner,6.6
92,0,47994,Lee McCoy,6.6
92,0,01810,Phil Mickelson,6.6
92,0,46601,Trey Mullinax,6.6
92,0,26329,Louis Oosthuizen,6.6
92,0,39251,Ryan Ruffels,6.6
92,0,30110,Kyle Stanley,6.6
92,0,34431,Robert Streb,6.6
92,0,23325,Vaughn Taylor,6.6
108,0,20098,Stuart Appleby,6.5
108,0,25191,Gonzalo Fernandez-Castaño,6.5
108,0,33399,Adam Hadwin,6.5
108,0,22986,Søren Kjeldsen,6.5
108,0,30711,Colt Knost,6.5
108,0,34261,Scott Langley,6.5
108,0,37278,Nicholas Lindheim,6.5
108,0,20572,Rod Pampling,6.5
108,0,48081,Xander Schauffele,6.5
108,0,25892,Steve Wheatcroft,6.5
118,0,33120,Mark Anderson,6.4
118,0,24846,Ricky Barnes,6.4
118,0,47959,Bryson DeChambeau,6.4
118,0,30852,Ryo Ishikawa,6.4
118,0,24024,Zach Johnson,6.4
118,0,25562,Andres Romero,6.4
118,0,23621,Rory Sabbatini,6.4
118,0,46501,Ollie Schniederjans,6.4
118,0,24502,Adam Scott,6.4
118,0,24459,Richard Sterne,6.4
118,0,27214,Kevin Streelman,6.4
118,0,26289,Boo Weekley,6.4
130,0,19803,Ryan Armour,6.3
130,0,27958,Ryan Blaum,6.3
130,0,46443,Brian Campbell,6.3
130,0,35450,Patrick Cantlay,6.3
130,0,23638,Brendon de Jonge,6.3
130,0,35110,Brett Drewitt,6.3
130,0,31646,Emiliano Grillo,6.3
130,0,32448,James Hahn,6.3
130,0,23353,J.J. Henry,6.3
130,0,26300,Matt Jones,6.3
130,0,46440,Smylie Kaufman,6.3
130,0,31420,Anirban Lahiri,6.3
130,0,27936,Martin Laird,6.3
130,0,46442,Maverick McNealy,6.3
130,0,28252,Seamus Power,6.3
130,0,25493,Nick Taylor,6.3
130,0,20396,Lee Westwood,6.3
147,0,23048,Eric Axley,6.2
147,0,40026,Daniel Berger,6.2
147,0,27895,Jonas Blixt,6.2
147,0,25274,Steven Bowditch,6.2
147,0,25364,Paul Casey,6.2
147,0,34021,Bud Cauley,6.2
147,0,32366,Kevin Chappell,6.2
147,0,23541,Ben Crane,6.2
147,0,01320,Bob Estes,6.2
147,0,29725,Tony Finau,6.2
147,0,46550,Brandon Hagy,6.2
147,0,30926,Chris Kirk,6.2
147,0,35879,Kelly Kraft,6.2
147,0,26851,Marc Leishman,6.2
147,0,29461,Jamie Lovemark,6.2
147,0,37380,Curtis Luck,6.2
147,0,48822,Sebastián Muñoz,6.2
147,0,22405,Justin Rose,6.2
147,0,39953,Chase Seiffert,6.2
147,0,33449,Zack Sucher,6.2
147,0,25804,Bubba Watson,6.2
168,0,47125,Matt Atkins,6.1
168,0,22371,Aaron Baddeley,6.1
168,0,40058,Zac Blair,6.1
168,0,32070,Rafael Campos,6.1
168,0,24357,K.J. Choi,6.1
168,0,27436,Graham DeLaet,6.1
168,0,25686,Jason Dufner,6.1
168,0,30191,Julián Etulain,6.1
168,0,28500,Martin Flores,6.1
168,0,31557,Jim Herman,6.1
168,0,21731,Freddie Jacobson,6.1
168,0,37455,Si Woo Kim,6.1
168,0,33122,Russell Knox,6.1
168,0,32816,Satoshi Kodaira,6.1
168,0,33413,Ben Martin,6.1
168,0,35541,John Peterson,6.1
168,0,36699,Patrick Rodgers,6.1
168,0,22913,John Rollins,6.1
168,0,35891,Cameron Smith,6.1
168,0,29485,Brett Stegmaier,6.1
168,0,32150,Michael Thompson,6.1
168,0,34265,Will Wilcox,6.1
168,0,31323,Gary Woodland,6.1
191,0,33948,Byeong Hun An,6.0
191,0,40009,Dominic Bozzelli,6.0
191,0,29479,Scott Brown,6.0
191,0,20593,Greg Chalmers,6.0
191,0,51766,Wyndham Clark,6.0
191,0,20104,Ken Duke,6.0
191,0,06522,Ernie Els,6.0
191,0,31416,Derek Fathauer,6.0
191,0,24924,Bill Haas,6.0
191,0,27141,J.B. Holmes,6.0
191,0,29222,Billy Hurley III,6.0
191,0,27466,Spencer Levin,6.0
191,0,25572,Graeme McDowell,6.0
191,0,31202,William McGirt,6.0
191,0,25240,D.A. Points,6.0
191,0,26476,Chez Reavie,6.0
191,0,32333,Kevin Tway,6.0
191,0,29454,Bernd Wiesberger,6.0
191,0,32139,Danny Willett,6.0
191,0,49964,Aaron Wise,6.0
211,0,12510,Chad Campbell,5.9
211,0,22892,Jason Gore,5.9
211,0,30944,Jason Kokrak,5.9
211,0,46732,Rick Lamb,5.9
211,0,34213,Grayson Murray,5.9
211,0,30163,Henrik Norlander,5.9
211,0,33968,Thorbjørn Olesen,5.9
211,0,29908,C.T. Pan,5.9
211,0,23497,Tag Ridings,5.9
211,0,27649,Brandt Snedeker,5.9
211,0,20160,Charlie Wi,5.9
222,0,20771,Steven Alker,5.8
222,0,24507,Jason Bohn,5.8
222,0,32200,Roberto Castro,5.8
222,0,34262,Jon Curran,5.8
222,0,34099,Harris English,5.8
222,0,29936,Ryan Fox,5.8
222,0,20157,Retief Goosen,5.8
222,0,39954,Cody Gribble,5.8
222,0,34098,Russell Henley,5.8
222,0,35506,Mackenzie Hughes,5.8
222,0,34174,John Huh,5.8
222,0,34242,Andrew Johnston,5.8
222,0,08075,Jerry Kelly,5.8
222,0,32757,Patton Kizzire,5.8
222,0,25198,Francesco Molinari,5.8
222,0,39356,Alex Moon,5.8
222,0,20691,Greg Owen,5.8
222,0,25818,Scott Piercy,5.8
222,0,33418,Shawn Stefani,5.8
222,0,21528,Henrik Stenson,5.8
222,0,34264,Hudson Swafford,5.8
222,0,47128,Richy Werenski,5.8
244,0,25720,Chad Collins,5.7
244,0,34363,Tyrrell Hatton,5.7
244,0,23063,Scott Hend,5.7
244,0,36801,Mark Hubbard,5.7
244,0,23320,Ryan Palmer,5.7
244,0,25345,Carl Pettersson,5.7
250,0,24461,Thomas Aiken,5.6
250,0,24925,Jonathan Byrd,5.6
250,0,21961,Charles Howell III,5.6
250,0,28258,K.T. Kim,5.6
250,0,36689,Brooks Koepka,5.6
250,0,35296,Haotong Li,5.6
250,0,01706,Davis Love III,5.6
250,0,34466,Peter Malnati,5.6
250,0,37189,Harold Varner III,5.6
250,0,39958,Jeunghun Wang,5.6
250,0,27095,Nick Watney,5.6
261,0,20229,Stewart Cink,5.5
261,0,36799,Stephan Jaeger,5.5
261,0,20645,John Senden,5.5
261,0,30692,Scott Stallings,5.5
265,0,33141,Keegan Bradley,5.4
265,0,47663,Kevin Dougherty,5.4
265,0,27896,Ross Fisher,5.4
265,0,40098,Matt Fitzpatrick,5.4
265,0,12782,Tim Herron,5.4
265,0,47610,Tyler Light,5.4
265,0,23548,Bill Lunde,5.4
265,0,23821,Yusaku Miyazato,5.4
265,0,35225,Brandon Stone,5.4
265,0,35314,Andy Sullivan,5.4
265,0,27064,Jhonattan Vegas,5.4
276,0,47504,Sam Burns,5.3
276,0,34076,Joel Dahmen,5.3
276,0,24358,Robert Garrigus,5.3
276,0,31670,Matthew Griffin,5.3
276,0,47988,Nick Hardy,5.3
276,0,27129,Luke List,5.3
276,0,27933,John Merrick,5.3
276,0,27349,Alex Noren,5.3
276,0,39324,J.J. Spaun,5.3
276,0,29518,Brendan Steele,5.3
276,0,21878,Mark Wilson,5.3
276,0,22000,Chris Wood,5.3
288,0,28783,Sam Brazel,5.2
288,0,20472,Alex Cejka,5.2
288,0,29420,Billy Horschel,5.2
288,0,26908,Yuta Ikeda,5.2
288,0,10860,Justin Leonard,5.2
288,0,46048,Jordan Niebrugge,5.2
288,0,35261,Miguel Tabuena,5.2
295,0,28420,Ryan Brehm,5.1
295,0,29930,Mike Hendry,5.1
295,0,35300,Andrew Loupe,5.1
295,0,30927,Brendon Todd,5.1
299,0,35461,Beau Hossler,5.0
299,0,33204,Shane Lowry,5.0
299,0,27330,Josh Teater,5.0
302,0,32334,Charlie Beljan,4.9
302,0,27120,Troy Matteson,4.9
302,0,29484,Peter Uihlein,4.9
305,0,49633,Charlie Danielson,4.8
305,0,35376,Roberto Díaz,4.8
305,0,39977,Max Homa,4.8
305,0,28158,Steve Marino,4.8
305,0,06515,Shaun Micheel,4.8
305,0,26328,Shaun Norris,4.8
305,0,34709,Eddie Pepperell,4.8
305,0,51316,Kenny Pigman,4.8
313,0,20848,Ángel Cabrera,4.7
313,0,30750,Tommy Gainey,4.7
313,0,47996,Jack Maguire,4.7
316,0,46046,Scottie Scheffler,4.3
317,0,46441,Robby Shelton,4.2
318,0,29745,Tyler Aldridge,4.1
318,0,47741,Wesley McClain,4.1
320,0,49932,Jonathan Garrick,4.0
320,0,24781,Hunter Mahan,4.0
322,0,46402,Talor Gooch,3.9
322,0,40055,Daniel Obremski,3.9
324,0,34643,Michael Johnson,3.8
325,0,24083,Marcus Fraser,3.5
325,0,29670,Pablo Larrazabal,3.5
327,0,21409,Chris Evans,3.3
