RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
91,0,27936,Martin Laird,3.03,4,132,E
92,0,25686,Jason Dufner,3.00,3,100,+0.33
93,0,54783,Dylan Wu,2.99,4,134,E
94,0,51894,Vince Whaley,2.94,5,170,E
95,0,29926,Danny Lee,2.88,3,104,+0.67
96,0,36326,David Lipsky,2.84,5,176,-0.40
96,0,27214,Kevin Streelman,2.84,5,176,-0.20
96,0,33419,Cameron Tringale,2.84,5,176,E
99,0,32662,Michael Gligic,2.82,4,142,E
100,0,22405,Justin Rose,2.78,3,108,E
101,0,27064,Jhonattan Vegas,2.74,4,146,-0.25
102,0,34174,John Huh,2.70,4,148,E
103,0,25900,Lucas Glover,2.69,5,186,+0.20
103,0,54628,Lee Hodges,2.69,5,186,+0.20
105,0,50525,Collin Morikawa,2.68,3,112,+0.67
106,0,53165,Doc Redman,2.67,4,150,+0.25
107,0,33597,Harry Higgs,2.63,4,152,-0.25
107,0,27129,Luke List,2.63,4,152,E
107,0,45486,Joaquin Niemann,2.63,4,152,-0.25
107,0,33448,Justin Thomas,2.63,4,152,E
111,0,47988,Nick Hardy,2.54,3,118,-0.33
112,0,48822,Sebastián Muñoz,2.53,4,158,+0.25
113,0,30926,Chris Kirk,2.50,4,160,E
113,0,49766,Hank Lebioda,2.50,4,160,+0.25
115,0,45157,Cam Davis,2.44,4,164,+0.25
115,0,57366,Cameron Young,2.44,4,164,E
117,0,49947,Taylor Moore,2.38,4,168,E
118,0,36699,Patrick Rodgers,2.35,4,170,+0.25
119,0,24924,Bill Haas,2.33,4,172,E
119,0,47347,Adam Schenk,2.33,4,172,+0.25
119,0,49964,Aaron Wise,2.33,4,172,+0.25
122,0,12716,Charley Hoffman,2.31,3,130,+0.33
123,0,39997,Corey Conners,2.30,4,174,E
124,0,32448,James Hahn,2.24,3,134,E
124,0,47856,Seth Reeves,2.24,3,134,+0.33
126,0,33399,Adam Hadwin,2.22,4,180,-0.25
127,0,32839,Hideki Matsuyama,2.21,3,136,E
128,0,36689,Brooks Koepka,2.17,2,92,E
128,0,48699,Callum Tarren,2.17,3,138,+0.67
128,0,37189,Harold Varner III,2.17,3,138,+0.67
128,0,31323,Gary Woodland,2.17,3,138,+0.33
132,0,46970,Jon Rahm,2.14,3,140,E
133,0,49960,Sepp Straka,2.13,4,188,+0.75
134,0,39324,J.J. Spaun,2.11,4,190,E
135,0,26851,Marc Leishman,2.08,3,144,+0.33
135,0,24502,Adam Scott,2.08,3,144,+0.67
137,0,34466,Peter Malnati,2.02,4,198,+0.25
138,0,40115,Adam Svensson,2.00,4,200,-0.25
139,0,34563,Chesson Hadley,1.97,3,152,+0.33
140,0,48887,Matt Wallace,1.92,2,104,E
141,0,31646,Emiliano Grillo,1.88,3,160,E
142,0,54421,Garrick Higgo,1.85,2,108,+1.00
143,0,45609,Tyler Duncan,1.83,3,164,+0.33
144,0,52372,Cameron Champ,1.79,2,112,E
144,0,46046,Scottie Scheffler,1.79,3,168,-0.33
146,0,28089,Jason Day,1.75,2,114,+0.50
147,0,29725,Tony Finau,1.74,3,172,E
147,0,39546,Keith Mitchell,1.74,3,172,E
149,0,25493,Nick Taylor,1.70,3,176,-0.67
150,0,47529,Mito Pereira,1.69,3,178,E
150,0,29221,Webb Simpson,1.69,2,118,+1.00
152,0,28237,Rory McIlroy,1.67,2,120,-0.50
152,0,27349,Alex Noren,1.67,2,120,-0.50
154,0,55708,Hayden Buckley,1.65,3,182,+0.33
155,0,23320,Ryan Palmer,1.59,2,126,E
156,0,27139,David Skinns,1.52,2,132,+1.00
157,0,32102,Rickie Fowler,1.49,2,134,-1.50
158,0,29420,Billy Horschel,1.43,2,140,E
158,0,35461,Beau Hossler,1.43,2,140,E
158,0,46717,Viktor Hovland,1.43,2,140,-0.50
161,0,37212,Paul Barjon,1.41,2,142,-0.50
161,0,40250,Taylor Pendrith,1.41,2,142,E
163,0,35310,Lanto Griffin,1.35,2,148,-0.50
163,0,46550,Brandon Hagy,1.35,2,148,+1.00
163,0,34046,Jordan Spieth,1.35,2,148,E
166,0,33141,Keegan Bradley,1.32,2,152,-0.50
166,0,28775,Nate Lashley,1.32,2,152,E
168,0,32333,Kevin Tway,1.30,2,154,E
169,0,34098,Russell Henley,1.28,2,156,+0.50
169,0,35617,Martin Trainer,1.28,2,156,-0.50
171,0,39971,Sungjae Im,1.14,2,176,-0.50
171,0,49771,J.T. Poston,1.14,2,176,-0.50
173,0,32757,Patton Kizzire,1.11,2,180,-0.50
174,0,51766,Wyndham Clark,1.08,2,186,E
174,0,46340,Alex Smalley,1.08,2,186,E
176,0,32791,K.H. Lee,1.06,2,188,-0.50
177,0,30692,Scott Stallings,1.04,2,192,E
178,0,39058,Lucas Herbert,.93,1,108,E
179,0,34264,Hudson Swafford,.78,1,128,+1.00
180,0,29518,Brendan Steele,.72,1,138,E
181,0,47483,Will Zalatoris,.69,1,144,+1.00
182,0,28252,Seamus Power,.64,1,156,+1.00
183,0,47504,Sam Burns,.63,1,160,E
184,0,35532,Tom Hoge,.54,1,184,-1.00
185,0,47995,Davis Riley,.53,1,188,E
186,0,51634,Sahith Theegala,.44,1,226,+1.00
187,0,34255,Joseph Bramlett,.00,0,162,E
187,0,46402,Talor Gooch,.00,0,142,E
187,0,21961,Charles Howell III,.00,0,108,E
187,0,30944,Jason Kokrak,.00,0,122,E
187,0,46601,Trey Mullinax,.00,0,164,E
187,0,33667,Carlos Ortiz,.00,0,118,E
187,0,45540,Jared Wolfe,.00,0,118,E
