RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,25804,Bubba Watson,81.56,491,602
2,0,23452,Nicolas Colsaerts,81.07,287,354
3,0,20229,Stewart Cink,81.06,458,565
4,0,24502,Adam Scott,80.85,418,517
5,0,24846,Ricky Barnes,80.27,472,588
6,0,01810,Phil Mickelson,79.81,498,624
7,0,12510,Chad Campbell,79.66,513,644
7,0,06527,Steve Stricker,79.66,372,467
9,0,22405,Justin Rose,79.59,425,534
10,0,23497,Tag Ridings,79.46,383,482
10,0,21528,Henrik Stenson,79.46,499,628
12,0,28237,Rory McIlroy,79.15,353,446
13,0,26289,Boo Weekley,79.14,732,925
14,0,33869,Eric Meierdierks,79.08,291,368
15,0,22621,Ben Curtis,78.97,383,485
16,0,34099,Harris English,78.87,612,776
17,0,23621,Rory Sabbatini,78.74,537,682
18,0,01320,Bob Estes,78.62,456,580
19,0,10809,Jim Furyk,78.46,601,766
20,0,27436,Graham DeLaet,78.42,676,862
21,0,31557,Jim Herman,78.38,377,481
22,0,25686,Jason Dufner,78.37,547,698
23,0,25632,Jimmy Walker,78.36,478,610
24,0,23108,Matt Kuchar,78.35,561,716
25,0,29425,Andrew Svoboda,78.34,293,374
26,0,08793,Tiger Woods,78.29,411,525
27,0,24781,Hunter Mahan,78.21,621,794
28,0,27649,Brandt Snedeker,78.18,541,692
29,0,27933,John Merrick,78.14,522,668
30,0,21961,Charles Howell III,78.13,493,631
31,0,33141,Keegan Bradley,77.97,598,767
32,0,26679,Kevin Stadler,77.93,551,707
33,0,30926,Chris Kirk,77.90,578,742
34,0,24024,Zach Johnson,77.87,630,809
35,0,29289,S.Y. Noh,77.75,374,481
36,0,26300,Matt Jones,77.70,582,749
37,0,20691,Greg Owen,77.66,459,591
37,0,22056,Cameron Percy,77.66,424,546
39,0,22913,John Rollins,77.65,462,595
40,0,30110,Kyle Stanley,77.57,460,593
41,0,20645,John Senden,77.54,511,659
42,0,29518,Brendan Steele,77.52,545,703
43,0,21209,Sergio Garcia,77.51,417,538
44,0,27095,Nick Watney,77.47,581,750
45,0,23623,Bo Van Pelt,77.40,483,624
46,0,22378,Trevor Immelman,77.38,455,588
47,0,32200,Roberto Castro,77.36,704,910
48,0,23638,Brendon de Jonge,77.26,785,1016
48,0,27408,Martin Kaymer,77.26,384,497
50,0,24361,Pat Perez,77.25,455,589
51,0,34431,Robert Streb,77.21,454,588
52,0,27503,Steve LeBrun,77.16,402,521
53,0,25444,Justin Hicks,77.13,560,726
54,0,27770,Camilo Villegas,77.12,472,612
55,0,24924,Bill Haas,77.11,566,734
56,0,30163,Henrik Norlander,77.02,439,570
57,0,28475,Jeff Overton,76.91,483,628
58,0,28092,D.H. Lee,76.83,461,600
59,0,32366,Kevin Chappell,76.82,527,686
60,0,26758,David Hearn,76.80,586,763
61,0,10885,Robert Allenby,76.77,347,452
62,0,24490,George McNeill,76.76,479,624
63,0,29740,Brad Fritsch,76.73,478,623
64,0,26331,Charl Schwartzel,76.67,437,570
65,0,31202,William McGirt,76.65,499,651
66,0,28455,Will Claxton,76.63,423,552
67,0,28780,Nicholas Thompson,76.62,685,894
68,0,06567,Vijay Singh,76.56,405,529
69,0,33461,Morgan Hoffmann,76.55,395,516
70,0,25900,Lucas Glover,76.48,426,557
71,0,19970,Robert Karlsson,76.43,334,437
72,0,34261,Scott Langley,76.38,498,652
72,0,31323,Gary Woodland,76.38,553,724
74,0,23320,Ryan Palmer,76.34,484,634
75,0,23353,J.J. Henry,76.33,561,735
76,0,24399,Scott Gardiner,76.30,367,481
77,0,35139,Richard Lee,76.29,547,717
78,0,30944,Jason Kokrak,76.12,440,578
79,0,01724,Jeff Maggert,76.03,460,605
80,0,28500,Martin Flores,76.01,472,621
81,0,24358,Robert Garrigus,76.00,380,500
82,0,20396,Lee Westwood,75.99,459,604
83,0,24357,K.J. Choi,75.97,588,774
84,0,23409,James Driscoll,75.93,410,540
85,0,33418,Shawn Stefani,75.88,365,481
86,0,22792,Peter Hanson,75.81,257,339
87,0,26497,Casey Wittenberg,75.80,404,533
88,0,34021,Bud Cauley,75.77,394,520
89,0,34098,Russell Henley,75.74,534,705
90,0,37273,Derek Ernst,75.71,371,490
91,0,33419,Cameron Tringale,75.57,529,700
92,0,24140,Sean O'Hair,75.52,327,433
93,0,23325,Vaughn Taylor,75.48,317,420
94,0,25818,Scott Piercy,75.31,424,563
95,0,06573,Brandt Jobe,75.29,396,526
96,0,10860,Justin Leonard,75.23,580,771
97,0,27330,Josh Teater,75.22,522,694
98,0,25834,Daniel Summerhays,75.17,539,717
99,0,23788,D.J. Trahan,75.12,305,406
100,0,36884,Ben Kohles,75.04,502,669
100,0,26476,Chez Reavie,75.04,529,705
102,0,34174,John Huh,75.03,634,845
103,0,28679,Fabián Gómez,75.00,420,560
103,0,32448,James Hahn,75.00,453,604
105,0,34046,Jordan Spieth,74.97,581,775
106,0,32334,Charlie Beljan,74.95,389,519
106,0,21878,Mark Wilson,74.95,386,515
108,0,12716,Charley Hoffman,74.89,522,697
109,0,30925,Dustin Johnson,74.81,392,524
110,0,25336,Alistair Presnell,74.78,344,460
111,0,30852,Ryo Ishikawa,74.72,405,542
112,0,20848,Ángel Cabrera,74.65,427,572
112,0,26951,Johnson Wagner,74.65,368,493
114,0,27963,Chris Stroud,74.64,571,765
115,0,29420,Billy Horschel,74.59,640,858
115,0,20572,Rod Pampling,74.59,273,366
