RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,08793,Tiger Woods,9.35,23,246
2,0,01132,Mark Brooks,10.87,15,138
3,0,20382,Stephen Leaney,11.98,29,242
4,0,22913,John Rollins,12.27,40,326
5,0,22293,Heath Slocum,12.87,44,342
6,0,01766,Billy Mayfair,12.97,41,316
7,0,20859,Anders Hansen,13.07,20,153
7,0,10425,Jay Williamson,13.07,23,176
9,0,10809,Jim Furyk,13.12,37,282
10,0,01577,Lee Janzen,13.30,27,203
11,0,01797,Rocco Mediate,13.33,32,240
12,0,21209,Sergio Garcia,13.48,31,230
13,0,06527,Steve Stricker,13.55,37,273
14,0,24357,K.J. Choi,13.56,40,295
15,0,22348,Nick O'Hern,13.57,27,199
16,0,01381,Fred Funk,13.61,26,191
17,0,02206,David Toms,13.73,35,255
18,0,20104,Ken Duke,13.93,51,366
19,0,07867,Woody Austin,14.02,45,321
20,0,23623,Bo Van Pelt,14.13,51,361
21,0,23718,Nathan Green,14.16,48,339
22,0,20127,Chris Riley,14.21,28,197
23,0,01810,Phil Mickelson,14.23,37,260
24,0,10860,Justin Leonard,14.24,42,295
25,0,20766,Padraig Harrington,14.29,30,210
26,0,08537,J.P. Hayes,14.33,43,300
27,0,20433,Mark Hensby,14.34,36,251
27,0,26420,Richard Johnson,14.34,36,251
29,0,08123,Jeff Brehaut,14.37,25,174
30,0,02239,Scott Verplank,14.56,38,261
31,0,24358,Robert Garrigus,14.58,50,343
32,0,25190,Jeff Quinney,14.68,48,327
33,0,27963,Chris Stroud,14.75,32,217
34,0,23108,Matt Kuchar,14.76,40,271
34,0,01945,Kenny Perry,14.76,40,271
36,0,28486,Michael Putnam,14.80,45,304
37,0,12705,Cliff Kresge,14.83,51,344
38,0,24024,Zach Johnson,14.89,35,235
39,0,26882,Michael Sim,14.97,25,167
40,0,06034,Marco Dawson,15.06,36,239
41,0,01142,Bart Bryant,15.07,44,292
42,0,01035,Tommy Armour III,15.12,39,258
43,0,06643,Paul Goydos,15.29,26,170
44,0,01948,Tim Petrovic,15.30,56,366
45,0,20628,Arron Oberholser,15.31,32,209
46,0,23135,Tim Clark,15.32,34,222
47,0,24924,Bill Haas,15.34,48,313
47,0,24138,Ian Poulter,15.34,29,189
49,0,22806,Doug LaBelle II,15.36,45,293
50,0,25900,Lucas Glover,15.41,55,357
51,0,20229,Stewart Cink,15.44,46,298
51,0,23320,Ryan Palmer,15.44,44,285
53,0,22378,Trevor Immelman,15.46,30,194
54,0,23933,Michael Boyd,15.47,28,181
55,0,26596,Ryan Moore,15.48,48,310
56,0,07547,Craig Kanada,15.56,54,347
56,0,24490,George McNeill,15.56,49,315
58,0,21878,Mark Wilson,15.61,42,269
59,0,25345,Carl Pettersson,15.63,60,384
60,0,24449,Parker McLachlin,15.67,42,268
61,0,20160,Charlie Wi,15.74,48,305
62,0,24781,Hunter Mahan,15.76,49,311
63,0,24140,Sean O'Hair,15.90,55,346
64,0,22405,Justin Rose,15.91,35,220
65,0,20574,Mathew Goggin,15.92,50,314
66,0,22371,Aaron Baddeley,15.93,43,270
67,0,01313,Steve Elkington,15.94,44,276
68,0,24980,Scott Gutschewski,15.98,35,219
69,0,01388,Robert Gamez,16.00,44,275
70,0,12782,Tim Herron,16.01,49,306
71,0,21731,Freddie Jacobson,16.04,43,268
72,0,20623,Gavin Coles,16.09,42,261
73,0,25396,Kevin Na,16.12,49,304
74,0,27060,John Mallinger,16.17,49,303
75,0,29476,Kyle Reifers,16.18,33,204
76,0,06621,Joe Durant,16.19,40,247
77,0,06567,Vijay Singh,16.20,58,358
78,0,08881,Tripp Isenhour,16.22,42,259
79,0,25686,Jason Dufner,16.41,53,323
80,0,12652,Cameron Beckman,16.42,55,335
81,0,26679,Kevin Stadler,16.43,47,286
82,0,01707,Steve Lowery,16.47,41,249
82,0,08375,Paul Stankowski,16.47,28,170
84,0,20850,Daniel Chopra,16.49,61,370
85,0,23983,Luke Donald,16.51,36,218
85,0,07457,Steve Flesch,16.51,52,315
85,0,28475,Jeff Overton,16.51,35,212
85,0,10213,Dicky Pride,16.51,36,218
89,0,19846,Brian Gay,16.52,58,351
90,0,27649,Brandt Snedeker,16.57,57,344
91,0,20645,John Senden,16.62,54,325
91,0,23349,Charles Warren,16.62,62,373
93,0,24290,D.J. Brigman,16.67,35,210
93,0,27141,J.B. Holmes,16.67,43,258
93,0,11032,Frank Lickliter II,16.67,53,318
93,0,24361,Pat Perez,16.67,48,288
97,0,06522,Ernie Els,16.83,35,208
98,0,28158,Steve Marino,16.85,61,362
99,0,22212,Craig Lile,16.87,41,243
100,0,26881,Jarrod Lyle,16.99,44,259
100,0,21470,Daisuke Maruyama,16.99,44,259
102,0,25273,Andrew Buckle,17.00,42,247
103,0,02223,Bob Tway,17.02,56,329
104,0,24502,Adam Scott,17.05,44,258
105,0,20472,Alex Cejka,17.10,46,269
106,0,19972,José Coceres,17.11,26,152
107,0,20105,Jeff Gove,17.13,56,327
108,0,27120,Troy Matteson,17.20,48,279
109,0,21949,Joe Ogilvie,17.30,64,370
110,0,24925,Jonathan Byrd,17.33,48,277
111,0,12714,Chris Tidland,17.34,30,173
112,0,10117,Bob Heintz,17.35,51,294
113,0,26289,Boo Weekley,17.37,58,334
114,0,10885,Robert Allenby,17.49,53,303
115,0,06004,Stephen Ames,17.52,41,234
116,0,21959,Ted Purdy,17.59,57,324
117,0,01157,Tom Byrum,17.60,22,125
118,0,23325,Vaughn Taylor,17.65,57,323
119,0,23353,J.J. Henry,17.67,47,266
119,0,23322,Brett Wetterich,17.67,53,300
121,0,12660,Jesper Parnevik,17.68,58,328
122,0,08075,Jerry Kelly,17.70,57,322
123,0,20498,Briny Baird,17.72,70,395
124,0,23638,Brendon de Jonge,17.74,47,265
125,0,21753,Brian Davis,17.78,61,343
126,0,27702,Matt Hendrix,17.84,33,185
127,0,27770,Camilo Villegas,17.88,49,274
128,0,26951,Johnson Wagner,17.89,56,313
129,0,10423,Mike Weir,17.91,48,268
130,0,01941,Tom Pernice Jr.,17.93,59,329
130,0,12602,Dean Wilson,17.93,52,290
132,0,10733,Kent Jones,17.96,60,334
133,0,23788,D.J. Trahan,17.97,55,306
134,0,01724,Jeff Maggert,18.04,46,255
135,0,21350,Ryuji Imada,18.06,65,360
136,0,12716,Charley Hoffman,18.08,62,343
137,0,02036,Jim Rutledge,18.12,27,149
137,0,24457,Jaco Van Zyl,18.12,25,138
139,0,08931,Glen Day,18.15,49,270
140,0,06197,Michael Allen,18.18,44,242
141,0,22046,Geoff Ogilvy,18.21,51,280
142,0,23621,Rory Sabbatini,18.22,49,269
143,0,21660,Jason Schultz,18.38,34,185
144,0,07363,Craig Bowden,18.40,46,250
145,0,07749,Brett Quigley,18.41,44,239
146,0,20572,Rod Pampling,18.44,52,282
147,0,23048,Eric Axley,18.61,59,317
147,0,27933,John Merrick,18.61,59,317
149,0,22892,Jason Gore,18.64,55,295
150,0,12680,Shigeki Maruyama,18.73,50,267
151,0,20378,Mathias Grönberg,18.81,60,319
152,0,20098,Stuart Appleby,18.83,42,223
152,0,29718,Anthony Kim,18.83,61,324
154,0,01677,Tom Lehman,18.88,37,196
155,0,21806,Paul Gow,18.96,40,211
156,0,06373,José María Olazábal,19.12,26,136
157,0,06595,Kevin Sutherland,19.27,53,275
158,0,20634,Peter Lonard,19.48,52,267
159,0,01161,Mark Calcavecchia,19.60,68,347
160,0,21805,Harrison Frazar,19.66,58,295
161,0,24507,Jason Bohn,19.78,36,182
162,0,27095,Nick Watney,19.81,61,308
163,0,25804,Bubba Watson,20.00,56,280
164,0,19803,Ryan Armour,20.06,70,349
165,0,20691,Greg Owen,20.08,52,259
166,0,23497,Tag Ridings,20.11,36,179
167,0,02214,Kirk Triplett,20.17,48,238
168,0,22621,Ben Curtis,20.26,46,227
169,0,21528,Henrik Stenson,20.30,27,133
170,0,19824,Craig Barlow,20.45,36,176
171,0,01320,Bob Estes,20.61,61,296
172,0,01928,Corey Pavin,20.80,47,226
173,0,23613,Rich Barcelo,21.03,53,252
174,0,21646,David Branshaw,21.05,48,228
175,0,12195,Tom Johnson,21.07,51,242
176,0,01249,John Daly,21.15,44,208
177,0,23614,Rich Beem,21.54,67,311
178,0,24912,Will MacKenzie,21.71,76,350
179,0,12510,Chad Campbell,21.77,59,271
180,0,07223,Brian Bateman,21.82,36,165
181,0,26360,Bubba Dickerson,21.92,32,146
182,0,06515,Shaun Micheel,21.93,59,269
183,0,02104,Jeff Sluman,22.02,37,168
184,0,02101,Joey Sindelar,22.03,52,236
185,0,01706,Davis Love III,22.11,42,190
186,0,21633,Steve Allan,22.12,50,226
187,0,21961,Charles Howell III,22.14,58,262
188,0,01024,Billy Andrade,22.15,66,298
189,0,20157,Retief Goosen,22.86,32,140
190,0,02246,Duffy Waldorf,23.18,51,220
191,0,23800,Bryce Molder,23.60,38,161
192,0,11123,Chris Couch,24.36,57,234
193,0,22295,Darron Stiles,24.44,55,225
194,0,25892,Steve Wheatcroft,24.56,56,228
195,0,06251,Chris DiMarco,24.66,55,223
196,0,01473,Todd Hamilton,28.27,54,191
