RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,35110,Brett Drewitt,158.5,4365489.000,765
2,0,35545,Blayne Barber,158.6,6776817.000,1187
3,0,23497,Tag Ridings,158.7,5090197.000,891
4,0,46443,Brian Campbell,159.1,4169719.000,728
5,0,28500,Martin Flores,159.3,6865747.000,1197
5,0,30692,Scott Stallings,159.3,6973144.000,1216
7,0,37278,Nicholas Lindheim,159.5,4490995.000,782
7,0,34466,Peter Malnati,159.5,7460571.000,1299
9,0,33120,Mark Anderson,159.6,4309955.000,750
9,0,28093,Miguel Angel Carballo,159.6,4406673.000,767
11,0,20771,Steven Alker,160.0,5222867.000,907
12,0,46732,Rick Lamb,160.3,3894193.000,675
13,0,27095,Nick Watney,160.4,6588348.000,1141
14,0,25274,Steven Bowditch,161.0,4614753.000,796
15,0,29740,Brad Fritsch,161.1,4355891.000,751
16,0,20593,Greg Chalmers,161.2,7009118.000,1208
16,0,28307,Matt Every,161.2,6275030.000,1081
16,0,46550,Brandon Hagy,161.2,7139737.000,1230
16,0,46440,Smylie Kaufman,161.2,6454779.000,1112
16,0,46601,Trey Mullinax,161.2,7258550.000,1251
21,0,19803,Ryan Armour,161.3,5086411.000,876
22,0,25191,Gonzalo Fernandez-Castaño,161.6,4573641.000,786
22,0,35532,Tom Hoge,161.6,4031101.000,693
22,0,35300,Andrew Loupe,161.6,4870011.000,837
22,0,23800,Bryce Molder,161.6,6630080.000,1140
26,0,19846,Brian Gay,161.7,7161508.000,1230
27,0,30925,Dustin Johnson,161.8,6126895.000,1052
28,0,32200,Roberto Castro,161.9,5605479.000,962
29,0,25818,Scott Piercy,162.0,5083977.000,872
30,0,33461,Morgan Hoffmann,162.1,8514216.000,1459
31,0,26300,Matt Jones,162.2,5324065.000,912
31,0,25345,Carl Pettersson,162.2,5394713.000,924
33,0,34213,Grayson Murray,162.3,8818393.000,1509
33,0,32150,Michael Thompson,162.3,4603360.000,788
35,0,29720,Andres Gonzales,162.4,5941311.000,1016
36,0,32333,Kevin Tway,162.5,7750433.000,1325
37,0,40009,Dominic Bozzelli,162.6,5714512.000,976
37,0,20104,Ken Duke,162.6,6229631.000,1064
37,0,30191,Julián Etulain,162.6,5304479.000,906
37,0,47128,Richy Werenski,162.6,6390553.000,1092
41,0,23621,Rory Sabbatini,162.7,5528681.000,944
41,0,29485,Brett Stegmaier,162.7,6031575.000,1030
43,0,24357,K.J. Choi,162.8,5655716.000,965
44,0,20157,Retief Goosen,162.9,4268413.000,728
45,0,28420,Ryan Brehm,163.0,6789479.000,1157
46,0,30926,Chris Kirk,163.1,7303766.000,1244
46,0,22056,Cameron Percy,163.1,5761452.000,981
48,0,24507,Jason Bohn,163.2,6461385.000,1100
48,0,31416,Derek Fathauer,163.2,6650363.000,1132
48,0,36699,Patrick Rodgers,163.2,6901378.000,1175
48,0,46501,Ollie Schniederjans,163.2,8497072.000,1446
48,0,28132,Tyrone Van Aswegen,163.2,8401484.000,1430
53,0,25686,Jason Dufner,163.3,7571899.000,1288
53,0,37454,Whee Kim,163.3,6515463.000,1108
55,0,06522,Ernie Els,163.4,3865868.000,657
56,0,48822,Sebastián Muñoz,163.5,4060538.000,690
57,0,32757,Patton Kizzire,163.6,7534717.000,1279
57,0,32640,Troy Merritt,163.6,7339792.000,1246
57,0,22046,Geoff Ogilvy,163.6,7019922.000,1192
57,0,26289,Boo Weekley,163.6,6426484.000,1091
61,0,25720,Chad Collins,163.8,5678523.000,963
62,0,20229,Stewart Cink,163.9,8549194.000,1449
62,0,29222,Billy Hurley III,163.9,7256901.000,1230
62,0,27770,Camilo Villegas,163.9,6542784.000,1109
65,0,34264,Hudson Swafford,164.0,8004753.000,1356
66,0,24358,Robert Garrigus,164.1,6293459.000,1065
66,0,26758,David Hearn,164.1,7478355.000,1266
66,0,21961,Charles Howell III,164.1,7189005.000,1217
66,0,29289,S.Y. Noh,164.1,7900431.000,1337
66,0,29223,Sam Saunders,164.1,6414789.000,1086
66,0,23325,Vaughn Taylor,164.1,7950937.000,1346
72,0,20472,Alex Cejka,164.2,6473075.000,1095
72,0,27141,J.B. Holmes,164.2,6408965.000,1084
72,0,23320,Ryan Palmer,164.2,5154343.000,872
75,0,01810,Phil Mickelson,164.3,7309873.000,1236
75,0,49771,J.T. Poston,164.3,7700023.000,1302
75,0,33418,Shawn Stefani,164.3,6303940.000,1066
75,0,26951,Johnson Wagner,164.3,5960318.000,1008
79,0,23983,Luke Donald,164.4,4545714.000,768
79,0,24781,Hunter Mahan,164.4,6242969.000,1055
79,0,25892,Steve Wheatcroft,164.4,4209152.000,711
82,0,24846,Ricky Barnes,164.5,8106527.000,1369
82,0,27958,Ryan Blaum,164.5,8658294.000,1462
82,0,27214,Kevin Streelman,164.5,8211960.000,1387
82,0,37189,Harold Varner III,164.5,9063012.000,1530
86,0,24024,Zach Johnson,164.6,7128400.000,1203
87,0,46970,Jon Rahm,164.7,6990624.000,1179
87,0,29476,Kyle Reifers,164.7,7818874.000,1319
89,0,34099,Harris English,164.9,7591168.000,1279
90,0,28252,Seamus Power,165.0,7235306.000,1218
90,0,25493,Nick Taylor,165.0,8840632.000,1488
92,0,12510,Chad Campbell,165.1,9017539.000,1517
92,0,23353,J.J. Henry,165.1,7983555.000,1343
92,0,35506,Mackenzie Hughes,165.1,10192334.000,1715
95,0,34409,David Lingmerth,165.2,7301793.000,1228
96,0,27644,Brian Harman,165.3,9096467.000,1529
97,0,33413,Ben Martin,165.4,7449717.000,1251
97,0,39324,J.J. Spaun,165.4,7637821.000,1283
99,0,29420,Billy Horschel,165.5,8474520.000,1422
99,0,33419,Cameron Tringale,165.5,6917146.000,1161
101,0,30852,Ryo Ishikawa,165.6,4536033.000,761
101,0,33122,Russell Knox,165.6,5739586.000,963
101,0,35891,Cameron Smith,165.6,7473976.000,1254
101,0,27649,Brandt Snedeker,165.6,4483818.000,752
101,0,31560,Brian Stuard,165.6,7336558.000,1231
106,0,27895,Jonas Blixt,165.7,6280046.000,1053
107,0,48081,Xander Schauffele,165.8,7843406.000,1314
108,0,39975,Michael Kim,165.9,8918768.000,1493
108,0,37455,Si Woo Kim,165.9,6342492.000,1062
108,0,23108,Matt Kuchar,165.9,8233974.000,1379
108,0,31420,Anirban Lahiri,165.9,6284223.000,1052
