RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,1,48084,Wesley Bryan,149.5,511284,95
2,-1,38991,Alejandro Tosti,150.5,1132298,209
3,1,47504,Sam Burns,151.3,860815,158
4,1,36699,Patrick Rodgers,151.8,1202558,220
5,-2,55893,Sam Stevens,151.9,1028029,188
6,0,37212,Paul Barjon,152.8,885880,161
7,1,24024,Zach Johnson,154.0,604152,109
8,1,32839,Hideki Matsuyama,154.1,749159,135
9,1,47663,Kevin Dougherty,154.2,821586,148
10,1,52514,Trace Crowe,154.7,852212,153
10,1,39546,Keith Mitchell,154.7,1046718,188
12,-5,50484,Hayden Springer,154.8,813615,146
13,0,33968,Thorbjørn Olesen,154.9,596519,107
14,0,57975,Harry Hall,155.6,1036100,185
15,1,45609,Tyler Duncan,155.9,830617,148
15,1,54421,Garrick Higgo,155.9,1004682,179
17,1,34255,Joseph Bramlett,156.1,1050664,187
17,1,29936,Ryan Fox,156.1,1073193,191
19,2,45242,Kevin Yu,156.5,901647,160
20,2,59095,Chris Gotterup,156.6,1008954,179
21,-6,47347,Adam Schenk,156.7,1263905,224
22,1,36871,Matt NeSmith,156.9,943142,167
23,1,55789,Taylor Montgomery,157.1,774701,137
24,1,33948,Byeong Hun An,157.2,956623,169
25,1,39975,Michael Kim,157.3,945581,167
25,1,52666,Sami Valimaki,157.3,940257,166
27,4,46442,Maverick McNealy,157.7,998949,176
28,4,34374,Erik Barnes,157.8,852311,150
29,4,39324,J.J. Spaun,158.0,989918,174
30,5,60767,Blaine Hale Jr.,158.6,799103,140
30,0,32640,Troy Merritt,158.6,959480,168
32,-3,27936,Martin Laird,158.7,851033,149
33,-13,60067,Joe Highsmith,159.0,892964,156
33,4,48119,Ben Taylor,159.0,1007621,176
35,4,54576,Patrick Fishburn,159.2,727691,127
35,4,12716,Charley Hoffman,159.2,1042977,182
37,5,55454,Carl Yuan,159.3,957660,167
38,-4,50497,Adrien Dumont de Chassart,159.5,1062522,185
39,5,50188,S.H. Kim,159.6,1562440,272
40,-5,49771,J.T. Poston,159.7,1080926,188
41,-15,52955,Ludvig Åberg,159.9,851767,148
42,4,51070,Vincent Norrman,160.0,875574,152
43,4,51696,Rico Hoey,160.1,962323,167
43,4,36326,David Lipsky,160.1,991189,172
43,4,48699,Callum Tarren,160.1,1181199,205
46,4,47995,Davis Riley,160.2,1147837,199
46,4,27214,Kevin Streelman,160.2,951782,165
48,4,59836,Pierceson Coody,160.3,986572,171
48,4,51894,Vince Whaley,160.3,853919,148
50,4,51977,Max Greyserman,160.4,894945,155
50,4,47988,Nick Hardy,160.4,1160589,201
52,4,34587,Chan Kim,160.5,958852,166
53,5,40250,Taylor Pendrith,160.6,1104580,191
54,-11,28775,Nate Lashley,160.7,879470,152
55,5,23320,Ryan Palmer,160.8,654059,113
56,6,52453,Nicolai Højgaard,160.9,735603,127
56,6,37378,Min Woo Lee,160.9,996336,172
56,-17,30163,Henrik Norlander,160.9,625468,108
59,5,60004,Jacob Bridgeman,161.0,886558,153
59,-21,34466,Peter Malnati,161.0,1199419,207
59,5,27330,Josh Teater,161.0,759156,131
62,4,40098,Matt Fitzpatrick,161.1,933567,161
63,4,56149,Wilson Furr,161.2,731421,126
64,4,51349,Nico Echavarria,161.3,1080077,186
64,4,48081,Xander Schauffele,161.3,662117,114
66,4,34046,Jordan Spieth,161.5,1023260,176
67,4,51634,Sahith Theegala,161.6,1157566,199
67,-23,31323,Gary Woodland,161.6,1221998,210
69,3,48867,Matti Schmid,161.7,1001240,172
70,4,51766,Wyndham Clark,161.9,833550,143
71,4,32070,Rafael Campos,162.0,845393,145
72,5,46113,Ryan McCormick,162.2,817456,140
72,5,48153,Matthieu Pavon,162.2,864405,148
74,5,59143,Mac Meissner,162.4,870927,149
75,5,22371,Aaron Baddeley,162.6,889663,152
75,5,59866,Nick Dunlap,162.6,1147460,196
77,5,31646,Emiliano Grillo,162.7,1153999,197
78,5,54591,Ben Griffin,162.8,1166554,199
78,5,57900,Chandler Phillips,162.8,1119338,191
80,6,33141,Keegan Bradley,162.9,1055374,180
80,6,47983,Chad Ramey,162.9,1114479,190
82,-22,47420,Jake Knapp,163.0,1168037,199
82,6,27139,David Skinns,163.0,1033057,176
82,-26,50095,Austin Smotherman,163.0,481141,82
85,4,39971,Sungjae Im,163.1,1092187,186
86,-10,27644,Brian Harman,163.3,1099043,187
86,4,35617,Martin Trainer,163.3,776015,132
88,-29,52372,Cameron Champ,163.4,817471,139
88,4,47679,Victor Perez,163.4,888416,151
90,3,45522,Christiaan Bezuidenhout,163.6,1042318,177
90,3,35450,Patrick Cantlay,163.6,800869,136
90,-17,32366,Kevin Chappell,163.6,683071,116
90,3,29420,Billy Horschel,163.6,959838,163
94,3,35506,Mackenzie Hughes,163.7,1119966,190
95,3,40006,Erik van Rooyen,163.8,1008321,171
96,3,50493,Justin Suh,163.9,1067833,181
97,3,48117,Kurt Kitayama,164.0,873785,148
98,4,56630,Akshay Bhatia,164.1,1128148,191
99,4,47993,Denny McCarthy,164.2,1076032,182
100,4,27064,Jhonattan Vegas,164.3,863531,146
101,4,24502,Adam Scott,164.4,876157,148
102,4,34099,Harris English,164.5,1095384,185
102,4,37275,Sam Ryder,164.5,1078010,182
104,7,55708,Hayden Buckley,164.9,1062903,179
104,7,39997,Corey Conners,164.9,1151913,194
104,-11,29221,Webb Simpson,164.9,831172,140
107,6,52215,Robert MacIntyre,165.0,831797,140
107,-17,32333,Kevin Tway,165.0,700935,118
109,5,45157,Cam Davis,165.1,1277869,215
109,5,39327,Ben Silverman,165.1,939255,158
111,5,57362,Austin Eckroat,165.3,1285375,216
111,-28,35310,Lanto Griffin,165.3,981589,165
111,-11,48887,Matt Wallace,165.3,868921,146
114,3,59442,Parker Coody,165.4,774085,130
114,3,26476,Chez Reavie,165.4,881281,148
116,3,23108,Matt Kuchar,165.5,1007167,169
116,3,54783,Dylan Wu,165.5,1090129,183
118,3,47591,Eric Cole,165.7,1449113,243
119,-9,40026,Daniel Berger,166.0,908384,152
119,4,32367,Jorge Campillo,166.0,675406,113
119,4,34076,Joel Dahmen,166.0,1129187,189
122,3,51287,Ryo Hisatsune,166.1,1028426,172
123,3,48319,Tom Whitney,166.2,951395,159
124,3,29725,Tony Finau,166.3,1017730,170
124,3,28252,Seamus Power,166.3,1239294,207
126,3,58168,Davis Thompson,166.4,1138466,190
126,-20,52513,Carson Young,166.4,1191876,199
128,-22,52374,Brandon Wu,166.7,1038440,173
129,3,34563,Chesson Hadley,166.8,978575,163
129,3,33204,Shane Lowry,166.8,960522,160
129,3,25493,Nick Taylor,166.8,1176657,196
132,3,27649,Brandt Snedeker,166.9,1003682,167
133,3,28420,Ryan Brehm,167.4,922175,153
134,-3,54628,Lee Hodges,167.5,1302668,216
134,3,46340,Alex Smalley,167.5,952776,158
136,2,29535,Brice Garnett,167.6,705992,117
137,3,28089,Jason Day,167.7,875578,145
138,3,29478,Kevin Kisner,167.8,1008757,167
139,-10,32757,Patton Kizzire,167.9,749491,124
139,3,27770,Camilo Villegas,167.9,882519,146
141,2,36799,Stephan Jaeger,168.1,1119473,185
141,2,32791,K.H. Lee,168.1,1071168,177
143,-21,52375,Doug Ghim,168.2,993224,164
143,3,27129,Luke List,168.2,1101730,182
145,2,51997,Andrew Novak,168.3,999641,165
146,2,49960,Sepp Straka,168.4,976280,161
147,2,46414,Aaron Rai,168.5,903855,149
147,2,40115,Adam Svensson,168.5,1571169,259
149,2,32102,Rickie Fowler,168.6,1080287,178
150,2,35461,Beau Hossler,168.8,1075339,177
150,2,22405,Justin Rose,168.8,893252,147
150,-12,51890,Greyson Sigg,168.8,911632,150
153,1,28237,Rory McIlroy,168.9,784438,129
154,-11,40162,Justin Lower,169.0,1356749,223
154,1,29908,C.T. Pan,169.0,827195,136
156,0,35532,Tom Hoge,169.3,1444066,237
156,0,57366,Cameron Young,169.3,1170378,192
158,0,49947,Taylor Moore,169.4,1311204,215
159,0,30926,Chris Kirk,169.5,1104505,181
160,0,33399,Adam Hadwin,169.6,1227411,201
160,0,50525,Collin Morikawa,169.6,915677,150
162,0,36801,Mark Hubbard,169.7,1429815,234
163,0,30927,Brendon Todd,169.8,1405564,230
164,0,34021,Bud Cauley,169.9,642160,105
164,0,33448,Justin Thomas,169.9,862240,141
166,0,33653,Thomas Detry,170.0,1150409,188
167,1,47806,Raul Pereda,170.3,735645,120
168,1,46717,Viktor Hovland,170.4,809746,132
169,1,34098,Russell Henley,170.6,847506,138
170,1,47483,Will Zalatoris,170.8,952931,155
171,1,36884,Ben Kohles,170.9,1267403,206
172,1,39977,Max Homa,171.0,1182293,192
173,-6,46441,Robby Shelton,171.3,1153162,187
174,2,33408,Tyson Alexander,171.9,1187975,192
175,2,40058,Zac Blair,172.0,1164263,188
176,2,37455,Si Woo Kim,172.2,1103398,178
177,2,25900,Lucas Glover,172.4,1147854,185
178,-3,34256,Andrew Putnam,172.5,1037179,167
179,1,27349,Alex Noren,172.8,821134,132
180,1,26596,Ryan Moore,173.0,1021547,164
181,1,30911,Tommy Fleetwood,173.7,844172,135
182,1,46046,Scottie Scheffler,174.1,645591,103
182,-8,33486,Roger Sloan,174.1,839819,134
184,0,55182,Tom Kim,175.6,1238916,196
