RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,27129,Luke List,23
2,0,26476,Chez Reavie,22
2,0,29221,Webb Simpson,22
4,0,35506,Mackenzie Hughes,21
5,0,39954,Cody Gribble,19
5,0,12716,Charley Hoffman,19
5,0,27936,Martin Laird,19
5,0,26851,Marc Leishman,19
5,0,29289,S.Y. Noh,19
10,0,47959,Bryson DeChambeau,18
10,0,33461,Morgan Hoffmann,18
10,0,34213,Grayson Murray,18
10,0,34360,Patrick Reed,18
14,0,40058,Zac Blair,17
14,0,40009,Dominic Bozzelli,17
14,0,28089,Jason Day,17
14,0,46550,Brandon Hagy,17
14,0,27644,Brian Harman,17
14,0,01810,Phil Mickelson,17
14,0,46970,Jon Rahm,17
14,0,30692,Scott Stallings,17
14,0,26289,Boo Weekley,17
23,0,12510,Chad Campbell,16
23,0,34174,John Huh,16
23,0,29461,Jamie Lovemark,16
23,0,25198,Francesco Molinari,16
23,0,34358,Jonathan Randolph,16
23,0,22405,Justin Rose,16
23,0,37189,Harold Varner III,16
30,0,24846,Ricky Barnes,15
30,0,29479,Scott Brown,15
30,0,48084,Wesley Bryan,15
30,0,20229,Stewart Cink,15
30,0,34099,Harris English,15
30,0,28307,Matt Every,15
30,0,24924,Bill Haas,15
30,0,26758,David Hearn,15
30,0,34098,Russell Henley,15
30,0,29222,Billy Hurley III,15
30,0,37454,Whee Kim,15
30,0,29478,Kevin Kisner,15
30,0,29926,Danny Lee,15
30,0,25396,Kevin Na,15
30,0,28252,Seamus Power,15
30,0,25493,Nick Taylor,15
46,0,33141,Keegan Bradley,14
46,0,25364,Paul Casey,14
46,0,19846,Brian Gay,14
46,0,32448,James Hahn,14
46,0,27141,J.B. Holmes,14
46,0,23108,Matt Kuchar,14
46,0,34466,Peter Malnati,14
46,0,32640,Troy Merritt,14
46,0,25345,Carl Pettersson,14
46,0,25240,D.A. Points,14
56,0,20771,Steven Alker,13
56,0,40026,Daniel Berger,13
56,0,27895,Jonas Blixt,13
56,0,25274,Steven Bowditch,13
56,0,28420,Ryan Brehm,13
56,0,20593,Greg Chalmers,13
56,0,23541,Ben Crane,13
56,0,29720,Andres Gonzales,13
56,0,26300,Matt Jones,13
56,0,34409,David Lingmerth,13
56,0,33413,Ben Martin,13
56,0,24140,Sean O'Hair,13
56,0,25818,Scott Piercy,13
56,0,35891,Cameron Smith,13
56,0,34046,Jordan Spieth,13
56,0,29518,Brendan Steele,13
56,0,25834,Daniel Summerhays,13
56,0,33419,Cameron Tringale,13
56,0,27095,Nick Watney,13
75,0,26499,Rafa Cabrera Bello,12
75,0,34021,Bud Cauley,12
75,0,29725,Tony Finau,12
75,0,29740,Brad Fritsch,12
75,0,29420,Billy Horschel,12
75,0,31420,Anirban Lahiri,12
75,0,23800,Bryce Molder,12
75,0,48822,Sebastián Muñoz,12
75,0,24361,Pat Perez,12
75,0,29476,Kyle Reifers,12
75,0,48081,Xander Schauffele,12
75,0,39324,J.J. Spaun,12
75,0,30110,Kyle Stanley,12
75,0,32333,Kevin Tway,12
89,0,24507,Jason Bohn,11
89,0,32366,Kevin Chappell,11
89,0,31416,Derek Fathauer,11
89,0,20157,Retief Goosen,11
89,0,27974,Sung Kang,11
89,0,30926,Chris Kirk,11
89,0,32839,Hideki Matsuyama,11
89,0,33448,Justin Thomas,11
89,0,28132,Tyrone Van Aswegen,11
89,0,27064,Jhonattan Vegas,11
99,0,33120,Mark Anderson,10
99,0,35545,Blayne Barber,10
99,0,27958,Ryan Blaum,10
99,0,27436,Graham DeLaet,10
99,0,25900,Lucas Glover,10
99,0,33399,Adam Hadwin,10
99,0,36689,Brooks Koepka,10
99,0,26596,Ryan Moore,10
99,0,46601,Trey Mullinax,10
99,0,23320,Ryan Palmer,10
99,0,20572,Rod Pampling,10
99,0,49771,J.T. Poston,10
99,0,24138,Ian Poulter,10
99,0,23497,Tag Ridings,10
