RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,33413,Ben Martin,52.38,88,168,-0.22
2,0,32640,Troy Merritt,51.37,75,146,-0.01
3,0,20157,Retief Goosen,50.91,56,110,-0.07
4,0,33399,Adam Hadwin,49.46,92,186,-0.33
5,0,34261,Scott Langley,48.41,61,126,-0.16
6,0,25572,Graeme McDowell,48.33,58,120,-0.28
7,0,20645,John Senden,48.17,79,164,-0.10
7,0,27214,Kevin Streelman,48.17,79,164,-0.09
9,0,29268,Bronson Burgoon,48.10,76,158,-0.14
10,0,33410,Andrew Landry,47.96,47,98,-0.21
11,0,25834,Daniel Summerhays,47.80,87,182,-0.24
12,0,26951,Johnson Wagner,47.67,82,172,-0.07
13,0,33418,Shawn Stefani,47.13,82,174,-0.16
14,0,31557,Jim Herman,46.63,83,178,-0.20
15,0,27963,Chris Stroud,46.25,74,160,-0.12
16,0,28679,Fabián Gómez,46.20,73,158,-0.16
17,0,29926,Danny Lee,45.83,77,168,-0.16
18,0,26289,Boo Weekley,45.78,76,166,-0.11
19,0,34360,Patrick Reed,45.70,85,186,-0.11
20,0,31416,Derek Fathauer,45.21,85,188,-0.15
21,0,28114,Dawie van der Walt,45.00,63,140,-0.06
22,0,37455,Si Woo Kim,44.95,98,218,-0.29
23,0,01810,Phil Mickelson,44.44,64,144,+0.03
24,0,06522,Ernie Els,44.35,55,124,+0.25
25,0,32200,Roberto Castro,44.33,86,194,-0.22
26,0,29221,Webb Simpson,44.29,62,140,-0.08
27,0,27974,Sung Kang,44.25,77,174,-0.17
28,0,35532,Tom Hoge,44.16,68,154,-0.13
29,0,28132,Tyrone Van Aswegen,44.12,90,204,-0.21
30,0,35879,Kelly Kraft,44.07,52,118,-0.13
31,0,33419,Cameron Tringale,43.84,64,146,-0.11
32,0,30926,Chris Kirk,43.83,71,162,-0.17
33,0,35545,Blayne Barber,43.75,70,160,-0.19
33,0,23325,Vaughn Taylor,43.75,63,144,-0.14
35,0,35539,Luke Guthrie,43.64,48,110,-0.27
36,0,20848,Ángel Cabrera,43.55,54,124,+0.06
37,0,29476,Kyle Reifers,43.46,93,214,-0.22
38,0,27644,Brian Harman,43.00,86,200,-0.07
