RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,27141,J.B. Holmes,42.57,63,148,-0.11
2,0,29725,Tony Finau,34.62,63,182,-0.49
2,0,30925,Dustin Johnson,34.62,54,156,-0.41
4,0,25804,Bubba Watson,32.31,42,130,-0.38
5,0,35300,Andrew Loupe,32.00,48,150,-0.19
6,0,30944,Jason Kokrak,26.97,48,178,-0.23
7,0,31323,Gary Woodland,25.90,43,166,-0.37
8,0,34264,Hudson Swafford,24.50,49,200,-0.31
9,0,28237,Rory McIlroy,24.14,28,116,-0.21
10,0,27129,Luke List,24.03,37,154,-0.32
11,0,28089,Jason Day,23.91,33,138,-0.27
12,0,24502,Adam Scott,22.79,31,136,-0.29
13,0,24358,Robert Garrigus,21.54,28,130,-0.57
14,0,22405,Justin Rose,20.97,26,124,-0.27
15,0,25632,Jimmy Walker,20.73,34,164,-0.29
16,0,23320,Ryan Palmer,20.35,35,172,-0.63
17,0,29461,Jamie Lovemark,20.33,37,182,-0.35
18,0,36699,Patrick Rodgers,18.82,32,170,-0.34
18,0,27064,Jhonattan Vegas,18.82,35,186,-0.34
20,0,32102,Rickie Fowler,17.81,26,146,-0.31
21,0,24140,Sean O'Hair,17.42,31,178,+0.03
22,0,33448,Justin Thomas,17.05,30,176,-0.13
23,0,46440,Smylie Kaufman,16.48,29,176,-0.17
24,0,33204,Shane Lowry,16.00,16,100,-0.13
25,0,21961,Charles Howell III,15.52,27,174,-0.41
26,0,25900,Lucas Glover,15.33,23,150,-0.39
27,0,29518,Brendan Steele,15.00,24,160,-0.25
28,0,36689,Brooks Koepka,14.29,20,140,-0.35
29,0,33667,Carlos Ortiz,14.08,20,142,-0.25
30,0,37189,Harold Varner III,13.59,25,184,-0.48
31,0,34099,Harris English,13.48,24,178,-0.17
32,0,20229,Stewart Cink,13.16,15,114,-0.53
33,0,33141,Keegan Bradley,12.82,20,156,-0.15
34,0,32757,Patton Kizzire,12.36,22,178,-0.36
35,0,37273,Derek Ernst,12.28,14,114,-0.36
36,0,32618,Rhein Gibson,12.04,13,108,-0.38
37,0,27936,Martin Laird,11.54,18,156,-0.17
38,0,27436,Graham DeLaet,11.36,15,132,-0.33
38,0,26331,Charl Schwartzel,11.36,15,132,-0.27
40,0,25493,Nick Taylor,11.33,17,150,-0.65
41,0,34360,Patrick Reed,11.29,21,186,-0.38
42,0,34098,Russell Henley,11.18,17,152,-0.53
42,0,25818,Scott Piercy,11.18,17,152,-0.41
44,0,40026,Daniel Berger,11.11,18,162,-0.67
