RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,27141,J.B. Holmes,33.92,290,855,-0.093
2,0,30925,Dustin Johnson,32.81,290,884,-0.262
3,0,25804,Bubba Watson,30.22,217,718,-0.161
4,0,28237,Rory McIlroy,25.00,168,672,-0.256
5,0,35300,Andrew Loupe,24.28,227,935,-0.176
6,0,29725,Tony Finau,21.83,238,1090,-0.277
7,0,28089,Jason Day,21.58,164,760,-0.226
8,0,30944,Jason Kokrak,21.32,223,1046,-0.242
9,0,31323,Gary Woodland,18.95,205,1082,-0.263
10,0,27129,Luke List,18.50,168,908,-0.280
11,0,24502,Adam Scott,18.49,145,784,-0.221
12,0,29461,Jamie Lovemark,17.76,205,1154,-0.220
13,0,24358,Robert Garrigus,17.17,132,769,-0.280
14,0,34264,Hudson Swafford,16.89,216,1279,-0.324
15,0,33448,Justin Thomas,16.48,173,1050,-0.162
16,0,32102,Rickie Fowler,16.11,145,900,-0.255
17,0,36699,Patrick Rodgers,16.03,159,992,-0.252
18,0,23320,Ryan Palmer,15.81,172,1088,-0.337
19,0,36689,Brooks Koepka,15.52,131,844,-0.214
20,0,46440,Smylie Kaufman,14.92,151,1012,-0.199
21,0,24140,Sean O'Hair,14.30,168,1175,-0.226
22,0,25632,Jimmy Walker,14.11,140,992,-0.271
23,0,27064,Jhonattan Vegas,13.91,157,1129,-0.338
24,0,33667,Carlos Ortiz,13.88,118,850,-0.093
25,0,29518,Brendan Steele,13.15,127,966,-0.252
26,0,25818,Scott Piercy,13.09,119,909,-0.261
27,0,21961,Charles Howell III,13.07,144,1102,-0.250
28,0,22405,Justin Rose,12.97,89,686,-0.146
29,0,25274,Steven Bowditch,11.92,92,772,-0.141
30,0,37189,Harold Varner III,11.73,131,1117,-0.229
31,0,32618,Rhein Gibson,11.53,71,616,-0.211
32,0,33204,Shane Lowry,11.39,59,518,-0.119
33,0,40026,Daniel Berger,11.35,114,1004,-0.316
