RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,20098,Stuart Appleby,59,The Greenbrier/,4
1,0,06643,Paul Goydos,59,John Deere Clas,1
3,0,27141,J.B. Holmes,60,The Greenbrier/,3
3,0,25345,Carl Pettersson,60,Canadian Open/S,3
3,0,06527,Steve Stricker,60,John Deere Clas,1
6,0,21407,Arjun Atwal,61,Wyndham Champ./,1
6,0,12652,Cameron Beckman,61,HP Byron Nelson,2
6,0,25396,Kevin Na,61,Wyndham Champ./,3
6,0,25240,D.A. Points,61,The Greenbrier/,3
10,0,24846,Ricky Barnes,62,Memorial Tourn/,3
10,0,10505,Shane Bertsch,62,Bob Hope/PGA We,1
10,0,27436,Graham DeLaet,62,Reno-Tahoe Open,3
10,0,29285,Brent Delahoussaye,62,Canadian Open/S,1
10,0,20157,Retief Goosen,62,Sony Open/Waial,4
10,0,12716,Charley Hoffman,62,Deutsche Bank/T,4
10,0,21961,Charles Howell III,62,The McGladrey/S,4
10,0,21350,Ryuji Imada,62,J. Timberlake/T,2
10,0,21731,Freddie Jacobson,62,Wyndham Champ./,4
10,0,27936,Martin Laird,62,J. Timberlake/T,2
10,0,27060,John Mallinger,62,Wyndham Champ./,4
10,0,28237,Rory McIlroy,62,Quail Hollow/Qu,4
10,0,20213,Katsumasa Miyamoto,62,WGC-Bridgestone,3
10,0,23800,Bryce Molder,62,Crowne Plaza/Co,2
10,0,28475,Jeff Overton,62,The Greenbrier/,2
10,0,22056,Cameron Percy,62,J. Timberlake/T,3
10,0,22405,Justin Rose,62,Travelers Champ,2
10,0,26882,Michael Sim,62,Wyndham Champ./,4
10,0,27963,Chris Stroud,62,Disney/Palm GC,1
10,0,06595,Kevin Sutherland,62,Canadian Open/S,2
10,0,27770,Camilo Villegas,62,Phoenix Open/TP,1
10,0,25804,Bubba Watson,62,Bob Hope/Silver,2
32,0,29910,Blake Adams,63,Crowne Plaza/Co,1
32,0,07867,Woody Austin,63,The Greenbrier/,4
32,0,24507,Jason Bohn,63,Crowne Plaza/Co,1
32,0,24925,Jonathan Byrd,63,J. Timberlake/T,2
32,0,23135,Tim Clark,63,Bob Hope/PGA We,2
32,0,24494,Erik Compton,63,The Greenbrier/,1
32,0,11123,Chris Couch,63,Turning Stone/A,3
32,0,28089,Jason Day,63,Deutsche Bank/T,1
32,0,23638,Brendon de Jonge,63,Travelers Champ,2
32,0,28307,Matt Every,63,The Greenbrier/,1
32,0,19846,Brian Gay,63,HP Byron Nelson,4
32,0,08725,Tom Gillis,63,The Greenbrier/,2
32,0,08537,J.P. Hayes,63,AT&T Pebble/Mon,3
32,0,23353,J.J. Henry,63,Turning Stone/A,4
32,0,12782,Tim Herron,63,Canadian Open/S,2
32,0,01577,Lee Janzen,63,Crowne Plaza/Co,3
32,0,24024,Zach Johnson,63,Deutsche Bank/T,1
32,0,08075,Jerry Kelly,63,The McGladrey/S,2
32,0,23108,Matt Kuchar,63,The Greenbrier/,3
32,0,27797,Derek Lamely,63,The Greenbrier/,3
32,0,10860,Justin Leonard,63,Wyndham Champ./,2
32,0,27466,Spencer Levin,63,J. Timberlake/T,2
32,0,23548,Bill Lunde,63,Travelers Champ,2
32,0,01724,Jeff Maggert,63,John Deere Clas,3
