RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,26289,Boo Weekley,48,58
2,0,20691,Greg Owen,46,54
3,0,28780,Nicholas Thompson,44,58
4,0,28500,Martin Flores,43,47
5,0,27095,Nick Watney,42,49
6,0,23638,Brendon de Jonge,41,45
6,0,27436,Graham DeLaet,41,49
8,0,28259,Sangmoon Bae,40,55
9,0,28455,Will Claxton,39,42
9,0,34174,John Huh,39,54
9,0,30944,Jason Kokrak,39,49
12,0,20848,Ángel Cabrera,38,44
12,0,25444,Justin Hicks,38,51
12,0,29518,Brendan Steele,38,45
15,0,20098,Stuart Appleby,37,44
15,0,12510,Chad Campbell,37,44
15,0,32200,Roberto Castro,37,46
15,0,34099,Harris English,37,43
15,0,25900,Lucas Glover,37,45
15,0,34360,Patrick Reed,37,44
15,0,23621,Rory Sabbatini,37,53
15,0,30110,Kyle Stanley,37,55
23,0,22378,Trevor Immelman,36,41
24,0,25686,Jason Dufner,35,45
24,0,29740,Brad Fritsch,35,42
24,0,35539,Luke Guthrie,35,49
24,0,21961,Charles Howell III,35,39
28,0,23353,J.J. Henry,34,36
28,0,27129,Luke List,34,42
28,0,24490,George McNeill,34,40
31,0,28307,Matt Every,33,50
31,0,29289,S.Y. Noh,33,43
31,0,25240,D.A. Points,33,45
31,0,20645,John Senden,33,36
35,0,32366,Kevin Chappell,32,44
35,0,31323,Gary Woodland,32,38
37,0,01116,Michael Bradley,31,35
37,0,21753,Brian Davis,31,39
37,0,20104,Ken Duke,31,43
37,0,12716,Charley Hoffman,31,43
37,0,29420,Billy Horschel,31,41
37,0,26300,Matt Jones,31,38
37,0,27503,Steve LeBrun,31,36
37,0,34409,David Lingmerth,31,37
37,0,25336,Alistair Presnell,31,32
46,0,32334,Charlie Beljan,30,39
46,0,24357,K.J. Choi,30,35
46,0,24494,Erik Compton,30,42
46,0,01724,Jeff Maggert,30,44
46,0,22961,David Mathis,30,37
46,0,33419,Cameron Tringale,30,41
52,0,20229,Stewart Cink,29,36
52,0,23409,James Driscoll,29,33
52,0,30926,Chris Kirk,29,40
52,0,24781,Hunter Mahan,29,32
52,0,26951,Johnson Wagner,29,37
52,0,25632,Jimmy Walker,29,34
52,0,20160,Charlie Wi,29,40
52,0,21878,Mark Wilson,29,32
60,0,34021,Bud Cauley,28,34
60,0,23541,Ben Crane,28,34
60,0,31202,William McGirt,28,32
60,0,33869,Eric Meierdierks,28,34
60,0,30163,Henrik Norlander,28,37
60,0,24140,Sean O'Hair,28,33
60,0,22046,Geoff Ogilvy,28,40
60,0,34431,Robert Streb,28,35
60,0,27963,Chris Stroud,28,35
60,0,32150,Michael Thompson,28,32
70,0,25274,Steven Bowditch,27,36
70,0,22621,Ben Curtis,27,31
70,0,24399,Scott Gardiner,27,30
70,0,27936,Martin Laird,27,38
70,0,35139,Richard Lee,27,36
70,0,22056,Cameron Percy,27,33
70,0,25818,Scott Piercy,27,36
70,0,22913,John Rollins,27,34
70,0,30692,Scott Stallings,27,36
70,0,25834,Daniel Summerhays,27,33
80,0,24846,Ricky Barnes,26,43
80,0,27895,Jonas Blixt,26,30
80,0,24924,Bill Haas,26,28
80,0,22806,Doug LaBelle II,26,32
80,0,26851,Marc Leishman,26,36
85,0,30750,Tommy Gainey,25,44
85,0,08725,Tom Gillis,25,36
85,0,30852,Ryo Ishikawa,25,39
85,0,06573,Brandt Jobe,25,30
85,0,36884,Ben Kohles,25,39
85,0,28092,D.H. Lee,25,37
85,0,24361,Pat Perez,25,37
85,0,10213,Dicky Pride,25,29
85,0,27649,Brandt Snedeker,25,35
85,0,26679,Kevin Stadler,25,38
95,0,33141,Keegan Bradley,24,30
95,0,32448,James Hahn,24,31
95,0,27644,Brian Harman,24,32
95,0,31557,Jim Herman,24,33
95,0,24024,Zach Johnson,24,35
95,0,10860,Justin Leonard,24,26
95,0,23800,Bryce Molder,24,30
95,0,26596,Ryan Moore,24,36
95,0,28475,Jeff Overton,24,32
95,0,34046,Jordan Spieth,24,34
95,0,21528,Henrik Stenson,24,27
106,0,10885,Robert Allenby,23,33
106,0,22371,Aaron Baddeley,23,27
106,0,24507,Jason Bohn,23,29
106,0,30925,Dustin Johnson,23,30
106,0,27933,John Merrick,23,33
106,0,27556,Ted Potter Jr.,23,41
106,0,26476,Chez Reavie,23,27
106,0,23623,Bo Van Pelt,23,30
106,0,27770,Camilo Villegas,23,36
106,0,25804,Bubba Watson,23,28
116,0,24227,Justin Bolli,22,30
116,0,37273,Derek Ernst,22,25
116,0,34098,Russell Henley,22,33
116,0,27408,Martin Kaymer,22,26
116,0,30711,Colt Knost,22,26
116,0,20443,Jin Park,22,27
116,0,23325,Vaughn Taylor,22,24
116,0,28310,Lee Williams,22,26
124,0,28089,Jason Day,21,29
124,0,28679,Fabián Gómez,21,26
124,0,19970,Robert Karlsson,21,27
124,0,08075,Jerry Kelly,21,27
124,0,25345,Carl Pettersson,21,30
124,0,22405,Justin Rose,21,26
130,0,20593,Greg Chalmers,20,22
130,0,33461,Morgan Hoffmann,20,27
130,0,34261,Scott Langley,20,27
130,0,06567,Vijay Singh,20,30
130,0,22295,Darron Stiles,20,27
130,0,27214,Kevin Streelman,20,27
130,0,31560,Brian Stuard,20,31
130,0,27330,Josh Teater,20,27
130,0,20396,Lee Westwood,20,34
139,0,06522,Ernie Els,19,23
139,0,10809,Jim Furyk,19,25
139,0,12782,Tim Herron,19,24
139,0,27120,Troy Matteson,19,27
139,0,25562,Andres Romero,19,27
139,0,26497,Casey Wittenberg,19,29
145,0,23452,Nicolas Colsaerts,18,29
145,0,01320,Bob Estes,18,24
145,0,23108,Matt Kuchar,18,22
145,0,21099,David Lynn,18,24
145,0,01810,Phil Mickelson,18,22
145,0,23320,Ryan Palmer,18,29
145,0,23788,D.J. Trahan,18,24
152,0,24358,Robert Garrigus,17,22
152,0,20766,Padraig Harrington,17,19
152,0,26758,David Hearn,17,26
152,0,25572,Graeme McDowell,17,21
152,0,23497,Tag Ridings,17,22
157,0,29479,Scott Brown,16,21
157,0,32102,Rickie Fowler,16,24
157,0,33418,Shawn Stefani,16,19
160,0,21731,Freddie Jacobson,15,20
160,0,28237,Rory McIlroy,15,22
162,0,06004,Stephen Ames,14,21
162,0,21209,Sergio Garcia,14,20
162,0,28135,Aaron Watkins,14,16
162,0,24663,Y.E. Yang,14,20
166,0,19846,Brian Gay,13,21
166,0,20572,Rod Pampling,13,15
166,0,26331,Charl Schwartzel,13,17
166,0,29221,Webb Simpson,13,23
166,0,02206,David Toms,13,19
166,0,10423,Mike Weir,13,18
172,0,23135,Tim Clark,12,17
172,0,24502,Adam Scott,12,18
172,0,29425,Andrew Svoboda,12,13
175,0,23983,Luke Donald,11,15
175,0,32698,Bobby Gates,11,16
175,0,06527,Steve Stricker,11,17
175,0,08793,Tiger Woods,11,16
179,0,24138,Ian Poulter,10,18
180,0,22792,Peter Hanson,8,11
