RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,29221,Webb Simpson,4.53,13,287,95.4
2,0,19846,Brian Gay,5.83,13,223,94.1
3,0,26758,David Hearn,5.96,17,285,94.0
4,0,08793,Tiger Woods,6.04,11,182,93.9
5,0,26331,Charl Schwartzel,6.05,13,215,93.9
6,0,32698,Bobby Gates,6.18,11,178,93.8
7,0,24502,Adam Scott,6.38,12,188,93.6
8,0,32102,Rickie Fowler,6.50,16,246,93.5
9,0,27214,Kevin Streelman,6.54,20,306,93.4
10,0,23983,Luke Donald,6.55,11,168,93.4
11,0,21209,Sergio Garcia,6.57,14,213,93.4
12,0,23320,Ryan Palmer,6.74,18,267,93.2
13,0,01320,Bob Estes,6.77,18,266,93.2
14,0,23108,Matt Kuchar,6.82,18,264,93.1
15,0,20593,Greg Chalmers,6.83,20,293,93.1
16,0,23497,Tag Ridings,6.97,17,244,93.0
17,0,10809,Jim Furyk,6.99,19,272,93.0
18,0,22792,Peter Hanson,7.02,8,114,92.9
19,0,27933,John Merrick,7.10,23,324,92.9
20,0,26497,Casey Wittenberg,7.12,19,267,92.8
21,0,34098,Russell Henley,7.14,22,308,92.8
22,0,29479,Scott Brown,7.21,16,222,92.7
23,0,06004,Stephen Ames,7.22,14,194,92.7
24,0,28475,Jeff Overton,7.25,24,331,92.7
25,0,24138,Ian Poulter,7.30,10,137,92.7
26,0,27120,Troy Matteson,7.34,19,259,92.6
27,0,06527,Steve Stricker,7.43,11,148,92.5
28,0,25834,Daniel Summerhays,7.52,27,359,92.4
29,0,33141,Keegan Bradley,7.57,24,317,92.4
30,0,31560,Brian Stuard,7.63,20,262,92.3
31,0,29425,Andrew Svoboda,7.64,12,157,92.3
32,0,28089,Jason Day,7.66,21,274,92.3
33,0,10860,Justin Leonard,7.67,24,313,92.3
34,0,33418,Shawn Stefani,7.69,16,208,92.3
35,0,35139,Richard Lee,7.78,27,347,92.2
36,0,23800,Bryce Molder,7.82,24,307,92.1
37,0,34261,Scott Langley,7.87,20,254,92.1
38,0,10423,Mike Weir,7.93,13,164,92.0
39,0,21099,David Lynn,7.96,18,226,92.0
40,0,27330,Josh Teater,7.97,20,251,92.0
41,0,25345,Carl Pettersson,7.98,21,263,92.0
42,0,27644,Brian Harman,8.00,24,300,92.0
42,0,01810,Phil Mickelson,8.00,18,225,92.0
44,0,26476,Chez Reavie,8.07,23,285,91.9
45,0,21731,Freddie Jacobson,8.15,15,184,91.8
46,0,24924,Bill Haas,8.18,26,318,91.8
46,0,30711,Colt Knost,8.18,22,269,91.8
48,0,29420,Billy Horschel,8.27,31,375,91.7
49,0,24663,Y.E. Yang,8.33,14,168,91.6
50,0,23135,Tim Clark,8.39,12,143,91.6
51,0,08075,Jerry Kelly,8.40,21,250,91.6
52,0,33419,Cameron Tringale,8.50,30,353,91.5
53,0,30750,Tommy Gainey,8.53,25,293,91.4
54,0,24358,Robert Garrigus,8.59,17,198,91.4
54,0,27963,Chris Stroud,8.59,28,326,91.4
56,0,25562,Andres Romero,8.64,19,220,91.3
57,0,24781,Hunter Mahan,8.66,29,335,91.3
58,0,24024,Zach Johnson,8.70,24,276,91.3
59,0,24846,Ricky Barnes,8.72,26,298,91.2
59,0,23353,J.J. Henry,8.72,34,390,91.2
61,0,28679,Fabián Gómez,8.75,21,240,91.2
61,0,28135,Aaron Watkins,8.75,14,160,91.2
63,0,32448,James Hahn,8.82,24,272,91.1
64,0,36884,Ben Kohles,8.96,25,279,91.0
65,0,31323,Gary Woodland,9.01,32,355,90.9
66,0,28092,D.H. Lee,9.19,25,272,90.8
67,0,26851,Marc Leishman,9.22,26,282,90.7
68,0,24361,Pat Perez,9.26,25,270,90.7
69,0,31202,William McGirt,9.27,28,302,90.7
70,0,25804,Bubba Watson,9.31,23,247,90.6
71,0,06573,Brandt Jobe,9.43,25,265,90.5
72,0,08725,Tom Gillis,9.47,25,264,90.5
73,0,22371,Aaron Baddeley,9.50,23,242,90.5
74,0,21961,Charles Howell III,9.51,35,368,90.4
74,0,10213,Dicky Pride,9.51,25,263,90.4
