RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL MONEY,OFFICIAL MONEY,WGC MONEY ONLY
1,0,20396,Lee Westwood,$3564954,339995400,16500000
2,0,27408,Martin Kaymer,$2356460,176279303,59366667
3,0,26331,Charl Schwartzel,$1666845,67684531,99000000
4,-1,26329,Louis Oosthuizen,$1431427,130559320,12583334
5,0,19970,Robert Karlsson,$990170,85316954,13700000
6,-2,22896,Grégory Havret,$810000,81000000
7,-2,23814,Edoardo Molinari,$770018,63651808,13350000
8,-2,25198,Francesco Molinari,$568696,35819633,21050000
9,-2,27072,Alvaro Quiros,$549764,23246435,31730000
10,-2,22792,Peter Hanson,$479575,17907482,30050000
11,-2,27506,Oliver Wilson,$464472,9072195,37375000
12,-2,24511,Thongchai Jaidee,$414185,9868500,31550000
13,-2,19958,Miguel Angel Jiménez,$371250,21299975,15825000
14,-2,10117,Bob Heintz,$355047,35504700
15,-2,30852,Ryo Ishikawa,$336430,14917975,18725000
16,-2,24748,WC Liang,$315436,24543571,7000000
17,-2,24512,Simon Dyson,$304321,17107086,13325000
18,-2,26908,Yuta Ikeda,$263713,9846333,16525000
19,-2,30004,Ross McGowan,$259722,4872200,21100000
20,-2,22986,Søren Kjeldsen,$246989,15898932,8800000
21,-2,20104,Ken Duke,$220777,22077714
22,-2,27896,Ross Fisher,$217796,6658182,15121428
23,-2,25336,Alistair Presnell,$214300,0,21430000
24,-2,26539,Robert Rock,$186239,18623903
25,-2,23624,Soren Hansen,$170750,0,17075000
26,-2,25349,Tim Wilkinson,$160706,16070586
27,-2,20859,Anders Hansen,$151000,0,15100000
28,-2,20376,Stephen Gallacher,$149245,14924500
29,-2,24957,Simon Khan,$114021,7764630,3637500
30,-2,25191,Gonzalo Fernandez-Castaño,$99633,3713334,6250000
31,-2,31323,Gary Woodland,$95815,9581512
32,-2,29223,Sam Saunders,$95226,9522644
33,-2,27349,Alex Noren,$92250,0,9225000
34,-2,20473,Ignacio Garrido,$87840,8783954
35,-2,30909,David Horsey,$84450,4670000,3775000
36,-2,29289,S.Y. Noh,$81422,8142200
37,-2,24494,Erik Compton,$77245,7724500
38,-2,07707,Mike Small,$69665,6966500
39,-2,30924,Rhys Davies,$66512,2876166,3775000
40,-2,20213,Katsumasa Miyamoto,$63500,0,6350000
41,-2,26500,Alejandro Cañizares,$55956,5595575
42,-2,30926,Chris Kirk,$54480,5448000
43,-2,26525,Grégory Bourdy,$54475,1522500,3925000
44,-2,22983,Bradley Dredge,$48000,4799975
44,-2,23481,Marcel Siem,$48000,4799975
46,-2,29461,Jamie Lovemark,$45400,4540000
47,-2,22000,Chris Wood,$45000,0,4500000
48,-2,32366,Kevin Chappell,$44000,4400000
48,-2,27447,John Ellis,$44000,4400000
48,-2,24083,Marcus Fraser,$44000,0,4400000
51,-2,19825,Darren Clarke,$43275,4327529
52,-2,30110,Kyle Stanley,$43090,4309000
53,-2,20669,James Kingston,$42250,0,4225000
54,-2,21633,Steve Allan,$42000,4200000
55,-2,22400,Hennie Otto,$40750,0,4075000
56,-2,28258,K.T. Kim,$38102,3810228
57,-2,20596,Michael Jonzon,$35875,0,3587500
58,-2,06573,Brandt Jobe,$35317,3531667
59,-2,32698,Bobby Gates,$34722,3472200
60,-2,20935,Toru Taniguchi,$34720,3471991
61,-2,33204,Shane Lowry,$33792,3379182
61,-2,25734,Colm Moriarty,$33792,3379182
63,-2,32416,Benjamin Fox,$33540,3354000
64,-2,20367,Fredrik Andersson Hed,$31843,3184298
65,-2,20121,Todd Fischer,$31200,3120000
66,-2,08635,Colin Montgomerie,$30978,3097774
67,-2,23497,Tag Ridings,$28594,2859400
68,-2,27064,Jhonattan Vegas,$26483,2648333
69,-2,28486,Michael Putnam,$23850,2385000
70,-2,23540,Jason Allred,$23385,2338500
70,-2,26499,Rafa Cabrera Bello,$23385,2338500
70,-2,31557,Jim Herman,$23385,2338500
73,-2,32495,Rob Grube,$19890,1989000
73,-2,33399,Adam Hadwin,$19890,1989000
73,-2,27768,Brock Mackenzie,$19890,1989000
76,-2,23699,Danny Chia,$19046,1904630
76,-2,23984,Zane Scotland,$19046,1904630
78,-2,33168,Michael O'Neal,$18424,1842400
79,-2,21284,Hiroyuki Fujita,$18368,1836800
80,-2,02076,Peter Senior,$18048,1804791
81,-2,31114,Drew Weaver,$17366,1736550
82,-2,12682,Hirofumi Miyase,$17126,1712631
82,-2,27821,Steven Tiley,$17126,1712631
84,-2,19905,Andrew Coltart,$16742,1674231
85,-2,31141,Gareth Maybin,$16672,1667200
86,-2,24461,Thomas Aiken,$16358,1635831
87,-2,32874,Erick Justesen,$15651,1565100
88,-2,33464,Danny Wax,$14450,1445000
89,-2,25431,Rob Labritz,$14150,1415000
90,-2,21660,Jason Schultz,$13845,1384500
91,-2,24786,Jeff Burns,$13237,1323700
92,-2,28302,Matthew Richardson,$13023,1302300
93,-2,12662,Thomas Levet,$12960,1296000
93,-2,19985,Santiago Luna,$12960,1296000
95,-2,25842,Jon Mills,$12818,1281800
96,-2,34478,Jerry Richardson Jr.,$12725,1272450
97,-2,23633,Phil Schmitt,$12544,1254400
98,-2,25450,Ty Tryon,$12293,1229300
99,-2,23778,Brad Adamonis,$12060,1206000
100,-2,25457,Alexandre Rocha,$12040,1204000
101,-2,25972,Pablo Martin Benavides,$11707,1170700
101,-2,34257,Jason Preeo,$11707,1170700
103,-2,31437,Chris Rogers,$11704,1170400
104,-2,26497,Casey Wittenberg,$11200,1120000
105,-2,25398,Ryuichi Oda,$11165,1116500
106,-2,33140,Alex Hamilton,$10836,1083555
107,-2,27324,Seungsu Han,$10812,1081200
108,-2,32831,Aaron Goldberg,$10615,1061500
109,-2,29425,Andrew Svoboda,$10556,1055600
110,-2,33120,Mark Anderson,$10203,1020300
111,-2,20567,Kevin Hayashi,$9900,990000
112,-2,33788,Blake Trimble,$9752,975200
113,-2,28860,Daniel Barbetti,$9481,948112
113,-2,23465,Peter Gustafsson,$9481,948111
113,-2,32532,Manuel Villegas,$9481,948111
116,-2,29222,Billy Hurley III,$8560,856000
117,-2,10217,Warren Schutte,$8471,847100
118,-2,33451,Matt Hill,$7305,730500
