RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,22896,Grégory Havret,$405000,810000
2,0,20396,Lee Westwood,$309086,3399954
3,0,26329,Louis Oosthuizen,$261118,1305593
4,0,10809,Jim Furyk,$229029,4809622
5,0,06522,Ernie Els,$227943,4558861
6,0,06527,Steve Stricker,$220538,4190235
7,0,25364,Paul Casey,$212540,3613193
8,0,30925,Dustin Johnson,$194483,4473121
9,0,01810,Phil Mickelson,$191086,3821733
10,0,23108,Matt Kuchar,$188864,4910476
11,0,26539,Robert Rock,$186239,186239
12,0,29718,Anthony Kim,$183922,2574921
13,0,23983,Luke Donald,$183261,3665234
14,0,27408,Martin Kaymer,$176279,1762793
15,0,20157,Retief Goosen,$169373,3218088
16,0,22405,Justin Rose,$163787,3603331
17,0,28237,Rory McIlroy,$159642,2554279
18,0,25572,Graeme McDowell,$158933,1589336
19,0,27770,Camilo Villegas,$151776,3035522
20,0,23135,Tim Clark,$147083,3530002
21,0,25804,Bubba Watson,$145409,3198998
22,0,24781,Hunter Mahan,$142981,3574549
23,0,24138,Ian Poulter,$138644,2079663
24,0,10885,Robert Allenby,$135227,2974997
25,0,28475,Jeff Overton,$132936,3456355
26,0,22046,Geoff Ogilvy,$125949,2393045
27,0,24502,Adam Scott,$124470,2489401
28,0,28089,Jason Day,$121013,2904326
29,0,23623,Bo Van Pelt,$119152,3336257
30,0,23541,Ben Crane,$118395,2841500
31,0,10117,Bob Heintz,$118349,355047
32,0,24024,Zach Johnson,$116679,2916993
33,0,24924,Bill Haas,$116205,2905136
34,0,21407,Arjun Atwal,$115934,1507142
35,0,23320,Ryan Palmer,$110566,2985296
36,0,08793,Tiger Woods,$107897,1294764
37,0,12716,Charley Hoffman,$106651,2559645
38,0,27095,Nick Watney,$105696,2536713
39,0,01928,Corey Pavin,$104899,839193
40,0,32102,Rickie Fowler,$102039,2857108
41,0,24357,K.J. Choi,$99998,2199961
42,0,26596,Ryan Moore,$98950,2374823
43,0,22293,Heath Slocum,$95507,2387686
44,0,27141,J.B. Holmes,$91778,2386247
45,0,20473,Ignacio Garrido,$87839,87839
46,0,27936,Martin Laird,$82227,2137927
47,0,23814,Edoardo Molinari,$79564,636518
48,0,25396,Kevin Na,$77762,2021814
49,0,19970,Robert Karlsson,$77560,853169
50,0,20766,Padraig Harrington,$76747,1381452
51,0,24507,Jason Bohn,$76190,1904762
52,0,02239,Scott Verplank,$75145,1653190
53,0,20376,Stephen Gallacher,$74622,149245
54,0,24140,Sean O'Hair,$74361,1859039
55,0,24358,Robert Garrigus,$71967,1583275
56,0,23325,Vaughn Taylor,$70725,1838861
57,0,21731,Freddie Jacobson,$69427,1666252
58,0,20229,Stewart Cink,$68418,1573635
59,0,23638,Brendon de Jonge,$67749,2167978
60,0,26882,Michael Sim,$66946,1338926
61,0,25345,Carl Pettersson,$66705,1934464
62,0,20848,Ángel Cabrera,$66654,1266439
63,0,25900,Lucas Glover,$65707,1511275
64,0,24846,Ricky Barnes,$65542,1835195
65,0,02206,David Toms,$63639,1590997
66,0,20098,Stuart Appleby,$63413,1965824
67,0,21209,Sergio Garcia,$62456,936845
68,0,24663,Y.E. Yang,$61986,1301726
69,0,27649,Brandt Snedeker,$61641,1602689
70,0,28158,Steve Marino,$61634,1479239
71,0,26331,Charl Schwartzel,$61531,676845
72,0,24748,WC Liang,$61358,245435
73,0,23788,D.J. Trahan,$59988,1619693
74,0,23621,Rory Sabbatini,$59492,1546808
75,0,24925,Jonathan Byrd,$59037,1534981
76,0,20160,Charlie Wi,$58092,1568492
77,0,26851,Marc Leishman,$57262,1488837
78,0,01226,Fred Couples,$56772,397406
79,0,06567,Vijay Singh,$55594,1334262
80,0,23800,Bryce Molder,$54939,1428438
