RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,01098,Jay Don Blake,10.32,26,252
2,0,01381,Fred Funk,10.82,42,388
3,0,01203,Russ Cochran,11.71,35,299
4,0,02104,Jeff Sluman,11.73,38,324
5,0,01219,John Cook,11.85,34,287
6,0,06044,Scott Gump,12.00,36,300
7,0,06617,Brian Henninger,12.42,40,322
8,0,01014,Fulton Allem,12.43,22,177
9,0,08931,Glen Day,12.54,42,335
10,0,02245,Grant Waite,12.86,36,280
11,0,01306,David Edwards,13.04,27,207
12,0,01361,Dan Forsman,13.24,36,272
13,0,01685,J.L. Lewis,13.27,43,324
14,0,07235,John Morse,13.42,20,149
15,0,10809,Jim Furyk,13.46,49,364
16,0,01468,Gary Hallberg,13.50,27,200
17,0,06567,Vijay Singh,13.55,45,332
18,0,02010,Loren Roberts,13.58,36,265
19,0,09011,David Duval,13.70,47,343
19,0,01320,Bob Estes,13.70,50,365
21,0,20229,Stewart Cink,13.77,50,363
22,0,06595,Kevin Sutherland,13.80,45,326
23,0,06332,Neal Lancaster,13.82,38,275
24,0,01185,Brandel Chamblee,13.90,41,295
24,0,11032,Frank Lickliter II,13.90,51,367
26,0,01599,Steve Jones,13.93,39,280
27,0,01707,Steve Lowery,14.04,40,285
28,0,10860,Justin Leonard,14.11,47,333
29,0,01723,Andrew Magee,14.16,47,332
30,0,08553,Lee Porter,14.23,39,274
31,0,01457,Jay Haas,14.29,36,252
32,0,02239,Scott Verplank,14.33,50,349
33,0,02223,Bob Tway,14.40,52,361
34,0,01035,Tommy Armour III,14.48,43,297
35,0,01577,Lee Janzen,14.52,45,310
36,0,02106,Chris Smith,14.60,40,274
37,0,01943,Chris Perry,14.61,58,397
38,0,06004,Stephen Ames,14.62,25,171
39,0,02007,Larry Rinker,14.66,45,307
40,0,01475,Donnie Hammond,14.75,41,278
41,0,12663,Phil Tataurangi,14.81,36,243
42,0,10423,Mike Weir,14.83,35,236
43,0,01677,Tom Lehman,14.86,37,249
44,0,01887,Mark O'Meara,14.88,36,242
45,0,01706,Davis Love III,14.90,45,302
45,0,02146,Payne Stewart,14.90,38,255
47,0,06078,Esteban Toledo,14.92,44,295
48,0,01527,Scott Hoch,14.96,54,361
49,0,01748,Doug Martin,14.97,50,334
50,0,20098,Stuart Appleby,14.98,31,207
51,0,01761,Len Mattiace,15.00,51,340
52,0,12660,Jesper Parnevik,15.04,34,226
53,0,01282,Trevor Dodds,15.10,45,298
54,0,01891,David Ogrin,15.15,50,330
55,0,01226,Fred Couples,15.18,39,257
55,0,08545,Glen Hnatiuk,15.18,39,257
57,0,01823,Larry Mize,15.22,42,276
58,0,01161,Mark Calcavecchia,15.23,53,348
59,0,12645,Brent Geiberger,15.24,48,315
60,0,06575,Dudley Hart,15.26,38,249
61,0,07457,Steve Flesch,15.30,56,366
62,0,01385,Jim Gallagher Jr.,15.35,31,202
63,0,01261,Jay Delsing,15.38,38,247
63,0,01414,Bob Gilder,15.38,38,247
63,0,08385,Omar Uresti,15.38,54,351
66,0,01510,Nolan Henke,15.41,45,292
67,0,01968,Nick Price,15.51,29,187
68,0,02206,David Toms,15.59,46,295
69,0,01376,Bob Friend,15.63,40,256
70,0,08793,Tiger Woods,15.66,44,281
71,0,02133,Craig Stadler,15.67,34,217
72,0,01810,Phil Mickelson,15.69,43,274
73,0,01569,Peter Jacobsen,15.70,35,223
74,0,01024,Billy Andrade,15.73,53,337
74,0,01941,Tom Pernice Jr.,15.73,42,267
76,0,07569,Mark Carnevale,15.77,47,298
77,0,01139,Olin Browne,15.79,36,228
78,0,10457,Frank Nobilo,15.82,28,177
79,0,06090,Jim McGovern,15.85,42,265
80,0,01553,John Huston,15.88,57,359
81,0,01996,Mike Reid,15.95,37,232
82,0,02101,Joey Sindelar,16.05,48,299
83,0,02214,Kirk Triplett,16.10,43,267
84,0,07749,Brett Quigley,16.11,48,298
85,0,01323,Brad Fabel,16.14,46,285
86,0,02279,Mark Wiebe,16.17,38,235
87,0,01388,Robert Gamez,16.23,37,228
88,0,01945,Kenny Perry,16.27,48,295
88,0,02099,Scott Simpson,16.27,27,166
90,0,01063,Ben Bates,16.28,56,344
91,0,20094,Jonathan Kaye,16.33,32,196
92,0,01331,Rick Fehr,16.43,34,207
93,0,01619,Skip Kendall,16.53,62,375
94,0,01157,Tom Byrum,16.55,48,290
95,0,01334,Keith Fergus,16.56,25,151
96,0,01175,Jim Carter,16.57,56,338
97,0,06056,Jim Estes,16.58,31,187
98,0,10569,Mike Brisky,16.67,43,258
98,0,01201,Lennie Clements,16.67,30,180
98,0,01926,Steve Pate,16.67,49,294
101,0,01266,Clark Dennis,16.73,44,263
102,0,06522,Ernie Els,16.78,25,149
103,0,02246,Duffy Waldorf,16.79,47,280
104,0,07101,Dave Stockton Jr.,16.81,40,238
105,0,06643,Paul Goydos,16.86,57,338
106,0,02267,D.A. Weibring,16.90,36,213
107,0,01607,Brian Kamm,16.98,36,212
108,0,08993,Franklin Langham,17.00,51,300
109,0,01724,Jeff Maggert,17.06,51,299
110,0,01797,Rocco Mediate,17.09,47,275
111,0,06527,Steve Stricker,17.11,51,298
112,0,01378,David Frost,17.14,36,210
113,0,01771,Blaine McCallister,17.16,58,338
114,0,06621,Joe Durant,17.24,45,261
115,0,01006,John Adams,17.30,32,185
116,0,01353,Bruce Fleisher,17.35,38,219
116,0,08537,J.P. Hayes,17.35,38,219
116,0,07707,Mike Small,17.35,34,196
119,0,01096,Phil Blackmar,17.36,42,242
120,0,01928,Corey Pavin,17.37,33,190
121,0,01116,Michael Bradley,17.39,40,230
122,0,06064,Jeff Gallagher,17.44,49,281
123,0,02294,Willie Wood,17.48,43,246
124,0,01905,Joe Ozaki,17.51,31,177
125,0,01093,Ronnie Black,17.52,41,234
126,0,06315,Pete Jordan,17.54,47,268
127,0,19881,Robert Damron,17.57,55,313
127,0,02135,Mike Standly,17.57,42,239
129,0,02218,Ted Tryba,17.58,61,347
130,0,02321,Fuzzy Zoeller,17.70,40,226
131,0,06581,David Sutherland,17.73,53,299
132,0,01533,P.H. Horgan III,17.75,60,338
133,0,01132,Mark Brooks,17.86,50,280
134,0,01920,Craig Parry,17.91,24,134
135,0,01326,Nick Faldo,17.97,23,128
136,0,06251,Chris DiMarco,18.01,56,311
137,0,21805,Harrison Frazar,18.02,51,283
138,0,02170,Hal Sutton,18.18,68,374
138,0,06791,Mark Wurtz,18.18,30,165
140,0,20099,Doug Barron,18.24,54,296
141,0,01717,Sandy Lyle,18.28,34,186
142,0,02241,Bobby Wadkins,18.36,47,256
143,0,06132,Sonny Skinner,18.57,44,237
144,0,01766,Billy Mayfair,18.63,57,306
145,0,08375,Paul Stankowski,18.77,52,277
146,0,10195,Tim Conley,18.81,41,218
147,0,02002,John Riegger,18.82,51,271
148,0,02131,Mike Springer,18.84,68,361
149,0,02023,Clarence Rose,18.93,60,317
150,0,01191,Barry Cheesman,18.94,61,322
150,0,01408,Kelly Gibson,18.94,68,359
152,0,01633,Tom Kite,19.15,36,188
153,0,02008,Lee Rinker,19.24,61,317
154,0,21584,Richie Coughlan,19.26,57,296
155,0,10733,Kent Jones,19.35,48,248
156,0,12782,Tim Herron,19.38,63,325
157,0,10213,Dicky Pride,19.44,28,144
158,0,10585,Scott McCarron,19.57,54,276
159,0,01042,Paul Azinger,19.69,51,259
160,0,21631,Iain Steel,19.76,33,167
161,0,01060,Dave Barr,19.88,32,161
162,0,01302,R.W. Eaks,19.93,55,276
163,0,01549,Mike Hulbert,20.07,54,269
164,0,02159,Curtis Strange,20.13,32,159
165,0,21593,Keith Nolan,20.29,28,138
166,0,01249,John Daly,20.30,55,271
166,0,01604,Steve Jurgensen,20.30,40,197
168,0,19883,Joe Daley,20.41,40,196
169,0,08075,Jerry Kelly,20.47,61,298
170,0,07087,Hugh Royer III,20.66,50,242
171,0,07753,Kevin Wentworth,20.85,54,259
172,0,01133,Billy Ray Brown,20.96,35,167
173,0,06012,Greg Kraft,21.05,60,285
174,0,19824,Craig Barlow,21.16,51,241
175,0,01705,Tim Loustalot,21.26,44,207
176,0,06613,Tommy Tolles,21.35,60,281
177,0,01329,Brad Faxon,21.37,56,262
178,0,08339,Spike McRoy,21.43,57,266
179,0,06270,Bobby Gage,21.79,34,156
180,0,01960,Don Pooley,21.91,39,178
181,0,06214,Guy Boros,22.05,58,263
182,0,10962,Bradley Hughes,22.06,45,204
183,0,20154,Guy Hill,22.95,42,183
184,0,10207,Jimmy Johnston,23.13,37,160
185,0,12755,Vance Veazey,24.27,50,206
186,0,01068,Andy Bean,25.00,33,132
