RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,10809,Jim Furyk,2.09,167,80
2,0,25804,Bubba Watson,2.16,158,73
3,0,21209,Sergio Garcia,2.17,126,58
4,0,30925,Dustin Johnson,2.19,125,57
4,0,24502,Adam Scott,2.19,149,68
6,0,28237,Rory McIlroy,2.20,141,64
7,0,25396,Kevin Na,2.21,208,94
8,0,27556,Ted Potter Jr.,2.26,154,68
9,0,33141,Keegan Bradley,2.27,200,88
10,0,20645,John Senden,2.28,226,99
11,0,28089,Jason Day,2.29,110,48
12,0,12510,Chad Campbell,2.30,122,53
12,0,24024,Zach Johnson,2.30,221,96
14,0,32102,Rickie Fowler,2.31,196,85
15,0,27436,Graham DeLaet,2.33,184,79
15,0,33122,Russell Knox,2.33,214,92
17,0,12716,Charley Hoffman,2.34,218,93
17,0,08075,Jerry Kelly,2.34,187,80
17,0,02206,David Toms,2.34,145,62
20,0,26758,David Hearn,2.35,228,97
21,0,01810,Phil Mickelson,2.37,168,71
21,0,22405,Justin Rose,2.37,161,68
23,0,23108,Matt Kuchar,2.39,210,88
24,0,30944,Jason Kokrak,2.40,156,65
24,0,27963,Chris Stroud,2.40,211,88
24,0,33419,Cameron Tringale,2.40,266,111
27,0,25444,Justin Hicks,2.41,239,99
27,0,29289,S.Y. Noh,2.41,222,92
29,0,25632,Jimmy Walker,2.42,232,96
30,0,29425,Andrew Svoboda,2.44,188,77
31,0,24361,Pat Perez,2.46,207,84
32,0,30927,Brendon Todd,2.47,267,108
32,0,31323,Gary Woodland,2.47,227,92
34,0,29420,Billy Horschel,2.48,223,90
34,0,25572,Graeme McDowell,2.48,154,62
36,0,21961,Charles Howell III,2.49,264,106
36,0,33413,Ben Martin,2.49,199,80
38,0,29222,Billy Hurley III,2.50,215,86
39,0,23623,Bo Van Pelt,2.51,208,83
40,0,34261,Scott Langley,2.52,234,93
41,0,30926,Chris Kirk,2.53,263,104
41,0,27064,Jhonattan Vegas,2.53,190,75
43,0,34021,Bud Cauley,2.54,142,56
43,0,20157,Retief Goosen,2.54,229,90
43,0,24924,Bill Haas,2.54,267,105
46,0,21731,Freddie Jacobson,2.55,232,91
46,0,26951,Johnson Wagner,2.55,166,65
48,0,35539,Luke Guthrie,2.56,218,85
48,0,27330,Josh Teater,2.56,225,88
50,0,32366,Kevin Chappell,2.57,247,96
50,0,29535,Brice Garnett,2.57,226,88
50,0,25349,Tim Wilkinson,2.57,211,82
53,0,27644,Brian Harman,2.58,286,111
53,0,26331,Charl Schwartzel,2.58,160,62
53,0,29518,Brendan Steele,2.58,219,85
56,0,24846,Ricky Barnes,2.59,228,88
56,0,34099,Harris English,2.59,238,92
56,0,27466,Spencer Levin,2.59,153,59
56,0,23800,Bryce Molder,2.59,189,73
60,0,23353,J.J. Henry,2.61,227,87
60,0,28475,Jeff Overton,2.61,198,76
60,0,27770,Camilo Villegas,2.61,248,95
63,0,19846,Brian Gay,2.62,207,79
63,0,29478,Kevin Kisner,2.62,223,85
65,0,34265,Will Wilcox,2.63,129,49
66,0,25364,Paul Casey,2.64,148,56
66,0,24140,Sean O'Hair,2.64,203,77
66,0,22293,Heath Slocum,2.64,182,69
66,0,26679,Kevin Stadler,2.64,235,89
70,0,27895,Jonas Blixt,2.65,164,62
70,0,23135,Tim Clark,2.65,199,75
70,0,25834,Daniel Summerhays,2.65,260,98
73,0,24490,George McNeill,2.66,210,79
74,0,28500,Martin Flores,2.67,227,85
74,0,29740,Brad Fritsch,2.67,128,48
74,0,10860,Justin Leonard,2.67,200,75
74,0,34360,Patrick Reed,2.67,240,90
74,0,33418,Shawn Stefani,2.67,160,60
79,0,24925,Jonathan Byrd,2.68,193,72
79,0,23320,Ryan Palmer,2.68,228,85
79,0,34046,Jordan Spieth,2.68,263,98
79,0,31560,Brian Stuard,2.68,233,87
79,0,32150,Michael Thompson,2.68,198,74
84,0,32640,Troy Merritt,2.69,167,62
85,0,20098,Stuart Appleby,2.70,243,90
85,0,23638,Brendon de Jonge,2.70,294,109
85,0,23983,Luke Donald,2.70,151,56
85,0,31202,William McGirt,2.70,259,96
89,0,21753,Brian Davis,2.71,252,93
89,0,28307,Matt Every,2.71,230,85
89,0,26596,Ryan Moore,2.71,228,84
92,0,06567,Vijay Singh,2.72,226,83
93,0,30852,Ryo Ishikawa,2.73,205,75
93,0,36689,Brooks Koepka,2.73,153,56
93,0,34264,Hudson Swafford,2.73,194,71
96,0,24507,Jason Bohn,2.74,222,81
96,0,29479,Scott Brown,2.74,274,100
96,0,23541,Ben Crane,2.74,222,81
96,0,29221,Webb Simpson,2.74,230,84
96,0,28132,Tyrone Van Aswegen,2.74,214,78
101,0,25345,Carl Pettersson,2.75,250,91
101,0,27649,Brandt Snedeker,2.75,239,87
103,0,24358,Robert Garrigus,2.76,221,80
104,0,24494,Erik Compton,2.77,244,88
105,0,20104,Ken Duke,2.78,217,78
105,0,26300,Matt Jones,2.78,231,83
105,0,26851,Marc Leishman,2.78,222,80
108,0,10885,Robert Allenby,2.79,226,81
108,0,22371,Aaron Baddeley,2.79,201,72
108,0,20229,Stewart Cink,2.79,254,91
108,0,33461,Morgan Hoffmann,2.79,276,99
108,0,34431,Robert Streb,2.79,198,71
113,0,29461,Jamie Lovemark,2.80,168,60
113,0,01724,Jeff Maggert,2.80,151,54
113,0,24781,Hunter Mahan,2.80,238,85
113,0,35541,John Peterson,2.80,168,60
113,0,20160,Charlie Wi,2.80,196,70
118,0,25562,Andres Romero,2.82,217,77
119,0,34174,John Huh,2.83,235,83
119,0,26956,Bronson La'Cassie,2.83,133,47
121,0,27936,Martin Laird,2.84,176,62
121,0,24912,Will MacKenzie,2.84,233,82
121,0,32839,Hideki Matsuyama,2.84,227,80
121,0,27095,Nick Watney,2.84,213,75
121,0,20396,Lee Westwood,2.84,159,56
126,0,06522,Ernie Els,2.85,225,79
126,0,21528,Henrik Stenson,2.85,154,54
128,0,35139,Richard Lee,2.87,224,78
128,0,24663,Y.E. Yang,2.87,224,78
130,0,22621,Ben Curtis,2.88,210,73
131,0,32334,Charlie Beljan,2.89,208,72
131,0,22046,Geoff Ogilvy,2.89,231,80
133,0,20593,Greg Chalmers,2.90,235,81
133,0,01706,Davis Love III,2.90,209,72
135,0,31557,Jim Herman,2.91,169,58
135,0,29926,Danny Lee,2.91,233,80
137,0,25720,Chad Collins,2.92,216,74
138,0,27141,J.B. Holmes,2.93,252,86
139,0,27408,Martin Kaymer,2.94,188,64
139,0,27933,John Merrick,2.94,244,83
139,0,28486,Michael Putnam,2.94,300,102
139,0,35732,Wes Roach,2.94,185,63
143,0,24357,K.J. Choi,2.95,236,80
143,0,24138,Ian Poulter,2.95,165,56
145,0,22913,John Rollins,2.96,237,80
146,0,28259,Sangmoon Bae,2.99,227,76
146,0,25191,Gonzalo Fernandez-Castaño,2.99,245,82
146,0,23621,Rory Sabbatini,2.99,233,78
149,0,26289,Boo Weekley,3.00,216,72
150,0,22378,Trevor Immelman,3.01,241,80
151,0,25274,Steven Bowditch,3.04,283,93
151,0,30692,Scott Stallings,3.04,231,76
153,0,20498,Briny Baird,3.06,153,50
153,0,25900,Lucas Glover,3.06,202,66
153,0,34563,Chesson Hadley,3.06,257,84
156,0,32200,Roberto Castro,3.07,227,74
157,0,34098,Russell Henley,3.08,283,92
158,0,20848,Ángel Cabrera,3.09,213,69
158,0,34409,David Lingmerth,3.09,235,76
158,0,27120,Troy Matteson,3.09,179,58
158,0,10423,Mike Weir,3.09,201,65
162,0,25240,D.A. Points,3.12,228,73
162,0,27214,Kevin Streelman,3.12,243,78
164,0,32448,James Hahn,3.13,250,80
165,0,25686,Jason Dufner,3.15,170,54
166,0,28092,D.H. Lee,3.16,158,50
167,0,21878,Mark Wilson,3.18,207,65
168,0,30110,Kyle Stanley,3.19,265,83
169,0,28780,Nicholas Thompson,3.20,259,81
170,0,32333,Kevin Tway,3.22,193,60
171,0,07867,Woody Austin,3.24,191,59
171,0,26329,Louis Oosthuizen,3.24,149,46
173,0,35300,Andrew Loupe,3.26,199,61
174,0,30750,Tommy Gainey,3.29,227,69
175,0,37273,Derek Ernst,3.30,251,76
176,0,23409,James Driscoll,3.32,236,71
177,0,31193,Jim Renner,3.64,215,59
