RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
79,0,01527,Scott Hoch,15.46,30,194
80,0,02067,Ted Schulz,15.57,57,366
81,0,01468,Gary Hallberg,15.59,46,295
82,0,02167,Mike Sullivan,15.60,39,250
83,0,02242,Lanny Wadkins,15.61,49,314
84,0,01633,Tom Kite,15.65,54,345
84,0,02298,Jim Woodward,15.65,36,230
86,0,01142,Bart Bryant,15.68,29,185
86,0,02230,Stan Utley,15.68,29,185
88,0,06142,Mitch Adcock,15.79,36,228
88,0,06034,Marco Dawson,15.79,42,266
90,0,06044,Scott Gump,15.85,55,347
91,0,01495,Morris Hatalsky,15.90,31,195
91,0,02223,Bob Tway,15.90,31,195
93,0,01381,Fred Funk,15.92,57,358
93,0,01958,Dan Pohl,15.92,32,201
95,0,02033,Dave Rummells,15.94,44,276
96,0,01458,Jerry Haas,16.09,28,174
97,0,01320,Bob Estes,16.12,44,273
98,0,01797,Rocco Mediate,16.13,45,279
99,0,01837,Gil Morgan,16.23,50,308
100,0,01489,Steve Hart,16.27,41,252
101,0,01443,Hubert Green,16.30,22,135
102,0,02146,Payne Stewart,16.35,51,312
103,0,01261,Jay Delsing,16.37,55,336
104,0,01385,Jim Gallagher Jr.,16.42,66,402
105,0,01846,Jodie Mudd,16.44,37,225
106,0,01006,John Adams,16.46,53,322
107,0,01239,Michael Cunning,16.52,38,230
108,0,01249,John Daly,16.54,44,266
108,0,06332,Neal Lancaster,16.54,64,387
110,0,01549,Mike Hulbert,16.62,62,373
111,0,01168,David Canipe,16.67,35,210
111,0,01388,Robert Gamez,16.67,45,270
111,0,02214,Kirk Triplett,16.67,32,192
111,0,02224,Greg Twiggs,16.67,29,174
115,0,02279,Mark Wiebe,16.73,44,263
116,0,01307,Joel Edwards,16.77,28,167
116,0,01946,Peter Persons,16.77,55,328
118,0,02206,David Toms,16.78,49,292
119,0,01014,Fulton Allem,16.87,55,326
120,0,01475,Donnie Hammond,17.04,38,223
121,0,01725,John Mahaffey,17.11,39,228
122,0,02131,Mike Springer,17.19,49,285
123,0,01569,Peter Jacobsen,17.20,48,279
124,0,06124,Patrick Burke,17.29,51,295
124,0,02321,Fuzzy Zoeller,17.29,37,214
126,0,06284,Jim Hallet,17.30,64,370
127,0,01783,Mark McCumber,17.36,42,242
128,0,01096,Phil Blackmar,17.41,51,293
129,0,01682,Wayne Levi,17.42,50,287
130,0,02225,Howard Twitty,17.45,52,298
131,0,01736,Roger Maltbie,17.54,37,211
132,0,01971,Dillard Pruitt,17.56,49,279
133,0,01934,Dave Peege,17.59,35,199
134,0,01390,Buddy Gardner,17.61,50,284
135,0,02185,Lance Ten Broeck,17.63,61,346
136,0,02101,Joey Sindelar,17.66,68,385
137,0,01975,Tom Purtzer,17.99,43,239
138,0,01755,Dick Mast,18.02,40,222
139,0,01093,Ronnie Black,18.04,57,316
140,0,01550,Ed Humenik,18.13,60,331
140,0,02095,Larry Silveira,18.13,29,160
142,0,01323,Brad Fabel,18.30,58,317
143,0,06048,Dicky Thompson,18.31,39,213
144,0,01139,Olin Browne,18.39,48,261
144,0,01469,Dan Halldorson,18.39,48,261
146,0,01891,David Ogrin,18.52,45,243
147,0,06012,Greg Kraft,18.73,47,251
148,0,01771,Blaine McCallister,18.87,60,318
149,0,06072,Greg Whisman,18.88,47,249
150,0,01376,Bob Friend,18.93,53,280
150,0,01408,Kelly Gibson,18.93,60,317
150,0,01943,Chris Perry,18.93,46,243
153,0,01143,Brad Bryant,19.03,71,373
153,0,06150,Carl Cooper,19.03,47,247
155,0,06132,Sonny Skinner,19.29,38,197
156,0,08277,Greg Lesher,19.31,45,233
157,0,06599,John Elliott,19.43,34,175
158,0,01533,P.H. Horgan III,19.59,48,245
159,0,01157,Tom Byrum,19.64,44,224
160,0,01035,Tommy Armour III,19.77,51,258
160,0,06575,Dudley Hart,19.77,69,349
162,0,01748,Doug Martin,19.84,51,257
163,0,01185,Brandel Chamblee,20.35,58,285
164,0,01040,Emlyn Aubrey,20.37,44,216
165,0,06383,E.J. Pfister,20.44,28,137
166,0,01978,Fran Quinn,20.57,36,175
167,0,02195,Leonard Thompson,20.59,42,204
168,0,02170,Hal Sutton,20.67,43,208
169,0,02063,Dave Schreyer,20.93,27,129
170,0,06751,Chris Tucker,21.01,50,238
171,0,02292,Bob Wolcott,21.14,63,298
172,0,01522,Lon Hinkle,21.43,42,196
173,0,01023,Jerry Anderson,21.55,50,232
174,0,02226,Tray Tyner,21.57,44,204
175,0,01414,Bob Gilder,21.85,71,325
176,0,02094,Tony Sills,22.02,37,168
177,0,06122,Greg Hickman,22.36,36,161
178,0,02041,Bill Sander,22.45,33,147
179,0,01639,Kenny Knox,22.94,53,231
180,0,06010,Brad Bell,23.49,35,149
181,0,02002,John Riegger,23.98,47,196
182,0,01181,Jon Chaffee,25.54,47,184
183,0,02201,Jim Thorpe,27.22,43,158
