RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,25444,Justin Hicks,3.4,42,1253,+0.286
2,0,22293,Heath Slocum,3.6,31,867,+0.258
3,0,23135,Tim Clark,3.7,32,862,+0.375
3,0,27556,Ted Potter Jr.,3.7,31,834,+0.129
5,0,02206,David Toms,4.1,31,750,+0.097
6,0,34174,John Huh,4.2,41,975,+0.244
7,0,21753,Brian Davis,4.3,48,1123,+0.063
7,0,28092,D.H. Lee,4.3,27,626,+0.407
9,0,20104,Ken Duke,4.6,42,921,+0.214
9,0,23623,Bo Van Pelt,4.6,43,931,+0.163
11,0,30925,Dustin Johnson,4.7,27,573,+0.259
11,0,25396,Kevin Na,4.7,51,1078,+0.176
13,0,20848,Ángel Cabrera,4.8,40,842,+0.100
13,0,21528,Henrik Stenson,4.8,25,526,+0.200
13,0,27214,Kevin Streelman,4.8,40,836,+0.275
16,0,28089,Jason Day,4.9,22,450,+0.045
16,0,24024,Zach Johnson,4.9,58,1174,+0.345
16,0,27466,Spencer Levin,4.9,34,691,-0.088
16,0,28486,Michael Putnam,4.9,62,1255,+0.403
16,0,25804,Bubba Watson,4.9,38,776,+0.237
21,0,23638,Brendon de Jonge,5.0,64,1277,+0.391
21,0,34261,Scott Langley,5.0,55,1091,+0.218
23,0,10809,Jim Furyk,5.1,47,918,+0.106
23,0,19846,Brian Gay,5.1,45,875,+0.267
23,0,29461,Jamie Lovemark,5.1,33,647,+0.485
23,0,24912,Will MacKenzie,5.1,51,1006,+0.314
27,0,25720,Chad Collins,5.2,44,842,+0.227
27,0,27936,Martin Laird,5.2,40,766,+0.100
27,0,29221,Webb Simpson,5.2,53,1026,+0.245
27,0,33418,Shawn Stefani,5.2,41,793,+0.244
27,0,34265,Will Wilcox,5.2,29,559,+0.310
32,0,22621,Ben Curtis,5.3,47,885,+0.191
32,0,31557,Jim Herman,5.3,35,665,+0.286
32,0,29222,Billy Hurley III,5.3,53,1003,+0.283
32,0,25834,Daniel Summerhays,5.3,65,1226,+0.200
36,0,23541,Ben Crane,5.4,58,1078,+0.172
36,0,29740,Brad Fritsch,5.4,29,539,+0.207
36,0,26956,Bronson La'Cassie,5.4,27,498,+0.148
36,0,01724,Jeff Maggert,5.4,33,612,+0.152
40,0,34098,Russell Henley,5.5,57,1040,+0.228
40,0,31202,William McGirt,5.5,64,1168,+0.172
42,0,20498,Briny Baird,5.6,35,624,+0.286
42,0,24925,Jonathan Byrd,5.6,50,898,+0.260
42,0,33122,Russell Knox,5.6,65,1155,+0.338
42,0,10860,Justin Leonard,5.6,48,858,+0.354
42,0,26596,Ryan Moore,5.6,49,869,+0.388
42,0,23320,Ryan Palmer,5.6,52,928,+0.019
48,0,32102,Rickie Fowler,5.7,48,847,+0.229
48,0,24361,Pat Perez,5.7,59,1039,+0.322
48,0,24502,Adam Scott,5.7,45,783,+0.178
51,0,32334,Charlie Beljan,5.8,54,924,+0.241
51,0,24507,Jason Bohn,5.8,59,1010,+0.153
