RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,02206,David Toms,89.13,771,865
2,0,25444,Justin Hicks,89.05,1228,1379
3,0,26289,Boo Weekley,87.51,883,1009
4,0,10809,Jim Furyk,87.35,974,1115
5,0,21528,Henrik Stenson,87.04,658,756
6,0,22293,Heath Slocum,86.62,835,964
7,0,27556,Ted Potter Jr.,86.47,818,946
8,0,21209,Sergio Garcia,86.21,700,812
8,0,27933,John Merrick,86.21,1000,1160
10,0,25834,Daniel Summerhays,86.15,1176,1365
11,0,01724,Jeff Maggert,85.94,648,754
12,0,27064,Jhonattan Vegas,85.88,900,1048
13,0,24781,Hunter Mahan,85.87,1021,1189
14,0,29425,Andrew Svoboda,85.86,923,1075
15,0,33122,Russell Knox,85.71,1098,1281
16,0,26596,Ryan Moore,85.68,1011,1180
17,0,20104,Ken Duke,85.50,932,1090
18,0,29222,Billy Hurley III,85.43,1026,1201
19,0,24024,Zach Johnson,85.36,1149,1346
20,0,23135,Tim Clark,85.29,893,1047
21,0,23108,Matt Kuchar,85.23,1050,1232
21,0,25804,Bubba Watson,85.23,871,1022
23,0,22405,Justin Rose,85.02,806,948
24,0,32366,Kevin Chappell,84.84,1136,1339
25,0,25396,Kevin Na,84.80,1110,1309
25,0,27214,Kevin Streelman,84.80,926,1092
27,0,26679,Kevin Stadler,84.79,1054,1243
28,0,29479,Scott Brown,84.63,1184,1399
28,0,29420,Billy Horschel,84.63,1068,1262
30,0,08075,Jerry Kelly,84.55,941,1113
31,0,33418,Shawn Stefani,84.52,710,840
32,0,31560,Brian Stuard,84.51,1026,1214
33,0,26758,David Hearn,84.48,1143,1353
33,0,12716,Charley Hoffman,84.48,1094,1295
35,0,34174,John Huh,84.47,979,1159
35,0,31202,William McGirt,84.47,1131,1339
35,0,28780,Nicholas Thompson,84.47,952,1127
38,0,34264,Hudson Swafford,84.46,837,991
39,0,12510,Chad Campbell,84.44,624,739
40,0,23353,J.J. Henry,84.34,1023,1213
41,0,20229,Stewart Cink,84.25,1070,1270
42,0,29926,Danny Lee,84.23,940,1116
43,0,30110,Kyle Stanley,84.21,976,1159
44,0,25572,Graeme McDowell,84.20,730,867
45,0,23638,Brendon de Jonge,84.17,1281,1522
46,0,33413,Ben Martin,84.05,938,1116
46,0,30927,Brendon Todd,84.05,1265,1505
48,0,35541,John Peterson,83.97,702,836
49,0,27436,Graham DeLaet,83.85,924,1102
50,0,21753,Brian Davis,83.81,1087,1297
51,0,25900,Lucas Glover,83.80,771,920
52,0,20498,Briny Baird,83.79,584,697
