RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,02206,David Toms,75.49,653,865
2,0,23135,Tim Clark,74.02,775,1047
3,0,25444,Justin Hicks,73.46,1013,1379
4,0,10809,Jim Furyk,73.18,816,1115
5,0,22293,Heath Slocum,72.41,698,964
6,0,24024,Zach Johnson,70.51,949,1346
7,0,29222,Billy Hurley III,70.44,846,1201
8,0,20104,Ken Duke,70.18,765,1090
9,0,26596,Ryan Moore,69.92,825,1180
10,0,26289,Boo Weekley,69.57,702,1009
11,0,27556,Ted Potter Jr.,69.56,658,946
12,0,25572,Graeme McDowell,69.20,600,867
13,0,01724,Jeff Maggert,68.83,519,754
14,0,21528,Henrik Stenson,68.78,520,756
15,0,27933,John Merrick,68.62,796,1160
16,0,27214,Kevin Streelman,68.04,743,1092
17,0,23638,Brendon de Jonge,67.87,1033,1522
18,0,33122,Russell Knox,67.60,866,1281
19,0,26758,David Hearn,67.48,913,1353
20,0,23108,Matt Kuchar,67.37,830,1232
21,0,21753,Brian Davis,67.23,872,1297
22,0,28780,Nicholas Thompson,67.08,756,1127
23,0,29420,Billy Horschel,67.04,846,1262
24,0,21878,Mark Wilson,67.00,607,906
25,0,34174,John Huh,66.87,775,1159
26,0,29479,Scott Brown,66.55,931,1399
27,0,08075,Jerry Kelly,66.49,740,1113
28,0,28092,D.H. Lee,66.47,462,695
29,0,23541,Ben Crane,66.40,749,1128
30,0,25834,Daniel Summerhays,66.30,905,1365
31,0,31560,Brian Stuard,66.14,803,1214
31,0,29425,Andrew Svoboda,66.14,711,1075
33,0,31202,William McGirt,65.94,883,1339
34,0,24663,Y.E. Yang,65.41,711,1087
35,0,12510,Chad Campbell,65.36,483,739
36,0,24781,Hunter Mahan,65.10,774,1189
37,0,29926,Danny Lee,65.05,726,1116
38,0,10860,Justin Leonard,65.04,679,1044
39,0,24507,Jason Bohn,64.95,732,1127
40,0,27466,Spencer Levin,64.92,533,821
41,0,32366,Kevin Chappell,64.90,869,1339
42,0,30927,Brendon Todd,64.85,976,1505
43,0,22621,Ben Curtis,64.80,659,1017
44,0,24912,Will MacKenzie,64.50,736,1141
45,0,37273,Derek Ernst,64.41,686,1065
46,0,23353,J.J. Henry,64.39,781,1213
47,0,33413,Ben Martin,64.34,718,1116
48,0,25396,Kevin Na,64.32,842,1309
49,0,26679,Kevin Stadler,64.28,799,1243
49,0,34264,Hudson Swafford,64.28,637,991
51,0,20645,John Senden,64.25,886,1379
52,0,24357,K.J. Choi,64.22,716,1115
53,0,33418,Shawn Stefani,64.17,539,840
54,0,25900,Lucas Glover,64.02,589,920
55,0,35541,John Peterson,64.00,535,836
56,0,27095,Nick Watney,63.97,671,1049
57,0,27963,Chris Stroud,63.93,787,1231
58,0,33419,Cameron Tringale,63.87,988,1547
59,0,25686,Jason Dufner,63.76,482,756
60,0,20498,Briny Baird,63.70,444,697
60,0,27649,Brandt Snedeker,63.70,774,1215
62,0,34098,Russell Henley,63.67,822,1291
63,0,32200,Roberto Castro,62.95,649,1031
64,0,24924,Bill Haas,62.94,924,1468
65,0,23623,Bo Van Pelt,62.83,727,1157
66,0,30926,Chris Kirk,62.78,916,1459
67,0,23983,Luke Donald,62.56,488,780
67,0,25240,D.A. Points,62.56,640,1023
69,0,33141,Keegan Bradley,62.36,767,1230
70,0,29221,Webb Simpson,62.24,732,1176
71,0,24490,George McNeill,62.22,685,1101
71,0,32150,Michael Thompson,62.22,644,1035
73,0,21209,Sergio Garcia,62.19,505,812
74,0,31557,Jim Herman,62.18,503,809
75,0,27436,Graham DeLaet,62.07,684,1102
76,0,19846,Brian Gay,61.99,685,1105
77,0,35139,Richard Lee,61.86,673,1088
78,0,24925,Jonathan Byrd,61.58,617,1002
79,0,32839,Hideki Matsuyama,61.52,689,1120
80,0,24502,Adam Scott,61.51,588,956
81,0,10885,Robert Allenby,61.47,694,1129
82,0,07867,Woody Austin,61.45,507,825
83,0,29478,Kevin Kisner,61.43,728,1185
83,0,32640,Troy Merritt,61.43,532,866
85,0,34265,Will Wilcox,61.40,420,684
86,0,28259,Sangmoon Bae,61.39,652,1062
87,0,24138,Ian Poulter,61.35,481,784
88,0,27408,Martin Kaymer,61.27,549,896
89,0,27936,Martin Laird,61.26,533,870
89,0,30110,Kyle Stanley,61.26,710,1159
91,0,27330,Josh Teater,61.22,750,1225
91,0,20396,Lee Westwood,61.22,480,784
93,0,27064,Jhonattan Vegas,61.16,641,1048
94,0,34261,Scott Langley,61.08,791,1295
94,0,28486,Michael Putnam,61.08,868,1421
96,0,35732,Wes Roach,61.05,536,878
97,0,27644,Brian Harman,60.96,943,1547
98,0,26329,Louis Oosthuizen,60.90,391,642
99,0,32448,James Hahn,60.83,677,1113
100,0,06567,Vijay Singh,60.66,703,1159
101,0,25364,Paul Casey,60.49,473,782
102,0,25804,Bubba Watson,60.47,618,1022
103,0,20098,Stuart Appleby,60.42,757,1253
104,0,29740,Brad Fritsch,60.24,403,669
105,0,24361,Pat Perez,60.05,702,1169
106,0,34099,Harris English,59.95,771,1286
106,0,27770,Camilo Villegas,59.95,795,1326
108,0,25191,Gonzalo Fernandez-Castaño,59.93,688,1148
108,0,32102,Rickie Fowler,59.93,712,1188
108,0,28237,Rory McIlroy,59.93,537,896
111,0,22405,Justin Rose,59.92,568,948
112,0,34409,David Lingmerth,59.83,633,1058
113,0,22913,John Rollins,59.80,668,1117
114,0,26956,Bronson La'Cassie,59.76,392,656
115,0,25720,Chad Collins,59.67,614,1029
116,0,34431,Robert Streb,59.62,592,993
117,0,29518,Brendan Steele,59.51,707,1188
117,0,25349,Tim Wilkinson,59.51,682,1146
119,0,23800,Bryce Molder,59.49,605,1017
119,0,31323,Gary Woodland,59.49,765,1286
121,0,20229,Stewart Cink,59.45,755,1270
121,0,26331,Charl Schwartzel,59.45,516,868
123,0,21731,Freddie Jacobson,59.35,752,1267
124,0,01706,Davis Love III,59.04,591,1001
125,0,32334,Charlie Beljan,59.02,592,1003
126,0,35539,Luke Guthrie,58.99,699,1185
127,0,32333,Kevin Tway,58.95,494,838
128,0,29535,Brice Garnett,58.91,724,1229
129,0,25345,Carl Pettersson,58.79,746,1269
129,0,34046,Jordan Spieth,58.79,806,1371
131,0,28089,Jason Day,58.72,394,671
132,0,12716,Charley Hoffman,58.69,760,1295
133,0,23320,Ryan Palmer,58.55,695,1187
134,0,20593,Greg Chalmers,58.51,660,1128
134,0,22046,Geoff Ogilvy,58.51,653,1116
136,0,22378,Trevor Immelman,58.50,654,1118
136,0,26300,Matt Jones,58.50,678,1159
138,0,24494,Erik Compton,58.48,717,1226
139,0,20848,Ángel Cabrera,58.40,563,964
140,0,01810,Phil Mickelson,58.01,576,993
141,0,26851,Marc Leishman,57.97,647,1116
142,0,30750,Tommy Gainey,57.92,556,960
143,0,20160,Charlie Wi,57.74,563,975
144,0,34021,Bud Cauley,57.54,450,782
145,0,28475,Jeff Overton,57.36,608,1060
146,0,24358,Robert Garrigus,57.18,637,1114
146,0,30925,Dustin Johnson,57.18,458,801
148,0,34563,Chesson Hadley,57.01,667,1170
149,0,26951,Johnson Wagner,56.95,516,906
150,0,36689,Brooks Koepka,56.91,445,782
151,0,28307,Matt Every,56.72,671,1183
152,0,28500,Martin Flores,56.71,672,1185
153,0,31193,Jim Renner,56.50,465,823
154,0,27895,Jonas Blixt,56.16,488,869
155,0,30692,Scott Stallings,56.04,594,1060
156,0,20157,Retief Goosen,55.90,701,1254
157,0,30944,Jason Kokrak,55.64,503,904
158,0,34360,Patrick Reed,55.59,701,1261
159,0,23621,Rory Sabbatini,55.48,602,1085
160,0,25274,Steven Bowditch,55.13,715,1297
161,0,29289,S.Y. Noh,55.02,707,1285
162,0,24846,Ricky Barnes,54.85,673,1227
163,0,25562,Andres Romero,54.79,589,1075
164,0,27141,J.B. Holmes,54.71,656,1199
165,0,33461,Morgan Hoffmann,54.09,747,1381
166,0,29461,Jamie Lovemark,53.94,452,838
167,0,24140,Sean O'Hair,53.73,576,1072
168,0,28132,Tyrone Van Aswegen,53.54,583,1089
169,0,06522,Ernie Els,53.26,588,1104
169,0,30852,Ryo Ishikawa,53.26,556,1044
171,0,27120,Troy Matteson,53.09,430,810
172,0,21961,Charles Howell III,52.77,780,1478
173,0,10423,Mike Weir,52.76,478,906
174,0,23409,James Driscoll,52.68,520,987
175,0,22371,Aaron Baddeley,52.29,525,1004
176,0,25632,Jimmy Walker,51.67,696,1347
177,0,35300,Andrew Loupe,50.00,426,852
