RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,02206,David Toms,19.60,147,750,+1.43
2,0,23135,Tim Clark,19.72,170,862,+1.41
3,0,10809,Jim Furyk,21.24,195,918,+1.03
4,0,22293,Heath Slocum,21.45,186,867,+0.27
5,0,25444,Justin Hicks,21.55,270,1253,+0.67
6,0,29222,Billy Hurley III,21.83,219,1003,+1.14
7,0,26758,David Hearn,22.57,256,1134,+1.88
8,0,20104,Ken Duke,22.58,208,921,+1.63
9,0,21528,Henrik Stenson,22.62,119,526,+0.50
10,0,25572,Graeme McDowell,22.66,145,640,+1.10
11,0,26596,Ryan Moore,22.78,198,869,+1.06
12,0,24024,Zach Johnson,22.91,269,1174,+0.93
13,0,26289,Boo Weekley,22.93,180,785,+0.33
14,0,27933,John Merrick,23.35,234,1002,+0.94
15,0,32366,Kevin Chappell,23.44,281,1199,+0.57
16,0,28780,Nicholas Thompson,23.63,229,969,+2.18
17,0,29420,Billy Horschel,23.68,228,963,+1.05
18,0,27214,Kevin Streelman,23.80,199,836,+1.86
19,0,23108,Matt Kuchar,24.15,255,1056,+0.47
20,0,27556,Ted Potter Jr.,24.22,202,834,+0.89
21,0,21878,Mark Wilson,24.30,192,790,+1.82
22,0,23638,Brendon de Jonge,24.35,311,1277,+1.19
23,0,24357,K.J. Choi,24.76,229,925,+1.44
23,0,33122,Russell Knox,24.76,286,1155,+0.84
25,0,27649,Brandt Snedeker,24.84,227,914,+0.66
26,0,29479,Scott Brown,25.00,290,1160,+1.34
27,0,25900,Lucas Glover,25.12,163,649,+1.72
28,0,33413,Ben Martin,25.14,220,875,+0.68
29,0,27095,Nick Watney,25.16,197,783,+0.96
30,0,35541,John Peterson,25.26,193,764,+1.30
31,0,23541,Ben Crane,25.32,273,1078,+1.76
32,0,24663,Y.E. Yang,25.45,214,841,+0.70
33,0,21753,Brian Davis,25.47,286,1123,+0.59
34,0,26679,Kevin Stadler,25.64,232,905,+1.08
35,0,27963,Chris Stroud,25.67,257,1001,+1.09
36,0,34174,John Huh,25.74,251,975,+1.67
37,0,25834,Daniel Summerhays,25.77,316,1226,E
38,0,31560,Brian Stuard,25.78,265,1028,+0.94
39,0,24781,Hunter Mahan,25.87,259,1001,+0.81
40,0,37273,Derek Ernst,25.94,228,879,+1.84
41,0,33419,Cameron Tringale,25.96,352,1356,+0.74
42,0,08075,Jerry Kelly,25.98,238,916,+1.05
43,0,22621,Ben Curtis,25.99,230,885,+1.65
44,0,29425,Andrew Svoboda,26.03,239,918,+1.42
45,0,01724,Jeff Maggert,26.14,160,612,+0.94
46,0,29926,Danny Lee,26.15,250,956,+1.00
47,0,24507,Jason Bohn,26.24,265,1010,+1.25
48,0,31202,William McGirt,26.28,307,1168,+0.88
49,0,30110,Kyle Stanley,26.44,262,991,+1.22
50,0,24924,Bill Haas,26.48,299,1129,+0.67
51,0,32640,Troy Merritt,26.51,202,762,+1.63
52,0,34098,Russell Henley,26.54,276,1040,+0.80
52,0,32150,Michael Thompson,26.54,220,829,+1.41
54,0,33418,Shawn Stefani,26.61,211,793,+0.66
55,0,23353,J.J. Henry,26.62,287,1078,+0.77
56,0,28092,D.H. Lee,26.68,167,626,+1.74
57,0,30926,Chris Kirk,26.86,322,1199,+0.65
58,0,23983,Luke Donald,26.90,163,606,+2.02
59,0,20498,Briny Baird,26.92,168,624,+1.55
60,0,20645,John Senden,27.01,303,1122,+1.06
61,0,29478,Kevin Kisner,27.02,261,966,+1.11
62,0,34021,Bud Cauley,27.27,174,638,+1.09
62,0,24490,George McNeill,27.27,264,968,+0.98
64,0,34264,Hudson Swafford,27.34,219,801,+1.23
65,0,25396,Kevin Na,27.46,296,1078,+0.44
66,0,25686,Jason Dufner,27.47,161,586,+1.43
67,0,23623,Bo Van Pelt,27.60,257,931,+1.01
68,0,32448,James Hahn,27.72,280,1010,+1.14
69,0,12510,Chad Campbell,27.73,178,642,+0.79
70,0,27408,Martin Kaymer,27.84,186,668,+1.99
71,0,32200,Roberto Castro,27.87,226,811,+1.37
72,0,24912,Will MacKenzie,27.93,281,1006,+1.49
73,0,27936,Martin Laird,27.94,214,766,+1.45
74,0,20396,Lee Westwood,27.97,167,597,+1.44
75,0,27436,Graham DeLaet,28.14,249,885,+0.72
76,0,32102,Rickie Fowler,28.22,239,847,+1.26
77,0,10885,Robert Allenby,28.29,273,965,+1.10
78,0,10860,Justin Leonard,28.32,243,858,+2.06
79,0,33141,Keegan Bradley,28.34,263,928,+0.68
80,0,30927,Brendon Todd,28.42,359,1263,+0.92
81,0,24361,Pat Perez,28.49,296,1039,+0.81
82,0,25191,Gonzalo Fernandez-Castaño,28.50,273,958,+1.54
83,0,27466,Spencer Levin,28.51,197,691,+1.73
84,0,29535,Brice Garnett,28.52,308,1080,+0.78
85,0,25364,Paul Casey,28.57,174,609,+1.09
86,0,06567,Vijay Singh,28.58,301,1053,+0.63
87,0,21209,Sergio Garcia,28.62,158,552,-0.76
88,0,12716,Charley Hoffman,28.63,300,1048,-0.17
89,0,19846,Brian Gay,28.69,251,875,+0.72
90,0,25240,D.A. Points,28.70,219,763,+2.01
91,0,27064,Jhonattan Vegas,28.80,254,882,+0.31
92,0,26329,Louis Oosthuizen,28.92,120,415,+2.33
93,0,29221,Webb Simpson,28.95,297,1026,+0.37
94,0,27330,Josh Teater,28.96,300,1036,+0.97
95,0,22913,John Rollins,29.02,267,920,+0.45
96,0,27770,Camilo Villegas,29.07,336,1156,+1.31
97,0,35139,Richard Lee,29.20,247,846,+1.42
98,0,27644,Brian Harman,29.29,411,1403,+1.09
99,0,35732,Wes Roach,29.31,204,696,+1.27
100,0,07867,Woody Austin,29.42,233,792,+1.63
101,0,28307,Matt Every,29.43,261,887,+0.31
102,0,34099,Harris English,29.47,300,1018,+0.70
103,0,28486,Michael Putnam,29.48,370,1255,+1.38
104,0,24502,Adam Scott,29.50,231,783,+0.22
105,0,20593,Greg Chalmers,29.51,296,1003,+0.95
106,0,24925,Jonathan Byrd,29.62,266,898,+0.86
106,0,31557,Jim Herman,29.62,197,665,+0.96
108,0,21731,Freddie Jacobson,29.64,329,1110,+0.33
109,0,27895,Jonas Blixt,29.68,176,593,+0.80
110,0,31193,Jim Renner,29.75,213,716,+1.97
111,0,20098,Stuart Appleby,29.90,348,1164,+1.06
111,0,32839,Hideki Matsuyama,29.90,267,893,+0.34
113,0,23800,Bryce Molder,30.01,265,883,+1.21
114,0,26851,Marc Leishman,30.05,284,945,+0.81
114,0,34409,David Lingmerth,30.05,275,915,+1.20
116,0,22378,Trevor Immelman,30.16,279,925,+1.08
117,0,32334,Charlie Beljan,30.19,279,924,+1.22
118,0,35539,Luke Guthrie,30.25,317,1048,+0.44
119,0,25804,Bubba Watson,30.28,235,776,-0.04
120,0,31323,Gary Woodland,30.50,308,1010,+0.65
121,0,01810,Phil Mickelson,30.58,211,690,-0.05
122,0,28475,Jeff Overton,30.63,280,914,+1.07
123,0,28259,Sangmoon Bae,30.64,277,904,+0.65
124,0,24358,Robert Garrigus,30.68,308,1004,+0.88
125,0,22046,Geoff Ogilvy,30.69,309,1007,+0.74
125,0,29518,Brendan Steele,30.69,298,971,+1.07
127,0,26951,Johnson Wagner,30.71,246,801,+1.99
128,0,01706,Davis Love III,30.74,265,862,+1.13
129,0,36689,Brooks Koepka,30.86,179,580,-0.06
130,0,25345,Carl Pettersson,30.89,363,1175,+0.58
131,0,20160,Charlie Wi,30.97,279,901,+0.79
132,0,34431,Robert Streb,31.00,275,887,+0.44
133,0,34046,Jordan Spieth,31.08,340,1094,+1.00
134,0,25720,Chad Collins,31.12,262,842,+1.49
135,0,28237,Rory McIlroy,31.13,207,665,-0.19
136,0,23621,Rory Sabbatini,31.14,279,896,+0.75
137,0,24138,Ian Poulter,31.15,176,565,+1.14
138,0,30750,Tommy Gainey,31.16,258,828,+0.89
139,0,32333,Kevin Tway,31.22,202,647,+0.84
140,0,26300,Matt Jones,31.23,257,823,+0.74
141,0,20229,Stewart Cink,31.28,310,991,+0.52
