RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
37,0,29926,Danny Lee,65.27,624,956,-0.14
38,0,26679,Kevin Stadler,65.19,590,905,-0.16
39,0,24781,Hunter Mahan,65.13,652,1001,-0.13
40,0,24663,Y.E. Yang,65.04,547,841,-0.07
41,0,33419,Cameron Tringale,64.97,881,1356,-0.16
42,0,25396,Kevin Na,64.84,699,1078,-0.20
43,0,23353,J.J. Henry,64.75,698,1078,-0.11
43,0,27095,Nick Watney,64.75,507,783,-0.16
45,0,27649,Brandt Snedeker,64.66,591,914,-0.15
46,0,24507,Jason Bohn,64.65,653,1010,-0.11
47,0,37273,Derek Ernst,64.62,568,879,-0.08
48,0,33418,Shawn Stefani,64.56,512,793,-0.16
49,0,33413,Ben Martin,64.34,563,875,-0.17
50,0,35541,John Peterson,64.27,491,764,-0.08
51,0,25900,Lucas Glover,64.25,417,649,-0.13
52,0,34098,Russell Henley,64.13,667,1040,-0.13
52,0,30927,Brendon Todd,64.13,810,1263,-0.14
54,0,20645,John Senden,63.99,718,1122,-0.19
55,0,20498,Briny Baird,63.94,399,624,-0.10
56,0,24912,Will MacKenzie,63.72,641,1006,-0.14
57,0,25686,Jason Dufner,63.65,373,586,-0.18
58,0,23623,Bo Van Pelt,63.59,592,931,-0.16
59,0,27466,Spencer Levin,63.53,439,691,-0.12
60,0,32200,Roberto Castro,63.38,514,811,-0.10
61,0,34264,Hudson Swafford,63.30,507,801,-0.12
62,0,12510,Chad Campbell,63.24,406,642,-0.14
63,0,10860,Justin Leonard,63.17,542,858,-0.14
64,0,24924,Bill Haas,63.15,713,1129,-0.19
65,0,24490,George McNeill,63.02,610,968,-0.18
66,0,27963,Chris Stroud,62.94,630,1001,-0.16
67,0,23983,Luke Donald,62.87,381,606,-0.18
68,0,29221,Webb Simpson,62.48,641,1026,-0.20
69,0,19846,Brian Gay,62.40,546,875,-0.08
70,0,30110,Kyle Stanley,62.36,618,991,-0.07
71,0,27936,Martin Laird,62.27,477,766,-0.20
72,0,29478,Kevin Kisner,62.11,600,966,-0.19
73,0,10885,Robert Allenby,62.07,599,965,-0.12
73,0,32640,Troy Merritt,62.07,473,762,-0.13
75,0,32150,Michael Thompson,62.00,514,829,-0.18
76,0,32448,James Hahn,61.98,626,1010,-0.12
77,0,31557,Jim Herman,61.95,412,665,-0.06
78,0,24925,Jonathan Byrd,61.92,556,898,-0.11
79,0,27064,Jhonattan Vegas,61.90,546,882,-0.13
80,0,25240,D.A. Points,61.86,472,763,-0.09
81,0,33141,Keegan Bradley,61.85,574,928,-0.19
82,0,30926,Chris Kirk,61.80,741,1199,-0.19
83,0,28486,Michael Putnam,61.75,775,1255,-0.16
84,0,07867,Woody Austin,61.74,489,792,-0.12
85,0,28259,Sangmoon Bae,61.62,557,904,-0.16
86,0,32102,Rickie Fowler,61.39,520,847,-0.23
87,0,24502,Adam Scott,61.17,479,783,-0.29
88,0,27436,Graham DeLaet,61.13,541,885,-0.23
89,0,27330,Josh Teater,61.10,633,1036,-0.13
90,0,06567,Vijay Singh,61.06,643,1053,-0.14
91,0,24361,Pat Perez,61.02,634,1039,-0.14
92,0,35139,Richard Lee,60.99,516,846,-0.09
93,0,20396,Lee Westwood,60.97,364,597,-0.21
94,0,25804,Bubba Watson,60.95,473,776,-0.23
95,0,21209,Sergio Garcia,60.87,336,552,-0.16
96,0,32839,Hideki Matsuyama,60.69,542,893,-0.23
97,0,20098,Stuart Appleby,60.57,705,1164,-0.14
98,0,27644,Brian Harman,60.51,849,1403,-0.18
99,0,26329,Louis Oosthuizen,60.48,251,415,-0.09
100,0,34409,David Lingmerth,60.44,553,915,-0.12
101,0,27770,Camilo Villegas,60.38,698,1156,-0.20
102,0,27408,Martin Kaymer,60.33,403,668,-0.18
103,0,34261,Scott Langley,60.31,658,1091,-0.16
104,0,34431,Robert Streb,60.20,534,887,-0.18
105,0,24138,Ian Poulter,60.18,340,565,-0.18
106,0,26331,Charl Schwartzel,60.16,450,748,-0.20
107,0,22913,John Rollins,60.11,553,920,-0.10
108,0,25364,Paul Casey,60.10,366,609,-0.25
109,0,35732,Wes Roach,60.06,418,696,-0.10
110,0,28237,Rory McIlroy,60.00,399,665,-0.30
111,0,34265,Will Wilcox,59.93,335,559,-0.21
112,0,34099,Harris English,59.63,607,1018,-0.19
112,0,29535,Brice Garnett,59.63,644,1080,-0.17
114,0,25720,Chad Collins,59.62,502,842,-0.12
115,0,25191,Gonzalo Fernandez-Castaño,59.50,570,958,-0.15
116,0,21731,Freddie Jacobson,59.37,659,1110,-0.14
117,0,12716,Charley Hoffman,59.35,622,1048,-0.18
118,0,22378,Trevor Immelman,59.24,548,925,-0.12
119,0,23800,Bryce Molder,59.23,523,883,-0.15
120,0,32334,Charlie Beljan,59.20,547,924,-0.17
121,0,26851,Marc Leishman,59.15,559,945,-0.17
122,0,20848,Ángel Cabrera,59.14,498,842,-0.12
123,0,24494,Erik Compton,59.09,608,1029,-0.16
124,0,01706,Davis Love III,59.05,509,862,-0.13
125,0,31323,Gary Woodland,59.01,596,1010,-0.20
126,0,29740,Brad Fritsch,59.00,318,539,-0.17
127,0,25345,Carl Pettersson,58.98,693,1175,-0.16
128,0,23320,Ryan Palmer,58.94,547,928,-0.19
129,0,28089,Jason Day,58.89,265,450,-0.25
130,0,35539,Luke Guthrie,58.87,617,1048,-0.17
131,0,20229,Stewart Cink,58.83,583,991,-0.15
132,0,20593,Greg Chalmers,58.72,589,1003,-0.16
133,0,26956,Bronson La'Cassie,58.63,292,498,-0.10
134,0,20160,Charlie Wi,58.60,528,901,-0.12
135,0,25349,Tim Wilkinson,58.59,580,990,-0.13
136,0,32333,Kevin Tway,58.58,379,647,-0.13
137,0,29518,Brendan Steele,58.50,568,971,-0.20
138,0,22046,Geoff Ogilvy,58.49,589,1007,-0.11
139,0,30750,Tommy Gainey,58.45,484,828,-0.12
140,0,28307,Matt Every,58.40,518,887,-0.17
141,0,26951,Johnson Wagner,58.18,466,801,-0.16
142,0,01810,Phil Mickelson,58.12,401,690,-0.12
143,0,34046,Jordan Spieth,57.95,634,1094,-0.19
144,0,24358,Robert Garrigus,57.87,581,1004,-0.21
145,0,28475,Jeff Overton,57.66,527,914,-0.19
146,0,34563,Chesson Hadley,57.62,567,984,-0.18
147,0,26300,Matt Jones,57.59,474,823,-0.15
148,0,34021,Bud Cauley,57.52,367,638,-0.21
149,0,28500,Martin Flores,57.28,535,934,-0.18
150,0,22405,Justin Rose,57.18,410,717,-0.20
151,0,36689,Brooks Koepka,56.90,330,580,-0.20
152,0,30692,Scott Stallings,56.78,490,863,-0.13
153,0,25562,Andres Romero,56.72,557,982,-0.19
154,0,30944,Jason Kokrak,56.65,473,835,-0.19
155,0,31193,Jim Renner,56.56,405,716,-0.14
156,0,27895,Jonas Blixt,56.32,334,593,-0.18
157,0,27141,J.B. Holmes,56.23,587,1044,-0.17
158,0,30925,Dustin Johnson,56.20,322,573,-0.26
159,0,29289,S.Y. Noh,56.17,578,1029,-0.18
160,0,20157,Retief Goosen,56.01,601,1073,-0.19
161,0,34360,Patrick Reed,55.79,573,1027,-0.21
162,0,27120,Troy Matteson,55.47,370,667,-0.12
163,0,25274,Steven Bowditch,55.12,592,1074,-0.20
164,0,22371,Aaron Baddeley,55.08,439,797,-0.18
165,0,24846,Ricky Barnes,54.78,590,1077,-0.17
166,0,24140,Sean O'Hair,54.60,499,914,-0.17
167,0,23621,Rory Sabbatini,54.58,489,896,-0.11
168,0,28132,Tyrone Van Aswegen,54.51,483,886,-0.17
169,0,33461,Morgan Hoffmann,54.30,669,1232,-0.21
170,0,29461,Jamie Lovemark,53.63,347,647,-0.13
171,0,06522,Ernie Els,53.02,456,860,-0.19
172,0,21961,Charles Howell III,52.22,683,1308,-0.23
173,0,10423,Mike Weir,51.79,376,726,-0.10
174,0,23409,James Driscoll,51.64,410,794,-0.13
175,0,25632,Jimmy Walker,51.25,514,1003,-0.25
176,0,30852,Ryo Ishikawa,51.18,433,846,-0.19
177,0,35300,Andrew Loupe,51.10,347,679,-0.18
