RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,02206,David Toms,74.27,557,750,-0.13
2,0,23135,Tim Clark,74.01,638,862,-0.10
3,0,22293,Heath Slocum,73.01,633,867,-0.08
4,0,25444,Justin Hicks,72.79,912,1253,-0.09
5,0,10809,Jim Furyk,71.90,660,918,-0.19
6,0,29222,Billy Hurley III,70.69,709,1003,-0.11
7,0,20104,Ken Duke,70.47,649,921,-0.11
8,0,24024,Zach Johnson,70.02,822,1174,-0.18
9,0,26596,Ryan Moore,69.28,602,869,-0.18
10,0,25572,Graeme McDowell,69.06,442,640,-0.19
11,0,27556,Ted Potter Jr.,68.94,575,834,-0.09
12,0,21528,Henrik Stenson,68.82,362,526,-0.19
13,0,26289,Boo Weekley,68.28,536,785,-0.09
14,0,27933,John Merrick,68.06,682,1002,-0.10
14,0,27214,Kevin Streelman,68.06,569,836,-0.17
16,0,23638,Brendon de Jonge,67.97,868,1277,-0.13
17,0,26758,David Hearn,67.90,770,1134,-0.17
18,0,28780,Nicholas Thompson,67.39,653,969,-0.10
19,0,23108,Matt Kuchar,67.33,711,1056,-0.22
20,0,21753,Brian Davis,67.23,755,1123,-0.12
21,0,34174,John Huh,67.18,655,975,-0.09
22,0,33122,Russell Knox,67.01,774,1155,-0.14
23,0,21878,Mark Wilson,66.84,528,790,-0.09
24,0,29420,Billy Horschel,66.77,643,963,-0.19
25,0,23541,Ben Crane,66.51,717,1078,-0.11
26,0,01724,Jeff Maggert,66.34,406,612,-0.02
27,0,08075,Jerry Kelly,66.05,605,916,-0.16
28,0,25834,Daniel Summerhays,65.91,808,1226,-0.13
29,0,32366,Kevin Chappell,65.89,790,1199,-0.18
30,0,28092,D.H. Lee,65.81,412,626,-0.05
31,0,29479,Scott Brown,65.78,763,1160,-0.12
32,0,29425,Andrew Svoboda,65.69,603,918,-0.15
33,0,31202,William McGirt,65.67,767,1168,-0.11
34,0,24357,K.J. Choi,65.62,607,925,-0.14
35,0,31560,Brian Stuard,65.56,674,1028,-0.14
36,0,22621,Ben Curtis,65.54,580,885,-0.12
