RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,24925,Jonathan Byrd,92,33,59
2,0,25900,Lucas Glover,95,25,70
3,0,01945,Kenny Perry,97,48,49
3,0,22913,John Rollins,97,30,67
5,0,10885,Robert Allenby,98,48,50
5,0,26289,Boo Weekley,98,62,36
7,0,24781,Hunter Mahan,102,28,74
8,0,26596,Ryan Moore,104,33,71
8,0,20691,Greg Owen,104,59,45
8,0,22293,Heath Slocum,104,97,7
11,0,02214,Kirk Triplett,105,100,5
12,0,08793,Tiger Woods,107,21,86
13,0,23349,Charles Warren,111,18,93
14,0,10585,Scott McCarron,117,114,3
15,0,20645,John Senden,118,40,78
16,0,06197,Michael Allen,119,80,39
17,0,27936,Martin Laird,121,14,107
17,0,01724,Jeff Maggert,121,83,38
19,0,28087,Kris Blanks,122,65,57
20,0,02206,David Toms,123,119,4
21,0,23623,Bo Van Pelt,124,56,68
22,0,24507,Jason Bohn,126,108,18
22,0,23788,D.J. Trahan,126,79,47
24,0,01035,Tommy Armour III,129,95,34
24,0,28780,Nicholas Thompson,129,38,91
26,0,20574,Mathew Goggin,131,69,62
27,0,22892,Jason Gore,132,72,60
27,0,24924,Bill Haas,132,22,110
29,0,21959,Ted Purdy,134,45,89
30,0,28158,Steve Marino,139,35,104
30,0,01766,Billy Mayfair,139,119,20
32,0,24912,Will MacKenzie,140,78,62
33,0,01313,Steve Elkington,142,107,35
34,0,01707,Steve Lowery,143,74,69
35,0,28118,Peter Tomasulo,144,50,94
36,0,06522,Ernie Els,145,68,77
37,0,27120,Troy Matteson,146,9,137
37,0,21878,Mark Wilson,146,118,28
39,0,25686,Jason Dufner,148,102,46
40,0,23548,Bill Lunde,149,57,92
40,0,10425,Jay Williamson,149,123,26
42,0,23541,Ben Crane,150,109,41
43,0,23135,Tim Clark,152,150,2
44,0,24024,Zach Johnson,153,143,10
45,0,27933,John Merrick,154,29,125
45,0,23320,Ryan Palmer,154,26,128
47,0,10860,Justin Leonard,155,123,32
48,0,21209,Sergio Garcia,156,18,138
48,0,02239,Scott Verplank,156,145,11
50,0,01706,Davis Love III,157,14,143
50,0,06527,Steve Stricker,157,104,53
52,0,06621,Joe Durant,158,157,1
52,0,26851,Marc Leishman,158,17,141
54,0,27214,Kevin Streelman,159,30,129
55,0,24503,Jeff Klauk,160,147,13
55,0,26498,Matt Weibring,160,84,76
57,0,27095,Nick Watney,161,6,155
58,0,24358,Robert Garrigus,162,1,161
58,0,22548,Patrick Sheehan,162,146,16
60,0,20160,Charlie Wi,164,112,52
61,0,22295,Darron Stiles,165,153,12
62,0,06004,Stephen Ames,167,94,73
62,0,20472,Alex Cejka,167,143,24
62,0,12716,Charley Hoffman,167,11,156
65,0,10733,Kent Jones,168,141,27
66,0,24140,Sean O'Hair,169,46,123
66,0,23497,Tag Ridings,169,4,165
66,0,22405,Justin Rose,169,90,79
69,0,23353,J.J. Henry,171,44,127
70,0,28089,Jason Day,172,36,136
70,0,30925,Dustin Johnson,172,3,169
70,0,06567,Vijay Singh,172,41,131
70,0,27963,Chris Stroud,172,72,100
70,0,26951,Johnson Wagner,172,88,84
75,0,12510,Chad Campbell,173,70,103
75,0,26476,Chez Reavie,173,154,19
77,0,26301,James Nitties,174,63,111
78,0,20127,Chris Riley,176,167,9
78,0,27770,Camilo Villegas,176,50,126
80,0,01320,Bob Estes,177,137,40
80,0,10809,Jim Furyk,177,152,25
80,0,30711,Colt Knost,177,154,23
80,0,26695,Michael Letzig,177,43,134
84,0,21753,Brian Davis,178,127,51
84,0,25240,D.A. Points,178,141,37
86,0,25818,Scott Piercy,179,12,167
87,0,25804,Bubba Watson,180,2,178
88,0,21805,Harrison Frazar,182,10,172
88,0,31323,Gary Woodland,182,5,177
90,0,01142,Bart Bryant,183,175,8
91,0,20850,Daniel Chopra,185,26,159
91,0,24502,Adam Scott,185,37,148
91,0,23325,Vaughn Taylor,185,129,56
94,0,20498,Briny Baird,186,138,48
95,0,10117,Bob Heintz,187,123,64
95,0,20572,Rod Pampling,187,90,97
97,0,20229,Stewart Cink,188,39,149
97,0,01948,Tim Petrovic,188,133,55
99,0,20848,Ángel Cabrera,189,8,181
99,0,19846,Brian Gay,189,183,6
101,0,01226,Fred Couples,190,24,166
101,0,27649,Brandt Snedeker,190,169,21
103,0,27141,J.B. Holmes,191,7,184
103,0,29718,Anthony Kim,191,16,175
103,0,25919,Brian Vranesh,191,89,102
103,0,26497,Casey Wittenberg,191,109,82
107,0,26300,Matt Jones,192,23,169
107,0,01810,Phil Mickelson,192,13,179
107,0,26679,Kevin Stadler,192,75,117
107,0,06595,Kevin Sutherland,192,80,112
111,0,24357,K.J. Choi,193,150,43
111,0,08075,Jerry Kelly,193,114,79
113,0,23108,Matt Kuchar,194,128,66
113,0,23800,Bryce Molder,194,129,65
115,0,08931,Glen Day,195,174,21
115,0,27060,John Mallinger,195,164,31
117,0,23638,Brendon de Jonge,196,75,121
117,0,01473,Todd Hamilton,196,113,83
117,0,01677,Tom Lehman,196,179,17
117,0,24490,George McNeill,196,61,135
117,0,24361,Pat Perez,196,87,109
122,0,07867,Woody Austin,197,99,98
122,0,01132,Mark Brooks,197,182,15
122,0,20157,Retief Goosen,197,58,139
125,0,27683,Leif Olson,198,30,168
125,0,01928,Corey Pavin,198,184,14
125,0,25562,Andres Romero,198,18,180
128,0,21961,Charles Howell III,199,53,146
128,0,22348,Nick O'Hern,199,170,29
130,0,24663,Y.E. Yang,200,67,133
131,0,20070,Matt Bettencourt,201,52,149
131,0,23621,Rory Sabbatini,201,47,154
133,0,06643,Paul Goydos,202,172,30
134,0,23614,Rich Beem,203,114,89
134,0,08845,Scott Sterling,203,109,94
136,0,24846,Ricky Barnes,207,55,152
137,0,24138,Ian Poulter,208,133,75
138,0,26420,Richard Johnson,209,176,33
139,0,06539,Rick Price,210,166,44
140,0,06251,Chris DiMarco,211,157,54
141,0,12782,Tim Herron,212,59,153
142,0,22046,Geoff Ogilvy,214,63,151
143,0,12652,Cameron Beckman,215,97,118
143,0,20634,Peter Lonard,215,157,58
143,0,28475,Jeff Overton,215,41,174
146,0,01797,Rocco Mediate,217,129,88
147,0,20593,Greg Chalmers,218,119,99
147,0,26668,Marc Turnesa,218,157,61
149,0,20098,Stuart Appleby,219,77,142
149,0,26881,Jarrod Lyle,219,95,124
149,0,25190,Jeff Quinney,219,177,42
152,0,12705,Cliff Kresge,221,149,72
153,0,21949,Joe Ogilvie,223,65,158
154,0,07457,Steve Flesch,225,117,108
155,0,01941,Tom Pernice Jr.,226,140,86
156,0,01161,Mark Calcavecchia,234,104,130
157,0,09011,David Duval,236,53,183
158,0,07749,Brett Quigley,237,93,144
159,0,22621,Ben Curtis,238,157,81
160,0,25396,Kevin Na,240,136,104
161,0,23778,Brad Adamonis,242,82,160
161,0,20104,Ken Duke,242,129,113
161,0,29221,Webb Simpson,242,102,140
164,0,25345,Carl Pettersson,243,86,157
165,0,25632,Jimmy Walker,246,70,176
166,0,07223,Brian Bateman,248,84,164
167,0,28620,Aron Price,250,154,96
168,0,01577,Lee Janzen,254,139,115
169,0,22371,Aaron Baddeley,255,92,163
169,0,23718,Nathan Green,255,123,132
