RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
51,0,06522,Ernie Els,115,36,79
51,0,12716,Charley Hoffman,115,62,53
51,0,27214,Kevin Streelman,115,54,61
54,0,10585,Scott McCarron,118,14,104
55,0,20574,Mathew Goggin,119,26,93
56,0,22892,Jason Gore,120,27,93
57,0,24503,Jeff Klauk,121,55,66
58,0,20472,Alex Cejka,125,62,63
59,0,01677,Tom Lehman,127,117,10
60,0,23497,Tag Ridings,131,66,65
61,0,26497,Casey Wittenberg,134,103,31
62,0,27770,Camilo Villegas,135,78,57
62,0,27095,Nick Watney,135,57,78
64,0,22913,John Rollins,137,3,134
65,0,01226,Fred Couples,143,101,42
65,0,21209,Sergio Garcia,143,48,95
67,0,26300,Matt Jones,145,107,38
67,0,06567,Vijay Singh,145,70,75
67,0,26498,Matt Weibring,145,55,90
70,0,08845,Scott Sterling,147,134,13
71,0,23320,Ryan Palmer,149,45,104
71,0,22405,Justin Rose,149,66,83
73,0,30925,Dustin Johnson,150,70,80
74,0,23614,Rich Beem,151,134,17
74,0,22295,Darron Stiles,151,61,90
76,0,30711,Colt Knost,153,80,73
76,0,23800,Bryce Molder,153,113,40
78,0,23541,Ben Crane,155,42,113
78,0,25240,D.A. Points,155,84,71
80,0,27933,John Merrick,156,45,111
80,0,28118,Peter Tomasulo,156,35,121
82,0,26476,Chez Reavie,158,75,83
82,0,26679,Kevin Stadler,158,107,51
84,0,24846,Ricky Barnes,159,136,23
84,0,26951,Johnson Wagner,159,70,89
86,0,25818,Scott Piercy,160,86,74
87,0,10733,Kent Jones,161,65,96
87,0,06595,Kevin Sutherland,161,107,54
89,0,21961,Charles Howell III,169,128,41
89,0,01707,Steve Lowery,169,34,135
91,0,23638,Brendon de Jonge,174,117,57
92,0,21805,Harrison Frazar,175,88,87
93,0,08931,Glen Day,177,115,62
94,0,10809,Jim Furyk,178,80,98
95,0,20572,Rod Pampling,180,95,85
95,0,20160,Charlie Wi,180,60,120
97,0,22348,Nick O'Hern,182,128,54
98,0,28089,Jason Day,187,70,117
99,0,24357,K.J. Choi,192,111,81
100,0,20127,Chris Riley,193,78,115
101,0,31323,Gary Woodland,195,88,107
102,0,01948,Tim Petrovic,199,97,102
103,0,23325,Vaughn Taylor,201,91,110
104,0,21753,Brian Davis,205,84,121
105,0,26695,Michael Letzig,206,80,126
105,0,24663,Y.E. Yang,206,130,76
107,0,06539,Rick Price,208,139,69
108,0,01320,Bob Estes,209,80,129
109,0,07457,Steve Flesch,211,154,57
110,0,27466,Spencer Levin,212,178,34
111,0,10117,Bob Heintz,216,95,121
112,0,25804,Bubba Watson,219,87,132
113,0,26301,James Nitties,224,77,147
114,0,23621,Rory Sabbatini,227,131,96
115,0,07867,Woody Austin,228,122,106
116,0,27060,John Mallinger,230,115,115
117,0,01810,Phil Mickelson,234,107,127
118,0,08075,Jerry Kelly,235,111,124
119,0,01797,Rocco Mediate,236,146,90
120,0,25562,Andres Romero,237,125,112
121,0,27649,Brandt Snedeker,239,101,138
122,0,07749,Brett Quigley,240,158,82
123,0,12652,Cameron Beckman,241,143,98
123,0,20229,Stewart Cink,241,97,144
123,0,26420,Richard Johnson,241,138,103
126,0,20850,Daniel Chopra,243,91,152
126,0,25919,Brian Vranesh,243,103,140
128,0,23108,Matt Kuchar,245,113,132
129,0,20593,Greg Chalmers,247,147,100
130,0,01142,Bart Bryant,253,90,163
130,0,28620,Aron Price,253,167,86
130,0,24502,Adam Scott,253,91,162
133,0,01161,Mark Calcavecchia,256,156,100
134,0,20634,Peter Lonard,257,143,114
134,0,26881,Jarrod Lyle,257,149,108
136,0,01132,Mark Brooks,259,122,137
136,0,24490,George McNeill,259,117,142
138,0,01473,Todd Hamilton,260,117,143
139,0,06251,Chris DiMarco,265,140,125
140,0,19846,Brian Gay,267,99,168
140,0,29718,Anthony Kim,267,103,164
142,0,20848,Ángel Cabrera,268,99,169
142,0,24361,Pat Perez,268,117,151
144,0,22046,Geoff Ogilvy,270,142,128
145,0,01941,Tom Pernice Jr.,273,155,118
146,0,06643,Paul Goydos,278,133,145
147,0,12782,Tim Herron,279,141,138
147,0,27141,J.B. Holmes,279,103,176
149,0,12602,Dean Wilson,282,173,109
150,0,01928,Corey Pavin,283,125,158
151,0,07223,Brian Bateman,285,166,119
152,0,20070,Matt Bettencourt,286,131,155
153,0,22621,Ben Curtis,288,159,129
154,0,25396,Kevin Na,291,160,131
155,0,20157,Retief Goosen,292,122,170
156,0,12705,Cliff Kresge,293,152,141
157,0,25190,Jeff Quinney,295,149,146
158,0,20098,Stuart Appleby,299,149,150
159,0,27683,Leif Olson,302,125,177
160,0,01577,Lee Janzen,304,168,136
161,0,26668,Marc Turnesa,305,147,158
162,0,20104,Ken Duke,314,161,153
162,0,25632,Jimmy Walker,314,165,149
164,0,24138,Ian Poulter,315,137,178
165,0,28475,Jeff Overton,317,143,174
166,0,23778,Brad Adamonis,319,161,158
167,0,21731,Freddie Jacobson,322,174,148
168,0,21949,Joe Ogilvie,324,153,171
169,0,22961,David Mathis,326,172,154
170,0,29221,Webb Simpson,327,161,166
171,0,23718,Nathan Green,330,169,161
171,0,10423,Mike Weir,330,174,156
173,0,25345,Carl Pettersson,331,164,167
174,0,23983,Luke Donald,336,179,157
174,0,09011,David Duval,336,157,179
176,0,06012,Greg Kraft,342,177,165
177,0,22371,Aaron Baddeley,350,169,181
178,0,31416,Derek Fathauer,351,171,180
178,0,20766,Padraig Harrington,351,176,175
180,0,21350,Ryuji Imada,352,180,172
181,0,30927,Brendon Todd,353,181,172
182,0,23048,Eric Axley,365,182,183
183,0,24449,Parker McLachlin,366,184,182
184,0,01329,Brad Faxon,367,183,184
