RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,24925,Jonathan Byrd,3,1,2
2,0,20691,Greg Owen,14,8,6
3,0,20645,John Senden,16,15,1
4,0,24781,Hunter Mahan,26,7,19
5,0,23349,Charles Warren,27,13,14
6,0,08793,Tiger Woods,28,12,16
7,0,10885,Robert Allenby,29,5,24
7,0,23788,D.J. Trahan,29,22,7
9,0,24507,Jason Bohn,30,22,8
10,0,01724,Jeff Maggert,39,17,22
10,0,01945,Kenny Perry,39,3,36
12,0,22293,Heath Slocum,40,8,32
12,0,02206,David Toms,40,20,20
12,0,02214,Kirk Triplett,40,11,29
15,0,10425,Jay Williamson,45,40,5
16,0,28158,Steve Marino,51,30,21
17,0,06197,Michael Allen,53,16,37
18,0,06621,Joe Durant,55,52,3
18,0,27120,Troy Matteson,55,37,18
20,0,26289,Boo Weekley,57,5,52
21,0,24912,Will MacKenzie,58,32,26
22,0,24924,Bill Haas,61,27,34
23,0,24358,Robert Garrigus,62,58,4
24,0,01313,Steve Elkington,66,33,33
24,0,28780,Nicholas Thompson,66,24,42
26,0,01035,Tommy Armour III,68,24,44
27,0,24024,Zach Johnson,72,44,28
28,0,22548,Patrick Sheehan,73,58,15
29,0,23623,Bo Van Pelt,75,21,54
30,0,27963,Chris Stroud,82,70,12
31,0,12510,Chad Campbell,84,75,9
31,0,27936,Martin Laird,84,17,67
33,0,26596,Ryan Moore,85,8,77
34,0,23548,Bill Lunde,86,40,46
35,0,25686,Jason Dufner,88,39,49
36,0,28087,Kris Blanks,89,19,70
37,0,25900,Lucas Glover,90,2,88
38,0,23135,Tim Clark,91,43,48
38,0,26851,Marc Leishman,91,52,39
40,0,06004,Stephen Ames,92,62,30
40,0,10860,Justin Leonard,92,47,45
42,0,23353,J.J. Henry,93,69,24
42,0,24140,Sean O'Hair,93,66,27
44,0,02239,Scott Verplank,95,48,47
45,0,01766,Billy Mayfair,98,30,68
46,0,01706,Davis Love III,100,50,50
46,0,21959,Ted Purdy,100,29,71
48,0,21878,Mark Wilson,101,37,64
49,0,20498,Briny Baird,104,94,10
50,0,06527,Steve Stricker,107,50,57
