RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,08793,Tiger Woods,70.59,360,510,-0.22
2,0,10809,Jim Furyk,68.61,684,997,-0.22
3,0,20105,Jeff Gove,68.19,778,1141,-0.13
4,0,01945,Kenny Perry,67.50,567,840,-0.16
5,0,20498,Briny Baird,67.06,682,1017,-0.17
6,0,22378,Trevor Immelman,66.86,694,1038,-0.18
7,0,20645,John Senden,66.73,744,1115,-0.16
8,0,02101,Joey Sindelar,66.40,741,1116,-0.15
9,0,01142,Bart Bryant,65.79,677,1029,-0.15
10,0,24502,Adam Scott,65.72,485,738,-0.19
11,0,01313,Steve Elkington,65.60,431,657,-0.11
12,0,21646,David Branshaw,65.54,814,1242,-0.17
13,0,06621,Joe Durant,65.19,882,1353,-0.16
14,0,23349,Charles Warren,65.02,725,1115,-0.14
15,0,24357,K.J. Choi,64.83,743,1146,-0.17
16,0,06527,Steve Stricker,64.82,492,759,-0.21
17,0,07749,Brett Quigley,64.59,872,1350,-0.18
18,0,20628,Arron Oberholser,64.57,576,892,-0.19
19,0,06515,Shaun Micheel,64.52,740,1147,-0.17
20,0,06595,Kevin Sutherland,64.40,796,1236,-0.14
21,0,22293,Heath Slocum,64.39,774,1202,-0.17
22,0,02106,Chris Smith,64.33,523,813,-0.12
23,0,20094,Jonathan Kaye,64.23,763,1188,-0.11
23,0,06350,Bob May,64.23,483,752,-0.17
25,0,24925,Jonathan Byrd,64.22,472,735,-0.20
26,0,21959,Ted Purdy,64.09,712,1111,-0.19
27,0,22621,Ben Curtis,64.00,649,1014,-0.17
28,0,20691,Greg Owen,63.98,547,855,-0.12
29,0,01766,Billy Mayfair,63.97,719,1124,-0.15
30,0,10885,Robert Allenby,63.94,555,868,-0.22
31,0,06373,José María Olazábal,63.88,359,562,-0.18
32,0,01320,Bob Estes,63.79,694,1088,-0.18
33,0,23353,J.J. Henry,63.67,708,1112,-0.17
34,0,06573,Brandt Jobe,63.64,651,1023,-0.17
35,0,08123,Jeff Brehaut,63.59,779,1225,-0.16
36,0,21878,Mark Wilson,63.46,672,1059,-0.21
37,0,01381,Fred Funk,63.34,781,1233,-0.18
38,0,06567,Vijay Singh,63.33,708,1118,-0.18
39,0,22405,Justin Rose,63.15,766,1213,-0.19
40,0,01619,Skip Kendall,63.12,534,846,-0.18
41,0,20574,Mathew Goggin,63.10,513,813,-0.12
41,0,20608,David Howell,63.10,265,420,-0.25
41,0,24024,Zach Johnson,63.10,720,1141,-0.18
44,0,20472,Alex Cejka,63.09,711,1127,-0.17
45,0,23322,Brett Wetterich,63.07,613,972,-0.19
46,0,20382,Stephen Leaney,63.06,729,1156,-0.19
46,0,02239,Scott Verplank,63.06,623,988,-0.18
48,0,08075,Jerry Kelly,63.01,775,1230,-0.18
49,0,12662,Thomas Levet,62.97,449,713,-0.10
50,0,20766,Padraig Harrington,62.93,331,526,-0.18
51,0,24781,Hunter Mahan,62.88,781,1242,-0.20
52,0,27770,Camilo Villegas,62.75,704,1122,-0.17
53,0,12510,Chad Campbell,62.73,621,990,-0.15
53,0,02206,David Toms,62.73,557,888,-0.20
55,0,26420,Richard Johnson,62.72,811,1293,-0.20
55,0,01810,Phil Mickelson,62.72,387,617,-0.21
57,0,01219,John Cook,62.64,508,811,-0.16
57,0,11032,Frank Lickliter II,62.64,746,1191,-0.18
59,0,01706,Davis Love III,62.56,508,812,-0.23
60,0,24912,Will MacKenzie,62.51,647,1035,-0.11
61,0,01024,Billy Andrade,62.49,538,861,-0.15
62,0,22913,John Rollins,62.41,659,1056,-0.17
63,0,12716,Charley Hoffman,62.36,749,1201,-0.18
63,0,01724,Jeff Maggert,62.36,618,991,-0.17
65,0,23623,Bo Van Pelt,62.27,794,1275,-0.17
66,0,21470,Daisuke Maruyama,62.17,636,1023,-0.16
67,0,25900,Lucas Glover,62.09,737,1187,-0.19
68,0,08835,Kris Cox,62.07,617,994,-0.16
69,0,24980,Scott Gutschewski,61.97,383,618,-0.17
70,0,21209,Sergio Garcia,61.96,329,531,-0.14
71,0,06004,Stephen Ames,61.95,394,636,-0.21
72,0,07457,Steve Flesch,61.91,928,1499,-0.18
73,0,21961,Charles Howell III,61.90,684,1105,-0.13
74,0,19913,Ron Whittaker,61.89,661,1068,-0.17
75,0,27943,Matt Hansen,61.83,507,820,-0.10
76,0,20631,David McKenzie,61.76,612,991,-0.17
77,0,02246,Duffy Waldorf,61.74,731,1184,-0.17
78,0,20229,Stewart Cink,61.73,663,1074,-0.21
79,0,02110,Jerry Smith,61.68,763,1237,-0.18
80,0,10733,Kent Jones,61.65,783,1270,-0.20
81,0,24507,Jason Bohn,61.61,780,1266,-0.17
82,0,12602,Dean Wilson,61.58,848,1377,-0.20
83,0,27120,Troy Matteson,61.46,748,1217,-0.14
84,0,23983,Luke Donald,61.44,384,625,-0.22
85,0,01677,Tom Lehman,61.43,422,687,-0.13
86,0,23614,Rich Beem,61.38,542,883,-0.17
87,0,06643,Paul Goydos,61.34,560,913,-0.15
88,0,02214,Kirk Triplett,61.32,428,698,-0.20
89,0,23621,Rory Sabbatini,61.30,564,920,-0.18
90,0,08375,Paul Stankowski,61.24,553,903,-0.17
91,0,01928,Corey Pavin,61.22,532,869,-0.14
92,0,20378,Mathias Grönberg,61.21,658,1075,-0.17
93,0,02104,Jeff Sluman,61.05,754,1235,-0.21
94,0,26360,Bubba Dickerson,61.00,707,1159,-0.18
95,0,24138,Ian Poulter,60.98,361,592,-0.21
96,0,02223,Bob Tway,60.96,587,963,-0.17
97,0,06251,Chris DiMarco,60.89,534,877,-0.17
97,0,20157,Retief Goosen,60.89,383,629,-0.21
99,0,23135,Tim Clark,60.88,498,818,-0.19
100,0,12645,Brent Geiberger,60.82,790,1299,-0.19
101,0,23048,Eric Axley,60.79,659,1084,-0.21
102,0,22946,Henrik Bjornstad,60.76,771,1269,-0.15
103,0,01823,Larry Mize,60.74,376,619,-0.13
104,0,07223,Brian Bateman,60.72,521,858,-0.13
104,0,10423,Mike Weir,60.72,558,919,-0.20
106,0,11123,Chris Couch,60.68,534,880,-0.14
107,0,01707,Steve Lowery,60.65,709,1169,-0.14
107,0,24140,Sean O'Hair,60.65,649,1070,-0.14
109,0,01226,Fred Couples,60.63,268,442,-0.14
110,0,01388,Robert Gamez,60.61,737,1216,-0.16
111,0,28780,Nicholas Thompson,60.56,645,1065,-0.11
112,0,01035,Tommy Armour III,60.55,462,763,-0.24
113,0,23307,Roger Tambellini,60.54,445,735,-0.11
114,0,24358,Robert Garrigus,60.52,607,1003,-0.17
114,0,01666,Bernhard Langer,60.52,509,841,-0.17
116,0,25804,Bubba Watson,60.45,535,885,-0.16
117,0,01139,Olin Browne,60.44,770,1274,-0.19
118,0,06034,Marco Dawson,60.42,655,1084,-0.20
119,0,20812,Tjaart van der Walt,60.41,467,773,-0.16
120,0,21731,Freddie Jacobson,60.34,455,754,-0.19
121,0,12823,Carlos Franco,60.29,665,1103,-0.14
122,0,12782,Tim Herron,60.27,531,881,-0.16
122,0,28475,Jeff Overton,60.27,707,1173,-0.15
124,0,01941,Tom Pernice Jr.,60.22,763,1267,-0.19
125,0,10860,Justin Leonard,60.10,577,960,-0.18
126,0,21350,Ryuji Imada,59.98,748,1247,-0.17
127,0,21753,Brian Davis,59.96,668,1114,-0.17
127,0,23325,Vaughn Taylor,59.96,650,1084,-0.22
129,0,08385,Omar Uresti,59.95,440,734,-0.12
130,0,06012,Greg Kraft,59.90,575,960,-0.17
130,0,12680,Shigeki Maruyama,59.90,702,1172,-0.21
132,0,06575,Dudley Hart,59.87,640,1069,-0.15
133,0,19881,Robert Damron,59.79,724,1211,-0.17
134,0,01599,Steve Jones,59.73,626,1048,-0.16
135,0,21407,Arjun Atwal,59.64,693,1162,-0.17
136,0,22892,Jason Gore,59.60,602,1010,-0.15
137,0,23788,D.J. Trahan,59.46,644,1083,-0.19
138,0,21949,Joe Ogilvie,59.44,636,1070,-0.16
139,0,22548,Patrick Sheehan,59.42,754,1269,-0.14
140,0,27095,Nick Watney,59.30,708,1194,-0.14
141,0,19824,Craig Barlow,59.29,453,764,-0.15
142,0,20634,Peter Lonard,59.27,582,982,-0.12
143,0,23718,Nathan Green,59.22,809,1366,-0.19
144,0,12660,Jesper Parnevik,59.14,608,1028,-0.18
145,0,01577,Lee Janzen,59.00,593,1005,-0.17
146,0,20098,Stuart Appleby,58.97,529,897,-0.18
147,0,10565,Ian Leggatt,58.96,576,977,-0.16
148,0,10505,Shane Bertsch,58.95,784,1330,-0.19
149,0,27141,J.B. Holmes,58.92,449,762,-0.13
150,0,07013,Wes Short Jr.,58.91,691,1173,-0.16
151,0,01042,Paul Azinger,58.90,672,1141,-0.17
152,0,23673,Michael Connell,58.89,361,613,-0.14
153,0,23320,Ryan Palmer,58.77,680,1157,-0.18
154,0,24361,Pat Perez,58.69,341,581,-0.13
155,0,26596,Ryan Moore,58.59,491,838,-0.18
156,0,19846,Brian Gay,58.50,867,1482,-0.23
157,0,12760,Danny Ellis,58.36,499,855,-0.18
158,0,24924,Bill Haas,58.31,719,1233,-0.17
159,0,01132,Mark Brooks,58.28,630,1081,-0.15
160,0,06522,Ernie Els,58.26,395,678,-0.18
161,0,01161,Mark Calcavecchia,58.13,651,1120,-0.16
162,0,08537,J.P. Hayes,58.12,408,702,-0.17
162,0,25842,Jon Mills,58.12,451,776,-0.11
164,0,07867,Woody Austin,58.11,774,1332,-0.17
165,0,20850,Daniel Chopra,58.02,720,1241,-0.24
166,0,06197,Michael Allen,57.98,603,1040,-0.19
167,0,23541,Ben Crane,57.95,514,887,-0.22
168,0,21805,Harrison Frazar,57.82,588,1017,-0.20
169,0,11011,Mike Sposa,57.78,479,829,-0.12
170,0,25345,Carl Pettersson,57.65,622,1079,-0.18
171,0,21660,Jason Schultz,57.25,529,924,-0.12
172,0,25632,Jimmy Walker,57.24,443,774,-0.17
173,0,01553,John Huston,57.13,529,926,-0.16
174,0,12755,Vance Veazey,57.09,455,797,-0.18
175,0,20127,Chris Riley,57.02,581,1019,-0.18
176,0,20572,Rod Pampling,56.84,540,950,-0.22
177,0,25240,D.A. Points,56.75,584,1029,-0.20
178,0,20121,Todd Fischer,56.56,737,1303,-0.18
179,0,22046,Geoff Ogilvy,56.27,395,702,-0.18
180,0,20099,Doug Barron,55.66,526,945,-0.14
181,0,23409,James Driscoll,55.52,583,1050,-0.13
182,0,23497,Tag Ridings,55.46,681,1228,-0.18
183,0,01948,Tim Petrovic,55.29,658,1190,-0.16
184,0,01249,John Daly,55.09,292,530,-0.13
185,0,09011,David Duval,54.97,415,755,-0.20
185,0,01761,Len Mattiace,54.97,420,764,-0.18
187,0,25935,John Engler Jr.,54.66,510,933,-0.14
188,0,25936,Alex Aragon,54.46,415,762,-0.14
189,0,01685,J.L. Lewis,54.30,385,709,-0.13
190,0,01887,Mark O'Meara,54.10,290,536,-0.15
191,0,22371,Aaron Baddeley,53.61,535,998,-0.19
192,0,20593,Greg Chalmers,53.59,440,821,-0.17
193,0,20548,Hidemichi Tanaka,53.53,515,962,-0.14
194,0,01329,Brad Faxon,53.52,578,1080,-0.17
195,0,23616,Ryan Hietala,53.45,364,681,-0.11
196,0,01473,Todd Hamilton,51.87,429,827,-0.16
