RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,29221,Webb Simpson,2.36,248,105
2,0,46970,Jon Rahm,2.07,254,123
3,3,48081,Xander Schauffele,2.00,302,151
4,1,33448,Justin Thomas,1.96,306,156
5,-2,47959,Bryson DeChambeau,1.94,281,145
6,-2,34099,Harris English,1.93,312,162
7,-1,40026,Daniel Berger,1.88,285,152
8,0,34363,Tyrrell Hatton,1.86,193,104
9,0,30925,Dustin Johnson,1.80,227,126
10,0,34098,Russell Henley,1.71,232,136
10,4,46046,Scottie Scheffler,1.71,368,215
12,4,34360,Patrick Reed,1.69,321,190
13,-2,29725,Tony Finau,1.68,310,185
13,-2,32839,Hideki Matsuyama,1.68,311,185
13,1,28237,Rory McIlroy,1.68,265,158
13,0,33419,Cameron Tringale,1.68,250,149
17,-1,27644,Brian Harman,1.66,318,192
18,2,35450,Patrick Cantlay,1.62,198,122
18,0,39971,Sungjae Im,1.62,396,244
20,1,31323,Gary Woodland,1.61,258,160
21,-3,45526,Abraham Ancer,1.60,287,179
21,1,29535,Brice Garnett,1.60,216,135
21,1,30692,Scott Stallings,1.60,273,171
24,1,28252,Seamus Power,1.59,145,91
24,1,37189,Harold Varner III,1.59,301,189
26,1,47347,Adam Schenk,1.58,291,184
27,2,48822,Sebastián Muñoz,1.57,348,221
27,1,24502,Adam Scott,1.57,151,96
27,-5,30927,Brendon Todd,1.57,341,217
30,1,50525,Collin Morikawa,1.56,340,218
30,-1,53165,Doc Redman,1.56,330,211
32,0,24024,Zach Johnson,1.54,231,150
33,0,56762,Will Gordon,1.53,135,88
33,0,46442,Maverick McNealy,1.53,314,205
35,0,25364,Paul Casey,1.52,210,138
35,0,45157,Cam Davis,1.52,251,165
35,0,32102,Rickie Fowler,1.52,182,120
35,0,33122,Russell Knox,1.52,231,152
35,0,47993,Denny McCarthy,1.52,332,219
35,0,36871,Matthew NeSmith,1.52,261,172
41,2,29268,Bronson Burgoon,1.51,225,149
41,2,12716,Charley Hoffman,1.51,256,170
41,2,46717,Viktor Hovland,1.51,308,204
41,2,33413,Ben Martin,1.51,133,88
41,2,27349,Alex Noren,1.51,225,149
41,2,25349,Tim Wilkinson,1.51,169,112
47,2,24361,Pat Perez,1.50,207,138
47,2,27649,Brandt Snedeker,1.50,202,135
47,2,30110,Kyle Stanley,1.50,205,137
50,2,36801,Mark Hubbard,1.49,335,225
50,-15,29478,Kevin Kisner,1.49,281,189
52,-17,25396,Kevin Na,1.48,274,185
52,1,33667,Carlos Ortiz,1.48,279,189
52,1,29484,Peter Uihlein,1.48,175,118
55,0,26596,Ryan Moore,1.47,173,118
56,2,28089,Jason Day,1.45,204,141
56,-1,35310,Lanto Griffin,1.45,365,251
56,2,30163,Henrik Norlander,1.45,292,202
56,2,35658,Kris Ventura,1.45,189,130
56,2,27095,Nick Watney,1.45,180,124
61,1,22371,Aaron Baddeley,1.44,189,131
61,1,47504,Sam Burns,1.44,235,163
61,1,34563,Chesson Hadley,1.44,257,178
61,1,23108,Matt Kuchar,1.44,217,151
61,1,35449,Adam Long,1.44,345,240
61,1,22056,Cameron Percy,1.44,166,115
61,1,49771,J.T. Poston,1.44,309,214
61,1,47128,Richy Werenski,1.44,222,154
69,2,36699,Patrick Rodgers,1.43,350,245
70,-15,23320,Ryan Palmer,1.42,278,196
70,3,37275,Sam Ryder,1.42,279,196
70,3,29518,Brendan Steele,1.42,252,178
73,2,46402,Talor Gooch,1.41,324,229
73,-11,45486,Joaquin Niemann,1.41,304,216
73,2,27330,Josh Teater,1.41,169,120
76,2,31560,Brian Stuard,1.40,302,216
76,2,27064,Jhonattan Vegas,1.40,209,149
78,2,34021,Bud Cauley,1.39,209,150
78,2,39997,Corey Conners,1.39,284,205
78,2,28679,Fabián Gómez,1.39,206,148
81,-6,52372,Cameron Champ,1.38,290,210
81,4,33399,Adam Hadwin,1.38,246,178
81,4,33597,Harry Higgs,1.38,311,226
81,-10,29420,Billy Horschel,1.38,317,229
81,4,31420,Anirban Lahiri,1.38,149,108
81,4,32640,Troy Merritt,1.38,260,188
87,2,40098,Matt Fitzpatrick,1.37,205,150
87,2,21961,Charles Howell III,1.37,261,190
87,2,27936,Martin Laird,1.37,148,108
87,2,33204,Shane Lowry,1.37,164,120
91,2,21209,Sergio Garcia,1.36,171,126
91,2,27129,Luke List,1.36,265,195
91,2,23325,Vaughn Taylor,1.36,240,176
91,2,25804,Bubba Watson,1.36,251,184
95,3,33948,Byeong Hun An,1.35,294,217
95,3,33404,Chris Baker,1.35,175,130
95,3,26758,David Hearn,1.35,180,133
95,3,01810,Phil Mickelson,1.35,199,147
95,3,24138,Ian Poulter,1.35,186,138
95,3,49960,Sepp Straka,1.35,265,196
95,3,56278,Matthew Wolff,1.35,292,216
102,3,45609,Tyler Duncan,1.34,314,234
102,3,10809,Jim Furyk,1.34,138,103
102,3,25900,Lucas Glover,1.34,267,199
102,3,29974,Branden Grace,1.34,149,111
102,3,32448,James Hahn,1.34,135,101
102,3,39977,Max Homa,1.34,262,196
102,21,35506,Mackenzie Hughes,1.34,265,198
102,3,29926,Danny Lee,1.34,286,213
102,3,32791,K.H. Lee,1.34,270,201
102,3,49964,Aaron Wise,1.34,181,135
112,2,19803,Ryan Armour,1.33,232,174
112,2,37455,Si Woo Kim,1.33,291,219
112,2,26476,Chez Reavie,1.33,269,203
115,2,29970,Dylan Frittelli,1.32,316,240
115,2,31646,Emiliano Grillo,1.32,253,191
115,2,30944,Jason Kokrak,1.32,231,175
115,2,39953,Chase Seiffert,1.32,205,155
115,2,32254,Xinjun Zhang,1.32,320,242
120,3,34076,Joel Dahmen,1.31,301,229
120,3,30911,Tommy Fleetwood,1.31,159,121
120,3,46550,Brandon Hagy,1.31,185,141
120,3,33490,Bo Hoag,1.31,242,185
120,3,35532,Tom Hoge,1.31,282,215
120,-3,35891,Cameron Smith,1.31,255,194
120,3,27214,Kevin Streelman,1.31,287,219
120,3,23788,D.J. Trahan,1.31,181,138
128,3,19846,Brian Gay,1.30,250,193
128,3,35732,Wes Roach,1.30,157,121
128,3,25493,Nick Taylor,1.30,220,169
131,3,28420,Ryan Brehm,1.29,193,150
131,3,46435,Austin Cook,1.29,227,176
131,3,26300,Matt Jones,1.29,293,228
134,4,20229,Stewart Cink,1.28,185,144
134,4,34466,Peter Malnati,1.28,218,170
134,4,22405,Justin Rose,1.28,157,123
134,4,51894,Vince Whaley,1.28,151,118
138,5,32366,Kevin Chappell,1.27,163,128
138,5,35461,Beau Hossler,1.27,245,193
138,5,27963,Chris Stroud,1.27,178,140
141,5,32618,Rhein Gibson,1.26,194,154
141,5,24924,Bill Haas,1.26,161,128
141,5,23621,Rory Sabbatini,1.26,249,197
141,5,32150,Michael Thompson,1.26,217,172
145,5,32662,Michael Gligic,1.25,177,142
145,5,32757,Patton Kizzire,1.25,214,171
145,5,34046,Jordan Spieth,1.25,247,198
148,5,33120,Mark Anderson,1.24,149,120
148,5,48045,Michael Gellerman,1.24,159,128
150,5,52375,Doug Ghim,1.23,144,117
151,6,34314,Sebastian Cappelen,1.22,191,156
151,6,27942,Rob Oppenheim,1.22,219,179
151,6,27556,Ted Potter Jr.,1.22,155,127
151,6,33449,Zack Sucher,1.22,142,116
151,6,48119,Ben Taylor,1.22,146,120
156,6,51766,Wyndham Clark,1.21,241,200
156,6,36689,Brooks Koepka,1.21,160,132
156,6,26329,Louis Oosthuizen,1.21,176,145
156,6,33486,Roger Sloan,1.21,181,149
160,6,40009,Dominic Bozzelli,1.20,153,127
160,6,40042,Tyler McCumber,1.20,205,171
162,6,40058,Zac Blair,1.19,241,203
162,6,34255,Joseph Bramlett,1.19,198,166
162,6,25686,Jason Dufner,1.19,207,174
162,6,33410,Andrew Landry,1.19,231,194
162,6,49766,Hank Lebioda,1.19,206,173
162,6,46441,Robby Shelton,1.19,271,228
168,6,34213,Grayson Murray,1.18,148,125
168,6,34431,Robert Streb,1.18,179,152
168,6,48887,Matt Wallace,1.18,164,139
171,6,21407,Arjun Atwal,1.17,112,96
171,6,26499,Rafa Cabrera Bello,1.17,196,167
171,6,25818,Scott Piercy,1.17,232,198
174,6,49298,Kramer Hickok,1.16,159,137
175,6,33141,Keegan Bradley,1.14,243,214
175,6,28775,Nate Lashley,1.14,183,161
177,6,29479,Scott Brown,1.13,222,196
177,6,39324,J.J. Spaun,1.13,225,200
179,6,27554,Scott Harrington,1.12,249,223
180,6,35230,Nelson Ledesma,1.11,147,132
180,6,39546,Keith Mitchell,1.11,248,223
182,6,34256,Andrew Putnam,1.09,150,137
183,6,27974,Sung Kang,1.08,272,251
184,7,28307,Matt Every,1.05,181,173
185,7,29908,C.T. Pan,1.04,184,177
186,7,25572,Graeme McDowell,1.02,167,164
187,7,32139,Danny Willett,1.01,146,145
188,6,26851,Marc Leishman,.99,212,214
189,7,32333,Kevin Tway,.95,160,168
190,7,25632,Jimmy Walker,.94,163,174
191,7,31557,Jim Herman,.88,196,222
192,8,23623,Bo Van Pelt,.84,130,155
193,8,35617,Martin Trainer,.62,139,224
