RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,34076,Joel Dahmen,4,868,1
2,0,45157,Cam Davis,3,627,2
2,0,29970,Dylan Frittelli,3,896,2
2,0,33399,Adam Hadwin,3,705,2
2,0,27644,Brian Harman,3,874,2
2,0,46717,Viktor Hovland,3,811,1
2,0,01810,Phil Mickelson,3,545,1
2,0,23320,Ryan Palmer,3,758,1
2,0,46441,Robby Shelton,3,772,3
10,0,33948,Byeong Hun An,2,820,2
10,0,40026,Daniel Berger,2,711,2
10,0,47504,Sam Burns,2,628,1
10,0,35450,Patrick Cantlay,2,505,1
10,0,25364,Paul Casey,2,617,1
10,0,47959,Bryson DeChambeau,2,694,1
10,0,29725,Tony Finau,2,788,1
10,0,31646,Emiliano Grillo,2,702,0
10,0,31557,Jim Herman,2,663,2
10,0,33597,Harry Higgs,2,907,0
10,0,29478,Kevin Kisner,2,809,2
10,0,32757,Patton Kizzire,2,610,1
10,0,49766,Hank Lebioda,2,597,2
10,0,29926,Danny Lee,2,760,2
10,31,26851,Marc Leishman,2,670,2
10,0,27129,Luke List,2,746,0
10,0,35449,Adam Long,2,965,1
10,0,32839,Hideki Matsuyama,2,802,0
10,0,28237,Rory McIlroy,2,664,0
10,0,39546,Keith Mitchell,2,697,1
10,0,50525,Collin Morikawa,2,878,0
10,0,33667,Carlos Ortiz,2,782,2
10,0,24361,Pat Perez,2,586,1
10,0,25818,Scott Piercy,2,717,2
10,0,49771,J.T. Poston,2,864,0
10,0,26476,Chez Reavie,2,833,1
10,0,36699,Patrick Rodgers,2,981,2
10,0,24502,Adam Scott,2,412,1
10,0,49960,Sepp Straka,2,762,1
10,0,27214,Kevin Streelman,2,791,1
10,0,25804,Bubba Watson,2,726,2
41,0,33120,Mark Anderson,1,507,1
41,0,21407,Arjun Atwal,1,331,1
41,0,22371,Aaron Baddeley,1,499,0
41,0,40058,Zac Blair,1,705,1
41,0,28420,Ryan Brehm,1,533,1
41,0,26499,Rafa Cabrera Bello,1,579,0
41,0,34314,Sebastian Cappelen,1,563,1
41,0,52372,Cameron Champ,1,753,0
41,0,32366,Kevin Chappell,1,437,0
41,0,51766,Wyndham Clark,1,655,0
41,0,25686,Jason Dufner,1,673,0
41,0,45609,Tyler Duncan,1,917,1
41,0,34099,Harris English,1,834,0
41,0,28307,Matt Every,1,485,1
41,0,32102,Rickie Fowler,1,474,1
41,0,32662,Michael Gligic,1,513,1
41,0,25900,Lucas Glover,1,713,1
41,0,46402,Talor Gooch,1,914,0
41,0,56762,Will Gordon,1,352,1
41,0,29974,Branden Grace,1,449,0
41,0,35310,Lanto Griffin,1,1005,1
41,0,26758,David Hearn,1,551,1
41,0,34098,Russell Henley,1,704,1
41,0,12716,Charley Hoffman,1,629,1
41,0,21961,Charles Howell III,1,746,0
41,0,36801,Mark Hubbard,1,949,1
41,0,35506,Mackenzie Hughes,1,779,1
41,0,30925,Dustin Johnson,1,554,0
41,0,27974,Sung Kang,1,797,1
41,0,37455,Si Woo Kim,1,795,1
41,0,33122,Russell Knox,1,689,1
41,0,36689,Brooks Koepka,1,444,0
41,0,30944,Jason Kokrak,1,682,0
41,0,27936,Martin Laird,1,414,1
41,0,47993,Denny McCarthy,1,844,0
41,0,46442,Maverick McNealy,1,817,1
41,0,32640,Troy Merritt,1,731,0
41,0,26596,Ryan Moore,1,468,0
41,0,25396,Kevin Na,1,777,0
41,0,36871,Matthew NeSmith,1,741,1
41,0,45486,Joaquin Niemann,1,848,1
41,0,27349,Alex Noren,1,617,1
41,0,24138,Ian Poulter,1,528,0
41,0,46970,Jon Rahm,1,648,1
41,0,53165,Doc Redman,1,895,0
41,0,34360,Patrick Reed,1,818,0
41,0,23621,Rory Sabbatini,1,720,0
41,0,46046,Scottie Scheffler,1,904,0
41,0,47347,Adam Schenk,1,795,0
41,0,35891,Cameron Smith,1,714,0
41,0,30692,Scott Stallings,1,727,1
41,0,29518,Brendan Steele,1,708,0
41,0,34431,Robert Streb,1,535,1
41,0,27963,Chris Stroud,1,488,0
41,0,31560,Brian Stuard,1,887,1
41,0,48119,Ben Taylor,1,445,1
41,0,25493,Nick Taylor,1,643,0
41,0,23325,Vaughn Taylor,1,655,1
41,0,33448,Justin Thomas,1,730,0
41,0,33419,Cameron Tringale,1,675,0
41,0,32333,Kevin Tway,1,512,1
41,0,48887,Matt Wallace,1,480,0
41,0,27095,Nick Watney,1,476,1
41,0,47128,Richy Werenski,1,611,1
41,0,49964,Aaron Wise,1,491,1
41,0,31323,Gary Woodland,1,686,1
41,0,32254,Xinjun Zhang,1,817,1
