RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,30925,Dustin Johnson,63.0,882,14
2,0,28237,Rory McIlroy,83.1,1080,13
3,1,27936,Martin Laird,87.8,702,8
4,1,32102,Rickie Fowler,88.0,792,9
5,1,28679,Fabián Gómez,90.0,990,11
5,-2,50525,Collin Morikawa,90.0,1440,16
5,1,35732,Wes Roach,90.0,720,8
8,1,27330,Josh Teater,92.3,738,8
9,1,30692,Scott Stallings,92.8,1206,13
10,1,45157,Cam Davis,94.9,1044,11
11,-5,46717,Viktor Hovland,95.1,1332,14
12,0,27129,Luke List,95.5,1242,13
13,0,24502,Adam Scott,97.7,684,7
14,1,25493,Nick Taylor,106.2,1062,10
15,1,33667,Carlos Ortiz,108.0,1296,12
15,1,24138,Ian Poulter,108.0,864,8
17,-3,32839,Hideki Matsuyama,111.0,1332,12
18,0,21407,Arjun Atwal,111.6,558,5
19,0,28252,Seamus Power,115.2,576,5
20,0,47504,Sam Burns,116.0,1044,9
20,4,46970,Jon Rahm,116.0,1044,9
22,-1,35450,Patrick Cantlay,118.3,828,7
22,-1,46550,Brandon Hagy,118.3,828,7
24,-1,36801,Mark Hubbard,119.1,1548,13
25,-1,39953,Chase Seiffert,121.5,972,8
26,0,51766,Wyndham Clark,122.0,1098,9
26,0,27942,Rob Oppenheim,122.0,1098,9
28,1,49766,Hank Lebioda,123.8,990,8
28,1,24361,Pat Perez,123.8,990,8
30,1,27349,Alex Noren,126.0,1008,8
31,2,34213,Grayson Murray,129.6,648,5
32,2,33399,Adam Hadwin,130.0,1170,9
33,2,01810,Phil Mickelson,131.1,918,7
33,2,33486,Roger Sloan,131.1,918,7
35,2,35449,Adam Long,132.0,1584,12
35,2,25804,Bubba Watson,132.0,1188,9
37,2,28775,Nate Lashley,133.7,936,7
38,-6,46046,Scottie Scheffler,134.2,1476,11
39,1,22056,Cameron Percy,135.0,810,6
40,2,22405,Justin Rose,136.8,684,5
41,2,35617,Martin Trainer,138.0,828,6
