RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,10860,Justin Leonard,8' 8",380.833,44,77
2,0,20157,Retief Goosen,9' 4",383.417,41,108
3,0,20098,Stuart Appleby,9' 11",687.000,69,56
3,0,06527,Steve Stricker,9' 11",385.917,39,2
5,0,12662,Thomas Levet,10' 0",430.500,43,81
6,0,01381,Fred Funk,10' 1",553.083,55,42
7,0,20099,Doug Barron,10' 2",607.583,60,23
7,0,12782,Tim Herron,10' 2",609.250,60,148
9,0,24361,Pat Perez,10' 3",400.500,39,166
10,0,06197,Michael Allen,10' 5",570.667,55,70
11,0,20127,Chris Riley,10' 7",591.083,56,26
12,0,23135,Tim Clark,10' 8",342.250,32,58
13,0,20766,Padraig Harrington,10' 9",332.583,31,36
13,0,12680,Shigeki Maruyama,10' 9",675.167,63,21
13,0,23623,Bo Van Pelt,10' 9",699.583,65,99
16,0,06034,Marco Dawson,10' 10",812.500,75,121
16,0,06251,Chris DiMarco,10' 10",467.500,43,62
16,0,20572,Rod Pampling,10' 10",532.750,49,85
16,0,27770,Camilo Villegas,10' 10",615.917,57,123
20,0,08385,Omar Uresti,10' 11",361.333,33,7
21,0,23621,Rory Sabbatini,11' 1",587.167,53,50
21,0,02223,Bob Tway,11' 1",578.333,52,147
23,0,01388,Robert Gamez,11' 2",615.500,55,135
23,0,11032,Frank Lickliter II,11' 2",985.833,88,16
23,0,06567,Vijay Singh,11' 2",801.083,72,39
26,0,23983,Luke Donald,11' 3",428.167,38,3
26,0,02206,David Toms,11' 3",540.583,48,54
28,0,20593,Greg Chalmers,11' 4",737.000,65,126
28,0,23541,Ben Crane,11' 4",735.500,65,120
28,0,27141,J.B. Holmes,11' 4",622.333,55,188
28,0,01707,Steve Lowery,11' 4",825.583,73,111
28,0,01941,Tom Pernice Jr.,11' 4",916.833,81,80
28,0,25804,Bubba Watson,11' 4",815.750,72,83
34,0,01810,Phil Mickelson,11' 5",558.000,49,138
34,0,20628,Arron Oberholser,11' 5",650.333,57,98
36,0,07867,Woody Austin,11' 6",838.083,73,43
36,0,02239,Scott Verplank,11' 6",528.000,46,12
38,0,22046,Geoff Ogilvy,11' 7",681.750,59,69
38,0,10423,Mike Weir,11' 7",670.917,58,79
40,0,25900,Lucas Glover,11' 8",735.833,63,129
40,0,22892,Jason Gore,11' 8",745.333,64,170
40,0,06373,José María Olazábal,11' 8",444.083,38,95
40,0,22405,Justin Rose,11' 8",628.167,54,84
40,0,08793,Tiger Woods,11' 8",269.250,23,10
45,0,01024,Billy Andrade,11' 9",457.167,39,72
45,0,24925,Jonathan Byrd,11' 9",516.333,44,20
45,0,19846,Brian Gay,11' 9",977.167,83,5
45,0,10733,Kent Jones,11' 9",822.083,70,136
45,0,20382,Stephen Leaney,11' 9",633.083,54,19
50,0,06004,Stephen Ames,11' 10",448.667,38,58
50,0,21407,Arjun Atwal,11' 10",864.167,73,113
50,0,01329,Brad Faxon,11' 10",1005.833,85,110
50,0,25240,D.A. Points,11' 10",792.417,67,131
50,0,21660,Jason Schultz,11' 10",839.833,71,119
55,0,01249,John Daly,11' 11",559.750,47,186
55,0,01320,Bob Estes,11' 11",546.333,46,40
57,0,06522,Ernie Els,12' 0",552.250,46,53
57,0,24140,Sean O'Hair,12' 0",1136.750,95,139
59,0,01619,Skip Kendall,12' 1",747.667,62,73
59,0,06350,Bob May,12' 1",494.167,41,144
61,0,09011,David Duval,12' 2",522.083,43,187
61,0,01553,John Huston,12' 2",608.833,50,63
61,0,01766,Billy Mayfair,12' 2",897.750,74,35
61,0,25842,Jon Mills,12' 2",607.583,50,140
61,0,21949,Joe Ogilvie,12' 2",765.000,63,45
66,0,19881,Robert Damron,12' 3",673.083,55,100
66,0,06621,Joe Durant,12' 3",945.583,77,133
66,0,07457,Steve Flesch,12' 3",989.750,81,22
66,0,01677,Tom Lehman,12' 3",562.583,46,155
66,0,23325,Vaughn Taylor,12' 3",957.500,78,144
71,0,01142,Bart Bryant,12' 4",617.167,50,142
71,0,20105,Jeff Gove,12' 4",949.583,77,78
71,0,24924,Bill Haas,12' 4",976.000,79,48
71,0,12716,Charley Hoffman,12' 4",1013.750,82,137
71,0,21470,Daisuke Maruyama,12' 4",615.000,50,104
71,0,25632,Jimmy Walker,12' 4",652.250,53,175
77,0,01139,Olin Browne,12' 5",917.167,74,152
77,0,01577,Lee Janzen,12' 5",820.833,66,184
77,0,24024,Zach Johnson,12' 5",794.583,64,103
77,0,01887,Mark O'Meara,12' 5",571.750,46,67
81,0,06643,Paul Goydos,12' 6",711.000,57,25
81,0,21731,Freddie Jacobson,12' 6",551.333,44,101
81,0,22293,Heath Slocum,12' 6",735.583,59,141
81,0,06595,Kevin Sutherland,12' 6",935.750,75,30
85,0,01161,Mark Calcavecchia,12' 7",842.833,67,130
85,0,21753,Brian Davis,12' 7",1108.250,88,49
85,0,20121,Todd Fischer,12' 7",1110.083,88,117
88,0,01473,Todd Hamilton,12' 8",673.083,53,191
88,0,21350,Ryuji Imada,12' 8",1036.833,82,24
88,0,22378,Trevor Immelman,12' 8",836.750,66,32
88,0,01823,Larry Mize,12' 8",353.833,28,33
88,0,02104,Jeff Sluman,12' 8",848.167,67,71
88,0,27095,Nick Watney,12' 8",952.917,75,15
88,0,19913,Ron Whittaker,12' 8",609.083,48,167
88,0,21878,Mark Wilson,12' 8",760.500,60,82
96,0,08075,Jerry Kelly,12' 9",779.917,61,17
96,0,01666,Bernhard Langer,12' 9",738.167,58,57
96,0,20634,Peter Lonard,12' 9",699.000,55,87
96,0,01706,Davis Love III,12' 9",588.333,46,149
100,0,24507,Jason Bohn,12' 10",772.333,60,13
100,0,20850,Daniel Chopra,12' 10",1117.083,87,105
100,0,08375,Paul Stankowski,12' 10",807.750,63,114
100,0,02246,Duffy Waldorf,12' 10",562.833,44,61
104,0,19824,Craig Barlow,12' 11",891.250,69,159
104,0,24502,Adam Scott,12' 11",426.583,33,91
104,0,12755,Vance Veazey,12' 11",605.333,47,189
104,0,12602,Dean Wilson,12' 11",982.500,76,51
108,0,20472,Alex Cejka,13' 0",972.417,75,156
108,0,11123,Chris Couch,13' 0",715.250,55,196
108,0,25935,John Engler Jr.,13' 0",1041.167,80,176
111,0,01035,Tommy Armour III,13' 1",602.250,46,172
111,0,12760,Danny Ellis,13' 1",717.583,55,90
111,0,06575,Dudley Hart,13' 1",707.167,54,64
111,0,24912,Will MacKenzie,13' 1",798.000,61,165
111,0,24138,Ian Poulter,13' 1",340.333,26,36
116,0,20094,Jonathan Kaye,13' 2",950.750,72,102
116,0,12660,Jesper Parnevik,13' 2",1042.500,79,28
116,0,01928,Corey Pavin,13' 2",487.000,37,1
119,0,27120,Troy Matteson,13' 3",1321.417,100,97
119,0,22913,John Rollins,13' 3",969.417,73,182
119,0,11011,Mike Sposa,13' 3",651.000,49,47
122,0,10505,Shane Bertsch,13' 4",1000.750,75,105
122,0,01313,Steve Elkington,13' 4",628.167,47,6
122,0,07749,Brett Quigley,13' 4",1095.833,82,14
125,0,12823,Carlos Franco,13' 5",910.417,68,163
125,0,01724,Jeff Maggert,13' 5",1018.750,76,178
125,0,23322,Brett Wetterich,13' 5",766.083,57,178
128,0,23614,Rich Beem,13' 6",608.583,45,174
128,0,23718,Nathan Green,13' 6",1242.333,92,17
128,0,23353,J.J. Henry,13' 6",905.083,67,157
128,0,22548,Patrick Sheehan,13' 6",744.417,55,60
132,0,20608,David Howell,13' 7",393.250,29,173
132,0,21961,Charles Howell III,13' 7",1210.333,89,115
134,0,24357,K.J. Choi,13' 8",847.917,62,67
134,0,26596,Ryan Moore,13' 8",669.417,49,46
136,0,21959,Ted Purdy,13' 9",1074.917,78,168
137,0,01761,Len Mattiace,13' 10",760.500,55,143
137,0,06515,Shaun Micheel,13' 10",929.250,67,127
139,0,01042,Paul Azinger,13' 11",1041.333,75,8
139,0,23409,James Driscoll,13' 11",919.583,66,160
139,0,10809,Jim Furyk,13' 11",638.250,46,4
139,0,20574,Mathew Goggin,13' 11",709.333,51,146
139,0,01599,Steve Jones,13' 11",795.417,57,92
139,0,20812,Tjaart van der Walt,13' 11",611.250,44,9
145,0,22371,Aaron Baddeley,14' 0",882.667,63,51
145,0,12510,Chad Campbell,14' 0",698.500,50,93
145,0,22621,Ben Curtis,14' 0",686.917,49,116
145,0,26420,Richard Johnson,14' 0",1090.250,78,44
145,0,28475,Jeff Overton,14' 0",1287.417,92,55
145,0,02106,Chris Smith,14' 0",673.667,48,185
145,0,28780,Nicholas Thompson,14' 0",851.833,61,171
152,0,10565,Ian Leggatt,14' 1",874.667,62,164
152,0,23497,Tag Ridings,14' 1",1284.333,91,160
154,0,21805,Harrison Frazar,14' 2",1005.667,71,96
154,0,20691,Greg Owen,14' 2",766.250,54,11
154,0,23307,Roger Tambellini,14' 2",749.167,53,195
157,0,20378,Mathias Grönberg,14' 3",928.917,65,125
158,0,20631,David McKenzie,14' 4",861.500,60,112
158,0,23320,Ryan Palmer,14' 4",1174.083,82,74
158,0,25345,Carl Pettersson,14' 4",844.583,59,66
161,0,20498,Briny Baird,14' 5",704.667,49,124
161,0,22946,Henrik Bjornstad,14' 5",1098.417,76,109
161,0,27943,Matt Hansen,14' 5",662.917,46,89
161,0,01948,Tim Petrovic,14' 5",1496.583,104,31
165,0,25936,Alex Aragon,14' 7",670.250,46,193
165,0,23788,D.J. Trahan,14' 7",831.000,57,128
167,0,08123,Jeff Brehaut,14' 8",866.917,59,153
167,0,08537,J.P. Hayes,14' 8",587.333,40,75
169,0,01945,Kenny Perry,14' 9",576.833,39,162
169,0,20645,John Senden,14' 9",841.500,57,86
169,0,20548,Hidemichi Tanaka,14' 9",796.000,54,169
172,0,24781,Hunter Mahan,14' 11",1149.000,77,150
