RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,20771,Steven Alker,5' 5",799.333,147,39
2,0,08075,Jerry Kelly,5' 6",907.917,165,7
3,0,25396,Kevin Na,5' 7",1226.833,221,19
4,0,24925,Jonathan Byrd,5' 8",726.750,129,5
5,0,25369,Jamie Donaldson,5' 9",549.000,95,81
6,0,25720,Chad Collins,5' 10",996.167,171,1
6,0,34262,Jon Curran,5' 10",1004.000,172,35
6,0,34261,Scott Langley,5' 10",1292.333,220,93
9,0,23983,Luke Donald,5' 11",800.500,135,46
9,0,30926,Chris Kirk,5' 11",884.333,149,64
9,0,34046,Jordan Spieth,5' 11",1145.417,194,4
12,0,29221,Webb Simpson,6' 0",1029.083,172,9
12,0,33448,Justin Thomas,6' 0",1457.500,243,37
12,0,21878,Mark Wilson,6' 0",1236.833,205,63
15,0,35545,Blayne Barber,6' 1",961.583,158,80
15,0,30852,Ryo Ishikawa,6' 1",1233.333,203,159
15,0,32839,Hideki Matsuyama,6' 1",1184.917,195,30
15,0,33419,Cameron Tringale,6' 1",1329.500,219,27
19,0,32200,Roberto Castro,6' 2",541.750,88,169
19,0,24494,Erik Compton,6' 2",1334.417,215,61
19,0,10860,Justin Leonard,6' 2",929.833,150,34
19,0,23800,Bryce Molder,6' 2",1268.750,205,20
19,0,29289,S.Y. Noh,6' 2",856.083,139,166
24,0,32102,Rickie Fowler,6' 3",1001.083,160,47
24,0,26300,Matt Jones,6' 3",1336.750,215,42
24,0,23108,Matt Kuchar,6' 3",1369.667,218,13
24,0,22405,Justin Rose,6' 3",900.833,144,94
24,0,06567,Vijay Singh,6' 3",1204.083,192,50
29,0,27895,Jonas Blixt,6' 4",1011.667,160,107
29,0,21209,Sergio Garcia,6' 4",635.333,100,109
29,0,24781,Hunter Mahan,6' 4",1108.500,174,78
29,0,31202,William McGirt,6' 4",1660.000,261,11
29,0,34360,Patrick Reed,6' 4",1500.083,236,28
34,0,40058,Zac Blair,6' 5",1403.500,218,6
34,0,29479,Scott Brown,6' 5",1421.917,221,55
34,0,31416,Derek Fathauer,6' 5",1362.000,213,129
34,0,10809,Jim Furyk,6' 5",842.000,131,18
34,0,25900,Lucas Glover,6' 5",1180.500,183,164
34,0,20766,Padraig Harrington,6' 5",958.833,149,137
34,0,29222,Billy Hurley III,6' 5",1185.250,185,10
