RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,34046,Jordan Spieth,1' 8",89.000,53,4
2,0,24502,Adam Scott,2' 0",40.750,20,173
3,0,10885,Robert Allenby,2' 3",93.333,41,180
4,0,35539,Luke Guthrie,2' 4",136.167,59,127
4,0,24924,Bill Haas,2' 4",141.667,61,31
6,0,24846,Ricky Barnes,2' 6",134.333,53,69
6,0,25364,Paul Casey,2' 6",90.500,36,150
6,0,10809,Jim Furyk,2' 6",111.000,45,18
6,0,33419,Cameron Tringale,2' 6",157.083,63,27
10,0,35545,Blayne Barber,2' 7",169.833,66,80
10,0,23541,Ben Crane,2' 7",76.500,30,29
10,0,30711,Colt Knost,2' 7",154.417,59,97
10,0,01706,Davis Love III,2' 7",102.333,39,136
10,0,01810,Phil Mickelson,2' 7",96.000,37,84
15,0,27436,Graham DeLaet,2' 8",97.250,36,133
15,0,25191,Gonzalo Fernandez-Castaño,2' 8",168.500,63,120
15,0,33399,Adam Hadwin,2' 8",180.833,68,110
15,0,34098,Russell Henley,2' 8",145.833,54,130
15,0,35532,Tom Hoge,2' 8",133.417,50,106
15,0,36801,Mark Hubbard,2' 8",125.333,47,38
15,0,25396,Kevin Na,2' 8",127.750,48,19
15,0,26329,Louis Oosthuizen,2' 8",99.000,37,41
15,0,28475,Jeff Overton,2' 8",163.917,61,98
15,0,22056,Cameron Percy,2' 8",148.833,55,148
15,0,27963,Chris Stroud,2' 8",194.750,72,71
15,0,27770,Camilo Villegas,2' 8",162.417,61,96
27,0,20771,Steven Alker,2' 9",107.750,39,39
27,0,24507,Jason Bohn,2' 9",191.333,70,51
27,0,29479,Scott Brown,2' 9",241.833,87,55
27,0,20593,Greg Chalmers,2' 9",82.750,30,132
27,0,32102,Rickie Fowler,2' 9",140.000,51,47
27,0,32448,James Hahn,2' 9",179.500,65,108
27,0,36689,Brooks Koepka,2' 9",111.333,41,143
27,0,35541,John Peterson,2' 9",193.333,70,14
27,0,26331,Charl Schwartzel,2' 9",118.167,43,168
27,0,06567,Vijay Singh,2' 9",182.917,66,50
37,0,32334,Charlie Beljan,2' 10",122.417,43,184
37,0,23638,Brendon de Jonge,2' 10",224.583,80,91
37,0,24024,Zach Johnson,2' 10",145.750,51,49
37,0,08075,Jerry Kelly,2' 10",178.667,63,7
37,0,31202,William McGirt,2' 10",231.583,82,11
37,0,33667,Carlos Ortiz,2' 10",171.750,61,158
37,0,23320,Ryan Palmer,2' 10",138.917,49,60
37,0,28486,Michael Putnam,2' 10",171.917,61,95
37,0,34360,Patrick Reed,2' 10",177.167,62,28
37,0,29221,Webb Simpson,2' 10",189.500,66,9
37,0,27649,Brandt Snedeker,2' 10",191.333,67,15
37,0,28132,Tyrone Van Aswegen,2' 10",62.417,22,116
37,0,34265,Will Wilcox,2' 10",84.583,30,24
50,0,32200,Roberto Castro,2' 11",90.750,31,169
50,0,21753,Brian Davis,2' 11",165.000,57,56
50,0,24358,Robert Garrigus,2' 11",119.167,41,176
50,0,20766,Padraig Harrington,2' 11",145.750,50,137
50,0,29420,Billy Horschel,2' 11",181.417,62,126
50,0,30925,Dustin Johnson,2' 11",146.833,50,119
50,0,37454,Whee Kim,2' 11",119.417,41,123
50,0,23621,Rory Sabbatini,2' 11",181.500,62,17
50,0,27214,Kevin Streelman,2' 11",211.583,72,104
50,0,31323,Gary Woodland,2' 11",152.833,52,142
60,0,28089,Jason Day,3' 0",123.583,41,2
60,0,20157,Retief Goosen,3' 0",162.083,54,85
60,0,27466,Spencer Levin,3' 0",227.833,76,76
60,0,25198,Francesco Molinari,3' 0",97.000,32,111
60,0,24361,Pat Perez,3' 0",202.750,67,69
60,0,25818,Scott Piercy,3' 0",188.250,63,105
60,0,26476,Chez Reavie,3' 0",126.583,42,152
60,0,36699,Patrick Rodgers,3' 0",86.833,29,145
60,0,22405,Justin Rose,3' 0",104.750,35,94
60,0,31560,Brian Stuard,3' 0",228.583,76,66
70,0,28259,Sangmoon Bae,3' 1",212.167,69,45
70,0,20229,Stewart Cink,3' 1",140.917,46,117
70,0,34099,Harris English,3' 1",233.667,75,36
70,0,27141,J.B. Holmes,3' 1",182.750,60,85
70,0,30926,Chris Kirk,3' 1",118.917,39,64
70,0,33122,Russell Knox,3' 1",190.250,61,71
70,0,29926,Danny Lee,3' 1",301.333,98,52
70,0,23548,Bill Lunde,3' 1",73.167,24,128
70,0,26596,Ryan Moore,3' 1",165.000,54,65
70,0,24138,Ian Poulter,3' 1",108.833,35,54
70,0,25562,Andres Romero,3' 1",170.500,56,140
70,0,22293,Heath Slocum,3' 1",77.083,25,138
70,0,25632,Jimmy Walker,3' 1",167.167,54,124
83,0,33141,Keegan Bradley,3' 2",166.333,53,115
83,0,32366,Kevin Chappell,3' 2",196.917,63,87
83,0,34262,Jon Curran,3' 2",128.750,41,35
83,0,25686,Jason Dufner,3' 2",126.917,40,162
83,0,06522,Ernie Els,3' 2",113.917,36,144
83,0,25900,Lucas Glover,3' 2",173.833,55,164
83,0,22892,Jason Gore,3' 2",150.500,48,167
83,0,26758,David Hearn,3' 2",224.333,71,131
83,0,23353,J.J. Henry,3' 2",207.167,65,170
83,0,39977,Max Homa,3' 2",153.583,48,90
83,0,29478,Kevin Kisner,3' 2",245.333,77,21
83,0,30944,Jason Kokrak,3' 2",199.750,63,114
83,0,27936,Martin Laird,3' 2",153.500,49,67
83,0,34409,David Lingmerth,3' 2",266.250,84,42
83,0,32640,Troy Merritt,3' 2",238.417,76,33
83,0,24140,Sean O'Hair,3' 2",225.250,71,83
83,0,34130,Sung Joon Park,3' 2",163.000,52,8
83,0,29223,Sam Saunders,3' 2",185.833,59,121
83,0,27095,Nick Watney,3' 2",235.833,74,103
83,0,25804,Bubba Watson,3' 2",131.417,42,32
103,0,40058,Zac Blair,3' 3",213.250,65,6
103,0,25274,Steven Bowditch,3' 3",280.417,86,3
103,0,20472,Alex Cejka,3' 3",230.000,71,62
103,0,23983,Luke Donald,3' 3",141.333,43,46
103,0,28500,Martin Flores,3' 3",237.833,74,99
103,0,27644,Brian Harman,3' 3",152.083,47,77
103,0,21961,Charles Howell III,3' 3",304.583,93,151
103,0,23108,Matt Kuchar,3' 3",202.500,62,13
103,0,29289,S.Y. Noh,3' 3",116.333,36,166
103,0,29476,Kyle Reifers,3' 3",203.833,63,40
103,0,25493,Nick Taylor,3' 3",251.083,78,113
114,0,40026,Daniel Berger,3' 4",172.750,52,59
114,0,27895,Jonas Blixt,3' 4",164.167,49,107
114,0,37273,Derek Ernst,3' 4",210.167,63,135
114,0,28307,Matt Every,3' 4",144.083,43,153
114,0,29725,Tony Finau,3' 4",268.833,81,149
114,0,33413,Ben Martin,3' 4",185.417,56,174
114,0,25345,Carl Pettersson,3' 4",319.250,95,26
114,0,33486,Roger Sloan,3' 4",111.917,34,175
114,0,33448,Justin Thomas,3' 4",275.250,83,37
114,0,28780,Nicholas Thompson,3' 4",146.083,44,179
114,0,23623,Bo Van Pelt,3' 4",162.833,49,154
114,0,27064,Jhonattan Vegas,3' 4",205.917,62,89
114,0,26289,Boo Weekley,3' 4",191.667,57,73
114,0,25892,Steve Wheatcroft,3' 4",186.750,56,56
114,0,25349,Tim Wilkinson,3' 4",114.167,34,111
114,0,21878,Mark Wilson,3' 4",166.167,50,63
130,0,34563,Chesson Hadley,3' 5",243.750,72,125
130,0,12716,Charley Hoffman,3' 5",125.250,37,100
130,0,29222,Billy Hurley III,3' 5",227.167,66,10
130,0,31193,Jim Renner,3' 5",147.750,43,165
130,0,29425,Andrew Svoboda,3' 5",247.583,72,182
130,0,02206,David Toms,3' 5",237.083,70,12
136,0,24357,K.J. Choi,3' 6",193.750,55,16
136,0,34174,John Huh,3' 6",288.833,82,23
136,0,20691,Greg Owen,3' 6",105.250,30,74
136,0,30692,Scott Stallings,3' 6",104.167,30,171
136,0,26951,Johnson Wagner,3' 6",182.667,52,82
141,0,30736,Oscar Fraustro,3' 7",132.667,37,147
141,0,21209,Sergio Garcia,3' 7",113.417,32,109
141,0,31557,Jim Herman,3' 7",158.333,44,118
141,0,33461,Morgan Hoffmann,3' 7",262.333,73,92
141,0,26300,Matt Jones,3' 7",199.333,56,42
141,0,32839,Hideki Matsuyama,3' 7",220.167,62,30
141,0,27933,John Merrick,3' 7",169.917,47,134
141,0,35451,Scott Pinckney,3' 7",144.667,40,155
141,0,25240,D.A. Points,3' 7",207.083,58,75
141,0,30946,Alex Prugh,3' 7",194.500,54,177
151,0,23048,Eric Axley,3' 8",130.667,36,56
151,0,20848,Ángel Cabrera,3' 8",125.583,34,183
151,0,24781,Hunter Mahan,3' 8",281.583,76,78
151,0,22046,Geoff Ogilvy,3' 8",120.000,33,181
151,0,34256,Andrew Putnam,3' 8",166.500,45,139
151,0,20645,John Senden,3' 8",158.167,43,163
151,0,29518,Brendan Steele,3' 8",252.167,69,68
151,0,32150,Michael Thompson,3' 8",210.917,57,161
159,0,12510,Chad Campbell,3' 9",245.167,66,88
159,0,25720,Chad Collins,3' 9",225.917,60,1
161,0,28679,Fabián Gómez,3' 10",257.583,67,101
161,0,29720,Andres Gonzales,3' 10",175.000,46,157
161,0,23800,Bryce Molder,3' 10",209.833,55,20
161,0,33418,Shawn Stefani,3' 10",277.333,72,146
165,0,24494,Erik Compton,3' 11",214.333,55,61
165,0,25369,Jamie Donaldson,3' 11",85.500,22,81
165,0,30852,Ryo Ishikawa,3' 11",236.917,60,159
165,0,24490,George McNeill,3' 11",345.750,88,44
165,0,34264,Hudson Swafford,3' 11",299.083,76,160
165,0,30927,Brendon Todd,3' 11",240.333,61,22
171,0,31416,Derek Fathauer,4' 0",226.167,57,129
171,0,20396,Lee Westwood,4' 0",109.000,27,178
173,0,20104,Ken Duke,4' 1",222.833,55,102
173,0,21528,Henrik Stenson,4' 1",123.583,30,25
175,0,24925,Jonathan Byrd,4' 2",133.000,32,5
175,0,10860,Justin Leonard,4' 2",196.083,47,34
175,0,28023,Byron Smith,4' 2",108.500,26,172
175,0,25834,Daniel Summerhays,4' 2",284.917,69,122
179,0,34261,Scott Langley,4' 3",324.750,76,93
180,0,26851,Marc Leishman,4' 4",185.167,43,141
181,0,34431,Robert Streb,4' 5",220.917,50,79
182,0,29535,Brice Garnett,4' 6",205.333,46,156
183,0,22371,Aaron Baddeley,4' 10",262.917,54,48
184,0,34358,Jonathan Randolph,5' 0",266.167,53,53
