RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,25198,Francesco Molinari,6' 3",545.583,87,111
2,0,25686,Jason Dufner,6' 4",513.333,81,162
3,0,34046,Jordan Spieth,6' 7",1143.000,174,4
4,0,21209,Sergio Garcia,6' 9",615.583,91,109
4,0,29221,Webb Simpson,6' 9",984.083,145,9
6,0,10860,Justin Leonard,6' 10",730.750,107,34
7,0,32102,Rickie Fowler,6' 11",853.000,124,47
7,0,10809,Jim Furyk,6' 11",733.833,106,18
7,0,34261,Scott Langley,6' 11",1289.250,186,93
7,0,30927,Brendon Todd,6' 11",1217.333,176,22
7,0,26289,Boo Weekley,6' 11",984.333,143,73
12,0,27933,John Merrick,7' 0",771.250,110,134
12,0,25396,Kevin Na,7' 0",1273.250,181,19
14,0,25720,Chad Collins,7' 1",807.417,114,1
14,0,08075,Jerry Kelly,7' 1",987.417,140,7
14,0,22293,Heath Slocum,7' 1",528.500,75,138
14,0,27649,Brandt Snedeker,7' 1",1246.500,176,15
14,0,33448,Justin Thomas,7' 1",1426.750,202,37
14,0,25349,Tim Wilkinson,7' 1",1079.333,152,111
20,0,32839,Hideki Matsuyama,7' 2",1213.083,169,30
20,0,33419,Cameron Tringale,7' 2",1293.917,181,27
22,0,40058,Zac Blair,7' 3",1507.417,209,6
22,0,29478,Kevin Kisner,7' 3",1652.833,227,21
24,0,06522,Ernie Els,7' 4",675.750,92,144
24,0,35539,Luke Guthrie,7' 4",1182.000,161,127
26,0,24507,Jason Bohn,7' 5",1301.417,175,51
26,0,20472,Alex Cejka,7' 5",1497.667,201,62
26,0,24024,Zach Johnson,7' 5",1136.417,154,49
26,0,24138,Ian Poulter,7' 5",925.250,125,54
26,0,22405,Justin Rose,7' 5",735.833,99,94
31,0,24494,Erik Compton,7' 6",1358.083,181,61
31,0,23541,Ben Crane,7' 6",873.500,116,29
31,0,29222,Billy Hurley III,7' 6",1099.500,147,10
31,0,01810,Phil Mickelson,7' 6",1138.583,151,84
31,0,28023,Byron Smith,7' 6",613.167,82,172
31,0,27770,Camilo Villegas,7' 6",1328.500,178,96
37,0,29725,Tony Finau,7' 7",1604.000,211,149
37,0,20766,Padraig Harrington,7' 7",802.000,106,137
37,0,29289,S.Y. Noh,7' 7",986.583,130,166
37,0,34360,Patrick Reed,7' 7",1513.167,199,28
37,0,31193,Jim Renner,7' 7",837.917,110,165
37,0,24502,Adam Scott,7' 7",598.333,79,173
37,0,21878,Mark Wilson,7' 7",1322.833,175,63
44,0,29479,Scott Brown,7' 8",1229.250,160,55
44,0,26758,David Hearn,7' 8",1278.917,167,131
44,0,37454,Whee Kim,7' 8",693.417,90,123
44,0,34409,David Lingmerth,7' 8",1300.000,169,42
44,0,26596,Ryan Moore,7' 8",1029.750,134,65
44,0,36699,Patrick Rodgers,7' 8",733.750,96,145
50,0,32366,Kevin Chappell,7' 9",1349.333,175,87
50,0,23983,Luke Donald,7' 9",945.750,122,46
50,0,33461,Morgan Hoffmann,7' 9",1434.750,186,92
50,0,30926,Chris Kirk,7' 9",935.417,121,64
50,0,23800,Bryce Molder,7' 9",1225.750,158,20
55,0,20771,Steven Alker,7' 10",797.833,102,39
55,0,22371,Aaron Baddeley,7' 10",1298.000,166,48
55,0,25274,Steven Bowditch,7' 10",1644.167,209,3
55,0,25191,Gonzalo Fernandez-Castaño,7' 10",1185.333,152,120
55,0,20157,Retief Goosen,7' 10",1302.750,167,85
55,0,27141,J.B. Holmes,7' 10",1329.917,169,85
55,0,23108,Matt Kuchar,7' 10",1645.000,211,13
55,0,24490,George McNeill,7' 10",1441.333,184,44
55,0,23621,Rory Sabbatini,7' 10",1117.083,143,17
55,0,26331,Charl Schwartzel,7' 10",859.417,110,168
55,0,27963,Chris Stroud,7' 10",1139.667,145,71
55,0,25493,Nick Taylor,7' 10",1556.917,199,113
67,0,24357,K.J. Choi,7' 11",1032.583,130,16
67,0,20104,Ken Duke,7' 11",1287.500,163,102
67,0,30852,Ryo Ishikawa,7' 11",1332.083,169,159
67,0,26476,Chez Reavie,7' 11",743.083,94,152
67,0,27095,Nick Watney,7' 11",1407.667,178,103
72,0,24846,Ricky Barnes,8' 0",1288.000,161,69
72,0,24925,Jonathan Byrd,8' 0",731.750,91,5
72,0,25369,Jamie Donaldson,8' 0",638.583,80,81
72,0,29720,Andres Gonzales,8' 0",1515.083,189,157
72,0,30944,Jason Kokrak,8' 0",1197.000,149,114
72,0,26329,Louis Oosthuizen,8' 0",950.500,119,41
72,0,24361,Pat Perez,8' 0",1492.000,186,69
72,0,33486,Roger Sloan,8' 0",806.000,101,175
80,0,27895,Jonas Blixt,8' 1",924.917,115,107
80,0,20593,Greg Chalmers,8' 1",740.333,92,132
80,0,21753,Brian Davis,8' 1",1181.583,146,56
80,0,28679,Fabián Gómez,8' 1",1216.167,151,101
80,0,32448,James Hahn,8' 1",1627.667,202,108
80,0,26851,Marc Leishman,8' 1",1166.167,144,141
80,0,25240,D.A. Points,8' 1",1090.250,135,75
80,0,31560,Brian Stuard,8' 1",1545.083,191,66
88,0,34256,Andrew Putnam,8' 2",1037.667,127,139
88,0,02206,David Toms,8' 2",784.833,96,12
90,0,28307,Matt Every,8' 3",1324.417,161,153
90,0,31416,Derek Fathauer,8' 3",1502.667,182,129
90,0,29926,Danny Lee,8' 3",1946.000,236,52
90,0,28475,Jeff Overton,8' 3",1379.417,168,98
90,0,20691,Greg Owen,8' 3",679.750,82,74
90,0,21528,Henrik Stenson,8' 3",818.250,99,25
96,0,34262,Jon Curran,8' 4",1126.333,135,35
96,0,23320,Ryan Palmer,8' 4",947.917,114,60
96,0,25345,Carl Pettersson,8' 4",1889.333,226,26
96,0,29223,Sam Saunders,8' 4",1155.583,139,121
96,0,34431,Robert Streb,8' 4",1851.250,222,79
96,0,28132,Tyrone Van Aswegen,8' 4",680.000,82,116
102,0,34563,Chesson Hadley,8' 5",1733.250,205,125
102,0,39977,Max Homa,8' 5",1230.917,146,90
102,0,26300,Matt Jones,8' 5",1411.583,168,42
102,0,30711,Colt Knost,8' 5",1352.917,160,97
102,0,33122,Russell Knox,8' 5",1447.000,172,71
102,0,31202,William McGirt,8' 5",1715.917,204,11
102,0,22056,Cameron Percy,8' 5",1014.250,121,148
102,0,30946,Alex Prugh,8' 5",1240.833,148,177
110,0,35545,Blayne Barber,8' 6",1091.250,129,80
110,0,37273,Derek Ernst,8' 6",1235.417,146,135
110,0,24358,Robert Garrigus,8' 6",1302.667,154,176
110,0,35532,Tom Hoge,8' 6",1189.167,140,106
110,0,29476,Kyle Reifers,8' 6",1262.583,148,40
110,0,06567,Vijay Singh,8' 6",1399.000,165,50
110,0,30692,Scott Stallings,8' 6",1143.250,134,171
117,0,32200,Roberto Castro,8' 7",616.500,72,169
117,0,25818,Scott Piercy,8' 7",1689.833,196,105
117,0,27214,Kevin Streelman,8' 7",1330.000,155,104
117,0,32150,Michael Thompson,8' 7",1231.417,144,161
117,0,25632,Jimmy Walker,8' 7",1490.750,174,124
122,0,12510,Chad Campbell,8' 8",1749.333,201,88
122,0,34099,Harris English,8' 8",1848.083,214,36
122,0,24924,Bill Haas,8' 8",1150.833,133,31
122,0,34174,John Huh,8' 8",1427.917,164,23
122,0,33413,Ben Martin,8' 8",1266.500,146,174
122,0,34358,Jonathan Randolph,8' 8",1140.250,132,53
122,0,29518,Brendan Steele,8' 8",1552.500,180,68
129,0,28500,Martin Flores,8' 9",1420.333,163,99
129,0,12716,Charley Hoffman,8' 9",1753.000,200,100
129,0,36689,Brooks Koepka,8' 9",1315.750,151,143
129,0,34130,Sung Joon Park,8' 9",1168.833,134,8
129,0,25834,Daniel Summerhays,8' 9",1732.750,198,122
129,0,34264,Hudson Swafford,8' 9",1254.750,143,160
129,0,31323,Gary Woodland,8' 9",1081.417,124,142
136,0,29535,Brice Garnett,8' 10",1111.417,126,156
136,0,21961,Charles Howell III,8' 10",2081.667,235,151
136,0,30925,Dustin Johnson,8' 10",1193.667,135,119
136,0,27466,Spencer Levin,8' 10",1394.333,158,76
140,0,28259,Sangmoon Bae,8' 11",1986.333,223,45
140,0,33141,Keegan Bradley,8' 11",1289.750,145,115
140,0,28089,Jason Day,8' 11",1095.167,123,2
140,0,22892,Jason Gore,8' 11",1038.333,116,167
140,0,27644,Brian Harman,8' 11",1549.583,173,77
140,0,31557,Jim Herman,8' 11",1269.917,143,118
140,0,27936,Martin Laird,8' 11",1457.333,164,67
140,0,23623,Bo Van Pelt,8' 11",1032.500,116,154
148,0,23048,Eric Axley,9' 0",718.167,80,56
148,0,35451,Scott Pinckney,9' 0",1560.083,173,155
148,0,33418,Shawn Stefani,9' 0",1754.917,195,146
148,0,27064,Jhonattan Vegas,9' 0",1495.500,166,89
148,0,20396,Lee Westwood,9' 0",750.000,83,178
153,0,32334,Charlie Beljan,9' 1",1235.833,136,184
153,0,20229,Stewart Cink,9' 1",979.250,108,117
153,0,25804,Bubba Watson,9' 1",1207.000,133,32
156,0,10885,Robert Allenby,9' 2",994.917,109,180
156,0,29420,Billy Horschel,9' 2",1353.167,147,126
156,0,36801,Mark Hubbard,9' 2",1164.000,127,38
156,0,24140,Sean O'Hair,9' 2",1832.083,200,83
156,0,26951,Johnson Wagner,9' 2",777.417,85,82
156,0,34265,Will Wilcox,9' 2",780.250,85,24
162,0,40026,Daniel Berger,9' 3",1554.333,168,59
162,0,28780,Nicholas Thompson,9' 3",1446.083,157,179
164,0,33399,Adam Hadwin,9' 5",1484.083,158,110
164,0,01706,Davis Love III,9' 5",689.417,73,136
164,0,25892,Steve Wheatcroft,9' 5",1521.417,161,56
167,0,23638,Brendon de Jonge,9' 6",1969.833,208,91
167,0,32640,Troy Merritt,9' 6",1871.667,197,33
167,0,33667,Carlos Ortiz,9' 6",1940.417,205,158
167,0,25562,Andres Romero,9' 6",1405.500,148,140
171,0,35541,John Peterson,9' 7",1504.333,157,14
172,0,20848,Ángel Cabrera,9' 8",956.583,99,183
172,0,25900,Lucas Glover,9' 8",1289.417,133,164
172,0,22046,Geoff Ogilvy,9' 8",819.000,85,181
172,0,28486,Michael Putnam,9' 8",1534.417,159,95
172,0,29425,Andrew Svoboda,9' 8",1481.917,153,182
177,0,27436,Graham DeLaet,9' 9",1135.417,116,133
177,0,23353,J.J. Henry,9' 9",1437.083,147,170
177,0,24781,Hunter Mahan,9' 9",1367.083,140,78
180,0,30736,Oscar Fraustro,9' 10",971.333,99,147
181,0,20645,John Senden,9' 11",1206.250,122,163
182,0,23548,Bill Lunde,10' 2",713.167,70,128
183,0,25364,Paul Casey,10' 4",1264.667,122,150
184,0,34098,Russell Henley,10' 5",1391.000,134,130
