RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,22371,Aaron Baddeley,2.883,297,103
2,0,08075,Jerry Kelly,2.894,301,104
3,0,26951,Johnson Wagner,2.909,256,88
4,0,25364,Paul Casey,2.915,239,82
5,0,28089,Jason Day,2.923,190,65
6,0,25396,Kevin Na,2.924,307,105
7,0,32839,Hideki Matsuyama,2.944,265,90
8,0,29478,Kevin Kisner,2.948,454,154
8,0,21528,Henrik Stenson,2.948,171,58
10,0,28023,Byron Smith,2.956,201,68
11,0,25493,Nick Taylor,2.960,370,125
12,0,26758,David Hearn,2.961,382,129
13,0,29222,Billy Hurley III,2.965,335,113
13,0,34409,David Lingmerth,2.965,338,114
13,0,24490,George McNeill,2.965,427,144
16,0,36801,Mark Hubbard,2.967,273,92
17,0,26329,Louis Oosthuizen,2.970,199,67
17,0,22405,Justin Rose,2.970,196,66
19,0,25818,Scott Piercy,2.976,372,125
20,0,28500,Martin Flores,2.977,390,131
21,0,24507,Jason Bohn,2.978,414,139
22,0,28486,Michael Putnam,2.982,340,114
23,0,28132,Tyrone Van Aswegen,2.984,185,62
24,0,34431,Robert Streb,2.986,433,145
24,0,25834,Daniel Summerhays,2.986,427,143
26,0,20771,Steven Alker,2.987,227,76
26,0,12510,Chad Campbell,2.987,445,149
28,0,27436,Graham DeLaet,2.988,257,86
29,0,25191,Gonzalo Fernandez-Castaño,2.990,305,102
29,0,28679,Fabián Gómez,2.990,311,104
31,0,24494,Erik Compton,2.991,323,108
31,0,30927,Brendon Todd,2.991,341,114
33,0,40026,Daniel Berger,3.000,378,126
33,0,25720,Chad Collins,3.000,273,91
33,0,34099,Harris English,3.000,384,128
33,0,22892,Jason Gore,3.000,261,87
33,0,24024,Zach Johnson,3.000,279,93
33,0,33486,Roger Sloan,3.000,183,61
33,0,25804,Bubba Watson,3.000,180,60
33,0,34265,Will Wilcox,3.000,207,69
41,0,33448,Justin Thomas,3.007,439,146
42,0,29476,Kyle Reifers,3.008,373,124
43,0,35539,Luke Guthrie,3.009,346,115
43,0,29223,Sam Saunders,3.009,334,111
43,0,27214,Kevin Streelman,3.009,349,116
43,0,27963,Chris Stroud,3.009,328,109
47,0,20157,Retief Goosen,3.010,310,103
47,0,24924,Bill Haas,3.010,307,102
47,0,34046,Jordan Spieth,3.010,316,105
50,0,27141,J.B. Holmes,3.012,244,81
51,0,24138,Ian Poulter,3.013,232,77
52,0,40058,Zac Blair,3.014,434,144
52,0,32102,Rickie Fowler,3.014,220,73
