RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,36699,Patrick Rodgers,3.800,57,15
2,0,30852,Ryo Ishikawa,3.846,50,13
3,0,30736,Oscar Fraustro,3.857,27,7
3,0,31193,Jim Renner,3.857,27,7
5,0,31560,Brian Stuard,3.909,43,11
5,0,27064,Jhonattan Vegas,3.909,43,11
7,0,29479,Scott Brown,4.000,60,15
7,0,30926,Chris Kirk,4.000,84,21
7,0,30711,Colt Knost,4.000,68,17
7,0,23800,Bryce Molder,4.000,44,11
7,0,25804,Bubba Watson,4.000,116,29
12,0,29926,Danny Lee,4.033,121,30
13,0,34099,Harris English,4.042,97,24
14,0,36689,Brooks Koepka,4.043,93,23
14,0,21528,Henrik Stenson,4.043,93,23
16,0,30925,Dustin Johnson,4.050,81,20
17,0,34046,Jordan Spieth,4.056,73,18
18,0,35541,John Peterson,4.063,65,16
19,0,27214,Kevin Streelman,4.069,118,29
20,0,29420,Billy Horschel,4.074,110,27
21,0,24502,Adam Scott,4.077,53,13
22,0,24490,George McNeill,4.083,98,24
22,0,20396,Lee Westwood,4.083,49,12
24,0,23108,Matt Kuchar,4.094,131,32
25,0,24140,Sean O'Hair,4.095,86,21
26,0,22371,Aaron Baddeley,4.100,41,10
26,0,34262,Jon Curran,4.100,41,10
26,0,35539,Luke Guthrie,4.100,41,10
26,0,27933,John Merrick,4.100,41,10
30,0,24358,Robert Garrigus,4.111,37,9
30,0,33486,Roger Sloan,4.111,37,9
30,0,30927,Brendon Todd,4.111,111,27
33,0,40058,Zac Blair,4.125,66,16
33,0,26758,David Hearn,4.125,66,16
33,0,24781,Hunter Mahan,4.125,132,32
36,0,29221,Webb Simpson,4.130,95,23
37,0,34098,Russell Henley,4.133,124,30
37,0,27466,Spencer Levin,4.133,62,15
37,0,21878,Mark Wilson,4.133,62,15
40,0,24361,Pat Perez,4.143,87,21
40,0,34265,Will Wilcox,4.143,29,7
42,0,34431,Robert Streb,4.146,170,41
43,0,27770,Camilo Villegas,4.147,141,34
44,0,26289,Boo Weekley,4.150,83,20
45,0,20229,Stewart Cink,4.154,54,13
45,0,20157,Retief Goosen,4.154,54,13
45,0,22892,Jason Gore,4.154,54,13
48,0,26300,Matt Jones,4.161,129,31
49,0,21753,Brian Davis,4.167,50,12
49,0,10860,Justin Leonard,4.167,25,6
51,0,23638,Brendon de Jonge,4.182,92,22
51,0,25198,Francesco Molinari,4.182,46,11
51,0,26596,Ryan Moore,4.182,138,33
54,0,29289,S.Y. Noh,4.188,67,16
54,0,24138,Ian Poulter,4.188,67,16
54,0,06567,Vijay Singh,4.188,67,16
54,0,25834,Daniel Summerhays,4.188,67,16
54,0,33419,Cameron Tringale,4.188,67,16
59,0,29725,Tony Finau,4.190,88,21
59,0,32640,Troy Merritt,4.190,88,21
59,0,33418,Shawn Stefani,4.190,88,21
62,0,06522,Ernie Els,4.200,42,10
62,0,28500,Martin Flores,4.200,63,15
62,0,31557,Jim Herman,4.200,84,20
62,0,23548,Bill Lunde,4.200,21,5
62,0,31202,William McGirt,4.200,84,20
62,0,34130,Sung Joon Park,4.200,42,10
62,0,22405,Justin Rose,4.200,84,20
62,0,29223,Sam Saunders,4.200,42,10
62,0,22293,Heath Slocum,4.200,21,5
71,0,34360,Patrick Reed,4.211,160,38
72,0,24024,Zach Johnson,4.212,139,33
72,0,25632,Jimmy Walker,4.212,139,33
74,0,29478,Kevin Kisner,4.214,118,28
75,0,35545,Blayne Barber,4.222,38,9
75,0,24494,Erik Compton,4.222,38,9
75,0,35451,Scott Pinckney,4.222,76,18
78,0,25274,Steven Bowditch,4.225,169,40
79,0,34563,Chesson Hadley,4.226,131,31
80,0,25900,Lucas Glover,4.231,55,13
80,0,08075,Jerry Kelly,4.231,55,13
82,0,27649,Brandt Snedeker,4.238,89,21
83,0,25345,Carl Pettersson,4.240,106,25
84,0,20593,Greg Chalmers,4.250,17,4
84,0,26476,Chez Reavie,4.250,17,4
84,0,25892,Steve Wheatcroft,4.250,68,16
87,0,25493,Nick Taylor,4.259,115,27
88,0,24357,K.J. Choi,4.267,64,15
88,0,26329,Louis Oosthuizen,4.267,64,15
88,0,32150,Michael Thompson,4.267,64,15
91,0,33413,Ben Martin,4.270,158,37
92,0,28089,Jason Day,4.273,141,33
92,0,36801,Mark Hubbard,4.273,47,11
92,0,29222,Billy Hurley III,4.273,47,11
92,0,30944,Jason Kokrak,4.273,47,11
92,0,01810,Phil Mickelson,4.273,94,22
92,0,25562,Andres Romero,4.273,47,11
98,0,32839,Hideki Matsuyama,4.278,154,36
98,0,23320,Ryan Palmer,4.278,77,18
100,0,28307,Matt Every,4.280,107,25
101,0,10885,Robert Allenby,4.286,30,7
101,0,25720,Chad Collins,4.286,60,14
101,0,20766,Padraig Harrington,4.286,60,14
101,0,28023,Byron Smith,4.286,30,7
105,0,27141,J.B. Holmes,4.303,142,33
106,0,22046,Geoff Ogilvy,4.304,99,23
106,0,29518,Brendan Steele,4.304,99,23
108,0,24846,Ricky Barnes,4.308,56,13
108,0,21209,Sergio Garcia,4.308,56,13
108,0,21961,Charles Howell III,4.308,112,26
108,0,28475,Jeff Overton,4.308,56,13
112,0,12716,Charley Hoffman,4.310,125,29
113,0,27644,Brian Harman,4.313,138,32
114,0,23983,Luke Donald,4.333,65,15
114,0,34261,Scott Langley,4.333,52,12
114,0,34256,Andrew Putnam,4.333,26,6
114,0,34264,Hudson Swafford,4.333,39,9
114,0,25349,Tim Wilkinson,4.333,39,9
114,0,31323,Gary Woodland,4.333,78,18
120,0,25364,Paul Casey,4.348,100,23
120,0,32102,Rickie Fowler,4.348,100,23
122,0,33141,Keegan Bradley,4.353,74,17
123,0,27895,Jonas Blixt,4.357,61,14
124,0,34358,Jonathan Randolph,4.364,48,11
125,0,20848,Ángel Cabrera,4.368,83,19
126,0,40026,Daniel Berger,4.370,118,27
127,0,25369,Jamie Donaldson,4.375,35,8
127,0,26331,Charl Schwartzel,4.375,70,16
129,0,34409,David Lingmerth,4.381,92,21
130,0,29476,Kyle Reifers,4.385,57,13
130,0,33448,Justin Thomas,4.385,114,26
132,0,25396,Kevin Na,4.389,79,18
132,0,23621,Rory Sabbatini,4.389,79,18
134,0,24924,Bill Haas,4.393,123,28
135,0,24925,Jonathan Byrd,4.400,44,10
135,0,32200,Roberto Castro,4.400,22,5
135,0,37273,Derek Ernst,4.400,44,10
135,0,31416,Derek Fathauer,4.400,44,10
135,0,35532,Tom Hoge,4.400,44,10
135,0,30692,Scott Stallings,4.400,88,20
141,0,20645,John Senden,4.409,97,22
142,0,34174,John Huh,4.412,75,17
143,0,39977,Max Homa,4.417,53,12
144,0,12510,Chad Campbell,4.421,84,19
145,0,25686,Jason Dufner,4.429,62,14
