RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,28237,Rory McIlroy,19,2019430
2,0,48081,Xander Schauffele,14,2020180
3,0,46717,Viktor Hovland,12,2020240
4,1,35506,Mackenzie Hughes,9,2020405
4,0,37455,Si Woo Kim,9,2020410
4,1,46970,Jon Rahm,9,2020405
7,2,34099,Harris English,8,2020405
7,-2,28300,Joost Luiten,8,2018200
7,2,34360,Patrick Reed,8,2020445
7,-2,08793,Tiger Woods,8,2019470
11,-2,27896,Ross Fisher,7,2018300
11,-2,26329,Louis Oosthuizen,7,2020410
11,-2,32797,Sanghyun Park,7,2019020
11,-2,39113,Shubhankar Sharma,7,2019020
11,-2,29518,Brendan Steele,7,2020410
11,-2,27214,Kevin Streelman,7,2020410
11,6,33448,Justin Thomas,7,2020445
18,-1,20472,Alex Cejka,6,2020080
18,-1,46435,Austin Cook,6,2020410
18,8,35310,Lanto Griffin,6,2020465
18,-1,27324,Seungsu Han,6,2010300
18,8,29478,Kevin Kisner,6,2020483
18,-1,47993,Denny McCarthy,6,2020465
18,8,23320,Ryan Palmer,6,2020465
18,8,46046,Scottie Scheffler,6,2020465
18,-1,47347,Adam Schenk,6,2020415
18,8,35891,Cameron Smith,6,2020465
18,-1,02190,Doug Tewell,6,1999230
18,-1,56278,Matthew Wolff,6,2020465
18,-1,33870,Ashun Wu,6,2015060
31,-5,33404,Chris Baker,5,2020230
31,14,40026,Daniel Berger,5,2020483
31,-5,28697,Gaganjeet Bhullar,5,2014030
31,-5,25364,Paul Casey,5,2020483
31,-5,27644,Brian Harman,5,2020470
31,-5,34098,Russell Henley,5,2020481
31,-5,36801,Mark Hubbard,5,2020465
31,14,30925,Dustin Johnson,5,2020483
31,-5,27503,Steve LeBrun,5,2013290
31,-5,49481,Tae Hee Lee,5,2019030
31,-5,01682,Wayne Levi,5,2001300
31,-5,35449,Adam Long,5,2020470
31,-5,52215,Robert MacIntyre,5,2019420
31,14,32839,Hideki Matsuyama,5,2020483
31,-5,27349,Alex Noren,5,2020470
31,-5,35947,John Oda,5,2018410
31,-5,36699,Patrick Rodgers,5,2020465
31,14,29221,Webb Simpson,5,2020483
49,-4,48084,Wesley Bryan,4,2020405
49,-4,45157,Cam Davis,4,2020470
49,-4,30911,Tommy Fleetwood,4,2020483
49,-4,28500,Martin Flores,4,2018430
49,-4,31646,Emiliano Grillo,4,2020470
49,-4,28938,Justin Harding,4,2019420
49,-4,23063,Scott Hend,4,2018020
49,-4,34656,Mikumu Horikawa,4,2019430
49,-4,27936,Martin Laird,4,2020170
49,-4,37250,Romain Langasque,4,2015390
49,-4,24077,Matthew Millar,4,2011310
49,13,48822,Sebastián Muñoz,4,2020490
49,-4,23797,Brett Rumford,4,2015390
49,-4,25804,Bubba Watson,4,2020483
63,-1,20098,Stuart Appleby,3,2019040
63,-1,31395,Yosuke Asaji,3,2019420
63,-1,46154,Yi Keun Chang,3,2017410
63,-1,34306,John Chin,3,2019410
63,-1,45609,Tyler Duncan,3,2020490
63,-1,30736,Oscar Fraustro,3,2017060
63,-1,32662,Michael Gligic,3,2020470
63,-1,46402,Talor Gooch,3,2020490
63,26,34363,Tyrrell Hatton,3,2020500
63,-1,47056,Rikuya Hoshino,3,2019120
63,-1,36514,Yuki Inamori,3,2019050
63,-1,47990,Kyle Jones,3,2019410
63,-1,30944,Jason Kokrak,3,2020490
63,-1,33410,Andrew Landry,3,2020490
63,-1,35834,Hyungjoon Lee,3,2018030
63,-1,34168,Soomin Lee,3,2017020
63,-1,29772,Michael Lorenzo-Vera,3,2020090
63,-1,50526,Tom Lovelady,3,2019400
63,26,25396,Kevin Na,3,2020500
63,-1,24138,Ian Poulter,3,2020483
63,-1,47995,Davis Riley,3,2019310
63,-1,34541,Poom Saksansin,3,2018020
63,-1,24502,Adam Scott,3,2020485
63,-1,02084,Bob Shearer,3,1984320
63,-1,20580,Andre Stolz,3,2011300
63,26,30927,Brendon Todd,3,2020500
63,-1,29484,Peter Uihlein,3,2020470
63,-1,34126,Scott Vincent,3,2015250
63,-1,29454,Bernd Wiesberger,3,2020470
92,0,45526,Abraham Ancer,2,2020510
92,-3,26418,Adam Bland,2,2018200
92,-3,55708,Hayden Buckley,2,2019040
92,0,52372,Cameron Champ,2,2020510
92,-3,32366,Kevin Chappell,2,2020410
