RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
94,0,01457,Jay Haas,3.54,280,79
94,0,06613,Tommy Tolles,3.54,237,67
97,0,01527,Scott Hoch,3.53,180,51
97,0,01724,Jeff Maggert,3.53,212,60
99,0,01320,Bob Estes,3.52,250,71
99,0,01381,Fred Funk,3.52,338,96
99,0,24781,Hunter Mahan,3.52,331,94
102,0,01928,Corey Pavin,3.51,277,79
103,0,24290,D.J. Brigman,3.50,266,76
103,0,01938,David Peoples,3.50,280,80
105,0,01127,Danny Briggs,3.49,283,81
105,0,11123,Chris Couch,3.49,192,55
105,0,23983,Luke Donald,3.49,251,72
105,0,20121,Todd Fischer,3.49,356,102
105,0,23353,J.J. Henry,3.49,359,103
105,0,25396,Kevin Na,3.49,335,96
105,0,22913,John Rollins,3.49,297,85
112,0,12760,Danny Ellis,3.48,268,77
112,0,06332,Neal Lancaster,3.48,358,103
114,0,21407,Arjun Atwal,3.47,288,83
114,0,08337,Mike Heinen,3.47,184,53
114,0,02101,Joey Sindelar,3.47,340,98
114,0,06527,Steve Stricker,3.47,271,78
114,0,21878,Mark Wilson,3.47,215,62
119,0,01619,Skip Kendall,3.46,343,99
119,0,01941,Tom Pernice Jr.,3.46,343,99
121,0,20472,Alex Cejka,3.44,241,70
121,0,01666,Bernhard Langer,3.44,189,55
123,0,23108,Matt Kuchar,3.43,285,83
123,0,10425,Jay Williamson,3.43,336,98
125,0,19881,Robert Damron,3.42,315,92
125,0,10860,Justin Leonard,3.42,291,85
127,0,01313,Steve Elkington,3.41,208,61
127,0,06575,Dudley Hart,3.41,198,58
127,0,20094,Jonathan Kaye,3.41,259,76
127,0,22293,Heath Slocum,3.41,307,90
131,0,23614,Rich Beem,3.40,262,77
132,0,21646,David Branshaw,3.38,277,82
132,0,06515,Shaun Micheel,3.38,308,91
134,0,01948,Tim Petrovic,3.37,361,107
135,0,20104,Ken Duke,3.36,292,87
135,0,02002,John Riegger,3.36,178,53
135,0,06595,Kevin Sutherland,3.36,272,81
138,0,01157,Tom Byrum,3.35,278,83
138,0,20127,Chris Riley,3.35,248,74
140,0,22371,Aaron Baddeley,3.34,284,85
140,0,08123,Jeff Brehaut,3.34,347,104
140,0,06809,Bob Burns,3.34,287,86
140,0,01329,Brad Faxon,3.34,297,89
144,0,06373,José María Olazábal,3.33,173,52
145,0,07721,Pat Bates,3.32,322,97
145,0,12510,Chad Campbell,3.32,309,93
145,0,08537,J.P. Hayes,3.32,249,75
148,0,01035,Tommy Armour III,3.30,287,87
148,0,01261,Jay Delsing,3.30,241,73
148,0,20628,Arron Oberholser,3.30,241,73
148,0,01926,Steve Pate,3.30,228,69
148,0,20548,Hidemichi Tanaka,3.30,294,89
153,0,01797,Rocco Mediate,3.29,158,48
153,0,01887,Mark O'Meara,3.29,191,58
153,0,02099,Scott Simpson,3.29,181,55
156,0,23613,Rich Barcelo,3.28,213,65
156,0,01203,Russ Cochran,3.28,200,61
156,0,01473,Todd Hamilton,3.28,289,88
156,0,12782,Tim Herron,3.28,272,83
160,0,23307,Roger Tambellini,3.27,255,78
161,0,21961,Charles Howell III,3.26,329,101
161,0,07939,Dan Olsen,3.26,238,73
161,0,10912,Craig Perks,3.26,235,72
161,0,20580,Andre Stolz,3.26,173,53
165,0,07363,Craig Bowden,3.24,269,83
166,0,02049,Gene Sauers,3.23,262,81
167,0,01378,David Frost,3.22,251,78
168,0,01219,John Cook,3.21,170,53
168,0,08339,Spike McRoy,3.21,292,91
168,0,12753,David Morland IV,3.21,234,73
168,0,02223,Bob Tway,3.21,273,85
172,0,12394,Tom Carter,3.19,351,110
172,0,08881,Tripp Isenhour,3.19,169,53
174,0,01766,Billy Mayfair,3.18,334,105
174,0,01968,Nick Price,3.18,159,50
174,0,08385,Omar Uresti,3.18,270,85
177,0,08835,Kris Cox,3.17,225,71
177,0,20585,Niclas Fasth,3.17,190,60
179,0,20378,Mathias Grönberg,3.15,274,87
180,0,06214,Guy Boros,3.14,201,64
180,0,02245,Grant Waite,3.14,242,77
182,0,22621,Ben Curtis,3.08,160,52
183,0,06078,Esteban Toledo,3.07,276,90
184,0,01361,Dan Forsman,3.04,234,77
185,0,01132,Mark Brooks,3.03,212,70
185,0,12705,Cliff Kresge,3.03,264,87
187,0,01920,Craig Parry,3.00,150,50
188,0,20382,Stephen Leaney,2.97,223,75
189,0,01761,Len Mattiace,2.96,222,75
190,0,12682,Hirofumi Miyase,2.94,185,63
191,0,21893,Brian Kortan,2.92,181,62
192,0,01771,Blaine McCallister,2.90,197,68
193,0,25237,Kevin Muncrief,2.88,144,50
194,0,10213,Dicky Pride,2.83,178,63
195,0,20634,Peter Lonard,2.77,183,66
196,0,23338,David Gossett,2.40,137,57
