RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
122,0,01381,Fred Funk,288.0,1728,6
124,0,20498,Briny Baird,291.0,1746,6
125,0,06251,Chris DiMarco,294.0,1764,6
125,0,07749,Brett Quigley,294.0,1764,6
125,0,02101,Joey Sindelar,294.0,1764,6
128,0,26287,Roland Thatcher,297.0,1188,4
129,0,24361,Pat Perez,300.0,1800,6
130,0,20029,Notah Begay III,301.5,1206,4
131,0,26420,Richard Johnson,306.0,1836,6
131,0,10860,Justin Leonard,306.0,1530,5
133,0,23353,J.J. Henry,309.0,1854,6
134,0,06809,Bob Burns,309.6,1548,5
134,0,10585,Scott McCarron,309.6,1548,5
136,0,01142,Bart Bryant,310.5,1242,4
137,0,01139,Olin Browne,316.8,1584,5
138,0,08881,Tripp Isenhour,318.0,954,3
139,0,01329,Brad Faxon,320.4,1602,5
140,0,24024,Zach Johnson,321.0,1926,6
141,0,22293,Heath Slocum,324.0,1620,5
141,0,08793,Tiger Woods,324.0,1296,4
143,0,08075,Jerry Kelly,327.0,1962,6
144,0,12645,Brent Geiberger,327.6,1638,5
145,0,20157,Retief Goosen,330.0,990,3
146,0,20127,Chris Riley,333.0,1332,4
147,0,01553,John Huston,336.0,1008,3
148,0,01761,Len Mattiace,337.5,1350,4
149,0,19846,Brian Gay,338.4,1692,5
150,0,24507,Jason Bohn,342.0,1710,5
150,0,24290,D.J. Brigman,342.0,1368,4
152,0,25396,Kevin Na,345.6,1728,5
153,0,01361,Dan Forsman,346.5,1386,4
154,0,01378,David Frost,351.0,1404,4
155,0,01938,David Peoples,360.0,1440,4
156,0,02049,Gene Sauers,364.5,1458,4
157,0,01203,Russ Cochran,366.0,1098,3
158,0,21646,David Branshaw,369.0,1476,4
159,0,07363,Craig Bowden,373.5,1494,4
159,0,01157,Tom Byrum,373.5,1494,4
161,0,23135,Tim Clark,378.0,1512,4
161,0,12682,Hirofumi Miyase,378.0,1134,3
163,0,02223,Bob Tway,382.5,1530,4
164,0,23613,Rich Barcelo,390.0,1170,3
165,0,01035,Tommy Armour III,391.5,1566,4
166,0,01473,Todd Hamilton,396.0,1584,4
167,0,08339,Spike McRoy,409.5,1638,4
168,0,10107,Deane Pappas,420.0,1260,3
169,0,01320,Bob Estes,426.0,1278,3
169,0,01927,Dennis Paulson,426.0,1278,3
171,0,23983,Luke Donald,432.0,1296,3
172,0,02104,Jeff Sluman,436.5,1746,4
173,0,01920,Craig Parry,450.0,900,2
173,0,23497,Tag Ridings,450.0,900,2
175,0,06595,Kevin Sutherland,486.0,1458,3
176,0,21407,Arjun Atwal,498.0,1494,3
177,0,23621,Rory Sabbatini,516.0,1548,3
178,0,01887,Mark O'Meara,522.0,1044,2
179,0,10885,Robert Allenby,528.0,1584,3
180,0,06078,Esteban Toledo,540.0,1620,3
181,0,02239,Scott Verplank,546.0,1638,3
182,0,01313,Steve Elkington,549.0,1098,2
183,0,19881,Robert Damron,552.0,1656,3
183,0,12680,Shigeki Maruyama,552.0,1656,3
185,0,19972,José Coceres,576.0,1152,2
186,0,21949,Joe Ogilvie,612.0,1836,3
187,0,01132,Mark Brooks,630.0,1260,2
188,0,22548,Patrick Sheehan,666.0,1998,3
189,0,02010,Loren Roberts,711.0,1422,2
190,0,08385,Omar Uresti,765.0,1530,2
191,0,07721,Pat Bates,873.0,1746,2
192,0,24502,Adam Scott,936.0,936,1
193,0,01219,John Cook,954.0,954,1
194,0,21893,Brian Kortan,1116.0,1116,1
195,0,08537,J.P. Hayes,1350.0,1350,1
