RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,08793,Tiger Woods,17.39,765.34,-471.09,772.44
2,0,06567,Vijay Singh,10.06,633.93,-648.21,514.53
3,0,01810,Phil Mickelson,8.40,377.99,-328.04,369.93
4,0,20157,Retief Goosen,8.02,416.84,-333.51,354.20
5,0,06522,Ernie Els,7.88,362.56,-474.45,255.03
6,0,21209,Sergio Garcia,7.38,339.37,-216.26,296.40
7,0,10809,Jim Furyk,5.91,242.43,-170.55,272.13
8,0,24502,Adam Scott,5.07,253.30,-217.09,245.42
9,0,08635,Colin Montgomerie,4.86,271.89,-100.16,282.90
10,0,06251,Chris DiMarco,4.69,239.38,-193.70,224.69
11,0,01945,Kenny Perry,4.68,215.21,-190.94,233.30
12,0,20848,Ángel Cabrera,4.53,190.10,-114.55,180.13
13,0,20608,David Howell,4.52,234.92,-119.69,217.40
14,0,23983,Luke Donald,4.52,239.33,-158.22,226.91
15,0,20400,Michael Campbell,4.51,239.24,-89.47,249.88
16,0,02206,David Toms,4.34,212.87,-194.80,235.82
17,0,20766,Padraig Harrington,4.33,220.83,-226.76,170.32
18,0,19825,Darren Clarke,4.09,204.57,-212.83,177.19
19,0,01706,Davis Love III,3.98,190.94,-239.95,177.87
20,0,23135,Tim Clark,3.80,216.35,-119.84,237.04
21,0,12461,Paul McGinley,3.67,190.61,-91.24,186.26
22,0,01142,Bart Bryant,3.48,181.10,-55.35,193.07
23,0,10944,Thomas Bjørn,3.45,179.63,-146.77,164.19
24,0,22348,Nick O'Hern,3.39,189.72,-112.75,179.98
25,0,01226,Fred Couples,3.33,139.71,-115.00,138.04
26,0,20229,Stewart Cink,3.32,182.72,-202.32,115.13
27,0,06373,José María Olazábal,3.30,181.75,-77.43,188.66
28,0,02239,Scott Verplank,3.30,161.86,-151.97,144.97
29,0,01249,John Daly,3.07,153.67,-100.93,134.07
30,0,20098,Stuart Appleby,2.99,173.60,-210.88,147.51
31,0,24357,K.J. Choi,2.95,179.83,-167.67,144.27
32,0,21528,Henrik Stenson,2.90,150.54,-58.94,151.33
33,0,10860,Justin Leonard,2.87,143.69,-125.80,145.08
34,0,23541,Ben Crane,2.86,137.37,-70.35,139.08
35,0,20433,Mark Hensby,2.85,156.95,-104.09,123.06
36,0,12510,Chad Campbell,2.85,156.76,-185.00,145.46
37,0,10885,Robert Allenby,2.80,187.29,-135.69,162.34
38,0,24140,Sean O'Hair,2.74,109.75,-22.15,131.90
39,0,01381,Fred Funk,2.71,159.97,-127.10,155.92
40,0,20218,Shingo Katayama,2.70,140.44,-88.90,115.33
41,0,01677,Tom Lehman,2.66,111.57,-86.51,106.81
42,0,12680,Shigeki Maruyama,2.63,147.42,-137.94,121.08
43,0,20396,Lee Westwood,2.62,138.70,-137.31,93.19
44,0,19958,Miguel Angel Jiménez,2.61,146.14,-166.68,92.54
45,0,06573,Brandt Jobe,2.53,101.34,-36.52,114.74
46,0,10423,Mike Weir,2.45,112.51,-208.29,83.29
47,0,20634,Peter Lonard,2.44,153.86,-143.08,131.76
48,0,12782,Tim Herron,2.44,131.60,-104.19,130.51
49,0,20572,Rod Pampling,2.36,137.13,-104.89,115.13
50,0,06004,Stephen Ames,2.33,118.76,-137.32,62.05
51,0,25364,Paul Casey,2.30,119.41,-122.61,93.60
