RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,39971,Sungjae Im,210,812,25.9
2,0,48822,Sebastián Muñoz,206,666,30.9
3,0,45486,Joaquin Niemann,204,645,31.6
4,0,45157,Cam Davis,198,674,29.4
5,0,32791,K.H. Lee,194,668,29.0
6,0,27644,Brian Harman,188,656,28.7
7,0,45526,Abraham Ancer,183,624,29.3
8,0,32757,Patton Kizzire,175,698,25.1
9,0,33597,Harry Higgs,173,580,29.8
10,0,35532,Tom Hoge,172,693,24.8
10,0,35449,Adam Long,172,501,34.3
10,0,47993,Denny McCarthy,172,579,29.7
13,0,47347,Adam Schenk,171,544,31.4
14,0,37455,Si Woo Kim,170,611,27.8
14,0,27214,Kevin Streelman,170,580,29.3
16,0,39997,Corey Conners,167,596,28.0
16,0,49771,J.T. Poston,167,591,28.3
18,0,25900,Lucas Glover,166,596,27.9
19,0,47504,Sam Burns,165,551,29.9
19,0,30944,Jason Kokrak,165,543,30.4
21,0,46402,Talor Gooch,163,610,26.7
21,0,33399,Adam Hadwin,163,586,27.8
23,0,25686,Jason Dufner,162,526,30.8
23,0,34098,Russell Henley,162,547,29.6
23,0,12716,Charley Hoffman,162,600,27.0
23,0,36801,Mark Hubbard,162,642,25.2
23,0,25493,Nick Taylor,162,613,26.4
28,0,30926,Chris Kirk,161,546,29.5
28,0,32640,Troy Merritt,161,583,27.6
30,0,20229,Stewart Cink,159,525,30.3
30,0,34099,Harris English,159,605,26.3
30,0,47128,Richy Werenski,159,589,27.0
33,0,35310,Lanto Griffin,158,596,26.5
33,0,34256,Andrew Putnam,158,519,30.4
33,0,46046,Scottie Scheffler,158,619,25.5
33,0,35891,Cameron Smith,158,560,28.2
33,0,34046,Jordan Spieth,158,586,27.0
38,0,24024,Zach Johnson,157,533,29.5
38,0,32839,Hideki Matsuyama,157,604,26.0
40,0,26300,Matt Jones,155,603,25.7
40,0,25396,Kevin Na,155,609,25.5
40,0,31560,Brian Stuard,155,618,25.1
43,0,49960,Sepp Straka,154,553,27.8
44,0,33419,Cameron Tringale,153,620,24.7
45,0,39546,Keith Mitchell,152,491,31.0
45,0,23320,Ryan Palmer,152,511,29.7
47,0,30692,Scott Stallings,151,475,31.8
48,0,29725,Tony Finau,150,526,28.5
48,0,27349,Alex Noren,150,569,26.4
50,0,33667,Carlos Ortiz,149,591,25.2
50,0,33448,Justin Thomas,149,531,28.1
50,0,30927,Brendon Todd,149,537,27.7
53,0,45609,Tyler Duncan,144,530,27.2
53,0,39977,Max Homa,144,497,29.0
53,0,46717,Viktor Hovland,144,510,28.2
56,0,40026,Daniel Berger,143,525,27.2
56,0,35450,Patrick Cantlay,143,512,27.9
58,0,35506,Mackenzie Hughes,141,547,25.8
58,0,25632,Jimmy Walker,141,465,30.3
60,0,33122,Russell Knox,140,538,26.0
60,0,50525,Collin Morikawa,140,466,30.0
62,0,27649,Brandt Snedeker,139,547,25.4
63,0,27974,Sung Kang,138,517,26.7
63,0,26851,Marc Leishman,138,458,30.1
63,0,30163,Henrik Norlander,138,486,28.4
63,0,24361,Pat Perez,138,559,24.7
63,0,26331,Charl Schwartzel,138,515,26.8
68,0,47959,Bryson DeChambeau,137,509,26.9
68,0,35461,Beau Hossler,137,486,28.2
68,0,46442,Maverick McNealy,137,478,28.7
68,0,47483,Will Zalatoris,137,442,31.0
72,0,32662,Michael Gligic,136,421,32.3
73,0,24502,Adam Scott,135,426,31.7
73,0,46441,Robby Shelton,135,527,25.6
73,0,37189,Harold Varner III,135,547,24.7
76,0,34466,Peter Malnati,134,512,26.2
76,0,49964,Aaron Wise,134,480,27.9
78,0,52375,Doug Ghim,133,523,25.4
78,0,29478,Kevin Kisner,133,511,26.0
80,0,32102,Rickie Fowler,132,466,28.3
80,0,29535,Brice Garnett,132,488,27.0
80,0,33490,Bo Hoag,132,489,27.0
80,0,29420,Billy Horschel,132,496,26.6
80,0,28237,Rory McIlroy,132,489,27.0
80,0,34360,Patrick Reed,132,540,24.4
80,0,34431,Robert Streb,132,499,26.5
87,0,01810,Phil Mickelson,131,451,29.0
87,0,36871,Matthew NeSmith,131,509,25.7
87,0,25818,Scott Piercy,131,507,25.8
90,0,34563,Chesson Hadley,130,416,31.3
90,0,35104,Tom Lewis,130,462,28.1
90,0,27129,Luke List,130,509,25.5
90,0,27556,Ted Potter Jr.,130,433,30.0
90,0,36699,Patrick Rodgers,130,528,24.6
95,0,29908,C.T. Pan,129,448,28.8
96,0,26329,Louis Oosthuizen,128,447,28.6
96,0,34264,Hudson Swafford,128,442,29.0
98,0,29479,Scott Brown,127,477,26.6
98,0,26499,Rafa Cabrera Bello,127,425,29.9
98,0,51766,Wyndham Clark,127,518,24.5
98,0,21209,Sergio Garcia,127,478,26.6
98,0,27936,Martin Laird,127,458,27.7
98,0,53165,Doc Redman,127,481,26.4
98,0,39953,Chase Seiffert,127,386,32.9
105,0,23108,Matt Kuchar,126,420,30.0
105,0,23621,Rory Sabbatini,126,482,26.1
105,0,48081,Xander Schauffele,126,469,26.9
108,0,56762,Will Gordon,125,444,28.2
109,0,19846,Brian Gay,124,457,27.1
109,0,31646,Emiliano Grillo,124,459,27.0
109,0,24138,Ian Poulter,124,452,27.4
109,0,29518,Brendan Steele,124,471,26.3
113,0,33948,Byeong Hun An,123,494,24.9
