RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,01864,Larry Nelson,18.97,151,796
2,0,01876,Greg Norman,18.93,103,544
3,0,01887,Mark O'Meara,18.47,155,839
4,0,01226,Fred Couples,18.42,128,695
5,0,01837,Gil Morgan,18.35,118,643
6,0,01329,Brad Faxon,18.33,160,873
7,0,01331,Rick Fehr,18.16,140,771
8,0,01905,Joe Ozaki,18.12,129,712
9,0,01891,David Ogrin,18.06,190,1052
9,0,06527,Steve Stricker,18.06,158,875
11,0,01553,John Huston,18.04,158,876
12,0,01040,Emlyn Aubrey,17.74,107,603
13,0,01677,Tom Lehman,17.70,148,836
14,0,10860,Justin Leonard,17.66,189,1070
15,0,01706,Davis Love III,17.55,149,849
16,0,01219,John Cook,17.45,164,940
16,0,01724,Jeff Maggert,17.45,168,963
18,0,02214,Kirk Triplett,17.42,135,775
19,0,08931,Glen Day,17.36,162,933
20,0,01042,Paul Azinger,17.19,137,797
21,0,06567,Vijay Singh,17.18,162,943
22,0,09011,David Duval,17.14,134,782
23,0,12660,Jesper Parnevik,17.07,119,697
24,0,01577,Lee Janzen,17.03,163,957
25,0,01093,Ronnie Black,16.97,151,890
26,0,01132,Mark Brooks,16.95,182,1074
27,0,06036,Scott Dunlap,16.93,141,833
28,0,06613,Tommy Tolles,16.92,170,1005
29,0,01810,Phil Mickelson,16.91,138,816
30,0,01388,Robert Gamez,16.90,131,775
31,0,01014,Fulton Allem,16.87,95,563
32,0,02206,David Toms,16.85,156,926
33,0,02256,Tom Watson,16.84,99,588
34,0,01381,Fred Funk,16.83,192,1141
35,0,01761,Len Mattiace,16.80,148,881
36,0,08547,John Maginnes,16.69,142,851
37,0,01945,Kenny Perry,16.67,143,858
38,0,01326,Nick Faldo,16.61,99,596
39,0,01408,Kelly Gibson,16.49,197,1195
39,0,06012,Greg Kraft,16.49,139,843
41,0,02146,Payne Stewart,16.46,148,899
42,0,01161,Mark Calcavecchia,16.45,176,1070
43,0,01975,Tom Purtzer,16.40,144,878
44,0,10585,Scott McCarron,16.37,148,904
45,0,06034,Marco Dawson,16.31,146,895
46,0,02170,Hal Sutton,16.24,147,905
47,0,01072,Chip Beck,16.14,154,954
48,0,10809,Jim Furyk,16.13,170,1054
49,0,07101,Dave Stockton Jr.,16.11,155,962
50,0,01527,Scott Hoch,16.10,162,1006
51,0,01175,Jim Carter,16.07,180,1120
52,0,01203,Russ Cochran,16.05,139,866
53,0,08337,Mike Heinen,16.02,158,986
54,0,01633,Tom Kite,15.99,118,738
55,0,02321,Fuzzy Zoeller,15.97,88,551
56,0,01928,Corey Pavin,15.94,138,866
57,0,01143,Brad Bryant,15.90,138,868
58,0,08993,Franklin Langham,15.89,153,963
59,0,01958,Dan Pohl,15.84,96,606
60,0,07867,Woody Austin,15.78,192,1217
61,0,01249,John Daly,15.74,119,756
62,0,01139,Olin Browne,15.72,155,986
63,0,11032,Frank Lickliter II,15.68,137,874
64,0,06315,Pete Jordan,15.63,120,768
65,0,01549,Mike Hulbert,15.62,152,973
66,0,01968,Nick Price,15.60,85,545
67,0,01797,Rocco Mediate,15.59,113,725
68,0,10569,Mike Brisky,15.58,136,873
69,0,01771,Blaine McCallister,15.57,149,957
69,0,02159,Curtis Strange,15.57,130,835
71,0,01457,Jay Haas,15.54,143,920
72,0,01006,John Adams,15.51,125,806
72,0,01156,Curt Byrum,15.51,92,593
74,0,20098,Stuart Appleby,15.50,151,974
75,0,01201,Lennie Clements,15.48,133,859
76,0,06522,Ernie Els,15.47,108,698
76,0,01783,Mark McCumber,15.47,82,530
78,0,20259,Hisayuki Sasaki,15.41,102,662
79,0,01098,Jay Don Blake,15.40,146,948
79,0,01510,Nolan Henke,15.40,126,818
81,0,02133,Craig Stadler,15.33,90,587
82,0,01599,Steve Jones,15.32,138,901
83,0,02131,Mike Springer,15.31,135,882
84,0,01235,Ben Crenshaw,15.28,94,615
85,0,02279,Mark Wiebe,15.26,119,780
86,0,01943,Chris Perry,15.23,108,709
87,0,01116,Michael Bradley,15.21,139,914
87,0,01682,Wayne Levi,15.21,113,743
89,0,01823,Larry Mize,15.19,115,757
90,0,01920,Craig Parry,15.14,129,852
91,0,02010,Loren Roberts,15.02,129,859
92,0,01748,Doug Martin,14.96,143,956
92,0,10425,Jay Williamson,14.96,120,802
94,0,02099,Scott Simpson,14.93,109,730
94,0,02223,Bob Tway,14.93,126,844
94,0,02303,Robert Wrenn,14.93,112,750
97,0,01157,Tom Byrum,14.92,117,784
97,0,12626,Joey Gullion,14.92,137,918
99,0,02008,Lee Rinker,14.90,155,1040
100,0,06617,Brian Henninger,14.87,131,881
100,0,01604,Steve Jurgensen,14.87,135,908
100,0,01766,Billy Mayfair,14.87,146,982
103,0,02104,Jeff Sluman,14.85,166,1118
104,0,02167,Mike Sullivan,14.84,129,869
105,0,01323,Brad Fabel,14.80,132,892
106,0,01024,Billy Andrade,14.79,135,913
107,0,07087,Hugh Royer III,14.78,140,947
108,0,19883,Joe Daley,14.77,118,799
108,0,01306,David Edwards,14.77,127,860
110,0,01701,Bob Lohr,14.76,137,928
111,0,01361,Dan Forsman,14.72,102,693
