RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
52,0,08075,Jerry Kelly,6,325,0
52,0,06012,Greg Kraft,6,283,0
52,0,01723,Andrew Magee,6,261,0
52,0,01724,Jeff Maggert,6,311,0
52,0,01823,Larry Mize,6,265,0
52,0,01905,Joe Ozaki,6,240,0
52,0,02135,Mike Standly,6,279,0
52,0,02241,Bobby Wadkins,6,324,0
73,0,20098,Stuart Appleby,5,349,0
73,0,01035,Tommy Armour III,5,186,0
73,0,01139,Olin Browne,5,325,0
73,0,06124,Patrick Burke,5,256,0
73,0,01203,Russ Cochran,5,291,0
73,0,01219,John Cook,5,305,0
73,0,06599,John Elliott,5,180,0
73,0,01323,Brad Fabel,5,305,0
73,0,01326,Nick Faldo,5,188,0
73,0,01331,Rick Fehr,5,262,0
73,0,06617,Brian Henninger,5,290,0
73,0,01553,John Huston,5,299,0
73,0,01607,Brian Kamm,5,317,0
73,0,01682,Wayne Levi,5,245,0
73,0,01766,Billy Mayfair,5,315,0
73,0,01864,Larry Nelson,5,267,0
73,0,12660,Jesper Parnevik,5,251,0
73,0,06657,Steve Rintoul,5,257,0
73,0,02023,Clarence Rose,5,299,0
73,0,10215,Charlie Rymer,5,313,0
73,0,02115,Taylor Smith,5,267,0
73,0,06595,Kevin Sutherland,5,373,0
73,0,02218,Ted Tryba,5,365,0
73,0,02242,Lanny Wadkins,5,217,0
97,0,01014,Fulton Allem,4,192,0
97,0,01040,Emlyn Aubrey,4,206,0
97,0,01072,Chip Beck,4,331,0
97,0,01142,Bart Bryant,4,263,0
97,0,01157,Tom Byrum,4,272,0
97,0,01196,Brian Claar,4,362,0
97,0,01200,Keith Clearwater,4,270,0
97,0,01313,Steve Elkington,4,220,0
97,0,06522,Ernie Els,4,212,0
97,0,01378,David Frost,4,248,0
97,0,06044,Scott Gump,4,345,0
97,0,01457,Jay Haas,4,320,0
97,0,01549,Mike Hulbert,4,335,0
97,0,06315,Pete Jordan,4,249,0
97,0,01677,Tom Lehman,4,270,0
97,0,01701,Bob Lohr,4,329,0
97,0,01761,Len Mattiace,4,303,0
97,0,01771,Blaine McCallister,4,314,0
97,0,01783,Mark McCumber,4,184,0
97,0,01876,Greg Norman,4,170,0
97,0,01945,Kenny Perry,4,276,0
97,0,01958,Dan Pohl,4,201,0
97,0,01968,Nick Price,4,183,0
97,0,10213,Dicky Pride,4,280,0
97,0,07087,Hugh Royer III,4,321,0
97,0,06066,Gary Rusnak,4,269,0
97,0,02104,Jeff Sluman,4,353,0
97,0,06527,Steve Stricker,4,269,0
97,0,02167,Mike Sullivan,4,313,0
97,0,02206,David Toms,4,315,0
97,0,02214,Kirk Triplett,4,244,0
97,0,02223,Bob Tway,4,275,0
97,0,02245,Grant Waite,4,267,0
97,0,02279,Mark Wiebe,4,255,0
97,0,02321,Fuzzy Zoeller,4,190,0
132,0,01060,Dave Barr,3,198,0
132,0,01093,Ronnie Black,3,292,0
132,0,01132,Mark Brooks,3,339,0
132,0,01185,Brandel Chamblee,3,237,0
132,0,01249,John Daly,3,252,0
132,0,01329,Brad Faxon,3,272,0
132,0,01361,Dan Forsman,3,217,0
132,0,01475,Donnie Hammond,3,218,0
132,0,01487,Jeff Hart,3,230,0
132,0,01603,Jeff Julian,3,237,0
132,0,08993,Franklin Langham,3,317,0
132,0,10860,Justin Leonard,3,343,0
132,0,08547,John Maginnes,3,275,0
132,0,01837,Gil Morgan,3,207,0
132,0,01887,Mark O'Meara,3,281,0
132,0,01928,Corey Pavin,3,268,0
132,0,01943,Chris Perry,3,236,0
132,0,01971,Dillard Pruitt,3,273,0
132,0,01975,Tom Purtzer,3,279,0
132,0,02049,Gene Sauers,3,280,0
132,0,02099,Scott Simpson,3,250,0
132,0,02171,Mike Swartz,3,249,0
132,0,19913,Ron Whittaker,3,207,0
132,0,10425,Jay Williamson,3,271,0
156,0,01042,Paul Azinger,2,276,0
156,0,10505,Shane Bertsch,2,255,0
156,0,01201,Lennie Clements,2,301,0
156,0,01235,Ben Crenshaw,2,211,0
156,0,01320,Bob Estes,2,221,0
156,0,01381,Fred Funk,2,363,0
156,0,01414,Bob Gilder,2,283,0
156,0,01435,Wayne Grady,2,222,0
156,0,01557,John Inman,2,271,0
156,0,01577,Lee Janzen,2,327,0
156,0,01725,John Mahaffey,2,232,0
156,0,06090,Jim McGovern,2,311,0
156,0,01797,Rocco Mediate,2,240,0
156,0,12781,Scott Medlin,2,185,0
156,0,07235,John Morse,2,337,0
156,0,06140,Sean Murphy,2,279,0
156,0,02010,Loren Roberts,2,271,0
156,0,02201,Jim Thorpe,2,188,0
156,0,02303,Robert Wrenn,2,253,0
175,0,01024,Billy Andrade,1,300,0
175,0,10569,Mike Brisky,1,289,0
175,0,01346,Ed Fiori,1,213,0
175,0,06064,Jeff Gallagher,1,293,0
175,0,01633,Tom Kite,1,228,0
175,0,01748,Doug Martin,1,329,0
175,0,01920,Craig Parry,1,276,0
175,0,20505,Lucas Parsons,1,195,0
175,0,01938,David Peoples,1,189,0
175,0,01996,Mike Reid,1,250,0
175,0,20259,Hisayuki Sasaki,1,234,0
175,0,02159,Curtis Strange,1,269,0
175,0,02226,Tray Tyner,1,172,0
175,0,02267,D.A. Weibring,1,170,0
