RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,01161,Mark Calcavecchia,13,363,0
2,0,01408,Kelly Gibson,12,395,0
2,0,06567,Vijay Singh,12,316,0
2,0,08385,Omar Uresti,12,333,0
5,0,06332,Neal Lancaster,11,355,0
5,0,01706,Davis Love III,11,270,0
5,0,20095,Carl Paulson,11,301,0
8,0,01175,Jim Carter,10,373,0
8,0,09011,David Duval,10,257,0
8,0,10809,Jim Furyk,10,345,0
8,0,10649,Tom Scherrer,10,321,0
8,0,02170,Hal Sutton,10,321,0
13,0,08931,Glen Day,9,308,0
13,0,06036,Scott Dunlap,9,279,0
13,0,01510,Nolan Henke,9,293,0
13,0,01707,Steve Lowery,9,347,0
13,0,10585,Scott McCarron,9,297,0
13,0,02256,Tom Watson,9,168,0
13,0,06577,John Wilson,9,289,0
20,0,20051,Joe Acosta Jr.,8,253,0
20,0,07867,Woody Austin,8,413,0
20,0,01226,Fred Couples,8,228,0
20,0,01261,Jay Delsing,8,298,0
20,0,01307,Joel Edwards,8,333,0
20,0,01374,Robin Freeman,8,357,0
20,0,01388,Robert Gamez,8,269,0
20,0,08337,Mike Heinen,8,336,0
20,0,01527,Scott Hoch,8,333,0
20,0,01599,Steve Jones,8,261,0
20,0,01891,David Ogrin,8,368,0
20,0,02008,Lee Rinker,8,355,0
20,0,02101,Joey Sindelar,8,317,0
20,0,02106,Chris Smith,8,275,0
20,0,02131,Mike Springer,8,303,0
20,0,02186,Brian Tennyson,8,267,0
20,0,06613,Tommy Tolles,8,321,0
37,0,01006,John Adams,7,285,0
37,0,01068,Andy Bean,7,265,0
37,0,01116,Michael Bradley,7,303,0
37,0,01133,Billy Ray Brown,7,272,0
37,0,10203,Bryan Gorman,7,241,0
37,0,06643,Paul Goydos,7,293,0
37,0,12626,Joey Gullion,7,297,0
37,0,12782,Tim Herron,7,361,0
37,0,11032,Frank Lickliter II,7,295,0
37,0,01810,Phil Mickelson,7,261,0
37,0,02133,Craig Stadler,7,192,0
37,0,08375,Paul Stankowski,7,243,0
37,0,02146,Payne Stewart,7,314,0
37,0,07101,Dave Stockton Jr.,7,320,0
37,0,02246,Duffy Waldorf,7,232,0
52,0,01096,Phil Blackmar,6,329,0
52,0,01098,Jay Don Blake,6,321,0
52,0,06214,Guy Boros,6,326,0
52,0,01143,Brad Bryant,6,297,0
52,0,01156,Curt Byrum,6,191,0
52,0,19883,Joe Daley,6,271,0
52,0,06034,Marco Dawson,6,320,0
52,0,01306,David Edwards,6,287,0
52,0,01334,Keith Fergus,6,305,0
52,0,01385,Jim Gallagher Jr.,6,271,0
52,0,01444,Ken Green,6,281,0
52,0,01569,Peter Jacobsen,6,218,0
52,0,01604,Steve Jurgensen,6,303,0
