RANK,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
1,0,34431,Robert Streb,74
2,0,33448,Justin Thomas,71
3,0,29926,Danny Lee,69
4,0,29725,Tony Finau,65
5,0,34046,Jordan Spieth,64
6,0,29478,Kevin Kisner,63
7,0,40058,Zac Blair,62
7,0,34360,Patrick Reed,62
9,0,25274,Steven Bowditch,61
9,0,21961,Charles Howell III,61
11,0,23638,Brendon de Jonge,60
11,0,32839,Hideki Matsuyama,60
11,0,24361,Pat Perez,60
14,0,31202,William McGirt,59
15,0,24507,Jason Bohn,58
15,0,34264,Hudson Swafford,58
17,0,40026,Daniel Berger,57
17,0,28089,Jason Day,57
17,0,34099,Harris English,57
17,0,33122,Russell Knox,57
17,0,23108,Matt Kuchar,57
22,0,33418,Shawn Stefani,56
23,0,26758,David Hearn,55
23,0,25396,Kevin Na,55
23,0,29476,Kyle Reifers,55
26,0,24490,George McNeill,54
26,0,25834,Daniel Summerhays,54
28,0,24024,Zach Johnson,53
28,0,25804,Bubba Watson,53
30,0,30944,Jason Kokrak,52
30,0,25345,Carl Pettersson,52
30,0,27649,Brandt Snedeker,52
30,0,29518,Brendan Steele,52
34,0,29479,Scott Brown,51
34,0,25364,Paul Casey,51
34,0,20472,Alex Cejka,51
34,0,30927,Brendon Todd,51
38,0,12510,Chad Campbell,50
38,0,31557,Jim Herman,50
38,0,12716,Charley Hoffman,50
38,0,29420,Billy Horschel,50
38,0,30711,Colt Knost,50
38,0,33413,Ben Martin,50
38,0,23800,Bryce Molder,50
38,0,21878,Mark Wilson,50
46,0,33399,Adam Hadwin,49
46,0,32448,James Hahn,49
46,0,27141,J.B. Holmes,49
46,0,34174,John Huh,49
46,0,36689,Brooks Koepka,49
46,0,33667,Carlos Ortiz,49
46,0,28475,Jeff Overton,49
46,0,27095,Nick Watney,49
54,0,25720,Chad Collins,48
54,0,26300,Matt Jones,48
54,0,27466,Spencer Levin,48
57,0,33141,Keegan Bradley,47
57,0,27644,Brian Harman,47
57,0,25818,Scott Piercy,47
57,0,27963,Chris Stroud,47
57,0,25493,Nick Taylor,47
62,0,28500,Martin Flores,46
62,0,30852,Ryo Ishikawa,46
62,0,34409,David Lingmerth,46
62,0,33419,Cameron Tringale,46
66,0,24924,Bill Haas,45
66,0,34563,Chesson Hadley,45
66,0,23353,J.J. Henry,45
66,0,35532,Tom Hoge,45
66,0,08075,Jerry Kelly,45
66,0,26596,Ryan Moore,45
66,0,24140,Sean O'Hair,45
66,0,35541,John Peterson,45
66,0,27214,Kevin Streelman,45
75,0,24494,Erik Compton,44
75,0,32102,Rickie Fowler,44
75,0,34098,Russell Henley,44
75,0,34261,Scott Langley,44
75,0,30946,Alex Prugh,44
75,0,23621,Rory Sabbatini,44
75,0,06567,Vijay Singh,44
82,0,28259,Sangmoon Bae,43
82,0,20229,Stewart Cink,43
82,0,34262,Jon Curran,43
82,0,30925,Dustin Johnson,43
82,0,27936,Martin Laird,43
82,0,29221,Webb Simpson,43
88,0,28679,Fabián Gómez,42
88,0,31560,Brian Stuard,42
88,0,25632,Jimmy Walker,42
91,0,32366,Kevin Chappell,41
91,0,20104,Ken Duke,41
91,0,35451,Scott Pinckney,41
91,0,29223,Sam Saunders,41
91,0,27064,Jhonattan Vegas,41
91,0,26289,Boo Weekley,41
97,0,27436,Graham DeLaet,40
97,0,25900,Lucas Glover,40
97,0,29720,Andres Gonzales,40
97,0,29222,Billy Hurley III,40
97,0,37454,Whee Kim,40
97,0,22056,Cameron Percy,40
97,0,28486,Michael Putnam,40
97,0,21528,Henrik Stenson,40
97,0,25892,Steve Wheatcroft,40
106,0,35539,Luke Guthrie,39
106,0,36801,Mark Hubbard,39
106,0,24781,Hunter Mahan,39
106,0,32640,Troy Merritt,39
106,0,23320,Ryan Palmer,39
106,0,34265,Will Wilcox,39
112,0,24925,Jonathan Byrd,38
112,0,33461,Morgan Hoffmann,38
112,0,28780,Nicholas Thompson,38
112,0,26951,Johnson Wagner,38
116,0,20771,Steven Alker,37
116,0,22371,Aaron Baddeley,37
116,0,35545,Blayne Barber,37
116,0,01810,Phil Mickelson,37
116,0,22405,Justin Rose,37
116,0,32150,Michael Thompson,37
116,0,27770,Camilo Villegas,37
116,0,31323,Gary Woodland,37
124,0,37273,Derek Ernst,36
124,0,39977,Max Homa,36
124,0,23623,Bo Van Pelt,36
127,0,24357,K.J. Choi,35
127,0,21753,Brian Davis,35
127,0,23983,Luke Donald,35
127,0,10809,Jim Furyk,35
127,0,20157,Retief Goosen,35
127,0,30926,Chris Kirk,35
127,0,26329,Louis Oosthuizen,35
127,0,24138,Ian Poulter,35
135,0,24846,Ricky Barnes,34
135,0,27895,Jonas Blixt,34
135,0,25686,Jason Dufner,34
135,0,29535,Brice Garnett,34
135,0,20645,John Senden,34
140,0,25191,Gonzalo Fernandez-Castaño,33
140,0,34358,Jonathan Randolph,33
140,0,36699,Patrick Rodgers,33
143,0,22892,Jason Gore,32
143,0,26851,Marc Leishman,32
143,0,27933,John Merrick,32
143,0,25198,Francesco Molinari,32
143,0,34130,Sung Joon Park,32
148,0,31416,Derek Fathauer,31
148,0,21209,Sergio Garcia,31
150,0,29289,S.Y. Noh,30
150,0,20691,Greg Owen,30
150,0,29425,Andrew Svoboda,30
153,0,28237,Rory McIlroy,29
153,0,35891,Cameron Smith,29
153,0,30692,Scott Stallings,29
153,0,02206,David Toms,29
153,0,25349,Tim Wilkinson,29
158,0,23325,Vaughn Taylor,28
158,0,28132,Tyrone Van Aswegen,28
160,0,20593,Greg Chalmers,27
160,0,26476,Chez Reavie,27
162,0,25562,Andres Romero,26
163,0,32334,Charlie Beljan,25
163,0,01706,Davis Love III,25
163,0,25240,D.A. Points,25
163,0,34256,Andrew Putnam,25
163,0,28023,Byron Smith,25
163,0,30110,Kyle Stanley,25
163,0,20396,Lee Westwood,25
170,0,30736,Oscar Fraustro,24
170,0,24358,Robert Garrigus,24
170,0,26331,Charl Schwartzel,24
173,0,32200,Roberto Castro,23
173,0,29974,Branden Grace,23
173,0,21731,Freddie Jacobson,23
173,0,23548,Bill Lunde,23
177,0,23048,Eric Axley,22
177,0,25369,Jamie Donaldson,22
177,0,06522,Ernie Els,22
177,0,10860,Justin Leonard,22
177,0,22046,Geoff Ogilvy,22
177,0,31193,Jim Renner,22
177,0,24502,Adam Scott,22
184,0,23135,Tim Clark,21
184,0,23541,Ben Crane,21
184,0,28307,Matt Every,21
184,0,20766,Padraig Harrington,21
184,0,24912,Will MacKenzie,21
184,0,33486,Roger Sloan,21
190,0,19803,Ryan Armour,20
190,0,20848,Ángel Cabrera,20
192,0,10885,Robert Allenby,18
192,0,08725,Tom Gillis,18
192,0,22378,Trevor Immelman,18
192,0,27408,Martin Kaymer,18
196,0,46435,Austin Cook,17
196,0,06527,Steve Stricker,17
196,0,32139,Danny Willett,17
199,0,33204,Shane Lowry,16
199,0,22293,Heath Slocum,16
199,0,27330,Josh Teater,16
202,0,20098,Stuart Appleby,15
202,0,31420,Anirban Lahiri,15
202,0,28300,Joost Luiten,15
202,0,34087,Carlos Sainz Jr,15
206,0,35300,Andrew Loupe,14
207,0,25572,Graeme McDowell,13
207,0,01945,Kenny Perry,13
207,0,22913,John Rollins,13
207,0,08793,Tiger Woods,13
211,0,29910,Blake Adams,12
211,0,30750,Tommy Gainey,12
211,0,26881,Jarrod Lyle,12
211,0,20572,Rod Pampling,12
211,0,29454,Bernd Wiesberger,12
216,0,46501,Ollie Schniederjans,11
216,0,02106,Chris Smith,11
216,0,33449,Zack Sucher,11
219,0,21407,Arjun Atwal,10
219,0,07867,Woody Austin,10
219,0,20070,Matt Bettencourt,10
219,0,46550,Brandon Hagy,10
219,0,24459,Richard Sterne,10
224,0,33120,Mark Anderson,9
224,0,28937,George Coetzee,9
224,0,28339,Victor Dubuisson,9
224,0,31646,Emiliano Grillo,9
224,0,25444,Justin Hicks,9
224,0,34579,Alexander Levy,9
224,0,27120,Troy Matteson,9
224,0,20160,Charlie Wi,9
232,0,26499,Rafa Cabrera Bello,8
232,0,01249,John Daly,8
232,0,08931,Glen Day,8
232,0,21805,Harrison Frazar,8
232,0,28308,Troy Kelly,8
232,0,46970,Jon Rahm,8
232,0,23481,Marcel Siem,8
232,0,25841,Marc Warren,8
240,0,24461,Thomas Aiken,7
240,0,31289,Benjamín Alvarado,7
240,0,20376,Stephen Gallacher,7
240,0,06575,Dudley Hart,7
240,0,27747,Hiroshi Iwata,7
240,0,01948,Tim Petrovic,7
240,0,23788,D.J. Trahan,7
247,0,27796,Joe Affrunti,6
247,0,12652,Cameron Beckman,6
247,0,22621,Ben Curtis,6
247,0,30911,Tommy Fleetwood,6
247,0,39954,Cody Gribble,6
247,0,34296,Wes Homan,6
247,0,24956,Mikko Ilonen,6
247,0,01766,Billy Mayfair,6
247,0,10585,Scott McCarron,6
247,0,35314,Andy Sullivan,6
257,0,33948,Byeong Hun An,5
257,0,24511,Thongchai Jaidee,5
257,0,28092,D.H. Lee,5
257,0,46442,Maverick McNealy,5
257,0,29256,James Morrison,5
257,0,31559,Garrett Osborn,5
257,0,26679,Kevin Stadler,5
257,0,02239,Scott Verplank,5
257,0,36685,Cameron Wilson,5
266,0,30978,Kiradech Aphibarnrat,4
266,0,20850,Daniel Chopra,4
266,0,09011,David Duval,4
266,0,27896,Ross Fisher,4
266,0,07457,Steve Flesch,4
266,0,01381,Fred Funk,4
266,0,20433,Mark Hensby,4
266,0,12782,Tim Herron,4
266,0,01577,Lee Janzen,4
266,0,06573,Brandt Jobe,4
266,0,37092,Hyung-Sung Kim,4
266,0,29670,Pablo Larrazabal,4
266,0,24748,WC Liang,4
266,0,24039,Prom Meesawat,4
266,0,06515,Shaun Micheel,4
266,0,32876,Martin Piller,4
266,0,10213,Dicky Pride,4
266,0,46441,Robby Shelton,4
266,0,33110,Michael Smith,4
266,0,29484,Peter Uihlein,4
266,0,22540,Anthony Wall,4
266,0,36836,Cory Whitsett,4
288,0,10944,Thomas Bjørn,3
288,0,22764,Michael Block,3
288,0,01116,Michael Bradley,3
288,0,46504,Ashley Chesters,3
288,0,47906,Austin Connelly,3
288,0,35260,Kelvin Day,3
288,0,47959,Bryson DeChambeau,3
288,0,46567,Paul Dunne,3
288,0,24083,Marcus Fraser,3
288,0,34363,Tyrrell Hatton,3
288,0,27899,Rikard Karlberg,3
288,0,22986,Søren Kjeldsen,3
288,0,22806,Doug LaBelle II,3
288,0,47994,Lee McCoy,3
288,0,46048,Jordan Niebrugge,3
288,0,01887,Mark O'Meara,3
288,0,27119,Koumei Oda,3
288,0,33968,Thorbjørn Olesen,3
288,0,29908,C.T. Pan,3
288,0,26435,Angelo Que,3
288,0,29531,Richie Ramsay,3
288,0,35732,Wes Roach,3
288,0,23797,Brett Rumford,3
288,0,40115,Adam Svensson,3
288,0,32333,Kevin Tway,3
288,0,02246,Duffy Waldorf,3
288,0,02256,Tom Watson,3
288,0,20436,Garrett Willis,3
288,0,33870,Ashun Wu,3
317,0,29891,Scott Arnold,2
317,0,01132,Mark Brooks,2
317,0,46443,Brian Campbell,2
317,0,19825,Darren Clarke,2
317,0,39997,Corey Conners,2
317,0,23409,James Driscoll,2
317,0,29936,Ryan Fox,2
317,0,29740,Brad Fritsch,2
317,0,23366,Brian Gaffney,2
317,0,24399,Scott Gardiner,2
317,0,37351,Oliver Goss,2
317,0,24980,Scott Gutschewski,2
317,0,48135,Blair Hamilton,2
