RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,23320,Ryan Palmer,68.21,955,14
2,0,01810,Phil Mickelson,68.71,1168,17
2,0,21949,Joe Ogilvie,68.71,1168,17
4,0,01945,Kenny Perry,68.89,1240,18
5,0,02206,David Toms,69.20,692,10
6,0,20098,Stuart Appleby,69.21,969,14
7,0,21209,Sergio Garcia,69.27,762,11
7,0,24502,Adam Scott,69.27,762,11
9,0,20663,Brenden Pappas,69.33,832,12
10,0,10809,Jim Furyk,69.43,1458,21
11,0,10885,Robert Allenby,69.47,1320,19
12,0,26500,Alejandro Cañizares,69.60,1044,15
12,0,20229,Stewart Cink,69.60,1044,15
14,0,28089,Jason Day,69.70,1394,20
14,0,25345,Carl Pettersson,69.70,1603,23
16,0,21753,Brian Davis,69.74,1325,19
17,0,02223,Bob Tway,69.77,907,13
18,0,29718,Anthony Kim,69.85,908,13
18,0,25804,Bubba Watson,69.85,1816,26
20,0,06595,Kevin Sutherland,69.87,1607,23
21,0,12660,Jesper Parnevik,69.88,1188,17
21,0,19913,Ron Whittaker,69.88,559,8
23,0,23778,Brad Adamonis,69.90,1398,20
23,0,12510,Chad Campbell,69.90,699,10
25,0,20645,John Senden,69.93,979,14
26,0,01473,Todd Hamilton,69.94,1189,17
27,0,22621,Ben Curtis,70.00,910,13
27,0,06034,Marco Dawson,70.00,1120,16
27,0,20157,Retief Goosen,70.00,350,5
27,0,26289,Boo Weekley,70.00,770,11
31,0,19846,Brian Gay,70.05,1541,22
32,0,22371,Aaron Baddeley,70.08,911,13
33,0,20498,Briny Baird,70.11,1262,18
34,0,10425,Jay Williamson,70.14,1543,22
35,0,02239,Scott Verplank,70.17,1263,18
36,0,10505,Shane Bertsch,70.23,1545,22
36,0,06575,Dudley Hart,70.23,913,13
38,0,06567,Vijay Singh,70.24,1194,17
39,0,24924,Bill Haas,70.26,1897,27
40,0,21633,Steve Allan,70.27,1054,15
41,0,27060,John Mallinger,70.30,1406,20
41,0,21878,Mark Wilson,70.30,1617,23
43,0,24925,Jonathan Byrd,70.31,914,13
43,0,23325,Vaughn Taylor,70.31,1125,16
43,0,27770,Camilo Villegas,70.31,914,13
46,0,06197,Michael Allen,70.33,1477,21
47,0,07457,Steve Flesch,70.38,1126,16
48,0,10860,Justin Leonard,70.41,1197,17
49,0,25632,Jimmy Walker,70.42,845,12
50,0,06090,Jim McGovern,70.43,986,14
51,0,01553,John Huston,70.44,634,9
52,0,27095,Nick Watney,70.46,916,13
53,0,21959,Ted Purdy,70.47,1057,15
53,0,23788,D.J. Trahan,70.47,1198,17
55,0,22293,Heath Slocum,70.48,1621,23
56,0,01313,Steve Elkington,70.50,987,14
56,0,06527,Steve Stricker,70.50,987,14
56,0,26668,Marc Turnesa,70.50,987,14
59,0,06004,Stephen Ames,70.53,1058,15
59,0,08931,Glen Day,70.53,1199,17
61,0,24781,Hunter Mahan,70.55,776,11
61,0,01941,Tom Pernice Jr.,70.55,1552,22
63,0,24361,Pat Perez,70.57,988,14
64,0,01320,Bob Estes,70.59,1200,17
64,0,01766,Billy Mayfair,70.59,1200,17
66,0,12652,Cameron Beckman,70.60,1059,15
66,0,23541,Ben Crane,70.60,1059,15
68,0,21961,Charles Howell III,70.62,918,13
69,0,01142,Bart Bryant,70.64,989,14
69,0,27214,Kevin Streelman,70.64,989,14
71,0,20574,Mathew Goggin,70.65,1201,17
72,0,12823,Carlos Franco,70.67,848,12
73,0,23135,Tim Clark,70.69,1131,16
74,0,26695,Michael Letzig,70.70,707,10
75,0,23108,Matt Kuchar,70.71,1485,21
75,0,24138,Ian Poulter,70.71,495,7
75,0,23623,Bo Van Pelt,70.71,990,14
78,0,28475,Jeff Overton,70.72,1273,18
79,0,27649,Brandt Snedeker,70.73,1061,15
80,0,20623,Gavin Coles,70.75,849,12
80,0,22913,John Rollins,70.75,1415,20
80,0,08845,Scott Sterling,70.75,1132,16
83,0,01035,Tommy Armour III,70.76,1203,17
84,0,24357,K.J. Choi,70.77,920,13
85,0,06621,Joe Durant,70.80,1416,20
86,0,08385,Omar Uresti,70.82,1204,17
87,0,12716,Charley Hoffman,70.83,1275,18
88,0,01928,Corey Pavin,70.85,921,13
89,0,20160,Charlie Wi,70.86,992,14
90,0,26679,Kevin Stadler,70.87,1630,23
91,0,20766,Padraig Harrington,70.89,638,9
92,0,01226,Fred Couples,70.90,709,10
93,0,22348,Nick O'Hern,70.91,780,11
93,0,07749,Brett Quigley,70.91,780,11
95,0,23797,Brett Rumford,70.93,1064,15
96,0,25396,Kevin Na,70.94,1135,16
97,0,23353,J.J. Henry,70.96,1632,23
98,0,07867,Woody Austin,71.00,1207,17
98,0,21805,Harrison Frazar,71.00,781,11
98,0,01388,Robert Gamez,71.00,1065,15
98,0,22378,Trevor Immelman,71.00,923,13
98,0,26420,Richard Johnson,71.00,852,12
98,0,27933,John Merrick,71.00,923,13
104,0,12602,Dean Wilson,71.05,1421,20
105,0,23125,Brad Elder,71.06,1137,16
105,0,25900,Lucas Glover,71.06,1137,16
107,0,21350,Ryuji Imada,71.13,1067,15
107,0,26596,Ryan Moore,71.13,1138,16
109,0,28158,Steve Marino,71.14,1494,21
110,0,20634,Peter Lonard,71.16,1352,19
111,0,11032,Frank Lickliter II,71.17,1637,23
112,0,01577,Lee Janzen,71.18,1566,22
113,0,22548,Patrick Sheehan,71.22,1638,23
114,0,23048,Eric Axley,71.23,1852,26
114,0,22046,Geoff Ogilvy,71.23,926,13
116,0,01706,Davis Love III,71.25,855,12
117,0,24227,Justin Bolli,71.26,1354,19
118,0,23718,Nathan Green,71.28,1283,18
119,0,10585,Scott McCarron,71.30,1426,20
120,0,25190,Jeff Quinney,71.31,927,13
121,0,20848,Ángel Cabrera,71.33,428,6
121,0,10875,Todd Demsey,71.33,1284,18
123,0,08075,Jerry Kelly,71.38,928,13
124,0,27120,Troy Matteson,71.39,1642,23
125,0,24024,Zach Johnson,71.40,1071,15
125,0,10423,Mike Weir,71.40,1428,20
127,0,30750,Tommy Gainey,71.41,1214,17
127,0,23497,Tag Ridings,71.41,1571,22
129,0,20127,Chris Riley,71.44,643,9
130,0,20850,Daniel Chopra,71.47,1072,15
130,0,01724,Jeff Maggert,71.47,1215,17
130,0,01797,Rocco Mediate,71.47,1215,17
133,0,27141,J.B. Holmes,71.50,1573,22
133,0,22806,Doug LaBelle II,71.50,1001,14
135,0,23614,Rich Beem,71.54,930,13
135,0,20472,Alex Cejka,71.54,1717,24
137,0,27561,Nick Flanagan,71.56,1789,25
137,0,24358,Robert Garrigus,71.56,1288,18
137,0,23621,Rory Sabbatini,71.56,1288,18
140,0,20104,Ken Duke,71.58,1360,19
140,0,21731,Freddie Jacobson,71.58,859,12
140,0,01707,Steve Lowery,71.58,859,12
140,0,02002,John Riegger,71.58,859,12
144,0,25349,Tim Wilkinson,71.60,1432,20
145,0,07547,Craig Kanada,71.62,931,13
145,0,24490,George McNeill,71.62,931,13
147,0,27936,Martin Laird,71.63,1146,16
147,0,01948,Tim Petrovic,71.63,1361,19
149,0,12680,Shigeki Maruyama,71.64,788,11
150,0,24449,Parker McLachlin,71.65,1648,23
151,0,20105,Jeff Gove,71.70,717,10
152,0,20572,Rod Pampling,71.74,1363,19
153,0,12782,Tim Herron,71.79,1364,19
154,0,24663,Y.E. Yang,71.81,1508,21
155,0,26300,Matt Jones,71.83,1724,24
155,0,27613,David Lutterus,71.83,862,12
157,0,24140,Sean O'Hair,71.85,934,13
158,0,06643,Paul Goydos,71.86,1006,14
158,0,27963,Chris Stroud,71.86,1006,14
160,0,06522,Ernie Els,71.88,575,8
160,0,23349,Charles Warren,71.88,1150,16
162,0,22892,Jason Gore,71.89,2013,28
162,0,10649,Tom Scherrer,71.89,1294,18
164,0,28780,Nicholas Thompson,71.90,1510,21
165,0,12826,Paul Claxton,71.92,863,12
165,0,21461,Kenneth Ferrie,71.92,935,13
167,0,12705,Cliff Kresge,71.93,1079,15
167,0,26951,Johnson Wagner,71.93,1007,14
169,0,23409,James Driscoll,71.94,1223,17
170,0,19803,Ryan Armour,72.00,1872,26
170,0,01161,Mark Calcavecchia,72.00,504,7
170,0,10733,Kent Jones,72.00,1224,17
173,0,24912,Will MacKenzie,72.12,1226,17
174,0,20433,Mark Hensby,72.14,1010,14
175,0,23540,Jason Allred,72.17,866,12
176,0,20378,Mathias Grönberg,72.19,1155,16
177,0,20382,Stephen Leaney,72.21,1011,14
178,0,23157,Richard Johnson,72.23,939,13
179,0,20443,Jin Park,72.25,1445,20
180,0,26631,Cody Freeman,72.29,1229,17
181,0,06573,Brandt Jobe,72.33,651,9
181,0,26476,Chez Reavie,72.33,1302,18
183,0,12309,Bob Sowards,72.42,869,12
184,0,08537,J.P. Hayes,72.46,942,13
185,0,25364,Paul Casey,72.55,798,11
185,0,25842,Jon Mills,72.55,1451,20
187,0,01139,Olin Browne,72.59,1234,17
188,0,25594,Travis Perkins,72.75,873,12
189,0,01677,Tom Lehman,72.77,946,13
190,0,06012,Greg Kraft,72.88,583,8
190,0,22582,Kyle Thompson,72.88,1239,17
192,0,25720,Chad Collins,73.00,803,11
193,0,01024,Billy Andrade,73.09,1681,23
194,0,30925,Dustin Johnson,73.23,952,13
195,0,06251,Chris DiMarco,73.25,1172,16
196,0,09011,David Duval,74.00,962,13
197,0,25562,Andres Romero,74.50,447,6
