RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
79,0,24490,George McNeill,70.92,2624,37
80,0,23497,Tag Ridings,70.93,1915,27
81,0,12716,Charley Hoffman,70.95,2625,37
82,0,27933,John Merrick,70.96,1916,27
83,0,22348,Nick O'Hern,70.97,2058,29
84,0,10885,Robert Allenby,71.00,2272,32
84,0,01142,Bart Bryant,71.00,1917,27
84,0,27561,Nick Flanagan,71.00,1775,25
84,0,07457,Steve Flesch,71.00,2059,29
84,0,21350,Ryuji Imada,71.00,1704,24
84,0,26420,Richard Johnson,71.00,1491,21
84,0,22806,Doug LaBelle II,71.00,1420,20
84,0,20572,Rod Pampling,71.00,1420,20
84,0,27649,Brandt Snedeker,71.00,1846,26
93,0,27060,John Mallinger,71.03,2060,29
93,0,01766,Billy Mayfair,71.03,2415,34
95,0,12823,Carlos Franco,71.04,1847,26
96,0,23320,Ryan Palmer,71.05,1350,19
96,0,12309,Bob Sowards,71.05,1563,22
98,0,21633,Steve Allan,71.07,995,14
99,0,12652,Cameron Beckman,71.10,2133,30
99,0,24925,Jonathan Byrd,71.10,2133,30
99,0,28475,Jeff Overton,71.10,2204,31
102,0,24663,Y.E. Yang,71.11,1991,28
103,0,21461,Kenneth Ferrie,71.12,1849,26
104,0,30925,Dustin Johnson,71.14,2561,36
105,0,24140,Sean O'Hair,71.15,1850,26
106,0,21753,Brian Davis,71.19,1851,26
106,0,23325,Vaughn Taylor,71.19,2207,31
108,0,20098,Stuart Appleby,71.20,1424,20
109,0,01810,Phil Mickelson,71.21,997,14
110,0,06004,Stephen Ames,71.22,1638,23
110,0,10733,Kent Jones,71.22,1282,18
112,0,06090,Jim McGovern,71.25,1710,24
112,0,23788,D.J. Trahan,71.25,2280,32
114,0,19803,Ryan Armour,71.26,1639,23
115,0,23718,Nathan Green,71.27,2352,33
115,0,12660,Jesper Parnevik,71.27,2138,30
117,0,08931,Glen Day,71.28,1283,18
117,0,24361,Pat Perez,71.28,2067,29
119,0,26695,Michael Letzig,71.30,1925,27
119,0,21959,Ted Purdy,71.30,1426,20
121,0,25190,Jeff Quinney,71.31,2068,29
122,0,27613,David Lutterus,71.32,1355,19
122,0,21949,Joe Ogilvie,71.32,2710,38
124,0,06567,Vijay Singh,71.33,1498,21
125,0,27963,Chris Stroud,71.34,2069,29
126,0,01226,Fred Couples,71.35,1427,20
127,0,27095,Nick Watney,71.36,2783,39
128,0,07867,Woody Austin,71.42,2714,38
129,0,01797,Rocco Mediate,71.45,2072,29
130,0,01948,Tim Petrovic,71.47,2144,30
130,0,25562,Andres Romero,71.47,2144,30
132,0,20157,Retief Goosen,71.50,1573,22
132,0,01577,Lee Janzen,71.50,1573,22
134,0,01388,Robert Gamez,71.54,2003,28
134,0,10649,Tom Scherrer,71.54,930,13
136,0,23614,Rich Beem,71.55,2719,38
137,0,20645,John Senden,71.56,2934,41
137,0,02206,David Toms,71.56,1789,25
139,0,23135,Tim Clark,71.57,1646,23
140,0,20378,Mathias Grönberg,71.59,2434,34
141,0,23621,Rory Sabbatini,71.61,1289,18
141,0,22293,Heath Slocum,71.61,2220,31
143,0,12826,Paul Claxton,71.62,1504,21
143,0,22378,Trevor Immelman,71.62,1504,21
143,0,23157,Richard Johnson,71.62,1862,26
146,0,25900,Lucas Glover,71.63,2149,30
146,0,11032,Frank Lickliter II,71.63,2865,40
148,0,27120,Troy Matteson,71.67,1720,24
149,0,23540,Jason Allred,71.70,1649,23
149,0,20848,Ángel Cabrera,71.70,1434,20
151,0,25804,Bubba Watson,71.71,1721,24
152,0,25842,Jon Mills,71.73,2152,30
153,0,23778,Brad Adamonis,71.74,1363,19
153,0,06573,Brandt Jobe,71.74,1363,19
155,0,25364,Paul Casey,71.76,1220,17
156,0,01139,Olin Browne,71.77,1866,26
156,0,06251,Chris DiMarco,71.77,2153,30
158,0,23108,Matt Kuchar,71.78,1651,23
158,0,02239,Scott Verplank,71.78,1292,18
160,0,26300,Matt Jones,71.79,2082,29
161,0,20850,Daniel Chopra,71.82,2011,28
162,0,21805,Harrison Frazar,71.83,1724,24
162,0,23349,Charles Warren,71.83,1652,23
164,0,22046,Geoff Ogilvy,71.84,1365,19
165,0,06522,Ernie Els,71.85,934,13
166,0,24138,Ian Poulter,71.87,1078,15
167,0,01161,Mark Calcavecchia,71.88,1725,24
167,0,26951,Johnson Wagner,71.88,2300,32
169,0,12705,Cliff Kresge,71.89,2013,28
170,0,21961,Charles Howell III,71.91,2373,33
171,0,20433,Mark Hensby,71.95,1367,19
172,0,07547,Craig Kanada,72.00,1368,19
173,0,28089,Jason Day,72.06,1297,18
174,0,26631,Cody Freeman,72.12,1226,17
175,0,22582,Kyle Thompson,72.13,1154,16
176,0,23125,Brad Elder,72.16,1371,19
176,0,19913,Ron Whittaker,72.16,1371,19
178,0,01707,Steve Lowery,72.17,2165,30
179,0,24912,Will MacKenzie,72.19,1155,16
180,0,06034,Marco Dawson,72.21,1372,19
181,0,10425,Jay Williamson,72.22,1950,27
182,0,06643,Paul Goydos,72.24,1806,25
183,0,26679,Kevin Stadler,72.26,1662,23
184,0,08075,Jerry Kelly,72.28,1807,25
185,0,25632,Jimmy Walker,72.30,1952,27
186,0,20443,Jin Park,72.44,1811,25
187,0,01035,Tommy Armour III,72.50,1160,16
187,0,12680,Shigeki Maruyama,72.50,870,12
189,0,20382,Stephen Leaney,72.59,1234,17
190,0,08537,J.P. Hayes,72.62,1525,21
191,0,23797,Brett Rumford,72.70,1672,23
192,0,01473,Todd Hamilton,72.71,2254,31
193,0,30750,Tommy Gainey,72.86,1020,14
194,0,24227,Justin Bolli,73.26,1978,27
195,0,09011,David Duval,73.31,953,13
196,0,20472,Alex Cejka,73.36,1027,14
197,0,25594,Travis Perkins,74.47,1117,15
