RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
1,0,02223,Bob Tway,69.63,2646,38
2,0,01810,Phil Mickelson,69.84,2165,31
3,0,23320,Ryan Palmer,69.85,2305,33
4,0,01945,Kenny Perry,69.86,3074,44
5,0,24502,Adam Scott,69.88,1817,26
6,0,10809,Jim Furyk,69.95,2798,40
7,0,20498,Briny Baird,69.98,3499,50
8,0,22371,Aaron Baddeley,70.03,2521,36
9,0,26500,Alejandro Cañizares,70.07,1962,28
10,0,21209,Sergio Garcia,70.08,1682,24
11,0,21878,Mark Wilson,70.12,4207,60
12,0,12510,Chad Campbell,70.16,3017,43
13,0,22621,Ben Curtis,70.19,2527,36
14,0,20663,Brenden Pappas,70.20,2457,35
15,0,28158,Steve Marino,70.21,4423,63
16,0,24924,Bill Haas,70.22,3441,49
17,0,06527,Steve Stricker,70.24,2388,34
17,0,06595,Kevin Sutherland,70.24,3442,49
19,0,01941,Tom Pernice Jr.,70.25,3934,56
20,0,29718,Anthony Kim,70.26,2389,34
21,0,23541,Ben Crane,70.27,2881,41
22,0,20229,Stewart Cink,70.30,2601,37
23,0,10860,Justin Leonard,70.37,3237,46
24,0,20098,Stuart Appleby,70.38,2393,34
24,0,10505,Shane Bertsch,70.38,3519,50
26,0,20104,Ken Duke,70.39,4012,57
26,0,25345,Carl Pettersson,70.39,3942,56
28,0,19846,Brian Gay,70.40,3379,48
29,0,10885,Robert Allenby,70.43,3592,51
30,0,26289,Boo Weekley,70.47,3030,43
30,0,20160,Charlie Wi,70.47,3453,49
32,0,01313,Steve Elkington,70.48,3101,44
33,0,20127,Chris Riley,70.50,1833,26
34,0,21949,Joe Ogilvie,70.51,3878,55
34,0,27770,Camilo Villegas,70.51,2468,35
36,0,06197,Michael Allen,70.54,3245,46
37,0,23353,J.J. Henry,70.56,4375,62
38,0,06575,Dudley Hart,70.57,2117,30
39,0,21753,Brian Davis,70.58,3176,45
39,0,01928,Corey Pavin,70.58,2823,40
39,0,27214,Kevin Streelman,70.58,3882,55
42,0,01724,Jeff Maggert,70.60,3036,43
42,0,12602,Dean Wilson,70.60,4024,57
44,0,22913,John Rollins,70.61,3460,49
45,0,01320,Bob Estes,70.62,3178,45
46,0,01553,John Huston,70.65,1837,26
46,0,08385,Omar Uresti,70.65,2826,40
48,0,21633,Steve Allan,70.66,2049,29
49,0,23623,Bo Van Pelt,70.67,3604,51
50,0,24357,K.J. Choi,70.70,2121,30
51,0,27060,John Mallinger,70.73,3466,49
51,0,07749,Brett Quigley,70.73,2617,37
53,0,20574,Mathew Goggin,70.74,3254,46
53,0,26668,Marc Turnesa,70.74,2688,38
53,0,25804,Bubba Watson,70.74,3537,50
56,0,20766,Padraig Harrington,70.75,1698,24
56,0,24781,Hunter Mahan,70.75,3113,44
58,0,27141,J.B. Holmes,70.76,2901,41
58,0,25396,Kevin Na,70.76,3609,51
60,0,12660,Jesper Parnevik,70.77,3326,47
61,0,07457,Steve Flesch,70.78,3185,45
62,0,23778,Brad Adamonis,70.79,2761,39
62,0,22548,Patrick Sheehan,70.79,4814,68
64,0,08845,Scott Sterling,70.81,3399,48
65,0,23048,Eric Axley,70.82,3895,55
65,0,28089,Jason Day,70.82,2691,38
65,0,06621,Joe Durant,70.82,3612,51
65,0,24358,Robert Garrigus,70.82,3116,44
69,0,20623,Gavin Coles,70.83,2054,29
70,0,12782,Tim Herron,70.84,3613,51
70,0,06567,Vijay Singh,70.84,2692,38
70,0,25349,Tim Wilkinson,70.84,3471,49
73,0,24925,Jonathan Byrd,70.86,3047,43
73,0,21731,Freddie Jacobson,70.86,2622,37
75,0,01142,Bart Bryant,70.88,2906,41
75,0,01766,Billy Mayfair,70.88,3615,51
77,0,27936,Martin Laird,70.89,3828,54
77,0,23325,Vaughn Taylor,70.89,3332,47
77,0,02206,David Toms,70.89,2481,35
80,0,01706,Davis Love III,70.90,2907,41
80,0,27649,Brandt Snedeker,70.90,2907,41
82,0,08931,Glen Day,70.91,2482,35
82,0,12716,Charley Hoffman,70.91,3900,55
82,0,24024,Zach Johnson,70.91,3120,44
85,0,25720,Chad Collins,70.92,2766,39
85,0,12823,Carlos Franco,70.92,2695,38
87,0,12652,Cameron Beckman,70.93,3192,45
88,0,21959,Ted Purdy,70.94,2483,35
89,0,06004,Stephen Ames,70.95,2696,38
89,0,06090,Jim McGovern,70.95,2696,38
89,0,22348,Nick O'Hern,70.95,2838,40
92,0,28475,Jeff Overton,70.96,3477,49
93,0,26596,Ryan Moore,70.97,2271,32
93,0,02239,Scott Verplank,70.97,2555,36
95,0,20634,Peter Lonard,70.98,3549,50
95,0,27933,John Merrick,70.98,2839,40
95,0,23788,D.J. Trahan,70.98,3478,49
98,0,10875,Todd Demsey,71.00,3124,44
98,0,26420,Richard Johnson,71.00,2343,33
98,0,10423,Mike Weir,71.00,2769,39
101,0,24449,Parker McLachlin,71.04,3268,46
102,0,21350,Ryuji Imada,71.05,2771,39
102,0,24361,Pat Perez,71.05,3055,43
102,0,02002,John Riegger,71.05,2913,41
105,0,22892,Jason Gore,71.10,3555,50
105,0,10585,Scott McCarron,71.10,2204,31
105,0,24490,George McNeill,71.10,3555,50
108,0,22293,Heath Slocum,71.13,3841,54
108,0,27095,Nick Watney,71.13,3699,52
110,0,26695,Michael Letzig,71.14,2632,37
